date,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow
2024-01-02,0.0,15.75,-0.018156,0.0,0.0,0.0
2024-01-03,0.0,15.95,0.01229,0.0,0.0,0.0
2024-01-04,0.0,16.95,0.062943,0.0,0.0,0.0
2024-01-05,0.0,18.15,0.070679,0.0,0.0,0.0
2024-01-08,0.0,19.08,0.051207,0.0,0.0,0.0
2024-01-09,0.0,17.98,-0.057581,0.0,0.0,0.0
2024-01-10,0.0,18.17,0.010707,0.0,0.0,0.0
2024-01-11,0.0,17.55,-0.034054,0.0,0.0,0.0
2024-01-12,0.0,18.91,0.077556,0.0,0.0,0.0
2024-01-16,0.0,18.34,-0.030184,0.0,0.0,0.0
2024-01-17,0.0,17.51,-0.045527,0.0,0.0,0.0
2024-01-18,0.0,17.54,0.001794,0.0,0.0,0.0
2024-01-19,0.0,17.94,0.023028,0.0,0.0,0.0
2024-01-22,2249000.0,17.99,0.002625,2249000.0,2249000.0,0.0
2024-01-23,0.0,17.24,-0.041628,2249000.0,0.0,0.0
2024-01-24,0.0,17.19,-0.002796,2249000.0,0.0,0.0
2024-01-25,0.0,17.54,0.020433,2249000.0,0.0,0.0
2024-01-26,4422000.0,17.69,0.008077,6671000.0,4422000.0,0.0
2024-01-29,0.0,17.41,-0.01569,6671000.0,0.0,0.0
2024-01-30,0.0,16.89,-0.029698,6671000.0,0.0,0.0
2024-01-31,0.0,16.86,-0.002037,6671000.0,0.0,0.0
2024-02-01,5523000.0,16.99,0.008115,12194000.0,5523000.0,0.0
