Rate Date,Premium/Discount
05-01-2026,-2.14
06-01-2026,0.12
07-01-2026,-0.67
08-01-2026,-0.8
09-01-2026,-0.34
12-01-2026,0.75
13-01-2026,4.0
14-01-2026,2.34
15-01-2026,1.56
16-01-2026,2.35
20-01-2026,-1.96
21-01-2026,1.22
22-01-2026,2.15
23-01-2026,1.32
26-01-2026,-0.78
27-01-2026,5.46
28-01-2026,2.4
29-01-2026,3.6
30-01-2026,3.09
02-02-2026,3.12
03-02-2026,1.21
04-02-2026,-1.39
05-02-2026,-0.91
06-02-2026,5.95
09-02-2026,3.36
10-02-2026,3.19
11-02-2026,2.38
12-02-2026,-1.94
13-02-2026,0.16
17-02-2026,1.33
18-02-2026,2.08
19-02-2026,-0.81
20-02-2026,-0.55
23-02-2026,2.06
24-02-2026,1.26
25-02-2026,5.79
26-02-2026,3.26
27-02-2026,-0.8
02-03-2026,2.42
03-03-2026,-2.11
04-03-2026,-1.31
05-03-2026,-1.23
06-03-2026,-1.36
09-03-2026,0.64
10-03-2026,-0.15
11-03-2026,-0.45
12-03-2026,-2.95
13-03-2026,1.38
16-03-2026,-3.42
17-03-2026,-4.75
18-03-2026,0.08
19-03-2026,2.04
20-03-2026,6.59
23-03-2026,-0.91
24-03-2026,4.06
25-03-2026,-0.38
26-03-2026,0.94
27-03-2026,2.39
30-03-2026,3.07
31-03-2026,-17.76
01-04-2026,-4.24
02-04-2026,-0.33
06-04-2026,6.21
07-04-2026,-1.13
08-04-2026,-2.45
09-04-2026,3.04
10-04-2026,-0.24
13-04-2026,-1.58
14-04-2026,-2.74
15-04-2026,-1.77
16-04-2026,-0.52
17-04-2026,3.44
20-04-2026,1.29
21-04-2026,-0.83
22-04-2026,-0.75
23-04-2026,0.48
24-04-2026,-0.51
27-04-2026,-1.34
28-04-2026,2.47
29-04-2026,0.68
30-04-2026,0.33
01-05-2026,1.68
04-05-2026,0.55
05-05-2026,2.65
06-05-2026,-1.31
07-05-2026,1.24
08-05-2026,-2.48
11-05-2026,-1.24
12-05-2026,-1.32
13-05-2026,0.67
14-05-2026,-1.57
15-05-2026,-1.36
18-05-2026,1.07
19-05-2026,0.62
20-05-2026,-1.17
21-05-2026,-1.0
22-05-2026,-4.23
26-05-2026,-2.77
27-05-2026,-2.2
28-05-2026,0.13
29-05-2026,-0.29
01-06-2026,-0.12
02-06-2026,2.13
03-06-2026,3.18
04-06-2026,0.82
05-06-2026,-0.98
08-06-2026,-1.97
09-06-2026,0.64
10-06-2026,1.61
11-06-2026,-1.45
12-06-2026,-0.85
15-06-2026,1.36
16-06-2026,3.95
17-06-2026,0.3
18-06-2026,0.7
22-06-2026,1.0
23-06-2026,2.5
24-06-2026,-5.31
25-06-2026,-1.68
26-06-2026,-3.16
29-06-2026,-4.51
30-06-2026,-2.01
01-07-2026,-2.06
02-07-2026,-2.72
06-07-2026,-0.27
07-07-2026,-1.31
08-07-2026,0.27
09-07-2026,-2.35
10-07-2026,-1.19
13-07-2026,-0.64
14-07-2026,1.82
15-07-2026,-0.75
16-07-2026,-0.54
17-07-2026,0.16
20-07-2026,-1.44
21-07-2026,-1.7
22-07-2026,-1.73
23-07-2026,-1.09
24-07-2026,-0.52
27-07-2026,0.96
28-07-2026,-1.1
29-07-2026,-0.99
30-07-2026,-0.29
03-08-2026,-1.1
04-08-2026,-2.1
05-08-2026,0.76
06-08-2026,-0.56
07-08-2026,-0.68
10-08-2026,1.53
11-08-2026,1.25
12-08-2026,3.14
