fund,prev_date,date,nav_prev,nav_curr,mkt_curr,r_official_pct,r_futures_pct,r_market_pct,tracking_basis_pct,vm_retained_dollars,total_notional_prev_dollars,nav_status
BWET,2026-07-16,2026-07-17,230.51,227.27,227.6300048828125,-1.405578933668813,-0.48329375436819577,-0.715313542585998,0.9222851793006172,-158.37299999998868,32769.51099999999,AVAILABLE
BWET,2026-07-17,2026-07-20,227.27,228.53,225.2400054931641,0.5544066528798305,-1.1360008893663276,-1.0499491887630623,-1.690407542246158,-398.9309999999896,35117.138,AVAILABLE
BWET,2026-07-20,2026-07-21,228.53,247.22,243.00999450683597,8.178357327265566,0.6104063792719631,7.889357387807018,-7.5679509479936025,221.24799999999232,36246.01700000001,AVAILABLE
BWET,2026-07-21,2026-07-22,247.22,242.2,238.00999450683597,-2.0305800501577584,6.927366228314629,-2.057528543279461,8.957946278472386,2526.2209999999977,36467.265,AVAILABLE
BWET,2026-07-22,2026-07-23,242.2,250.47,247.7400054931641,3.414533443435182,-1.7353231767993291,4.088068237003664,-5.149856620234511,-676.6630000000005,38993.486,AVAILABLE
BWET,2026-07-23,2026-07-24,250.47,241.49,240.2310028076172,-3.585259711741921,2.8127123169893355,-3.0310012590009814,6.397972028731257,1077.7419999999984,38316.823,AVAILABLE
BWET,2026-07-24,2026-07-27,241.49,239.82,242.1300048828125,-0.691540022361181,-2.9520027149238297,0.7904900087837868,-2.260462692562649,-1206.929999999993,40885.12499999999,AVAILABLE
BWET,2026-07-27,2026-07-28,239.82,240.7,238.05999755859372,0.3669418730714684,-0.5655852036616092,-1.6809182018513584,-0.9325270767330776,-224.41399999999703,39678.195,AVAILABLE
BWET,2026-07-28,2026-07-29,240.7,259.56,257.0,7.835479850436233,0.30593772495467714,7.955978591802084,-7.529542125481556,120.70399999999063,39453.781,AVAILABLE
BWET,2026-07-29,2026-07-30,259.56,264.67,263.9010009765625,1.968716289104644,6.362348356174382,2.68521438776751,4.393632067069738,2549.998999999989,40079.525,AVAILABLE
BWET,2026-07-30,2026-07-31,264.67,,268.489990234375,,1.5946990906142484,1.7389055899109895,,693.1070000000109,43463.18399999999,MISSING_NAV
BWET,2026-07-31,2026-08-03,,262.26,259.36700439453125,,0.3600984318425437,-3.39788676362942,,127.37800000000425,35373.106,MISSING_NAV
BWET,2026-08-03,2026-08-04,262.26,258.43,253.0,-1.4603828262029985,-1.278112151935726,-2.4548243557018536,0.18227067426727256,-453.73599999999715,35500.484000000004,AVAILABLE
BWET,2026-08-04,2026-08-05,258.43,255.18,257.1099853515625,-1.2575939325929653,-1.509634328663674,1.62450013895751,-0.25204039607070877,-572.413000000015,37917.32800000001,AVAILABLE
BWET,2026-08-05,2026-08-07,255.18,289.16,287.2049865722656,13.316090602711819,3.8306363592698927,11.705107905300666,-9.485454243441927,1559.1730000000025,40702.715,AVAILABLE
BWET,2026-08-07,2026-08-10,289.16,307.52,312.2200012207031,6.349425923364212,6.757963581750063,8.709812091700329,0.4085376583858519,2856.042999999998,42261.888,AVAILABLE
BWET,2026-08-10,2026-08-11,307.52,334.65,338.8299865722656,8.822190426638917,5.67848648721058,8.522831736443543,-3.1437039394283364,2662.112000000001,46880.66099999999,AVAILABLE
BWET,2026-08-11,2026-08-12,334.65,342.12,341.1430053710937,2.2321828776333565,7.403039389821804,0.682648788623302,5.170856512188447,3667.671000000002,49542.772999999994,AVAILABLE
BWET,2026-08-12,2026-08-13,342.12,,357.3349914550781,,2.577562978193393,4.746392518401739,,1743.3489999999874,67635.554,MISSING_NAV
