date,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow
2023-05-04,0.0,13.06,-0.0061,0.0,0.0,0.0
2023-05-05,1000.0,12.57,-0.0371,1000.0,1000.0,0.0
2023-05-08,0.0,12.57,0.0001,1000.0,0.0,0.0
2023-05-09,0.0,13.75,0.0936,1000.0,0.0,0.0
2023-05-10,0.0,14.33,0.0419,1000.0,0.0,0.0
2023-05-11,0.0,15.11,0.0543,1000.0,0.0,0.0
2023-05-12,0.0,15.31,0.0136,1000.0,0.0,0.0
2023-05-15,0.0,15.3,-0.0008,1000.0,0.0,0.0
2023-05-16,0.0,16.21,0.0594,1000.0,0.0,0.0
2023-05-17,0.0,15.82,-0.0236,1000.0,0.0,0.0
2023-05-18,0.0,14.86,-0.061,1000.0,0.0,0.0
2023-05-19,0.0,14.73,-0.0088,1000.0,0.0,0.0
2023-05-22,0.0,14.57,-0.0109,1000.0,0.0,0.0
2023-05-23,0.0,14.32,-0.017,1000.0,0.0,0.0
2023-05-24,0.0,14.32,0.0002,1000.0,0.0,0.0
2023-05-25,0.0,14.7,0.0259,1000.0,0.0,0.0
2023-05-26,0.0,14.64,-0.0039,1000.0,0.0,0.0
2023-05-30,0.0,14.83,0.0135,1000.0,0.0,0.0
2023-05-31,0.0,14.79,-0.0033,1000.0,0.0,0.0
2023-06-01,0.0,15.51,0.0491,1000.0,0.0,0.0
2023-06-02,0.0,15.53,0.0013,1000.0,0.0,0.0
2023-06-05,0.0,14.15,-0.0888,1000.0,0.0,0.0
2023-06-06,0.0,14.88,0.0516,1000.0,0.0,0.0
2023-06-07,0.0,15.66,0.0522,1000.0,0.0,0.0
2023-06-08,0.0,15.65,-0.0009,1000.0,0.0,0.0
2023-06-09,0.0,17.38,0.1107,1000.0,0.0,0.0
2023-06-12,0.0,19.26,0.1082,1000.0,0.0,0.0
2023-06-13,0.0,19.92,0.0346,1000.0,0.0,0.0
2023-06-14,0.0,20.58,0.033,1000.0,0.0,0.0
2023-06-15,0.0,21.23,0.0315,1000.0,0.0,0.0
2023-06-16,0.0,20.92,-0.0149,1000.0,0.0,0.0
2023-06-20,0.0,18.71,-0.1056,1000.0,0.0,0.0
2023-06-21,0.0,18.49,-0.0119,1000.0,0.0,0.0
2023-06-22,0.0,18.15,-0.0182,1000.0,0.0,0.0
2023-06-23,0.0,17.5,-0.0359,1000.0,0.0,0.0
2023-06-26,0.0,17.35,-0.0083,1000.0,0.0,0.0
2023-06-27,0.0,17.7,0.0201,1000.0,0.0,0.0
2023-06-28,0.0,18.04,0.0189,1000.0,0.0,0.0
2023-06-29,0.0,19.76,0.0959,1000.0,0.0,0.0
2023-06-30,0.0,20.83,0.0541,1000.0,0.0,0.0
2023-07-03,0.0,19.59,-0.0595,1000.0,0.0,0.0
2023-07-05,0.0,18.54,-0.0537,1000.0,0.0,0.0
2023-07-06,0.0,18.35,-0.0102,1000.0,0.0,0.0
2023-07-07,0.0,18.75,0.0215,1000.0,0.0,0.0
2023-07-10,0.0,18.4,-0.0185,1000.0,0.0,0.0
2023-07-11,0.0,18.17,-0.0124,1000.0,0.0,0.0
