date,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow
2018-03-23,0.0,24.83,-0.0197,0.0,0.0,0.0
2018-03-26,1219000.0,24.38,-0.018,1219000.0,1219000.0,0.0
2018-03-27,0.0,23.37,-0.0415,1219000.0,0.0,0.0
2018-03-28,0.0,22.91,-0.0194,1219000.0,0.0,0.0
2018-03-29,0.0,22.54,-0.0164,1219000.0,0.0,0.0
2018-04-02,0.0,22.54,-0.0,1219000.0,0.0,0.0
2018-04-03,0.0,20.67,-0.0828,1219000.0,0.0,0.0
2018-04-04,0.0,19.24,-0.0692,1219000.0,0.0,0.0
2018-04-05,1016000.0,20.32,0.056,2235000.0,1016000.0,0.0
2018-04-06,0.0,20.51,0.0094,2235000.0,0.0,0.0
2018-04-09,0.0,21.29,0.0378,2235000.0,0.0,0.0
2018-04-10,0.0,21.65,0.017,2235000.0,0.0,0.0
2018-04-11,0.0,20.93,-0.033,2235000.0,0.0,0.0
2018-04-12,0.0,21.96,0.049,2235000.0,0.0,0.0
2018-04-13,0.0,21.94,-0.001,2235000.0,0.0,0.0
2018-04-16,0.0,20.84,-0.05,2235000.0,0.0,0.0
2018-04-17,0.0,21.52,0.0325,2235000.0,0.0,0.0
2018-04-18,0.0,22.59,0.05,2235000.0,0.0,0.0
2018-04-19,0.0,22.75,0.0072,2235000.0,0.0,0.0
2018-04-20,0.0,22.8,0.0022,2235000.0,0.0,0.0
2018-04-23,0.0,22.81,0.0003,2235000.0,0.0,0.0
2018-04-24,0.0,23.08,0.012,2235000.0,0.0,0.0
2018-04-25,0.0,22.59,-0.0213,2235000.0,0.0,0.0
2018-04-26,0.0,22.27,-0.0144,2235000.0,0.0,0.0
2018-04-27,0.0,22.23,-0.0018,2235000.0,0.0,0.0
2018-04-30,0.0,22.24,0.0007,2235000.0,0.0,0.0
2018-05-01,0.0,22.06,-0.0083,2235000.0,0.0,0.0
2018-05-02,0.0,22.78,0.0329,2235000.0,0.0,0.0
2018-05-03,0.0,22.83,0.0022,2235000.0,0.0,0.0
2018-05-04,0.0,22.62,-0.0095,2235000.0,0.0,0.0
2018-05-07,0.0,22.62,-0.0,2235000.0,0.0,0.0
2018-05-08,0.0,23.35,0.0322,2235000.0,0.0,0.0
2018-05-09,0.0,23.5,0.0064,2235000.0,0.0,0.0
2018-05-10,0.0,23.49,-0.0001,2235000.0,0.0,0.0
2018-05-11,0.0,23.81,0.0135,2235000.0,0.0,0.0
2018-05-14,-1144000.0,22.88,-0.0391,1091000.0,0.0,-1144000.0
2018-05-15,0.0,21.93,-0.0415,1091000.0,0.0,0.0
2018-05-16,0.0,21.53,-0.0183,1091000.0,0.0,0.0
2018-05-17,0.0,21.2,-0.015,1091000.0,0.0,0.0
2018-05-18,0.0,21.77,0.0266,1091000.0,0.0,0.0
2018-05-21,0.0,21.57,-0.0093,1091000.0,0.0,0.0
2018-05-22,0.0,20.75,-0.0381,1091000.0,0.0,0.0
2018-05-23,0.0,19.8,-0.0456,1091000.0,0.0,0.0
2018-05-24,0.0,19.23,-0.0285,1091000.0,0.0,0.0
2018-05-25,0.0,19.2,-0.0019,1091000.0,0.0,0.0
2018-05-29,0.0,18.64,-0.029,1091000.0,0.0,0.0
2018-05-30,0.0,19.05,0.0222,1091000.0,0.0,0.0
