Rate Date,Premium/Discount
05-06-2019,0.48
06-06-2019,-0.2
07-06-2019,-0.53
10-06-2019,-0.37
11-06-2019,-0.41
12-06-2019,-0.75
13-06-2019,-1.1
14-06-2019,-0.28
17-06-2019,-0.72
18-06-2019,-1.55
19-06-2019,-1.54
20-06-2019,-0.68
21-06-2019,-0.55
24-06-2019,-0.38
25-06-2019,-0.34
26-06-2019,-0.57
27-06-2019,-0.69
28-06-2019,-0.83
01-07-2019,-4.01
02-07-2019,-0.96
03-07-2019,-1.57
05-07-2019,-2.04
08-07-2019,-1.27
09-07-2019,-0.79
10-07-2019,-0.75
11-07-2019,-1.0
12-07-2019,-1.34
15-07-2019,-0.44
16-07-2019,-0.57
17-07-2019,-0.96
18-07-2019,-1.01
19-07-2019,0.09
22-07-2019,-0.12
23-07-2019,0.44
24-07-2019,-0.85
25-07-2019,-0.47
26-07-2019,-0.81
29-07-2019,-0.79
30-07-2019,-1.46
31-07-2019,-1.35
01-08-2019,-1.39
02-08-2019,-1.3
05-08-2019,-2.2
06-08-2019,-1.44
07-08-2019,-0.51
08-08-2019,-1.37
09-08-2019,-0.93
12-08-2019,-2.4
13-08-2019,-0.99
14-08-2019,-0.71
15-08-2019,-1.87
16-08-2019,-1.7
19-08-2019,-1.77
20-08-2019,-1.39
21-08-2019,-1.38
22-08-2019,-1.12
23-08-2019,-1.66
26-08-2019,-1.56
27-08-2019,-1.11
28-08-2019,-0.87
29-08-2019,-0.9
30-08-2019,-1.01
03-09-2019,0.94
04-09-2019,0.46
05-09-2019,0.83
06-09-2019,-0.82
09-09-2019,-0.39
10-09-2019,-0.21
11-09-2019,-0.31
12-09-2019,-0.59
13-09-2019,-0.78
16-09-2019,-0.84
17-09-2019,-0.49
18-09-2019,-1.45
19-09-2019,-0.94
20-09-2019,-1.19
23-09-2019,-0.48
24-09-2019,0.25
25-09-2019,0.46
26-09-2019,-0.29
27-09-2019,0.66
30-09-2019,0.31
01-10-2019,1.09
02-10-2019,0.58
03-10-2019,-0.34
04-10-2019,0.07
07-10-2019,-0.91
08-10-2019,-0.69
09-10-2019,-0.54
10-10-2019,-0.21
11-10-2019,-0.45
14-10-2019,-0.48
15-10-2019,0.02
16-10-2019,-0.07
17-10-2019,0.15
18-10-2019,0.99
21-10-2019,-1.32
22-10-2019,-0.91
23-10-2019,-1.0
24-10-2019,-1.59
25-10-2019,-0.68
28-10-2019,-1.08
29-10-2019,-1.62
30-10-2019,0.03
31-10-2019,0.17
01-11-2019,-0.55
04-11-2019,0.61
05-11-2019,0.28
06-11-2019,-0.45
07-11-2019,-0.24
08-11-2019,-1.49
11-11-2019,-0.75
12-11-2019,-0.79
13-11-2019,-0.89
14-11-2019,-0.75
15-11-2019,-0.74
18-11-2019,-0.63
19-11-2019,-0.58
20-11-2019,0.0
21-11-2019,-0.03
22-11-2019,-0.49
25-11-2019,0.03
26-11-2019,0.5
27-11-2019,0.08
29-11-2019,-3.22
02-12-2019,-0.29
03-12-2019,0.8
04-12-2019,-0.03
05-12-2019,-0.17
06-12-2019,0.03
09-12-2019,-0.22
10-12-2019,-0.73
11-12-2019,0.43
12-12-2019,0.3
13-12-2019,0.5
16-12-2019,0.39
17-12-2019,0.06
18-12-2019,0.16
19-12-2019,0.43
20-12-2019,0.5
23-12-2019,-0.1
24-12-2019,-0.03
26-12-2019,0.88
27-12-2019,0.46
30-12-2019,0.07
31-12-2019,0.52
02-01-2020,0.37
03-01-2020,1.01
06-01-2020,1.1
07-01-2020,-2.5
08-01-2020,0.55
09-01-2020,-1.11
10-01-2020,1.95
13-01-2020,1.44
14-01-2020,0.85
15-01-2020,1.29
16-01-2020,1.2
17-01-2020,0.21
21-01-2020,1.52
22-01-2020,3.39
23-01-2020,3.51
24-01-2020,3.01
27-01-2020,3.67
28-01-2020,3.73
29-01-2020,5.38
30-01-2020,5.06
31-01-2020,5.59
03-02-2020,4.06
04-02-2020,4.35
05-02-2020,3.92
06-02-2020,4.42
07-02-2020,5.91
10-02-2020,5.01
11-02-2020,4.85
12-02-2020,4.79
13-02-2020,5.79
14-02-2020,6.16
18-02-2020,6.67
19-02-2020,4.6
20-02-2020,4.51
21-02-2020,4.28
24-02-2020,4.1
25-02-2020,4.71
26-02-2020,5.01
27-02-2020,5.06
28-02-2020,5.0
02-03-2020,5.47
03-03-2020,3.98
04-03-2020,4.4
05-03-2020,4.23
06-03-2020,4.7
09-03-2020,6.23
10-03-2020,5.11
11-03-2020,4.46
12-03-2020,4.7
13-03-2020,6.05
16-03-2020,7.39
17-03-2020,5.76
18-03-2020,-1.1
19-03-2020,-0.54
20-03-2020,-0.68
23-03-2020,0.17
24-03-2020,-0.37
25-03-2020,-1.18
26-03-2020,4.05
27-03-2020,4.05
30-03-2020,4.03
31-03-2020,-1.69
01-04-2020,1.62
02-04-2020,-0.16
03-04-2020,1.3
06-04-2020,1.16
07-04-2020,0.32
08-04-2020,1.03
09-04-2020,2.08
13-04-2020,1.67
14-04-2020,3.88
15-04-2020,2.26
16-04-2020,2.12
17-04-2020,2.84
20-04-2020,1.04
21-04-2020,2.5
22-04-2020,4.24
23-04-2020,1.5
24-04-2020,-0.33
27-04-2020,-0.0
28-04-2020,3.54
29-04-2020,5.19
30-04-2020,5.32
01-05-2020,3.48
04-05-2020,3.45
05-05-2020,4.13
06-05-2020,3.73
07-05-2020,4.09
08-05-2020,4.55
11-05-2020,5.98
12-05-2020,3.51
13-05-2020,1.03
14-05-2020,3.16
15-05-2020,4.77
18-05-2020,4.08
19-05-2020,4.29
20-05-2020,4.03
21-05-2020,4.44
22-05-2020,4.27
26-05-2020,3.45
27-05-2020,4.03
28-05-2020,2.02
29-05-2020,3.79
01-06-2020,0.65
02-06-2020,4.17
03-06-2020,3.93
04-06-2020,1.81
05-06-2020,3.02
08-06-2020,4.55
09-06-2020,-0.19
10-06-2020,1.76
11-06-2020,-1.03
12-06-2020,4.43
15-06-2020,2.56
16-06-2020,2.41
17-06-2020,5.53
18-06-2020,-1.76
19-06-2020,0.48
22-06-2020,-1.98
23-06-2020,1.24
24-06-2020,-3.25
25-06-2020,-4.86
26-06-2020,0.0
29-06-2020,-3.94
30-06-2020,-4.03
01-07-2020,-4.89
02-07-2020,-3.94
06-07-2020,-0.63
07-07-2020,2.17
08-07-2020,3.69
09-07-2020,0.81
10-07-2020,-2.41
13-07-2020,-2.64
14-07-2020,-1.51
15-07-2020,-3.84
16-07-2020,-1.36
17-07-2020,-3.15
20-07-2020,-2.47
21-07-2020,-2.87
22-07-2020,-3.89
23-07-2020,0.42
24-07-2020,3.79
27-07-2020,1.89
28-07-2020,0.89
29-07-2020,4.16
30-07-2020,1.36
31-07-2020,0.12
03-08-2020,-3.44
04-08-2020,-1.03
05-08-2020,-2.52
06-08-2020,-1.46
07-08-2020,-1.51
10-08-2020,-2.16
11-08-2020,1.64
12-08-2020,-0.33
13-08-2020,-0.66
14-08-2020,-0.45
17-08-2020,-0.89
18-08-2020,-0.34
19-08-2020,-1.28
20-08-2020,-2.07
21-08-2020,-2.17
24-08-2020,-1.7
25-08-2020,-1.68
26-08-2020,-1.24
27-08-2020,-0.34
28-08-2020,0.46
31-08-2020,-2.41
01-09-2020,-1.93
02-09-2020,-2.98
03-09-2020,-2.88
04-09-2020,-1.15
08-09-2020,-1.92
09-09-2020,-0.83
10-09-2020,1.29
11-09-2020,1.72
14-09-2020,0.64
15-09-2020,-0.53
16-09-2020,1.2
17-09-2020,0.53
18-09-2020,-1.69
21-09-2020,-1.1
22-09-2020,-2.17
23-09-2020,-1.82
24-09-2020,-0.47
25-09-2020,-1.91
28-09-2020,-1.94
29-09-2020,-1.79
30-09-2020,-0.0
01-10-2020,-1.07
02-10-2020,-1.93
05-10-2020,-1.02
06-10-2020,-2.29
07-10-2020,-1.92
08-10-2020,-1.81
09-10-2020,-1.99
12-10-2020,-1.0
13-10-2020,-1.49
14-10-2020,-0.93
15-10-2020,1.37
16-10-2020,-2.1
19-10-2020,0.14
20-10-2020,1.65
21-10-2020,0.79
22-10-2020,-2.85
23-10-2020,-1.86
26-10-2020,-2.71
27-10-2020,-2.33
28-10-2020,-1.29
29-10-2020,-1.22
30-10-2020,-1.6
02-11-2020,-0.76
03-11-2020,2.34
04-11-2020,-2.45
05-11-2020,0.77
06-11-2020,1.34
09-11-2020,2.19
10-11-2020,1.52
11-11-2020,-0.8
12-11-2020,-1.69
13-11-2020,-1.71
16-11-2020,0.64
17-11-2020,-0.79
18-11-2020,-0.62
19-11-2020,0.92
20-11-2020,0.61
23-11-2020,-0.15
24-11-2020,1.38
25-11-2020,0.3
27-11-2020,1.69
30-11-2020,0.94
01-12-2020,1.75
02-12-2020,1.31
03-12-2020,-0.0
04-12-2020,0.15
07-12-2020,-1.23
08-12-2020,-0.92
09-12-2020,0.15
10-12-2020,0.63
11-12-2020,0.56
14-12-2020,-0.82
15-12-2020,0.97
16-12-2020,-1.66
17-12-2020,-0.13
18-12-2020,0.27
21-12-2020,-1.22
22-12-2020,-1.16
23-12-2020,1.18
24-12-2020,2.16
28-12-2020,0.2
29-12-2020,-3.74
30-12-2020,-4.57
31-12-2020,-2.9
04-01-2021,-2.76
05-01-2021,-4.04
06-01-2021,-2.4
07-01-2021,-3.82
08-01-2021,-0.1
11-01-2021,0.6
12-01-2021,0.38
13-01-2021,-0.9
14-01-2021,-1.32
15-01-2021,-0.45
19-01-2021,-1.11
20-01-2021,-2.44
21-01-2021,1.61
22-01-2021,1.1
25-01-2021,1.23
26-01-2021,-1.74
27-01-2021,-2.5
28-01-2021,-1.51
29-01-2021,-0.86
01-02-2021,0.59
02-02-2021,1.65
03-02-2021,-2.07
04-02-2021,0.1
05-02-2021,1.09
08-02-2021,1.03
09-02-2021,-0.49
10-02-2021,1.61
11-02-2021,0.7
12-02-2021,2.56
16-02-2021,1.67
17-02-2021,2.33
18-02-2021,1.58
19-02-2021,2.98
22-02-2021,1.78
23-02-2021,0.98
24-02-2021,3.13
25-02-2021,1.84
26-02-2021,-1.01
01-03-2021,0.77
02-03-2021,0.68
03-03-2021,2.28
04-03-2021,1.13
05-03-2021,2.2
08-03-2021,2.36
09-03-2021,-2.27
10-03-2021,-2.3
11-03-2021,0.81
12-03-2021,1.16
15-03-2021,2.92
16-03-2021,1.98
17-03-2021,3.12
18-03-2021,2.94
19-03-2021,-1.36
22-03-2021,-1.8
23-03-2021,-3.24
24-03-2021,1.35
25-03-2021,3.26
26-03-2021,0.16
29-03-2021,-1.58
30-03-2021,-0.3
31-03-2021,0.65
01-04-2021,2.17
05-04-2021,3.76
06-04-2021,-0.28
07-04-2021,-1.39
08-04-2021,0.0
09-04-2021,1.62
12-04-2021,-0.55
13-04-2021,-1.67
14-04-2021,-1.16
15-04-2021,0.69
16-04-2021,-0.7
19-04-2021,-0.99
20-04-2021,-1.35
21-04-2021,1.67
22-04-2021,-0.34
23-04-2021,-0.38
26-04-2021,1.47
27-04-2021,1.46
28-04-2021,2.62
29-04-2021,1.61
30-04-2021,1.77
03-05-2021,3.42
04-05-2021,1.59
05-05-2021,2.38
06-05-2021,-0.59
07-05-2021,1.65
10-05-2021,1.55
11-05-2021,2.0
12-05-2021,-1.22
13-05-2021,-0.75
14-05-2021,-1.63
17-05-2021,-1.97
18-05-2021,1.05
19-05-2021,-0.73
20-05-2021,0.95
21-05-2021,1.78
24-05-2021,0.76
25-05-2021,-1.11
26-05-2021,0.25
27-05-2021,0.59
28-05-2021,-0.69
01-06-2021,-0.79
02-06-2021,-2.0
03-06-2021,-1.0
04-06-2021,-0.55
07-06-2021,-0.04
08-06-2021,-0.56
09-06-2021,-1.11
10-06-2021,0.97
11-06-2021,0.07
14-06-2021,-0.59
15-06-2021,1.22
16-06-2021,1.34
17-06-2021,-1.13
18-06-2021,-0.4
21-06-2021,-0.34
22-06-2021,-0.41
23-06-2021,0.61
24-06-2021,1.41
25-06-2021,1.05
28-06-2021,-0.72
29-06-2021,-0.52
30-06-2021,1.66
01-07-2021,0.4
02-07-2021,0.45
06-07-2021,-0.67
07-07-2021,-0.52
08-07-2021,-0.72
09-07-2021,-0.56
12-07-2021,-0.74
13-07-2021,0.37
14-07-2021,-0.22
15-07-2021,-0.53
16-07-2021,-1.05
19-07-2021,-0.98
20-07-2021,-0.2
21-07-2021,0.15
22-07-2021,0.04
23-07-2021,0.3
26-07-2021,0.23
27-07-2021,-0.57
28-07-2021,-0.04
29-07-2021,-0.11
30-07-2021,-1.04
02-08-2021,-0.11
03-08-2021,-0.45
04-08-2021,0.3
05-08-2021,-0.82
06-08-2021,-0.37
09-08-2021,-0.3
10-08-2021,-0.07
11-08-2021,-0.22
12-08-2021,0.28
13-08-2021,-0.89
16-08-2021,0.24
17-08-2021,-0.61
18-08-2021,-0.64
19-08-2021,-0.37
20-08-2021,0.44
23-08-2021,0.4
24-08-2021,0.26
25-08-2021,-0.34
26-08-2021,0.69
27-08-2021,0.6
30-08-2021,0.44
31-08-2021,0.5
01-09-2021,-0.32
02-09-2021,0.18
03-09-2021,-0.51
07-09-2021,-0.55
08-09-2021,-0.07
09-09-2021,0.48
10-09-2021,0.43
13-09-2021,0.29
14-09-2021,0.1
15-09-2021,0.77
16-09-2021,0.23
17-09-2021,-0.36
20-09-2021,-0.99
21-09-2021,-0.55
22-09-2021,-0.58
23-09-2021,0.44
24-09-2021,0.4
27-09-2021,1.06
28-09-2021,1.02
29-09-2021,0.2
30-09-2021,1.09
01-10-2021,0.49
04-10-2021,0.8
05-10-2021,0.66
06-10-2021,0.8
07-10-2021,0.67
08-10-2021,0.9
11-10-2021,0.66
12-10-2021,-0.69
13-10-2021,-0.27
14-10-2021,-0.37
15-10-2021,-1.07
18-10-2021,0.97
19-10-2021,-0.44
20-10-2021,-0.05
21-10-2021,-0.17
22-10-2021,-0.56
25-10-2021,-0.94
26-10-2021,-1.0
27-10-2021,1.03
28-10-2021,1.03
29-10-2021,-0.83
01-11-2021,-0.56
02-11-2021,-0.61
03-11-2021,-1.09
04-11-2021,0.96
05-11-2021,-0.47
08-11-2021,0.64
09-11-2021,1.0
10-11-2021,0.58
11-11-2021,0.69
12-11-2021,1.07
15-11-2021,0.05
16-11-2021,-1.85
17-11-2021,0.2
18-11-2021,0.54
19-11-2021,0.57
22-11-2021,0.61
23-11-2021,-0.0
24-11-2021,2.15
26-11-2021,-0.84
29-11-2021,1.24
30-11-2021,-0.74
01-12-2021,0.0
02-12-2021,1.13
03-12-2021,0.58
06-12-2021,-0.77
07-12-2021,0.43
08-12-2021,-1.04
09-12-2021,-0.7362
10-12-2021,0.21
13-12-2021,-0.46
14-12-2021,-5.6
15-12-2021,1.06
16-12-2021,-0.7
17-12-2021,-0.46
20-12-2021,0.59
21-12-2021,-0.79
22-12-2021,0.84
23-12-2021,1.06
27-12-2021,0.38
28-12-2021,-0.26
29-12-2021,1.25
30-12-2021,0.61
31-12-2021,-0.54
03-01-2022,-1.42
04-01-2022,-0.89
05-01-2022,-0.94
06-01-2022,0.72
07-01-2022,0.86
10-01-2022,0.17
11-01-2022,0.94
12-01-2022,0.6
13-01-2022,0.31
14-01-2022,1.13
18-01-2022,2.29
19-01-2022,1.07
20-01-2022,1.46
21-01-2022,-0.05
24-01-2022,0.14
25-01-2022,1.06
26-01-2022,0.77
27-01-2022,-0.77
28-01-2022,-0.81
31-01-2022,0.41
01-02-2022,0.33
02-02-2022,1.36
03-02-2022,0.92
04-02-2022,0.98
07-02-2022,0.97
08-02-2022,0.62
09-02-2022,1.3
10-02-2022,1.36
11-02-2022,0.08
14-02-2022,-2.06
15-02-2022,-0.61
16-02-2022,0.77
17-02-2022,0.26
18-02-2022,-0.21
22-02-2022,-0.71
23-02-2022,-0.64
24-02-2022,1.25
25-02-2022,0.27
28-02-2022,-0.19
01-03-2022,0.84
02-03-2022,0.38
03-03-2022,-0.88
04-03-2022,-0.04
07-03-2022,0.57
08-03-2022,0.52
09-03-2022,-0.78
10-03-2022,1.21
11-03-2022,1.31
14-03-2022,-0.7354
15-03-2022,-1.2957
16-03-2022,0.43
17-03-2022,-0.57
18-03-2022,-0.15
21-03-2022,-1.49
22-03-2022,-0.99
23-03-2022,-0.08
24-03-2022,-0.44
25-03-2022,-0.6995
28-03-2022,0.59
29-03-2022,0.08
30-03-2022,1.26
31-03-2022,0.62
01-04-2022,0.59
04-04-2022,-0.84
05-04-2022,-0.68
06-04-2022,-1.25
07-04-2022,0.46
08-04-2022,0.54
11-04-2022,0.0
12-04-2022,-0.23
13-04-2022,0.57
14-04-2022,0.86
18-04-2022,1.14
19-04-2022,0.52
20-04-2022,0.45
21-04-2022,-0.37
22-04-2022,-0.58
25-04-2022,-0.4431
26-04-2022,0.29
27-04-2022,0.5117
28-04-2022,-0.38
29-04-2022,0.19
02-05-2022,0.23
03-05-2022,0.96
04-05-2022,0.34
05-05-2022,-0.46
06-05-2022,0.08
09-05-2022,-0.67
10-05-2022,-0.43
11-05-2022,-0.79
12-05-2022,-1.02
13-05-2022,0.48
16-05-2022,0.34
17-05-2022,-0.12
18-05-2022,0.43
19-05-2022,0.56
20-05-2022,1.44
23-05-2022,1.44
24-05-2022,0.3
25-05-2022,-0.26
26-05-2022,0.71
27-05-2022,1.08
31-05-2022,0.77
01-06-2022,0.46
02-06-2022,1.01
03-06-2022,1.06
06-06-2022,-0.05
07-06-2022,0.39
08-06-2022,-0.88
09-06-2022,0.47
10-06-2022,0.61
13-06-2022,-0.57
14-06-2022,0.1
15-06-2022,0.62
16-06-2022,-0.3
17-06-2022,0.3
21-06-2022,0.99
22-06-2022,-0.59
23-06-2022,-0.62
24-06-2022,-0.18
27-06-2022,-0.67
28-06-2022,-0.25
29-06-2022,0.72
30-06-2022,0.53
01-07-2022,0.53
05-07-2022,0.63
06-07-2022,-0.86
07-07-2022,1.14
08-07-2022,-0.84
11-07-2022,-0.53
12-07-2022,-0.5
13-07-2022,-0.14
14-07-2022,-0.46
15-07-2022,0.76
18-07-2022,0.59
19-07-2022,-1.27
20-07-2022,-1.29
21-07-2022,-0.34
22-07-2022,-0.34
25-07-2022,-0.23
26-07-2022,1.05
27-07-2022,1.68
28-07-2022,1.03
29-07-2022,0.73
01-08-2022,0.4
02-08-2022,1.2
03-08-2022,2.07
04-08-2022,1.88
05-08-2022,1.56
08-08-2022,1.08
09-08-2022,1.14
10-08-2022,1.22
11-08-2022,1.11
12-08-2022,1.25
15-08-2022,1.12
16-08-2022,1.52
17-08-2022,1.03
18-08-2022,1.07
19-08-2022,0.65
22-08-2022,0.99
23-08-2022,1.52
24-08-2022,1.18
25-08-2022,1.66
26-08-2022,1.28
29-08-2022,0.51
30-08-2022,1.69
31-08-2022,3.29
01-09-2022,6.08
02-09-2022,2.21
06-09-2022,1.27
07-09-2022,-0.12
08-09-2022,1.04
09-09-2022,1.05
12-09-2022,0.84
13-09-2022,-0.1
14-09-2022,1.08
15-09-2022,0.99
16-09-2022,1.23
19-09-2022,2.46
20-09-2022,-0.39
21-09-2022,0.0
22-09-2022,-0.4
23-09-2022,-0.68
26-09-2022,-0.99
27-09-2022,0.78
28-09-2022,0.74
29-09-2022,-0.55
30-09-2022,1.01
03-10-2022,1.11
04-10-2022,1.47
05-10-2022,0.8
06-10-2022,0.94
07-10-2022,-0.0
10-10-2022,0.99
11-10-2022,0.97
12-10-2022,0.55
13-10-2022,-0.69
14-10-2022,-0.97
17-10-2022,-0.11
18-10-2022,-1.08
19-10-2022,-0.56
20-10-2022,-0.91
21-10-2022,0.23
24-10-2022,-0.0
25-10-2022,0.12
26-10-2022,-0.49
27-10-2022,0.26
28-10-2022,1.45
31-10-2022,2.01
01-11-2022,0.82
02-11-2022,1.05
03-11-2022,-0.27
04-11-2022,1.18
07-11-2022,1.34
08-11-2022,1.72
09-11-2022,0.51
10-11-2022,0.9
11-11-2022,1.36
14-11-2022,1.11
15-11-2022,1.05
16-11-2022,-1.34
17-11-2022,1.13
18-11-2022,1.29
21-11-2022,1.1
22-11-2022,1.0
23-11-2022,0.82
25-11-2022,1.03
28-11-2022,-0.0
29-11-2022,-0.0
30-11-2022,0.0
01-12-2022,-0.13
02-12-2022,-0.26
05-12-2022,-1.12
06-12-2022,0.72
07-12-2022,-0.47
08-12-2022,0.9
09-12-2022,-0.22
12-12-2022,-1.02
13-12-2022,-0.32
14-12-2022,-0.1
15-12-2022,0.1
16-12-2022,-0.66
19-12-2022,-1.01
20-12-2022,-0.3
21-12-2022,-0.2
22-12-2022,-0.81
23-12-2022,0.11
27-12-2022,0.53
28-12-2022,-1.97
29-12-2022,-1.47
30-12-2022,-2.03
03-01-2023,-2.22
04-01-2023,-0.64
05-01-2023,-0.11
06-01-2023,-0.5
09-01-2023,0.52
10-01-2023,0.44
11-01-2023,-0.77
12-01-2023,-0.76
13-01-2023,0.32
17-01-2023,-0.74
18-01-2023,0.56
19-01-2023,0.4
20-01-2023,0.67
23-01-2023,0.35
