Date,Index,% Change
2018-01-01,1833.0,
2018-01-08,1817.0,-0.87
2018-01-15,1703.0,-6.27
2018-01-22,1688.0,-0.88
2018-01-29,1736.0,2.84
2018-02-05,1725.0,-0.63
2018-02-12,1804.0,4.58
2018-02-19,1747.0,-3.16
2018-02-26,1727.0,-1.14
2018-03-05,1680.0,-2.72
2018-03-12,1719.0,2.32
2018-03-19,1786.0,3.9
2018-03-26,1758.0,-1.57
2018-04-02,1791.0,1.88
2018-04-09,1764.0,-1.51
2018-04-16,1700.0,-3.63
2018-04-23,1800.0,5.88
2018-04-30,1814.0,0.78
2018-05-07,1783.0,-1.71
2018-05-14,1724.0,-3.31
2018-05-21,1705.0,-1.1
2018-05-28,1718.0,0.76
2018-06-04,1658.0,-3.49
2018-06-11,1721.0,3.8
2018-06-18,1710.0,-0.64
2018-06-25,1724.0,0.82
2018-07-02,1727.0,0.17
2018-07-09,1737.0,0.58
2018-07-16,1734.0,-0.17
2018-07-23,1753.0,1.1
2018-07-30,1748.0,-0.29
2018-08-06,1758.0,0.57
2018-08-13,1703.0,-3.13
2018-08-20,1711.0,0.47
2018-08-27,1722.0,0.64
2018-09-03,1813.0,5.28
2018-09-10,1886.0,4.03
2018-09-17,1781.0,-5.57
2018-09-24,1813.0,1.8
2018-10-01,1925.0,6.18
2018-10-08,1898.0,-1.4
2018-10-15,1857.0,-2.16
2018-10-22,1938.0,4.36
2018-10-29,1996.0,2.99
2018-11-05,2038.0,2.1
2018-11-12,2024.0,-0.69
2018-11-19,2086.0,3.06
2018-11-26,2045.0,-1.97
2018-12-03,2056.0,0.54
2018-12-10,1985.0,-3.45
2018-12-17,1976.0,-0.45
2018-12-24,1941.0,-1.77
2018-12-31,1884.0,-2.94
2019-01-07,1765.0,-6.32
2019-01-14,1736.0,-1.64
2019-01-21,1723.0,-0.75
2019-01-28,1722.0,-0.06
2019-02-04,1749.0,1.57
2019-02-11,1787.0,2.17
2019-02-18,1668.0,-6.66
2019-02-25,1646.0,-1.32
2019-03-04,1668.0,1.34
2019-03-11,1699.0,1.86
2019-03-18,1657.0,-2.47
2019-03-25,1657.0,0.0
2019-04-01,1682.0,1.51
2019-04-08,1681.0,-0.06
2019-04-15,1642.0,-2.32
2019-04-22,1579.0,-3.84
2019-04-29,1601.0,1.39
2019-05-06,1600.0,-0.06
2019-05-13,1618.0,1.12
2019-05-20,1604.0,-0.87
2019-05-27,1614.0,0.62
2019-06-03,1548.0,-4.09
2019-06-10,1574.0,1.68
2019-06-17,1539.0,-2.22
2019-06-24,1564.0,1.62
2019-07-01,1587.0,1.47
2019-07-08,1557.0,-1.89
2019-07-15,1557.0,0.0
2019-07-22,1473.0,-5.39
2019-07-29,1513.0,2.72
2019-08-05,1495.0,-1.19
2019-08-12,1494.0,-0.07
2019-08-19,1553.0,3.95
2019-08-26,1479.0,-4.76
2019-09-02,1459.0,-1.35
2019-09-09,1539.0,5.48
2019-09-16,1498.0,-2.66
2019-09-23,1505.0,0.47
2019-09-30,1532.0,1.79
2019-10-07,1545.0,0.85
2019-10-14,1524.0,-1.36
2019-10-21,1553.0,1.9
2019-10-28,1632.0,5.09
2019-11-04,1620.0,-0.74
2019-11-11,1623.0,0.19
2019-11-18,1623.0,0.0
2019-11-25,1639.0,0.99
2019-12-02,1632.0,-0.43
2019-12-09,1636.0,0.25
2019-12-16,1611.0,-1.53
2019-12-23,1601.0,-0.62
2019-12-30,1545.0,-3.5
2020-01-06,1552.0,0.45
2020-01-13,1478.0,-4.77
2020-01-20,1509.0,2.1
2020-01-27,1523.0,0.93
2020-02-03,1506.0,-1.12
2020-02-10,1510.0,0.27
2020-02-17,1713.0,13.44
2020-02-24,1692.0,-1.23
2020-03-02,1857.0,9.75
2020-03-09,1844.0,-0.7
2020-03-16,2033.0,10.25
2020-03-23,2426.0,19.33
2020-03-30,2780.0,14.59
2020-04-06,3024.0,8.78
2020-04-13,3260.0,7.8
2020-04-20,3316.0,1.72
2020-04-27,3591.0,8.29
2020-05-04,3872.0,7.83
2020-05-11,3975.0,2.66
2020-05-18,3843.0,-3.32
2020-05-25,3685.0,-4.11
2020-06-01,3216.0,-12.73
2020-06-08,2780.0,-13.56
2020-06-15,2555.0,-8.09
2020-06-22,2358.0,-7.71
2020-06-29,2292.0,-2.8
2020-07-06,2144.0,-6.46
2020-07-13,2143.0,-0.05
2020-07-20,2175.0,1.49
2020-07-27,2278.0,4.74
2020-08-03,2425.0,6.45
2020-08-10,2378.0,-1.94
2020-08-17,2346.0,-1.35
2020-08-24,2308.0,-1.62
2020-08-31,2361.0,2.3
2020-09-07,2425.0,2.71
2020-09-14,2335.0,-3.71
2020-09-21,2322.0,-0.56
2020-09-28,2372.0,2.15
2020-10-05,2409.0,1.56
2020-10-12,2319.0,-3.74
2020-10-19,2479.0,6.9
2020-10-26,2681.0,8.15
2020-11-02,2917.0,8.8
2020-11-09,3054.0,4.7
2020-11-16,3056.0,0.07
2020-11-23,2964.0,-3.01
2020-11-30,3072.0,3.64
2020-12-07,3118.0,1.5
2020-12-14,3221.0,3.3
2020-12-21,3321.0,3.1
2020-12-28,3162.0,-4.79
2021-01-04,3155.0,-0.22
2021-01-11,2826.0,-10.43
2021-01-18,2573.0,-8.95
2021-01-25,2577.0,0.16
2021-02-01,2769.0,7.45
2021-02-08,2939.0,6.14
2021-02-15,3030.0,3.1
2021-02-22,2619.0,-13.56
2021-03-01,2711.0,3.51
2021-03-08,2694.0,-0.63
2021-03-15,2654.0,-1.48
2021-03-22,2731.0,2.9
2021-03-29,2794.0,2.31
2021-04-05,2981.0,6.69
2021-04-12,3183.0,6.78
2021-04-19,3228.0,1.41
2021-04-26,3313.0,2.63
2021-05-03,3449.0,4.11
2021-05-10,3373.0,-2.2
2021-05-17,3208.0,-4.89
2021-05-24,3265.0,1.78
2021-05-31,3071.0,-5.94
2021-06-07,3062.0,-0.29
2021-06-14,2967.0,-3.1
2021-06-21,2869.0,-3.3
2021-06-28,2899.0,1.05
2021-07-05,2937.0,1.31
2021-07-12,3110.0,5.89
2021-07-19,3073.0,-1.19
2021-07-26,2966.0,-3.48
2021-08-02,3113.0,4.96
2021-08-09,3094.0,-0.61
2021-08-16,3141.0,1.52
2021-08-23,3228.0,2.77
2021-08-30,3529.0,9.32
2021-09-06,3630.0,2.86
2021-09-13,3898.0,7.38
2021-09-20,4076.0,4.57
2021-09-27,4272.0,4.81
2021-10-04,3994.0,-6.51
2021-10-11,4063.0,1.73
2021-10-18,4188.0,3.08
2021-10-25,4246.0,1.38
2021-11-01,4247.0,0.02
2021-11-08,4684.0,10.29
2021-11-15,4640.0,-0.94
2021-11-22,4818.0,3.84
2021-11-29,4895.0,1.6
2021-12-06,5029.0,2.74
2021-12-13,5254.0,4.47
2021-12-20,4799.0,-8.66
2021-12-27,4735.0,-1.33
2022-01-03,4536.0,-4.2
2022-01-10,4207.0,-7.25
2022-01-17,3865.0,-8.13
2022-01-24,3954.0,2.3
2022-01-31,3914.0,-1.01
2022-02-07,3766.0,-3.78
2022-02-14,3658.0,-2.87
2022-02-21,3644.0,-0.38
2022-02-28,3757.0,3.1
2022-03-07,3340.0,-11.1
2022-03-14,3673.0,9.97
2022-03-21,3808.0,3.68
2022-03-28,3829.0,0.55
2022-04-04,4096.0,6.97
2022-04-11,4160.0,1.56
2022-04-18,4194.0,0.82
2022-04-25,4129.0,-1.55
2022-05-02,3905.0,-5.43
2022-05-09,3868.0,-0.95
2022-05-16,4068.0,5.17
2022-05-23,3977.0,-2.24
2022-05-30,3929.0,-1.21
2022-06-06,4177.0,6.31
2022-06-13,3814.0,-8.69
2022-06-20,3785.0,-0.76
2022-06-27,3795.0,0.26
2022-07-04,3774.0,-0.55
2022-07-11,3719.0,-1.46
2022-07-18,3679.0,-1.08
2022-07-25,3625.0,-1.47
2022-08-01,3598.0,-0.74
2022-08-08,3477.0,-3.36
2022-08-15,3498.0,0.6
2022-08-22,3487.0,-0.31
2022-08-29,3449.0,-1.09
2022-09-05,3344.0,-3.04
2022-09-12,3339.0,-0.15
2022-09-19,3403.0,1.92
2022-09-26,3224.0,-5.26
2022-10-03,3133.0,-2.82
2022-10-10,2936.0,-6.29
2022-10-17,3003.0,2.28
2022-10-24,3151.0,4.93
2022-10-31,3042.0,-3.46
2022-11-07,2966.0,-2.5
2022-11-14,2997.0,1.05
2022-11-21,2978.0,-0.63
2022-11-28,2875.0,-3.46
2022-12-05,2984.0,3.79
2022-12-12,2880.0,-3.49
2022-12-19,3026.0,5.07
2022-12-26,3060.0,1.12
2023-01-02,3011.0,-1.6
2023-01-09,2818.0,-6.41
2023-01-16,2824.0,0.21
2023-01-23,2604.0,-7.79
2023-01-30,2603.0,-0.04
2023-02-06,2638.0,1.34
2023-02-13,2484.0,-5.84
2023-02-20,2404.0,-3.22
2023-02-27,2382.0,-0.92
2023-03-06,2465.0,3.48
2023-03-13,2428.0,-1.5
2023-03-20,2503.0,3.09
2023-03-27,2521.0,0.72
2023-04-03,2484.0,-1.47
2023-04-10,2341.0,-5.76
2023-04-17,2361.0,0.85
2023-04-24,2266.0,-4.02
2023-05-01,2247.0,-0.84
2023-05-08,2163.0,-3.74
2023-05-15,2079.0,-3.88
2023-05-22,2068.0,-0.53
2023-05-29,2031.0,-1.79
2023-06-05,2007.0,-1.18
2023-06-12,1988.0,-0.95
2023-06-19,2007.0,0.96
2023-06-26,1958.0,-2.44
2023-07-03,1911.0,-2.4
2023-07-10,1900.0,-0.58
2023-07-17,1934.0,1.79
2023-07-24,1880.0,-2.79
2023-07-31,1934.0,2.87
2023-08-07,1896.0,-1.96
2023-08-14,1919.0,1.21
2023-08-21,1901.0,-0.94
2023-08-28,1867.0,-1.79
2023-09-04,1859.0,-0.43
2023-09-11,1890.0,1.67
2023-09-18,1893.0,0.16
2023-09-25,1983.0,4.75
2023-10-02,2064.0,4.08
2023-10-09,2079.0,0.73
2023-10-16,2032.0,-2.26
2023-10-23,2089.0,2.81
2023-10-30,2123.0,1.63
2023-11-06,2113.0,-0.47
2023-11-13,2205.0,4.35
2023-11-20,2306.0,4.58
2023-11-27,2381.0,3.25
2023-12-04,2476.0,3.99
2023-12-11,2591.0,4.64
2023-12-18,2589.0,-0.08
2024-01-01,2057.0,-20.55
2024-01-08,1921.0,-6.61
2024-01-15,1861.0,-3.12
2024-01-22,1853.0,-0.43
2024-01-29,1972.0,6.42
2024-02-05,2025.0,2.69
2024-02-12,2065.0,1.98
2024-02-19,1895.0,-8.23
2024-02-26,1787.0,-5.7
2024-03-04,1848.0,3.41
2024-03-11,1915.0,3.63
2024-03-18,1994.0,4.13
2024-03-25,2055.0,3.06
2024-04-01,2073.0,0.88
2024-04-08,2094.0,1.01
2024-04-15,2078.0,-0.76
2024-04-22,2081.0,0.14
2024-04-29,2073.0,-0.38
2024-05-06,2116.0,2.07
2024-05-13,2100.0,-0.76
2024-05-20,2111.0,0.52
2024-05-27,2130.0,0.9
2024-06-03,2135.0,0.23
2024-06-10,2109.0,-1.22
2024-06-17,2144.0,1.66
2024-06-24,2139.0,-0.23
2024-07-01,2109.0,-1.4
2024-07-08,2155.0,2.18
2024-07-15,2131.0,-1.11
2024-07-22,2074.0,-2.67
2024-07-29,2089.0,0.72
2024-08-05,2064.0,-1.2
2024-08-12,2110.0,2.23
2024-08-19,2107.0,-0.14
2024-08-26,2177.0,3.32
2024-09-02,2179.0,0.09
2024-09-09,2157.0,-1.01
2024-09-16,2176.0,0.88
2024-09-23,2169.0,-0.32
2024-09-30,2219.0,2.31
2024-10-07,2167.0,-2.34
2024-10-14,2141.0,-1.2
2024-10-21,2180.0,1.82
2024-10-28,2250.0,3.21
2024-11-04,2343.0,4.13
2024-11-11,2367.0,1.02
2024-11-18,2330.0,-1.56
2024-11-25,2342.0,0.52
2024-12-02,2450.0,4.61
2024-12-09,2581.0,5.35
2024-12-16,2602.0,0.81
2024-12-23,2510.0,-3.54
2025-01-06,2418.0,-3.67
2025-01-13,2267.0,-6.24
2025-01-20,2160.0,-4.72
2025-01-27,2144.0,-0.74
2025-02-03,2160.0,0.75
2025-02-10,2102.0,-2.69
2025-02-17,2138.0,1.71
2025-02-24,2051.0,-4.07
2025-03-03,2034.0,-0.83
2025-03-10,2033.0,-0.05
2025-03-17,2079.0,2.26
2025-03-24,2127.0,2.31
2025-03-31,2178.0,2.4
2025-04-07,2175.0,-0.14
2025-04-14,2144.0,-1.43
2025-04-21,2164.0,0.93
