Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,54193.0,8399915.0,21.07%
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,95.0,51039.0,4848705.0,12.16%
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,95.0,47143.0,4478585.0,11.24%
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,95.0,44350.0,4213250.0,10.57%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22464.0,4605120.0,11.55%
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,160.0,24264.0,3882240.0,9.74%
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,160.0,23457.0,3753120.0,9.42%
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,160.0,22346.0,3575360.0,8.97%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19811.0,1089605.0,2.73%
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,35.0,22393.0,783755.0,1.97%
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,35.0,21864.0,765240.0,1.92%
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,35.0,20664.0,723240.0,1.81%
Cash & Other,Cash&Other,Cash&Other,31456326.89,1.0,31456326.89,78.92%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,8394773.25,100.0,8394773.25,21.06%
