Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,51829.0,8033495.0,20.79%
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,105.0,48782.0,5122110.0,13.26%
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,105.0,45739.0,4802595.0,12.43%
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,105.0,43525.0,4570125.0,11.83%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22064.0,4523120.0,11.71%
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,170.0,23554.0,4004180.0,10.36%
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,170.0,22993.0,3908810.0,10.12%
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,170.0,21918.0,3726060.0,9.64%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19811.0,1089605.0,2.82%
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,40.0,21539.0,861560.0,2.23%
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,40.0,21293.0,851720.0,2.20%
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,40.0,20371.0,814840.0,2.11%
Cash & Other,Cash&Other,Cash&Other,29424182.74,1.0,29424182.74,76.15%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9205494.5,100.0,9205494.5,23.82%
