Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,52979.0,8211745.0,20.92%
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,100.0,49725.0,4972500.0,12.66%
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,100.0,46193.0,4619300.0,11.77%
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,100.0,43818.0,4381800.0,11.16%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22307.0,4572935.0,11.65%
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,165.0,24043.0,3967095.0,10.10%
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,165.0,23307.0,3845655.0,9.79%
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,165.0,22207.0,3664155.0,9.33%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19832.0,1090760.0,2.78%
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,35.0,22096.0,773360.0,1.97%
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,35.0,21596.0,755860.0,1.93%
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,35.0,20532.0,718620.0,1.83%
Cash & Other,Cash&Other,Cash&Other,30047344.2,1.0,30047344.2,76.53%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9205494.5,100.0,9205494.5,23.45%
