Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,39739.0,6159545.0,18.38%
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,43457.0,6735835.0,20.10%
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,80.0,44643.0,3571440.0,10.66%
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,80.0,43107.0,3448560.0,10.29%
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,80.0,41061.0,3284880.0,9.80%
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19918.0,4083190.0,12.19%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21418.0,4390690.0,13.10%
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,115.0,22796.0,2621540.0,7.82%
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,115.0,22550.0,2593250.0,7.74%
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,115.0,21414.0,2462610.0,7.35%
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18543.0,1019865.0,3.04%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19607.0,1078385.0,3.22%
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,20850.0,625500.0,1.87%
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,20286.0,608580.0,1.82%
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,19150.0,574500.0,1.71%
Cash & Other,Cash&Other,Cash&Other,27808086.29,1.0,27808086.29,83.00%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,5691620.9,100.0,5691620.9,16.99%
