Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Jul 26,C5TCM N26 INDEX,C5TCM N26,165.0,29632.0,4889280.0,16.30%
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,165.0,31300.0,5164500.0,17.22%
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,165.0,33486.0,5525190.0,18.42%
Panamax 5TC FFA 82kt Timecharter Average M Jul 26,P5TCM N26 INDEX,P5TCM N26,205.0,19593.0,4016565.0,13.39%
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19075.0,3910375.0,13.03%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,18804.0,3854820.0,12.85%
Supramax 58 TC FFA 58kt Timecharter Average M Jul 26,S58FM N26 INDEX,S58FM N26,55.0,19143.0,1052865.0,3.51%
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18871.0,1037905.0,3.46%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,18332.0,1008260.0,3.36%
Cash & Other,Cash&Other,Cash&Other,25567786.76,1.0,25567786.76,85.23%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,4429727.87,100.0,4429727.87,14.77%
