Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Jun 26,C5TCM M26 INDEX,C5TCM M26,200.0,35643.0,7128600.0,22.27%
Capesize 5TC FFA 180kt Timecharter Average M Jul 26,C5TCM N26 INDEX,C5TCM N26,160.0,29282.0,4685120.0,14.64%
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,160.0,30493.0,4878880.0,15.24%
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,160.0,32875.0,5260000.0,16.44%
Panamax 5TC FFA 82kt Timecharter Average M Jun 26,P5TCM M26 INDEX,P5TCM M26,275.0,19471.0,5354525.0,16.73%
Panamax 5TC FFA 82kt Timecharter Average M Jul 26,P5TCM N26 INDEX,P5TCM N26,200.0,18164.0,3632800.0,11.35%
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,200.0,18546.0,3709200.0,11.59%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,200.0,18650.0,3730000.0,11.66%
Supramax 58 TC FFA 58kt Timecharter Average M Jun 26,S58FM M26 INDEX,S58FM M26,75.0,18861.0,1414575.0,4.42%
Supramax 58 TC FFA 58kt Timecharter Average M Jul 26,S58FM N26 INDEX,S58FM N26,50.0,18118.0,905900.0,2.83%
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,50.0,17757.0,887850.0,2.77%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,50.0,17529.0,876450.0,2.74%
Cash & Other,Cash&Other,Cash&Other,24605957.87,1.0,24605957.87,76.89%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,7393947.87,100.0,7393947.87,23.10%
