Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49136.0,7616080.0,20.96%
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,110.0,46357.0,5099270.0,14.03%
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,110.0,44157.0,4857270.0,13.37%
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,110.0,42536.0,4678960.0,12.88%
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21607.0,4429435.0,12.19%
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,175.0,22350.0,3911250.0,10.76%
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,175.0,22200.0,3885000.0,10.69%
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,175.0,21414.0,3747450.0,10.31%
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19721.0,1084655.0,2.99%
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,45.0,20757.0,934065.0,2.57%
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,45.0,20718.0,932310.0,2.57%
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,45.0,20043.0,901935.0,2.48%
Cash & Other,Cash&Other,Cash&Other,27120894.82,1.0,27120894.82,74.64%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9205494.5,100.0,9205494.5,25.33%
