Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,270.0,135.186,36500220.0,30.57%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,227.0,125.092,28395884.0,23.78%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,217.0,117.327,25459959.0,21.32%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,187.0,111.954,20935398.0,17.53%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,85.0,42.584,3619640.0,3.03%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,70.0,44.889,3142230.0,2.63%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,70.0,43.411,3038770.0,2.55%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,70.0,41.94,2935800.0,2.46%
Cash & Other,Cash&Other,Cash&Other,81035292.43,1.0,81035292.43,67.87%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,38159770.34,100.0,38159770.34,31.96%
