Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,104.382,16701120.0,8.25%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,335.0,133.39,44685650.0,22.09%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,285.0,119.825,34150125.0,16.88%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,320.0,115.099,36831680.0,18.20%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,285.0,113.129,32241765.0,15.93%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,46.279,1388370.0,0.69%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,105.0,52.271,5488455.0,2.71%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,190.0,45.711,8685090.0,4.29%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,190.0,43.189,8205910.0,4.06%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,190.0,40.54,7702600.0,3.81%
Cash & Other,Cash&Other,Cash&Other,97486855.6,1.0,97486855.6,48.18%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,105091962.3,100.0,105091962.3,51.94%
