Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,193.465,42562300.0,13.29%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,402.0,214.307,86151414.0,26.89%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,402.0,207.559,83438718.0,26.05%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,422.0,201.999,85243578.0,26.61%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,68.387,4445155.0,1.39%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,125.0,89.847,11230875.0,3.51%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,125.0,76.696,9587000.0,2.99%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,125.0,61.331,7666375.0,2.39%
Cash & Other,Cash&Other,Cash&Other,181910927.16,1.0,181910927.16,56.79%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,138375660.16,100.0,138375660.16,43.20%
