Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Jul 26,DD3CM N26 INDEX,DD3CM N26,115.0,71.823,8259645.0,40.09%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,110.0,60.58,6663800.0,32.35%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,140.0,53.452,7483280.0,36.33%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,25.0,49.302,1232550.0,5.98%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,25.0,48.282,1207050.0,5.86%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,25.0,46.715,1167875.0,5.67%
TD20 FFA 130kt West Africa to Continent USD/MT M Jul 26,DD20M N26 INDEX,DD20M N26,20.0,39.422,788440.0,3.83%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,20.0,32.939,658780.0,3.20%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,20.0,29.996,599920.0,2.91%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,10.0,28.753,287530.0,1.40%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,10.0,29.9,299000.0,1.45%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,10.0,30.851,308510.0,1.50%
Cash & Other,Cash&Other,Cash&Other,13615775.07,1.0,13615775.07,66.09%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,6942524.59,100.0,6942524.59,33.70%
