Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,145.342,31975240.0,22.08%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,292.0,145.51,42488920.0,29.34%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,247.0,140.088,34601736.0,23.89%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,237.0,128.819,30530103.0,21.08%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,48.223,3134495.0,2.16%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,75.0,53.085,3981375.0,2.75%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,75.0,48.091,3606825.0,2.49%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,75.0,44.924,3369300.0,2.33%
Cash & Other,Cash&Other,Cash&Other,97279961.04,1.0,97279961.04,67.17%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,47508549.84,100.0,47508549.84,32.80%
