Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Jun 26,DD3CM M26 INDEX,DD3CM M26,111.0,88.786,9855246.0,29.73%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Jul 26,DD3CM N26 INDEX,DD3CM N26,155.0,78.074,12101470.0,36.51%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,155.0,57.701,8943655.0,26.98%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,155.0,46.641,7229355.0,21.81%
TD20 FFA 130kt West Africa to Continent USD/MT M Jun 26,DD20M M26 INDEX,DD20M M26,5.0,31.733,158665.0,0.48%
TD20 FFA 130kt West Africa to Continent USD/MT M Jul 26,DD20M N26 INDEX,DD20M N26,30.0,37.636,1129080.0,3.41%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,31.899,956970.0,2.89%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,30.0,28.406,852180.0,2.57%
Cash & Other,Cash&Other,Cash&Other,23657791.65,1.0,23657791.65,71.37%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9491981.94,100.0,9491981.94,28.63%
