Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,159.054,34991880.0,15.13%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,372.0,173.679,64608588.0,27.93%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,327.0,164.116,53665932.0,23.20%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,317.0,159.374,50521558.0,21.84%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,56.646,3681990.0,1.59%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,115.0,65.36,7516400.0,3.25%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,115.0,59.307,6820305.0,2.95%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,115.0,53.418,6143070.0,2.66%
Cash & Other,Cash&Other,Cash&Other,146947212.49,1.0,146947212.49,63.52%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,84359815.84,100.0,84359815.84,36.46%
