Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,105.595,16895200.0,8.57%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,335.0,133.84,44836400.0,22.74%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,357.0,125.734,44887038.0,22.77%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,382.0,116.204,44389928.0,22.52%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,347.0,113.069,39234943.0,19.90%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,44.776,1343280.0,0.68%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,90.0,44.3,3987000.0,2.02%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,180.0,41.273,7429140.0,3.77%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,180.0,38.615,6950700.0,3.53%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,180.0,37.062,6671160.0,3.38%
Cash & Other,Cash&Other,Cash&Other,82142406.75,1.0,82142406.75,41.67%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,114691441.3,100.0,114691441.3,58.18%
