Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,136.453,30019660.0,25.55%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,227.0,135.309,30715143.0,26.14%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,217.0,123.492,26797764.0,22.81%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,187.0,117.109,21899383.0,18.64%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,46.002,2990130.0,2.54%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,70.0,49.379,3456530.0,2.94%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,70.0,44.431,3110170.0,2.65%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,70.0,41.92,2934400.0,2.50%
Cash & Other,Cash&Other,Cash&Other,67670447.25,1.0,67670447.25,57.59%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,49860435.34,100.0,49860435.34,42.44%
