Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,138.427,30453940.0,24.41%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,257.0,136.42,35059940.0,28.10%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,232.0,126.466,29340112.0,23.52%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,202.0,119.134,24065068.0,19.29%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,50.329,3271385.0,2.62%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,70.0,50.635,3544450.0,2.84%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,70.0,45.464,3182480.0,2.55%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,70.0,42.249,2957430.0,2.37%
Cash & Other,Cash&Other,Cash&Other,82200755.4,1.0,82200755.4,65.89%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,42520141.84,100.0,42520141.84,34.08%
