Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,290.0,120.872,35052880.0,29.43%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,217.0,112.014,24307038.0,20.40%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,242.0,107.817,26091714.0,21.90%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,207.0,104.231,21575817.0,18.11%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,80.0,40.547,3243760.0,2.72%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,95.0,41.974,3987530.0,3.35%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,95.0,40.388,3836860.0,3.22%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,95.0,38.621,3668995.0,3.08%
Cash & Other,Cash&Other,Cash&Other,81333324.75,1.0,81333324.75,68.28%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,37761912.3,100.0,37761912.3,31.70%
