Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,151.585,33348700.0,18.18%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,302.0,158.808,47960016.0,26.14%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,257.0,152.986,39317402.0,21.43%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,247.0,141.697,34999159.0,19.08%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,50.751,3298815.0,1.80%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,115.0,57.949,6664135.0,3.63%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,115.0,51.826,5959990.0,3.25%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,115.0,47.308,5440420.0,2.97%
Cash & Other,Cash&Other,Cash&Other,125342125.64,1.0,125342125.64,68.31%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,58156909.84,100.0,58156909.84,31.70%
