Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,80.008,12801280.0,30.94%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,150.0,70.493,10573950.0,25.56%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,77.0,60.269,4640713.0,11.22%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,77.0,54.99,4234230.0,10.23%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,77.0,52.631,4052587.0,9.79%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,31.783,953490.0,2.30%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,30.0,33.078,992340.0,2.40%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,25.0,33.267,831675.0,2.01%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,25.0,32.735,818375.0,1.98%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,25.0,32.163,804075.0,1.94%
Cash & Other,Cash&Other,Cash&Other,26387202.68,1.0,26387202.68,63.78%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,14974906.85,100.0,14974906.85,36.19%
