Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,105.744,16919040.0,14.06%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,290.0,120.734,35012860.0,29.09%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,217.0,111.002,24087434.0,20.01%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,242.0,107.211,25945062.0,21.55%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,207.0,103.429,21409803.0,17.79%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,43.961,1318830.0,1.10%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,80.0,40.903,3272240.0,2.72%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,110.0,42.614,4687540.0,3.89%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,110.0,38.915,4280650.0,3.56%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,110.0,37.036,4073960.0,3.38%
Cash & Other,Cash&Other,Cash&Other,63676930.08,1.0,63676930.08,52.90%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,56761272.3,100.0,56761272.3,47.16%
