Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,105.414,16866240.0,7.76%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,335.0,136.42,45700700.0,21.02%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,332.0,127.32,42270240.0,19.44%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,357.0,114.936,41032152.0,18.87%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,322.0,110.998,35741356.0,16.44%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,45.568,1367040.0,0.63%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,115.0,47.849,5502635.0,2.53%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,190.0,43.237,8215030.0,3.78%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,190.0,40.577,7709630.0,3.55%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,190.0,38.456,7306640.0,3.36%
Cash & Other,Cash&Other,Cash&Other,116681849.78,1.0,116681849.78,53.67%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,100668469.3,100.0,100668469.3,46.31%
