Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings
TD3C FFA 270kt Middle East Gulf to China USD/MT M Jul 26,DD3CM N26 INDEX,DD3CM N26,115.0,74.637,8583255.0,27.24%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,150.0,70.96,10644000.0,33.78%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,140.0,62.751,8785140.0,27.88%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,42.0,58.387,2452254.0,7.78%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,42.0,54.407,2285094.0,7.25%
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,42.0,50.915,2138430.0,6.79%
TD20 FFA 130kt West Africa to Continent USD/MT M Jul 26,DD20M N26 INDEX,DD20M N26,20.0,41.484,829680.0,2.63%
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,20.0,41.999,839980.0,2.67%
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,20.0,37.448,748960.0,2.38%
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,10.0,33.853,338530.0,1.07%
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,10.0,33.672,336720.0,1.07%
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,10.0,33.478,334780.0,1.06%
Cash & Other,Cash&Other,Cash&Other,21798353.56,1.0,21798353.56,69.18%
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9709145.48,100.0,9709145.48,30.81%
