date,period,commodity,trade_flow,reporter_country,partner_country,hs_code,metric_tonnes,value_usd,vessel_demand_impact,source,source_url
2022-11-01,202211,Cement / Clinker,Exports,Türkiye,World,2523,1802198.8,110862273.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-12-01,202212,Cement / Clinker,Exports,Türkiye,World,2523,2167576.48,132217743.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-01-01,202301,Cement / Clinker,Exports,Türkiye,World,2523,1627299.13,100930144.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-02-01,202302,Cement / Clinker,Exports,Türkiye,World,2523,1531798.65,97653020.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-03-01,202303,Cement / Clinker,Exports,Türkiye,World,2523,2038098.1,134674564.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-04-01,202304,Cement / Clinker,Exports,Türkiye,World,2523,1648415.09,107983721.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-05-01,202305,Cement / Clinker,Exports,Türkiye,World,2523,1836025.28,126168219.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-06-01,202306,Cement / Clinker,Exports,Türkiye,World,2523,2154668.91,138851732.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-07-01,202307,Cement / Clinker,Exports,Türkiye,World,2523,1748944.54,116119817.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-08-01,202308,Cement / Clinker,Exports,Türkiye,World,2523,1720384.42,110451592.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-09-01,202309,Cement / Clinker,Exports,Türkiye,World,2523,1854013.4,119581163.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-10-01,202310,Cement / Clinker,Exports,Türkiye,World,2523,1725131.76,109300253.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-11-01,202311,Cement / Clinker,Exports,Türkiye,World,2523,1428109.47,89403402.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-12-01,202312,Cement / Clinker,Exports,Türkiye,World,2523,1864782.61,110730077.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-01-01,202401,Cement / Clinker,Exports,Türkiye,World,2523,1821886.21,103354183.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-02-01,202402,Cement / Clinker,Exports,Türkiye,World,2523,1696839.07,97811872.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-03-01,202403,Cement / Clinker,Exports,Türkiye,World,2523,1894617.98,107159145.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-04-01,202404,Cement / Clinker,Exports,Türkiye,World,2523,1872317.57,107199484.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-05-01,202405,Cement / Clinker,Exports,Türkiye,World,2523,2166897.06,123410479.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-06-01,202406,Cement / Clinker,Exports,Türkiye,World,2523,1582663.37,91764084.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-07-01,202407,Cement / Clinker,Exports,Türkiye,World,2523,1595041.9,94577384.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-08-01,202408,Cement / Clinker,Exports,Türkiye,World,2523,1649793.73,91513958.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-09-01,202409,Cement / Clinker,Exports,Türkiye,World,2523,1756254.87,104514608.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-10-01,202410,Cement / Clinker,Exports,Türkiye,World,2523,1733565.84,95184743.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-11-01,202411,Cement / Clinker,Exports,Türkiye,World,2523,1491008.04,85878401.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-12-01,202412,Cement / Clinker,Exports,Türkiye,World,2523,1702686.8,95800024.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-01-01,202501,Cement / Clinker,Exports,Türkiye,World,2523,1700637.01,96430417.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-02-01,202502,Cement / Clinker,Exports,Türkiye,World,2523,1596329.36,87940218.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-03-01,202503,Cement / Clinker,Exports,Türkiye,World,2523,2293471.9,125795866.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-04-01,202504,Cement / Clinker,Exports,Türkiye,World,2523,2244783.82,127052342.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-05-01,202505,Cement / Clinker,Exports,Türkiye,World,2523,2628272.61,144467542.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-06-01,202506,Cement / Clinker,Exports,Türkiye,World,2523,2065111.63,121230537.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-07-01,202507,Cement / Clinker,Exports,Türkiye,World,2523,2425384.38,140109231.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-08-01,202508,Cement / Clinker,Exports,Türkiye,World,2523,1840594.12,104640255.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-09-01,202509,Cement / Clinker,Exports,Türkiye,World,2523,1983734.3,120287277.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-10-01,202510,Cement / Clinker,Exports,Türkiye,World,2523,2057776.68,119685555.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-11-01,202511,Cement / Clinker,Exports,Türkiye,World,2523,1729066.3,101312922.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-12-01,202512,Cement / Clinker,Exports,Türkiye,World,2523,1949095.08,112148067.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-01-01,202601,Cement / Clinker,Exports,Türkiye,World,2523,1405023.36,83695401.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-02-01,202602,Cement / Clinker,Exports,Türkiye,World,2523,1506115.95,91930579.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-03-01,202603,Cement / Clinker,Exports,Türkiye,World,2523,2154268.53,131645815.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-04-01,202604,Cement / Clinker,Exports,Türkiye,World,2523,2337675.53,140891018.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-05-01,202605,Cement / Clinker,Exports,Türkiye,World,2523,2158125.6,130672790.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-06-01,202606,Cement / Clinker,Exports,Türkiye,World,2523,2626627.68,157781052.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-07-01,202607,Cement / Clinker,Exports,Türkiye,World,2523,2494622.01,151645282.0,Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-01-01,201301,Scrap Steel,Imports,Türkiye,World,7204,1479698.8,582225674.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-02-01,201302,Scrap Steel,Imports,Türkiye,World,7204,1271978.14,505814971.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-03-01,201303,Scrap Steel,Imports,Türkiye,World,7204,1551520.75,618713349.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-04-01,201304,Scrap Steel,Imports,Türkiye,World,7204,1891002.77,751028067.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-05-01,201305,Scrap Steel,Imports,Türkiye,World,7204,1336938.04,523671118.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-06-01,201306,Scrap Steel,Imports,Türkiye,World,7204,1721517.88,658736603.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-07-01,201307,Scrap Steel,Imports,Türkiye,World,7204,1768204.08,633512756.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-08-01,201308,Scrap Steel,Imports,Türkiye,World,7204,1447518.34,517144304.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-09-01,201309,Scrap Steel,Imports,Türkiye,World,7204,2166159.08,799714435.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-10-01,201310,Scrap Steel,Imports,Türkiye,World,7204,1832178.7,692332820.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-11-01,201311,Scrap Steel,Imports,Türkiye,World,7204,1327024.76,495949874.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2013-12-01,201312,Scrap Steel,Imports,Türkiye,World,7204,1903062.08,722895403.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-01-01,201401,Scrap Steel,Imports,Türkiye,World,7204,1926693.97,757111525.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-02-01,201402,Scrap Steel,Imports,Türkiye,World,7204,1037663.03,406472182.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-03-01,201403,Scrap Steel,Imports,Türkiye,World,7204,1431930.54,539780219.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-04-01,201404,Scrap Steel,Imports,Türkiye,World,7204,1750046.42,641430361.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-05-01,201405,Scrap Steel,Imports,Türkiye,World,7204,1838831.26,687786779.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-06-01,201406,Scrap Steel,Imports,Türkiye,World,7204,1777716.08,668548011.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-07-01,201407,Scrap Steel,Imports,Türkiye,World,7204,1719284.83,646874738.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-08-01,201408,Scrap Steel,Imports,Türkiye,World,7204,1528001.24,572329371.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-09-01,201409,Scrap Steel,Imports,Türkiye,World,7204,1652971.64,627647574.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-10-01,201410,Scrap Steel,Imports,Türkiye,World,7204,1589735.22,606651901.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-11-01,201411,Scrap Steel,Imports,Türkiye,World,7204,1470840.1,542836894.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2014-12-01,201412,Scrap Steel,Imports,Türkiye,World,7204,1329051.19,446395155.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-01-01,201501,Scrap Steel,Imports,Türkiye,World,7204,1325123.13,421092180.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-02-01,201502,Scrap Steel,Imports,Türkiye,World,7204,1529393.1,483648886.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-03-01,201503,Scrap Steel,Imports,Türkiye,World,7204,1293735.54,396696955.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-04-01,201504,Scrap Steel,Imports,Türkiye,World,7204,1178998.34,304842363.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-05-01,201505,Scrap Steel,Imports,Türkiye,World,7204,1695007.61,459221262.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-06-01,201506,Scrap Steel,Imports,Türkiye,World,7204,1423993.77,388209177.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-07-01,201507,Scrap Steel,Imports,Türkiye,World,7204,1574090.94,445030935.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-08-01,201508,Scrap Steel,Imports,Türkiye,World,7204,1002993.64,260960912.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-09-01,201509,Scrap Steel,Imports,Türkiye,World,7204,995401.92,235328522.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-10-01,201510,Scrap Steel,Imports,Türkiye,World,7204,1142798.75,263492825.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-11-01,201511,Scrap Steel,Imports,Türkiye,World,7204,1309654.05,283753186.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2015-12-01,201512,Scrap Steel,Imports,Türkiye,World,7204,1752183.17,338587211.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-01-01,201601,Scrap Steel,Imports,Türkiye,World,7204,1128907.91,222869296.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-02-01,201602,Scrap Steel,Imports,Türkiye,World,7204,1147431.66,223246184.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-03-01,201603,Scrap Steel,Imports,Türkiye,World,7204,1848222.58,365572568.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-04-01,201604,Scrap Steel,Imports,Türkiye,World,7204,1376568.06,266648720.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-05-01,201605,Scrap Steel,Imports,Türkiye,World,7204,1704721.9,389747447.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-06-01,201606,Scrap Steel,Imports,Türkiye,World,7204,1959994.31,508638376.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-07-01,201607,Scrap Steel,Imports,Türkiye,World,7204,1051860.36,274624854.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-08-01,201608,Scrap Steel,Imports,Türkiye,World,7204,1292951.47,294497185.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-09-01,201609,Scrap Steel,Imports,Türkiye,World,7204,1380934.3,310691403.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-10-01,201610,Scrap Steel,Imports,Türkiye,World,7204,1240419.97,284302237.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-11-01,201611,Scrap Steel,Imports,Türkiye,World,7204,1880636.0,423583896.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2016-12-01,201612,Scrap Steel,Imports,Türkiye,World,7204,1658203.06,392158070.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-01-01,201701,Scrap Steel,Imports,Türkiye,World,7204,1571548.02,404061905.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-02-01,201702,Scrap Steel,Imports,Türkiye,World,7204,984063.2,270107825.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-03-01,201703,Scrap Steel,Imports,Türkiye,World,7204,1701435.97,464294047.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-04-01,201704,Scrap Steel,Imports,Türkiye,World,7204,1647372.75,448213374.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-05-01,201705,Scrap Steel,Imports,Türkiye,World,7204,2103882.28,590665254.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-06-01,201706,Scrap Steel,Imports,Türkiye,World,7204,1302639.87,363391391.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-07-01,201707,Scrap Steel,Imports,Türkiye,World,7204,2021321.16,559575439.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-08-01,201708,Scrap Steel,Imports,Türkiye,World,7204,1562114.65,439355033.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-09-01,201709,Scrap Steel,Imports,Türkiye,World,7204,2043880.51,618191697.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-10-01,201710,Scrap Steel,Imports,Türkiye,World,7204,2124348.05,704269875.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-11-01,201711,Scrap Steel,Imports,Türkiye,World,7204,1853986.12,623737496.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2017-12-01,201712,Scrap Steel,Imports,Türkiye,World,7204,2022470.4,645512045.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-01-01,201801,Scrap Steel,Imports,Türkiye,World,7204,1681887.29,539915458.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-02-01,201802,Scrap Steel,Imports,Türkiye,World,7204,1850114.56,627175218.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-03-01,201803,Scrap Steel,Imports,Türkiye,World,7204,1833908.88,654625716.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-04-01,201804,Scrap Steel,Imports,Türkiye,World,7204,1914830.14,688449268.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-05-01,201805,Scrap Steel,Imports,Türkiye,World,7204,1635591.49,598205086.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-06-01,201806,Scrap Steel,Imports,Türkiye,World,7204,1843345.28,657438046.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-07-01,201807,Scrap Steel,Imports,Türkiye,World,7204,1908593.46,672504356.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-08-01,201808,Scrap Steel,Imports,Türkiye,World,7204,1878530.22,662286287.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-09-01,201809,Scrap Steel,Imports,Türkiye,World,7204,1225732.71,424416377.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-10-01,201810,Scrap Steel,Imports,Türkiye,World,7204,1713457.08,562775232.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2018-11-01,201811,Scrap Steel,Imports,Türkiye,World,7204,1508698.16,492671782.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
