date,tonnes,vessels,company,source_url,publisher,source_quote,method,import_volume_t,avg_cif_usd_t,granularity
2025-05-01,13185364.6,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 13,185,364,633 kg, US$1,124,682,820",GACC query export (user-supplied 2026-09-17),13185364.6,85.3,monthly_bilateral_mirror
2025-07-01,15863438.2,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 15,863,438,183 kg, US$1,177,135,618",GACC query export (user-supplied 2026-09-17),15863438.2,74.2,monthly_bilateral_mirror
2025-08-01,12233650.8,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 12,233,650,844 kg, US$865,039,318",GACC query export (user-supplied 2026-09-17),12233650.8,70.71,monthly_bilateral_mirror
2025-09-01,10431856.8,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 10,431,856,775 kg, US$747,057,718",GACC query export (user-supplied 2026-09-17),10431856.8,71.61,monthly_bilateral_mirror
2025-10-01,8948061.1,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 8,948,061,105 kg, US$648,379,383",GACC query export (user-supplied 2026-09-17),8948061.1,72.46,monthly_bilateral_mirror
2025-11-01,10643089.2,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 10,643,089,154 kg, US$754,347,924",GACC query export (user-supplied 2026-09-17),10643089.2,70.88,monthly_bilateral_mirror
2025-12-01,11299462.8,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 11,299,462,839 kg, US$789,208,685",GACC query export (user-supplied 2026-09-17),11299462.8,69.84,monthly_bilateral_mirror
2026-01-01,14393877.9,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 14,393,877,887 kg, US$988,817,979",GACC query export (user-supplied 2026-09-17),14393877.9,68.7,monthly_bilateral_mirror
2026-02-01,13959949.4,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 13,959,949,439 kg, US$936,412,232",GACC query export (user-supplied 2026-09-17),13959949.4,67.08,monthly_bilateral_mirror
2026-06-01,15835521.6,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 15,835,521,550 kg, US$1,048,503,702",GACC query export (user-supplied 2026-09-17),15835521.6,66.21,monthly_bilateral_mirror
2026-07-01,14879453.5,,Bilateral Mirror (China Imports from Guinea),http://stats.customs.gov.cn/queryData/queryDataByWhere,General Administration of Customs of China (GACC),"HS 26060000 imports from Guinea: 14,879,453,515 kg, US$992,958,818",GACC query export (user-supplied 2026-09-17),14879453.5,66.73,monthly_bilateral_mirror
