date,vlgc_84k_tc,mgc_38k_tc,hdy_22k_tc
2020-09-07,900000.0,700000.0,680000.0
2020-09-14,900000.0,700000.0,680000.0
2020-09-21,950000.0,715000.0,680000.0
2020-09-28,950000.0,715000.0,680000.0
2020-10-05,950000.0,715000.0,680000.0
2020-10-12,950000.0,715000.0,680000.0
2020-10-19,950000.0,735000.0,680000.0
2020-10-26,1000000.0,735000.0,680000.0
2020-11-02,1000000.0,735000.0,680000.0
2020-11-09,1000000.0,735000.0,680000.0
2020-11-16,1000000.0,750000.0,680000.0
2020-11-23,1000000.0,775000.0,680000.0
2020-11-30,1100000.0,790000.0,680000.0
2020-12-07,1300000.0,850000.0,680000.0
2020-12-14,1400000.0,900000.0,680000.0
2020-12-21,1400000.0,900000.0,680000.0
2020-12-28,1400000.0,900000.0,680000.0
2021-01-04,1600000.0,950000.0,680000.0
2021-01-11,1600000.0,950000.0,680000.0
2021-01-18,1600000.0,950000.0,680000.0
2021-01-25,1500000.0,900000.0,680000.0
2021-02-01,1300000.0,850000.0,680000.0
2021-02-08,1100000.0,800000.0,680000.0
2021-02-15,1000000.0,800000.0,680000.0
2021-02-22,1000000.0,800000.0,650000.0
2021-03-01,1000000.0,800000.0,650000.0
2021-03-08,1000000.0,800000.0,650000.0
2021-03-15,1000000.0,800000.0,650000.0
2021-03-22,950000.0,800000.0,650000.0
2021-03-29,950000.0,800000.0,650000.0
2021-04-05,950000.0,850000.0,650000.0
2021-04-12,1000000.0,850000.0,650000.0
2021-04-19,1000000.0,850000.0,650000.0
2021-04-26,1000000.0,850000.0,650000.0
2021-05-03,1000000.0,825000.0,650000.0
2021-05-10,1000000.0,825000.0,650000.0
2021-05-17,1000000.0,825000.0,650000.0
2021-05-24,1000000.0,825000.0,675000.0
2021-05-31,1000000.0,825000.0,675000.0
2021-06-07,1000000.0,800000.0,675000.0
2021-06-14,1000000.0,800000.0,675000.0
2021-06-21,1000000.0,800000.0,675000.0
2021-06-28,1000000.0,800000.0,675000.0
2021-07-05,900000.0,800000.0,675000.0
2021-07-12,900000.0,800000.0,675000.0
2021-07-19,900000.0,800000.0,675000.0
2021-07-26,900000.0,800000.0,675000.0
2021-08-02,850000.0,800000.0,675000.0
2021-08-09,850000.0,800000.0,675000.0
2021-08-16,800000.0,800000.0,675000.0
2021-08-23,800000.0,800000.0,675000.0
2021-08-30,800000.0,775000.0,675000.0
2021-09-06,800000.0,775000.0,650000.0
2021-09-13,800000.0,775000.0,650000.0
2021-09-20,800000.0,775000.0,650000.0
2021-09-27,900000.0,775000.0,650000.0
2021-10-04,900000.0,775000.0,650000.0
2021-10-11,850000.0,775000.0,650000.0
2021-10-18,850000.0,775000.0,650000.0
2021-10-25,850000.0,775000.0,650000.0
2021-11-01,900000.0,780000.0,650000.0
2021-11-08,950000.0,800000.0,650000.0
2021-11-15,950000.0,815000.0,650000.0
2021-11-22,975000.0,825000.0,650000.0
2021-11-29,975000.0,830000.0,650000.0
2021-12-06,1000000.0,830000.0,650000.0
2021-12-13,1025000.0,830000.0,650000.0
2021-12-20,1050000.0,830000.0,650000.0
2021-12-27,1050000.0,830000.0,650000.0
2022-01-03,1050000.0,830000.0,650000.0
2022-01-10,1050000.0,830000.0,650000.0
2022-01-17,1050000.0,830000.0,650000.0
2022-01-24,1050000.0,835000.0,650000.0
2022-01-31,1050000.0,835000.0,650000.0
2022-02-07,1050000.0,835000.0,680000.0
2022-02-14,1050000.0,835000.0,680000.0
2022-02-21,1050000.0,825000.0,700000.0
2022-02-28,1050000.0,825000.0,700000.0
2022-03-07,1050000.0,825000.0,700000.0
2022-03-14,1000000.0,825000.0,710000.0
2022-03-21,1000000.0,825000.0,710000.0
2022-03-28,1000000.0,825000.0,710000.0
2022-04-04,950000.0,825000.0,710000.0
2022-04-11,950000.0,825000.0,710000.0
2022-04-18,975000.0,825000.0,710000.0
2022-04-25,950000.0,825000.0,710000.0
2022-05-02,950000.0,825000.0,710000.0
2022-05-09,950000.0,825000.0,710000.0
2022-05-16,950000.0,825000.0,720000.0
2022-05-23,1000000.0,825000.0,730000.0
2022-05-30,1000000.0,840000.0,730000.0
2022-06-06,1000000.0,835000.0,730000.0
2022-06-13,1000000.0,820000.0,730000.0
2022-06-20,1000000.0,820000.0,730000.0
2022-06-27,1000000.0,825000.0,730000.0
2022-07-04,1000000.0,825000.0,730000.0
2022-07-11,1000000.0,825000.0,730000.0
2022-07-18,1000000.0,825000.0,730000.0
2022-07-25,1000000.0,815000.0,730000.0
2022-08-01,960000.0,815000.0,730000.0
2022-08-08,960000.0,815000.0,730000.0
2022-08-15,960000.0,815000.0,730000.0
2022-08-22,960000.0,805000.0,730000.0
2022-08-29,960000.0,805000.0,730000.0
2022-09-05,960000.0,805000.0,730000.0
2022-09-12,960000.0,805000.0,730000.0
2022-09-19,975000.0,805000.0,730000.0
2022-09-26,975000.0,805000.0,800000.0
2022-10-03,975000.0,815000.0,800000.0
2022-10-10,975000.0,820000.0,800000.0
2022-10-17,975000.0,820000.0,800000.0
2022-10-24,975000.0,820000.0,800000.0
2022-10-31,975000.0,850000.0,820000.0
2022-11-07,975000.0,850000.0,820000.0
2022-11-14,975000.0,850000.0,820000.0
2022-11-21,975000.0,850000.0,820000.0
2022-11-28,975000.0,850000.0,820000.0
2022-12-05,975000.0,850000.0,820000.0
2022-12-12,975000.0,860000.0,820000.0
2022-12-19,975000.0,860000.0,820000.0
2022-12-26,975000.0,860000.0,820000.0
2023-01-02,975000.0,860000.0,820000.0
2023-01-09,975000.0,850000.0,820000.0
2023-01-16,975000.0,850000.0,820000.0
2023-01-23,975000.0,850000.0,820000.0
2023-01-30,975000.0,850000.0,820000.0
2023-02-06,1000000.0,900000.0,820000.0
2023-02-13,1000000.0,900000.0,820000.0
2023-02-20,1000000.0,900000.0,820000.0
2023-02-27,1000000.0,920000.0,820000.0
2023-03-06,1000000.0,920000.0,820000.0
2023-03-13,1200000.0,920000.0,820000.0
2023-03-20,1200000.0,920000.0,820000.0
2023-03-30,1200000.0,920000.0,820000.0
2023-04-05,1200000.0,920000.0,820000.0
2023-04-12,1200000.0,920000.0,820000.0
2023-04-19,1200000.0,920000.0,820000.0
2023-04-26,1200000.0,920000.0,820000.0
2023-05-03,1200000.0,920000.0,820000.0
2023-05-10,1200000.0,920000.0,820000.0
2023-05-17,1200000.0,925000.0,820000.0
2023-05-31,1300000.0,925000.0,820000.0
2023-06-07,1300000.0,925000.0,820000.0
2023-06-14,1300000.0,925000.0,820000.0
2023-06-21,1300000.0,925000.0,820000.0
2023-06-28,1300000.0,925000.0,820000.0
2023-07-05,1300000.0,925000.0,820000.0
2023-07-12,1300000.0,925000.0,820000.0
2023-07-19,1300000.0,925000.0,820000.0
2023-07-26,1300000.0,925000.0,820000.0
2023-08-02,1300000.0,925000.0,820000.0
2023-08-23,1300000.0,895000.0,820000.0
2023-08-30,1300000.0,915000.0,820000.0
2023-09-06,1300000.0,925000.0,820000.0
2023-09-13,1300000.0,940000.0,820000.0
2023-09-20,1300000.0,940000.0,820000.0
2023-09-27,2000000.0,940000.0,820000.0
2023-10-04,,,850000.0
2023-10-11,2000000.0,1050000.0,850000.0
2023-10-18,2000000.0,1050000.0,850000.0
2023-10-25,2000000.0,1050000.0,850000.0
2023-11-01,2000000.0,1100000.0,850000.0
2023-11-08,2000000.0,1100000.0,860000.0
2023-11-15,2000000.0,1100000.0,860000.0
2023-11-22,2000000.0,1100000.0,860000.0
2023-11-29,2000000.0,1100000.0,900000.0
2023-12-06,2000000.0,1200000.0,900000.0
2023-12-13,2000000.0,1200000.0,950000.0
2023-12-20,2000000.0,1200000.0,950000.0
2024-01-03,2000000.0,1250000.0,920000.0
2024-01-10,2000000.0,1250000.0,920000.0
2024-01-17,2000000.0,1200000.0,920000.0
2024-01-24,2000000.0,1200000.0,920000.0
2024-01-31,1500000.0,,
2024-02-07,1500000.0,1100000.0,920000.0
2024-02-14,1500000.0,1000000.0,920000.0
2024-02-21,1500000.0,1000000.0,920000.0
2024-02-28,1500000.0,1000000.0,920000.0
2024-03-06,1500000.0,1000000.0,920000.0
2024-03-13,,,950000.0
2024-03-20,1500000.0,1000000.0,950000.0
2024-04-03,1500000.0,1100000.0,950000.0
2024-04-17,,1100000.0,950000.0
2024-04-24,1500000.0,1100000.0,950000.0
2024-05-01,1500000.0,1050000.0,950000.0
2024-05-08,1500000.0,1000000.0,940000.0
2024-05-15,1500000.0,1000000.0,940000.0
2024-05-22,1500000.0,1000000.0,940000.0
2024-05-29,1500000.0,1000000.0,940000.0
2024-06-05,1500000.0,1000000.0,940000.0
2024-06-12,1500000.0,1000000.0,940000.0
2024-06-19,1500000.0,1000000.0,940000.0
2024-06-26,1500000.0,1000000.0,940000.0
2024-07-03,1500000.0,1000000.0,940000.0
2024-07-10,1500000.0,1000000.0,940000.0
2024-07-17,1500000.0,1000000.0,940000.0
2024-07-24,1500000.0,1000000.0,940000.0
2024-07-31,1500000.0,1000000.0,940000.0
2024-08-07,1500000.0,1000000.0,940000.0
2024-08-14,1500000.0,1000000.0,940000.0
2024-08-21,1500000.0,1000000.0,940000.0
2024-08-28,1500000.0,,
2024-09-04,1500000.0,1000000.0,930000.0
2024-09-11,1500000.0,1000000.0,930000.0
2024-09-18,1500000.0,975000.0,910000.0
2024-09-25,1500000.0,975000.0,910000.0
2024-10-02,1500000.0,975000.0,910000.0
2024-10-09,1500000.0,975000.0,930000.0
2024-10-16,1500000.0,950000.0,925000.0
2024-10-23,1500000.0,950000.0,940000.0
2024-10-30,1500000.0,,940000.0
2024-11-06,1500000.0,950000.0,950000.0
2024-11-13,1500000.0,950000.0,950000.0
2024-11-20,1500000.0,950000.0,950000.0
2024-11-27,1500000.0,955000.0,945000.0
2024-12-04,1500000.0,950000.0,945000.0
2024-12-11,1500000.0,930000.0,945000.0
2024-12-18,1500000.0,930000.0,945000.0
2025-01-08,1500000.0,940000.0,945000.0
2025-01-15,,935000.0,940000.0
2025-01-22,1500000.0,935000.0,940000.0
2025-01-29,1500000.0,900000.0,940000.0
2025-02-05,1200000.0,850000.0,940000.0
2025-02-12,1200000.0,825000.0,940000.0
2025-02-19,1200000.0,800000.0,
2025-02-26,1200000.0,800000.0,940000.0
2025-03-05,1150000.0,800000.0,930000.0
2025-03-12,1100000.0,800000.0,930000.0
2025-03-19,1100000.0,800000.0,930000.0
2025-03-26,1100000.0,800000.0,930000.0
2025-04-02,1600000.0,800000.0,930000.0
2025-04-09,1000000.0,750000.0,930000.0
2025-04-16,1000000.0,750000.0,930000.0
2025-04-23,1000000.0,800000.0,930000.0
2025-04-30,1000000.0,800000.0,935000.0
2025-05-07,1000000.0,800000.0,935000.0
2025-05-14,1100000.0,800000.0,935000.0
2025-05-21,1150000.0,800000.0,945000.0
2025-05-28,1150000.0,800000.0,950000.0
2025-06-04,1150000.0,800000.0,950000.0
2025-06-11,1150000.0,790000.0,
2025-06-18,1200000.0,790000.0,950000.0
2025-06-25,1200000.0,790000.0,950000.0
2025-07-02,1200000.0,790000.0,950000.0
2025-07-09,1200000.0,790000.0,950000.0
2025-07-16,1200000.0,800000.0,950000.0
2025-07-23,1200000.0,825000.0,950000.0
2025-07-30,1200000.0,815000.0,950000.0
2025-08-06,1250000.0,815000.0,950000.0
2025-08-13,1350000.0,800000.0,950000.0
2025-08-20,1450000.0,800000.0,950000.0
2025-08-27,1600000.0,820000.0,950000.0
2025-09-10,1600000.0,820000.0,
2025-09-17,1600000.0,820000.0,950000.0
2025-09-24,1600000.0,825000.0,960000.0
2025-10-01,1600000.0,830000.0,960000.0
2025-10-08,1500000.0,850000.0,960000.0
2025-10-15,1400000.0,890000.0,960000.0
2025-10-22,1400000.0,890000.0,960000.0
2025-10-29,1400000.0,890000.0,960000.0
2025-11-05,1500000.0,900000.0,960000.0
2025-11-12,1500000.0,900000.0,960000.0
2025-11-19,1500000.0,910000.0,960000.0
2025-11-26,1500000.0,910000.0,960000.0
2025-12-03,1500000.0,885000.0,960000.0
2025-12-10,1500000.0,885000.0,960000.0
2025-12-17,1500000.0,900000.0,960000.0
2025-12-31,1500000.0,900000.0,960000.0
2026-01-07,1500000.0,900000.0,960000.0
2026-01-14,1500000.0,900000.0,960000.0
2026-01-21,1500000.0,900000.0,960000.0
2026-01-28,1500000.0,900000.0,960000.0
2026-02-04,1500000.0,900000.0,960000.0
2026-02-11,1500000.0,900000.0,960000.0
2026-02-18,1500000.0,925000.0,960000.0
2026-02-25,1500000.0,925000.0,960000.0
2026-03-04,1500000.0,950000.0,960000.0
2026-03-11,1500000.0,950000.0,960000.0
2026-03-18,1500000.0,950000.0,980000.0
2026-03-25,1500000.0,950000.0,980000.0
2026-04-01,1500000.0,950000.0,980000.0
2026-04-08,1500000.0,950000.0,980000.0
2026-04-15,2000000.0,950000.0,980000.0
2026-04-22,2000000.0,950000.0,980000.0
2026-04-29,2000000.0,950000.0,980000.0
2026-05-06,2000000.0,950000.0,980000.0
2026-05-13,2000000.0,950000.0,980000.0
2026-05-20,2000000.0,950000.0,980000.0
2026-05-27,2000000.0,975000.0,980000.0
2026-06-03,2000000.0,950000.0,980000.0
2026-06-10,2000000.0,950000.0,980000.0
2026-06-17,2000000.0,950000.0,980000.0
2026-06-24,2000000.0,950000.0,980000.0
2026-07-01,2000000.0,950000.0,980000.0
2026-07-08,2000000.0,975000.0,980000.0
2026-07-15,2000000.0,975000.0,980000.0
2026-07-22,2000000.0,975000.0,980000.0
2026-07-29,2200000.0,975000.0,980000.0
2026-08-05,2200000.0,975000.0,980000.0
