date,bdi,bdry,p1_momentum,p2_term_structure,p3_futures_basis,p4_port_restock,p4_inv_pctl,p5_asset_safety,p5_margin_pctl,total_score,regime,input_staleness_p1,input_staleness_p2,input_staleness_p3,input_staleness_p4,input_staleness_p5,any_input_stale,bdi_fwd_1W,bdry_fwd_1W,bdi_fwd_1M,bdry_fwd_1M,bdi_fwd_3M,bdry_fwd_3M,bdi_fwd_6M,bdry_fwd_6M
2020-02-05,430.0,9.550000190734863,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,1,2,False,-2.0930232558139537,-1.5706865885732428,43.48837209302325,-13.61256717037646,10.232558139534884,-53.6125681689883,266.74418604651163,-5.54973531294148
2020-02-06,431.0,9.449999809265137,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,2,3,False,-2.320185614849188,-3.2804176952305077,42.92343387470998,-20.634919033048902,0.46403712296983757,-56.296294203183905,270.06960556844547,-6.34920042228094
2020-02-07,415.0,9.225000381469728,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,2,1,3,4,False,2.4096385542168677,0.0,51.08433734939759,-15.338757508698869,-4.096385542168675,-57.6151769740334,285.0602409638554,-3.523043355014753
2020-02-10,411.0,8.800000190734863,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,4,0,False,9.48905109489051,5.34091200956622,53.52798053527981,-14.772729119978619,-4.37956204379562,-54.3977281310834,285.88807785888076,0.45454501120513113
2020-02-11,418.0,9.300000190734863,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,5,1,False,11.24401913875598,-2.1505355393904724,51.43540669856459,-25.698927895762786,-2.631578947368421,-55.16129042181834,275.11961722488036,-8.924730179392288
2020-02-12,421.0,9.399999618530272,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,6,2,False,14.014251781472684,-3.9361691550465325,49.8812351543943,-27.234037976936083,1.4251781472684086,-51.170209161077004,260.5700712589074,-14.36169662320142
2020-02-13,421.0,9.140000343322754,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,7,3,False,18.052256532066508,-1.42232067349855,47.980997624703086,-33.26039742340999,7.600950118764846,-49.452957198910475,251.78147268408551,-11.269153697548568
2020-02-14,425.0,9.225000381469728,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,2,1,8,4,False,19.058823529411764,-9.26829767539183,44.0,-34.30894642614572,12.23529411764706,-46.77507160568976,250.82352941176472,-6.124666782589369
2020-02-18,450.0,9.270000457763672,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,0,1,False,12.88888888888889,-11.326862339639723,39.77777777777778,-41.85545199222246,9.777777777777779,-46.709818626997105,237.33333333333334,-5.501620320360483
2020-02-19,465.0,9.100000381469728,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,1,2,False,11.182795698924732,-10.109890524481045,35.483870967741936,-38.9011020911457,7.956989247311828,-48.90109999515828,224.51612903225805,-3.4065978749622126
2020-02-20,480.0,9.029999732971191,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,2,3,False,10.208333333333334,-8.084159067811315,30.208333333333332,-35.548168950538944,1.875,-49.612399498513035,213.33333333333334,-2.8792833100336153
2020-02-21,497.0,9.010000228881836,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,2,1,3,4,False,7.645875251509055,-9.101005856470431,24.14486921529175,-36.29301192780866,1.4084507042253522,-48.39067727810137,199.3963782696177,-2.6637043842555888
2020-02-24,506.0,8.369999885559082,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,4,0,False,6.521739130434782,-5.495818929945499,19.1699604743083,-35.842294396872774,2.766798418972332,-44.56391959465765,194.07114624505928,1.79212155621876
2020-02-25,508.0,8.220000267028809,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,5,1,False,8.070866141732283,-1.4598525749495752,14.566929133858267,-38.807785323509634,7.480314960629922,-39.172751367716266,189.56692913385825,-1.0948923316814194
2020-02-26,517.0,8.180000305175781,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,6,2,False,8.704061895551257,1.5892433935321761,10.058027079303674,-34.10758355259292,14.506769825918761,-38.50855718641371,179.49709864603483,-4.400979463125683
2020-02-27,529.0,8.300000190734863,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,7,3,False,13.23251417769376,0.8433697977785364,5.103969754253308,-34.93975938223047,19.47069943289225,-39.15662560620077,163.70510396975425,-10.722895456270528
2020-02-28,535.0,8.1899995803833,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,2,1,8,4,False,15.327102803738319,0.7326058936609998,2.4299065420560746,-29.120877585357057,26.91588785046729,-33.45543237488089,154.57943925233647,-5.128200500312244
2020-03-02,539.0,7.909999847412109,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,0,0,9,0,False,14.285714285714285,-5.183310433896503,16.14100185528757,-19.216182177599,29.499072356215212,-30.341335838526902,146.3821892393321,-6.384319182622727
2020-03-03,549.0,8.100000381469727,0.0,10.0,0.0,13.0,,10.0,,33.0,Trough - Accumulation Zone,0,1,0,0,1,False,14.207650273224044,-3.5802521608963875,13.661202185792352,-22.345683140428182,30.05464480874317,-34.93827490449718,136.0655737704918,-11.85185765151706
2020-03-04,562.0,8.3100004196167,2.0,10.0,0.0,13.0,,10.0,,35.0,Trough - Accumulation Zone,0,0,0,1,2,False,12.277580071174377,-9.747296976118092,11.032028469750891,-23.225032583870835,35.94306049822064,-30.44524767815892,125.80071174377223,-9.927800775494404
2020-03-05,599.0,8.369999885559082,7.4,10.0,0.0,13.0,,10.0,,40.4,Trough - Accumulation Zone,0,1,0,2,3,False,5.676126878130217,-17.443250395569756,2.8380634390651087,-25.448030389054686,40.06677796327212,-30.94384362202092,111.51919866444074,-8.124251345711958
2020-03-06,617.0,8.25,8.8,10.0,0.0,13.0,,10.0,,41.8,Trough - Accumulation Zone,0,2,1,3,4,False,2.2690437601296596,-17.090907241358902,-2.106969205834684,-26.060607216574926,49.59481361426256,-22.909089290734492,107.77957860615884,-4.848486004453717
2020-03-09,616.0,7.5,9.0,10.0,0.0,13.0,,10.0,,42.0,Trough - Accumulation Zone,0,0,0,4,0,False,1.1363636363636365,-18.666667938232422,-3.2467532467532463,-16.133333841959637,57.95454545454546,-14.399998982747395,109.25324675324674,0.6666692097981771
2020-03-10,627.0,7.809999942779541,9.5,10.0,0.0,13.0,,10.0,,42.5,Trough - Accumulation Zone,0,1,0,5,1,False,-2.3923444976076556,-22.407170458661792,-3.1897926634768736,-12.035852293308949,68.10207336523126,-7.554419422670475,104.30622009569377,-2.688860943476968
2020-03-11,631.0,7.5,10.0,10.0,0.0,13.0,,10.0,,43.0,Trough - Accumulation Zone,0,0,0,6,2,False,-0.31695721077654515,-28.133335113525394,0.6339144215530903,-2.0000012715657554,97.46434231378764,4.266668955485026,105.0713153724247,1.8666648864746096
2020-03-12,633.0,6.909999847412109,10.0,10.0,0.0,13.0,,10.0,,43.0,Trough - Accumulation Zone,0,1,0,7,3,False,-0.47393364928909953,-19.536902090354776,7.266982622432859,4.630972195769605,141.23222748815166,5.065128642525318,104.739336492891,9.551379722482148
2020-03-13,631.0,6.840000152587891,10.0,10.0,0.0,13.0,,10.0,,43.0,Trough - Accumulation Zone,0,2,1,8,4,False,-0.9508716323296356,-14.912280090236552,11.885895404120443,5.994149682247994,146.43423137876385,6.359648144378481,108.24088748019018,11.476605700295304
2020-03-16,623.0,6.099999904632568,10.0,10.0,2.8,13.0,,10.0,,45.8,Mid-Cycle Equilibrium,0,0,0,9,0,False,-0.9630818619582664,-5.901641625289318,16.53290529695024,18.52459232962862,150.08025682182986,21.803277778676733,118.9406099518459,25.901638498488232
2020-03-17,612.0,6.059999942779541,10.0,10.0,5.6,13.0,,10.0,,48.6,Mid-Cycle Equilibrium,0,1,0,0,1,False,-1.4705882352941175,-11.386139665604956,22.712418300653596,19.63696482602014,164.2156862745098,34.983504660296404,133.00653594771242,33.828378436542216
2020-03-18,629.0,5.389999866485596,10.0,10.0,3.8,13.0,,10.0,,46.8,Mid-Cycle Equilibrium,0,0,0,1,2,False,-7.472178060413355,-6.679029046284081,20.349761526232115,26.345085556000548,171.06518282988873,38.0333996570488,155.16693163751987,56.40075165108188
2020-03-19,630.0,5.559999942779541,10.0,10.0,1.4,13.0,,10.0,,44.4,Trough - Accumulation Zone,0,1,0,2,3,False,-9.682539682539684,-3.0575553604944696,15.555555555555555,10.611513644961285,175.87301587301587,30.21582456165929,164.6031746031746,47.66187270934845
2020-03-20,625.0,5.820000171661377,10.0,10.0,1.1,13.0,,10.0,,44.1,Trough - Accumulation Zone,0,2,1,3,4,False,-11.04,-7.216495943402217,11.04,5.6701016146508625,179.84,30.7560121831071,164.64000000000001,39.003434947984196
2020-03-23,617.0,5.739999771118164,10.0,10.0,4.3,13.0,,10.0,,47.3,Mid-Cycle Equilibrium,0,0,0,4,0,False,-11.183144246353322,1.132405223211304,8.914100486223662,6.445999601915722,190.7617504051864,31.707321328112826,168.71961102106968,43.37978868304218
2020-03-24,603.0,5.369999885559082,10.0,10.0,8.8,13.0,,10.0,,51.8,Mid-Cycle Equilibrium,0,1,0,5,1,False,3.814262023217247,18.99441345742821,10.281923714759536,12.104285087889881,198.34162520729686,37.616387783520544,186.06965174129354,53.445064184769166
2020-03-25,582.0,5.03000020980835,10.0,10.0,3.4,13.0,,10.0,,46.4,Mid-Cycle Equilibrium,0,0,0,6,2,False,7.216494845360824,25.049695814877225,13.573883161512027,15.506952294956475,209.7938144329897,43.14114331894764,221.13402061855672,66.20276954214629
2020-03-26,569.0,5.389999866485596,10.0,10.0,2.3,13.0,,10.0,,45.3,Mid-Cycle Equilibrium,0,1,0,7,3,False,9.666080843585236,18.367351994033076,15.114235500878733,2.968466200604778,220.3866432337434,49.350656588859046,255.00878734622145,60.48237166599918
2020-03-27,556.0,5.400000095367432,10.0,10.0,1.4,13.0,,10.0,,44.4,Trough - Accumulation Zone,0,2,1,8,4,False,10.79136690647482,15.555549276218603,15.647482014388489,5.1851801486336715,251.79856115107913,74.44444277649553,272.48201438848923,61.666655334425755
2020-03-30,548.0,5.804999828338623,10.0,10.0,0.0,13.0,,10.0,,43.0,Trough - Accumulation Zone,0,0,0,9,0,False,10.218978102189782,5.081827476614649,15.875912408759124,-4.565027981429553,255.65693430656933,53.83291247627005,282.66423357664235,46.77003806565271
2020-03-31,626.0,6.389999866485596,10.0,10.0,0.0,17.0,,10.0,,47.0,Mid-Cycle Equilibrium,0,1,0,0,1,False,-4.792332268370607,-1.5649437671673507,-4.472843450479233,-20.187793252060082,195.36741214057508,40.84507336539062,226.51757188498402,27.69953079670387
2020-04-01,624.0,6.289999961853027,10.0,10.0,0.0,17.0,,10.0,,47.0,Mid-Cycle Equilibrium,0,0,0,1,2,False,-2.7243589743589745,9.220984534556138,-7.852564102564102,-23.847376933180485,190.06410256410254,34.976149802980586,215.7051282051282,29.252784797248687
2020-04-02,624.0,6.380000114440918,10.0,10.0,0.0,17.0,,10.0,,47.0,Mid-Cycle Equilibrium,0,1,0,2,3,False,1.7628205128205128,15.203758194237146,-14.423076923076922,-30.250787939757085,187.17948717948718,26.959251350727175,203.2051282051282,23.510971365107032
2020-04-03,616.0,6.239999771118164,10.0,10.0,0.0,17.0,,10.0,,47.0,Mid-Cycle Equilibrium,0,2,1,3,4,False,10.227272727272728,15.865389170966607,-16.558441558441558,-26.602562633021527,182.7922077922078,25.32052016822571,193.34415584415586,27.40384777034299
2020-04-06,604.0,6.099999904632568,9.9,10.0,0.0,17.0,,10.0,,46.9,Mid-Cycle Equilibrium,0,0,0,4,0,False,16.887417218543046,18.852460874533435,-21.52317880794702,-27.377050859061242,180.79470198675494,23.27869013924974,186.75496688741723,30.16393739925349
2020-04-07,596.0,6.289999961853027,9.6,10.0,0.0,17.0,,10.0,,46.6,Mid-Cycle Equilibrium,0,1,0,5,1,False,21.812080536912752,14.944357121165005,-27.348993288590606,-34.34022035789926,185.06711409395973,26.868045587755248,174.66442953020135,19.0778985141936
2020-04-08,607.0,6.869999885559082,9.7,10.0,0.0,17.0,,10.0,,46.7,Mid-Cycle Equilibrium,0,0,0,6,2,False,23.72322899505766,5.531297245574749,-34.43163097199341,-43.085878443031554,181.71334431630973,16.448327995116966,157.166392092257,7.714704783655438
2020-04-09,635.0,7.349999904632568,10.4,10.0,0.0,17.0,,10.0,,47.4,Mid-Cycle Equilibrium,0,0,1,7,3,False,19.212598425196852,-7.346938351831479,-38.110236220472444,-45.40135968008962,164.251968503937,2.040817650526626,132.5984251968504,-4.761903526175149
2020-04-14,679.0,7.230000019073486,11.3,10.0,0.0,17.0,,10.0,,48.3,Mid-Cycle Equilibrium,0,1,0,0,1,False,7.216494845360824,-14.937758241450947,-40.058910162002945,-42.323650549197026,134.75699558173787,-1.659749450103872,107.51104565537555,-1.659749450103872
2020-04-15,706.0,7.25,12.0,10.0,0.0,17.0,,10.0,,49.0,Mid-Cycle Equilibrium,0,0,0,1,2,False,-1.69971671388102,-15.172412477690598,-39.51841359773371,-36.689653067753234,108.64022662889519,-4.689657277074353,91.21813031161473,1.9310326411806304
2020-04-16,726.0,7.230000019073486,13.5,10.0,0.0,17.0,,10.0,,50.5,Mid-Cycle Equilibrium,0,1,0,2,3,False,-7.43801652892562,-15.491008058152236,-37.60330578512397,-36.099586813678485,91.18457300275482,-1.1064996334025812,85.39944903581267,6.085754578972247
2020-04-17,751.0,7.25,15.7,10.0,0.0,17.0,,10.0,,52.7,Mid-Cycle Equilibrium,0,2,1,3,4,False,-11.451398135818907,-16.96551750446188,-36.484687083888154,-32.275864173626076,75.36617842876166,1.9310326411806304,86.55126498002663,3.586210053542565
2020-04-20,757.0,6.809999942779541,16.1,10.0,2.7,17.0,,10.0,,55.8,Mid-Cycle Equilibrium,0,0,0,4,0,False,-12.681638044914134,-14.684287935424626,-34.74240422721268,-27.459616758760657,70.80581241743725,10.86637671326157,86.9220607661823,8.516885882224022
2020-04-21,728.0,6.150000095367432,15.3,10.0,1.4,17.0,,10.0,,53.7,Mid-Cycle Equilibrium,0,1,0,5,1,False,-10.027472527472527,-9.756095858998867,-31.043956043956044,-24.390243524221972,73.62637362637363,28.4552841115923,94.0934065934066,16.747962878033974
2020-04-22,694.0,6.150000095367432,12.8,10.0,0.0,17.0,,10.0,,49.8,Mid-Cycle Equilibrium,0,0,0,6,2,False,-7.348703170028818,-7.642280646187998,-29.53890489913545,-26.01625820848018,89.76945244956772,38.37398531574179,99.42363112391931,15.772354067479046
2020-04-23,672.0,6.110000133514404,11.4,10.0,0.0,17.0,,10.0,,48.4,Mid-Cycle Equilibrium,0,1,0,7,3,False,-5.5059523809523805,-9.328971509097483,-25.0,-23.89525378467049,100.59523809523809,34.042543394716816,93.00595238095238,12.274958815239966
2020-04-24,665.0,6.019999980926514,11.3,10.0,0.0,17.0,,10.0,,48.3,Mid-Cycle Equilibrium,0,2,1,8,4,False,-10.075187969924812,-15.282393342339379,-21.804511278195488,-22.923590013509067,103.00751879699249,35.382053892896195,89.92481203007519,8.305647866846789
2020-04-27,661.0,5.809999942779541,11.2,10.0,0.0,17.0,,10.0,,48.2,Mid-Cycle Equilibrium,0,0,0,9,0,False,-13.010590015128592,-17.555937882480237,-17.39788199697428,-13.941479358983125,109.53101361573374,44.922550072621235,85.17397881996975,12.908778096152531
2020-04-28,655.0,5.550000190734863,10.9,10.0,0.0,17.0,,10.0,,47.9,Mid-Cycle Equilibrium,0,0,0,0,1,False,-18.473282442748094,-19.81982601200736,-9.618320610687023,-9.36936870370921,123.35877862595419,56.576563634904616,82.29007633587786,14.594593062028178
2020-04-29,643.0,5.679999828338623,10.3,10.0,0.0,17.0,,10.0,,47.3,Mid-Cycle Equilibrium,0,0,0,1,2,False,-20.06220839813375,-19.366196089381113,-1.7107309486780715,-11.091543250768584,129.39346811819595,49.8239522195721,86.00311041990669,15.140847878616059
2020-04-30,635.0,5.539999961853027,10.6,10.0,0.0,17.0,,10.0,,47.6,Mid-Cycle Equilibrium,0,1,0,2,3,False,-25.354330708661415,-20.03610363100309,6.929133858267717,-1.6245515019423797,136.2204724409449,58.84476987959088,88.9763779527559,26.53430103160363
2020-05-04,598.0,5.099999904632568,4.9,10.0,0.0,17.0,,10.0,,41.9,Trough - Accumulation Zone,0,0,0,3,0,False,-27.591973244147155,-19.019604084905065,16.722408026755854,8.039222194432693,151.00334448160535,66.66666978324946,90.80267558528428,30.784317667050786
2020-05-05,575.0,4.789999961853027,3.7,10.0,0.1,17.0,,10.0,,40.8,Trough - Accumulation Zone,0,1,0,4,1,False,-30.782608695652176,-18.37160507370667,24.173913043478258,10.020877304721246,161.91304347826087,79.74947234334505,95.47826086956522,29.85385886695128
2020-05-06,534.0,4.449999809265137,1.8,10.0,0.0,17.0,,10.0,,38.8,Trough - Accumulation Zone,0,0,0,5,2,False,-26.40449438202247,-9.820220596665825,43.07116104868914,29.8876507314468,182.77153558052436,109.43820436619984,108.80149812734084,44.0449465653043
2020-05-07,514.0,4.579999923706055,1.1,10.0,0.0,17.0,,10.0,,38.1,Trough - Accumulation Zone,0,1,1,6,3,False,-20.817120622568094,-8.95196188301123,63.22957198443579,26.200880045676417,199.61089494163423,100.0,116.34241245136188,37.117910795218634
2020-05-11,474.0,4.429999828338623,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,0,0,7,0,False,-9.915611814345992,3.6117456083349846,94.72573839662446,43.566599999160424,232.7004219409283,103.61175637215388,135.23206751054852,41.08352691164616
2020-05-12,433.0,4.130000114440918,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,1,0,0,1,False,4.618937644341801,11.864400908969365,124.71131639722863,55.4479394285205,268.3602771362587,114.28571758448388,161.89376443418013,54.23728109076323
2020-05-13,398.0,3.910000085830689,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,0,0,1,2,False,19.849246231155778,25.575440911249192,164.82412060301507,84.65472203839464,301.50753768844226,127.62146862304857,188.44221105527637,68.79794781974749
2020-05-14,393.0,4.013000011444092,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,1,0,2,3,False,25.699745547073793,23.099926317786952,217.04834605597964,94.86668700126226,303.5623409669211,120.28407992470417,199.74554707379136,64.7146801561003
2020-05-15,407.0,4.170000076293945,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,2,1,3,4,False,23.34152334152334,11.51079161370382,275.1842751842752,74.10072172790233,285.25798525798524,103.1175086825527,194.10319410319408,58.03357390930077
2020-05-18,427.0,4.590000152587891,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,0,0,4,0,False,14.519906323185012,-0.8714588349299933,264.1686182669789,58.49672883487182,255.50351288056206,75.38126194170577,185.480093676815,45.96948990268782
2020-05-19,453.0,4.619999885559082,0.0,10.0,0.0,17.0,,10.0,,37.0,Trough - Accumulation Zone,0,1,0,5,1,False,11.258278145695364,0.6493552067419409,243.92935982339955,60.82251109059267,226.93156732891833,75.54112245818438,167.3289183222958,38.961044054593934
2020-05-20,477.0,4.909999847412109,0.4,10.0,0.0,17.0,,10.0,,37.4,Trough - Accumulation Zone,0,0,0,6,2,False,9.014675052410901,-5.4989814524907015,238.99371069182388,66.5987893968505,212.57861635220127,76.37474779101052,151.7819706498952,30.549899116404212
2020-05-21,494.0,4.940000057220459,0.9,10.0,0.0,17.0,,10.0,,37.9,Trough - Accumulation Zone,0,1,0,7,3,False,10.526315789473683,1.2145737264080234,245.14170040485828,50.60728686320402,207.28744939271255,77.32793780190235,140.68825910931173,24.898785522799333
2020-05-27,502.0,4.650000095367432,1.7,10.0,0.0,17.0,,10.0,,38.7,Trough - Accumulation Zone,0,0,0,1,1,False,17.928286852589643,8.172045304246199,246.21513944223108,55.698916615744224,200.597609561753,89.032253367265,138.44621513944224,34.19354071271464
2020-05-28,489.0,4.550000190734863,1.3,10.0,0.0,17.0,,10.0,,38.3,Trough - Accumulation Zone,0,1,0,2,2,False,29.243353783231086,10.989010528354413,257.6687116564417,67.25274317593656,207.56646216768914,92.74725472807603,129.24335378323107,40.65933685892391
2020-05-29,504.0,4.650000095367432,1.9,10.0,0.0,17.0,,10.0,,38.9,Trough - Accumulation Zone,0,2,1,3,3,False,34.72222222222222,17.20429456968626,255.95238095238093,62.58064059635612,195.23809523809524,88.60215651394923,122.61904761904762,38.924729153936056
2020-06-01,520.0,4.639999866485596,2.1,10.0,0.0,17.0,,10.0,,39.1,Trough - Accumulation Zone,0,0,0,4,0,False,34.23076923076923,18.750008349788843,245.96153846153848,59.26724308470488,186.15384615384616,83.62070480439142,123.26923076923077,44.61207394881297
2020-06-02,546.0,5.0,3.2,10.0,0.0,17.0,,10.0,,40.2,Trough - Accumulation Zone,0,1,0,5,1,False,30.76923076923077,5.399999618530273,230.2197802197802,43.999996185302734,169.41391941391942,62.60000228881836,121.79487179487178,40.88000297546387
2020-06-03,592.0,5.03000020980835,7.0,10.0,0.0,17.0,,10.0,,44.0,Trough - Accumulation Zone,0,0,0,6,2,False,29.054054054054053,14.910536157384696,207.93918918918922,60.0397585478745,144.08783783783784,55.46719374708198,115.03378378378379,45.1292223904898
2020-06-04,632.0,5.050000190734863,8.6,10.0,0.0,17.0,,10.0,,45.6,Mid-Cycle Equilibrium,0,1,0,7,3,False,32.75316455696203,14.455445376275492,209.49367088607596,86.53464793083837,120.72784810126582,46.73266470379727,105.0632911392405,44.55445376275492
2020-06-05,679.0,5.449999809265137,9.7,10.0,0.0,17.0,,10.0,,46.7,Mid-Cycle Equilibrium,0,2,1,8,4,False,35.93519882179676,16.697254240307387,187.03976435935198,63.85322234313763,100.58910162002945,42.56881197898977,91.60530191458027,30.091750471893818
2020-06-08,698.0,5.510000228881836,10.2,10.0,0.0,17.0,,10.0,,47.2,Mid-Cycle Equilibrium,0,0,0,9,0,False,39.39828080229226,16.515423041947475,164.8997134670487,63.33937615509686,90.25787965616045,34.39201274427302,89.82808022922636,34.48275026507299
2020-06-09,714.0,5.269999980926514,11.8,10.0,0.0,20.0,,10.0,,51.8,Mid-Cycle Equilibrium,0,1,0,0,1,False,47.61904761904761,37.00189404786884,153.5014005602241,61.100565499917614,81.5126050420168,35.48386892461277,86.27450980392157,37.95066427397561
2020-06-10,764.0,5.78000020980835,16.7,10.0,0.0,20.0,,10.0,,56.7,Mid-Cycle Equilibrium,0,0,0,1,2,False,63.089005235602095,35.2941157059347,134.55497382198953,40.13840981743325,66.09947643979058,29.49826750547105,78.27225130890052,29.96539465821955
2020-06-11,839.0,5.78000020980835,18.0,10.0,0.0,20.0,,10.0,,58.0,Mid-Cycle Equilibrium,0,1,0,2,3,False,82.00238379022646,25.60553573271513,107.62812872467222,35.2941157059347,51.01311084624554,33.044978859532605,62.81287246722288,33.73701969692132
2020-06-12,923.0,6.360000133514404,18.0,10.0,0.0,20.0,,10.0,,58.0,Mid-Cycle Equilibrium,0,2,1,3,4,False,68.47237269772481,14.38679155101554,83.74864572047672,18.238990928623103,38.894907908992415,23.427668865390746,53.62946912242686,33.17610203175361
2020-06-15,973.0,6.420000076293945,18.0,10.0,0.0,20.0,,10.0,,58.0,Mid-Cycle Equilibrium,0,0,0,4,0,False,60.123329907502566,15.73208317822509,74.61459403905447,24.29906424051131,32.476875642343266,17.60124767931825,46.45426515930113,33.33333828491332
2020-06-16,1054.0,7.21999979019165,18.0,10.0,0.0,20.0,,10.0,,58.0,Mid-Cycle Equilibrium,0,1,0,5,1,False,53.41555977229602,13.29640641109559,62.239089184060724,10.803327319593246,21.537001897533205,5.2631596327349905,37.381404174573056,18.144044056056238
2020-06-17,1246.0,7.820000171661377,18.0,10.0,0.4,20.0,,10.0,,58.4,Mid-Cycle Equilibrium,0,0,0,6,2,False,36.83788121990369,-4.859336395131895,34.67094703049759,-4.092073716583975,3.8523274478330656,-2.3017941333054956,28.892455858747994,19.181579159021492
2020-06-18,1527.0,7.260000228881836,18.0,10.0,17.4,20.0,,10.0,,75.4,Overheated - Reversal Risk,0,1,0,7,3,False,13.817943680419123,-0.2754883902634847,4.387688277668631,-2.0661169509430475,-15.12770137524558,4.26997152901311,21.08709888670596,62.53443276478057
2020-06-19,1555.0,7.275000095367432,18.0,10.0,19.0,20.0,,10.0,,77.0,Overheated - Reversal Risk,0,2,1,8,4,False,12.47588424437299,4.604811460556457,-5.27331189710611,-5.017185473134863,-15.498392282958198,4.810995189614376,19.35691318327974,45.567010498479334
2020-06-22,1558.0,7.429999828338623,18.0,10.0,5.6,20.0,,10.0,,63.6,Late-Cycle Strength,0,0,0,9,0,False,15.14762516046213,1.7496651069235152,-10.911424903722722,-3.768502549666955,-12.45186136071887,3.364737628209353,15.019255455712452,34.05114762127885
2020-06-23,1617.0,8.180000305175781,18.0,10.0,16.2,20.0,,10.0,,74.2,Late-Cycle Strength,0,1,0,0,1,False,11.255411255411255,-9.657706714146745,-18.552875695732837,-9.657706714146745,-11.81199752628324,-0.8557536172002734,8.47247990105133,27.99510851367648
2020-06-24,1705.0,7.440000057220459,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,0,0,1,2,False,5.747800586510264,-3.2258097595362787,-24.164222873900293,1.4784964068333584,-5.865102639296188,13.306454843297146,7.2140762463343115,43.951612308833326
2020-06-25,1738.0,7.239999771118164,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,1,0,2,3,False,4.890678941311853,11.187851453365456,-27.27272727272727,9.116026866218194,-4.085155350978136,13.397794167043175,5.69620253164557,49.171278068519655
2020-06-26,1749.0,7.610000133514404,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,2,1,3,4,False,11.83533447684391,23.78449291752714,-24.69982847341338,11.826545066718666,-5.431675242995998,6.307490284521395,3.487707261292167,48.88304500559455
2020-06-29,1794.0,7.559999942779541,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,0,0,4,0,False,8.639910813823857,18.121698052454484,-24.860646599777034,8.333328602805935,-7.58082497212932,8.862428631321553,-7.5250836120401345,41.534390082695296
2020-06-30,1799.0,7.389999866485596,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,1,0,5,1,False,2.7793218454697053,21.786199764575358,-24.958310172317955,10.284164624837874,-4.113396331295164,11.502028687272443,-14.396887159533073,29.90528491085244
2020-07-01,1803.0,7.199999809265137,18.0,10.0,18.3,20.0,,10.0,,76.3,Overheated - Reversal Risk,0,0,0,6,2,False,0.3882418191902385,17.91666661147718,-23.183582917359953,16.944448602052493,3.6605657237936775,16.1111094186335,-18.469217970049918,39.20833373621659
2020-07-02,1823.0,8.050000190734863,18.0,10.0,11.6,20.0,,10.0,,69.6,Late-Cycle Strength,0,1,0,7,3,False,-1.7004936917169502,0.6211203670828596,-19.74766867800329,7.950302788626564,10.806363137685135,7.453408864337403,-20.351069665386724,21.242235995411466
2020-07-06,1956.0,9.420000076293944,18.0,10.0,20.0,20.0,,10.0,,78.0,Overheated - Reversal Risk,0,0,0,8,0,False,-10.940695296523517,-16.985136854288065,-24.591002044989775,-9.660295541845935,5.879345603271983,-7.324846374407656,-29.447852760736197,8.174092333896176
