date,bdi,bdry,p1_momentum,p2_term_structure,p3_futures_basis,p4_port_restock,p4_inv_pctl,p5_asset_safety,p5_margin_pctl,total_score,regime,input_staleness_p1,input_staleness_p2,input_staleness_p3,input_staleness_p4,input_staleness_p5,any_input_stale,bdi_fwd_1W,bdry_fwd_1W,bdi_fwd_1M,bdry_fwd_1M,bdi_fwd_3M,bdry_fwd_3M,bdi_fwd_6M,bdry_fwd_6M
2018-04-24,1330.0,22.790000915527344,15.8,10.0,3.7,10.0,,10.0,,49.5,Mid-Cycle Equilibrium,0,3,0,22,16,True,1.2030075187969926,-1.2724918994178696,-19.022556390977442,-14.436159646162153,28.421052631578945,7.503286598411653,13.984962406015036,-6.208867304446976
2018-04-25,1376.0,22.75,16.6,10.0,7.7,10.0,,10.0,,54.3,Mid-Cycle Equilibrium,0,0,0,23,17,True,0.0,-2.197802197802198,-23.183139534883722,-17.661536918891656,21.802325581395348,6.821978223192823,10.392441860465116,-6.043956043956044
2018-04-26,1375.0,22.0,16.8,10.0,7.4,10.0,,10.0,,54.2,Mid-Cycle Equilibrium,0,0,0,24,18,True,0.6545454545454545,4.545454545454546,-24.21818181818182,-11.381816864013672,23.854545454545452,11.818183552135121,10.690909090909091,-2.840909090909091
2018-04-27,1361.0,21.75,16.7,10.0,6.1,10.0,,10.0,,52.8,Mid-Cycle Equilibrium,0,1,1,25,19,True,5.216752387950037,8.045977011494253,-19.91182953710507,-6.956324084051724,28.361498897869215,13.10345002974587,11.168258633357825,-1.7241379310344827
2018-04-30,1341.0,21.5,16.7,10.0,4.5,10.0,,10.0,,51.2,Mid-Cycle Equilibrium,0,2,0,26,20,True,9.246830723340791,8.13953488372093,-13.795674869500374,-2.3255813953488373,31.245339299030572,14.73953779353652,11.11111111111111,-0.5813953488372093
2018-05-02,1346.0,22.5,16.9,10.0,3.2,10.0,,10.0,,50.1,Mid-Cycle Equilibrium,0,0,0,27,1,True,7.949479940564635,1.1111111111111112,-11.36701337295691,-5.573332044813368,30.460624071322435,10.444446139865452,9.212481426448738,-5.0
2018-05-03,1376.0,22.25,17.3,10.0,4.4,10.0,,10.0,,51.7,Mid-Cycle Equilibrium,0,0,0,28,2,True,6.976744186046512,6.741573033707865,-9.229651162790697,-0.5393296145321278,28.851744186046513,13.53258282950755,5.886627906976744,-3.932584269662921
2018-05-04,1384.0,23.0,17.3,10.0,5.0,10.0,,10.0,,52.3,Mid-Cycle Equilibrium,0,1,1,29,3,True,6.6473988439306355,0.043479256007997784,-3.1791907514450863,-4.3478260869565215,28.10693641618497,7.834782807723335,3.1791907514450863,-18.130435114321518
2018-05-08,1432.0,23.5,17.6,10.0,4.6,10.0,,10.0,,52.2,Mid-Cycle Equilibrium,0,2,0,30,4,True,2.5139664804469275,-8.936171836041375,-2.583798882681564,-6.510641219768133,20.949720670391063,5.540425726707945,-2.583798882681564,-23.361701153694312
2018-05-09,1465.0,23.25,17.7,10.0,7.4,10.0,,10.0,,55.1,Mid-Cycle Equilibrium,0,0,0,31,5,True,-4.2320819112627985,-9.67741935483871,-5.051194539249146,-5.505379297400049,16.313993174061434,6.675269014091902,-10.98976109215017,-25.333330708165324
2018-05-10,1453.0,22.75,17.6,10.0,4.9,10.0,,10.0,,52.5,Mid-Cycle Equilibrium,0,0,0,32,6,True,-10.18582243633861,-7.6923076923076925,-4.542326221610462,-3.4285744467934567,16.58637302133517,9.019780420995021,-15.278733654507914,-24.83516315837483
2018-05-11,1472.0,23.75,17.7,10.0,6.5,10.0,,10.0,,54.2,Mid-Cycle Equilibrium,0,1,1,33,7,True,-13.519021739130435,-11.578947368421053,-5.570652173913043,-6.568418803967928,14.87771739130435,4.547368099814952,-22.078804347826086,-32.336843390213815
2018-05-14,1476.0,23.01000022888184,17.7,10.0,13.6,10.0,,10.0,,61.3,Late-Cycle Strength,0,2,0,34,8,True,-16.056910569105693,-2.2164286128154584,-4.878048780487805,-3.2855302532761823,15.785907859078591,10.256412806938256,-23.78048780487805,-27.727079550860445
2018-05-15,1468.0,21.399999618530277,17.7,10.0,14.2,10.0,,10.0,,61.9,Late-Cycle Strength,0,3,0,35,9,True,-18.32425068119891,-1.8691571292548856,-2.3841961852861036,5.289719577855577,17.506811989100818,17.757015010031832,-27.520435967302454,-22.289722162580453
2018-05-16,1403.0,21.0,17.4,10.0,10.1,10.0,,10.0,,57.5,Mid-Cycle Equilibrium,0,0,0,36,10,True,-17.177476835352813,-4.761904761904762,2.993585174625802,5.952380952380952,23.09337134711333,20.16666957310266,-28.082679971489664,-30.18571308680943
2018-05-17,1305.0,21.0,17.0,10.0,2.4,10.0,,10.0,,49.4,Mid-Cycle Equilibrium,0,0,0,37,11,True,-15.019157088122606,-7.142857142857142,10.49808429118774,5.952380952380952,31.800766283524908,20.16666957310266,-21.839080459770116,-23.714283534458705
2018-05-18,1273.0,21.0,16.4,10.0,1.4,10.0,,10.0,,47.8,Mid-Cycle Equilibrium,0,1,1,38,12,True,-15.396700706991359,-7.142857142857142,11.468970934799685,1.4285677955264138,35.349567949725056,20.16666957310266,-19.010212097407695,-24.333331698463077
2018-05-21,1239.0,22.5,15.9,10.0,1.6,10.0,,10.0,,47.5,Mid-Cycle Equilibrium,0,2,0,39,13,True,-14.689265536723164,-16.74666510687934,10.815173527037935,-7.5822194417317705,39.386602098466504,13.199996948242172,-17.433414043583532,-29.320000542534725
2018-05-22,1199.0,21.0,14.8,10.0,1.7,10.0,,10.0,,46.5,Mid-Cycle Equilibrium,0,3,0,40,14,True,-13.094245204336946,-7.161903381347656,12.343619683069225,1.9047600882394142,44.78732276897415,21.80952344621929,-16.34695579649708,-28.380952562604634
2018-05-23,1162.0,20.0,13.3,10.0,1.3,10.0,,10.0,,44.6,Trough - Accumulation Zone,0,0,0,41,15,True,-6.196213425129088,1.18499755859375,15.404475043029258,6.999998092651386,49.311531841652325,27.845001220703125,-13.253012048192772,-22.230000495910634
2018-05-24,1109.0,19.5,11.0,10.0,0.0,10.0,,10.0,,41.0,Trough - Accumulation Zone,0,0,0,42,16,True,4.2380522993688015,7.6923076923076925,20.198376916140667,9.743587787334754,54.102795311091064,30.512824425330532,-1.4427412082957618,-14.102564102564102
2018-05-25,1077.0,19.5,10.2,10.0,0.0,10.0,,10.0,,40.2,Trough - Accumulation Zone,0,1,1,43,17,True,10.770659238625813,8.95384764059996,22.841225626740947,9.743587787334754,57.567316620241414,30.435894697140427,12.999071494893222,-7.794874142377804
2018-05-29,1057.0,18.73200035095215,9.5,10.0,0.0,10.0,,10.0,,39.5,Trough - Accumulation Zone,0,2,0,44,18,True,18.164616840113528,18.140074450947427,23.841059602649008,12.321164431634656,59.31882686849575,35.78368027656758,26.679280983916748,-1.1317525582776353
2018-05-30,1042.0,19.496000289916992,7.8,10.0,0.0,10.0,,10.0,,37.8,Trough - Accumulation Zone,0,0,0,45,19,True,28.598848368522074,12.843658559945933,27.543186180422264,10.689370141561133,59.40499040307101,30.46265432760043,27.63915547024952,-12.49487478328808
2018-05-31,1090.0,20.23699951171875,9.9,10.0,0.0,10.0,,10.0,,39.9,Trough - Accumulation Zone,0,0,0,46,20,True,27.981651376146786,8.563521487620736,27.06422018348624,8.909430485307468,48.07339449541285,25.685625733269397,17.522935779816514,-19.009735706336354
2018-06-01,1156.0,21.0,12.0,10.0,0.0,10.0,,10.0,,42.0,Trough - Accumulation Zone,0,1,1,47,0,True,20.32871972318339,4.619044349307089,23.01038062283737,4.009519304548008,36.5916955017301,21.11904507591611,6.487889273356401,-21.895236060732888
2018-06-04,1193.0,21.246000289916992,13.0,10.0,0.0,10.0,,10.0,,43.0,Trough - Accumulation Zone,0,2,0,48,1,True,16.261525565800504,3.407695630038632,23.72170997485331,3.5253720187129516,26.823134953897735,15.5982261640002,0.8382229673093042,-16.925541854074634
2018-06-05,1249.0,22.1299991607666,13.6,10.0,0.0,10.0,,10.0,,43.6,Trough - Accumulation Zone,0,3,0,49,2,True,11.289031224979984,0.27113138529797004,29.063250600480384,0.5422541517585919,18.254603682946357,10.98057115828469,-0.9607686148919135,-16.222315324818553
2018-06-06,1340.0,22.0,14.9,10.0,1.7,10.0,,10.0,,46.6,Mid-Cycle Equilibrium,0,0,0,50,3,True,4.776119402985075,1.1545441367409446,21.044776119402986,3.045454892245206,10.746268656716417,11.636361208829014,-0.0746268656716418,-15.727268565784803
2018-06-07,1395.0,21.96999931335449,15.7,10.0,2.7,10.0,,10.0,,48.4,Mid-Cycle Equilibrium,0,0,0,51,4,True,2.7240143369175627,2.558035012393426,15.340501792114694,0.22758828389580327,6.810035842293908,11.788803976036357,-1.6487455197132617,-15.612191647826846
2018-06-08,1391.0,21.96999931335449,15.1,10.0,2.5,10.0,,10.0,,47.6,Mid-Cycle Equilibrium,0,1,1,52,5,True,3.882099209202013,1.2744683450004144,11.790079079798705,1.1834330314420998,6.5420560747663545,11.788803976036357,-0.4313443565780014,-15.612191647826846
2018-06-11,1387.0,21.96999931335449,12.5,10.0,2.4,10.0,,10.0,,44.9,Trough - Accumulation Zone,0,2,0,53,6,True,3.9653929343907715,1.2744683450004144,14.347512617159335,1.1834330314420998,3.749098774333093,6.599912645687121,-1.658255227108868,-17.84251342197888
2018-06-12,1390.0,22.190000534057617,12.7,10.0,1.5,10.0,,10.0,,44.2,Trough - Accumulation Zone,0,3,0,54,7,True,2.086330935251799,-4.010821431171577,17.41007194244604,5.768358488014933,1.5107913669064748,2.748980118620063,-2.661870503597122,-18.228931856426076
2018-06-13,1404.0,22.253999710083008,14.3,10.0,2.5,10.0,,10.0,,46.8,Mid-Cycle Equilibrium,0,0,0,55,8,True,-2.207977207977208,-6.560614287287642,18.66096866096866,5.464184502170757,-1.566951566951567,3.576882975409053,-2.7777777777777777,-18.172017067916403
2018-06-14,1433.0,22.53199958801269,15.8,10.0,3.8,10.0,,10.0,,49.6,Mid-Cycle Equilibrium,0,0,0,56,9,True,-6.001395673412421,-5.02396587156274,18.283321702721565,4.162967080120242,-4.675505931612003,0.7456114770041986,-2.2330774598743894,-19.181610964698375
2018-06-15,1445.0,22.25,15.9,10.0,4.1,10.0,,10.0,,50.0,Mid-Cycle Equilibrium,0,1,1,57,10,True,-7.197231833910036,-3.820226433571789,19.100346020761247,5.483142981368489,-6.0899653979238755,2.022475339053722,-2.698961937716263,-16.337079680367804
2018-06-18,1442.0,22.25,15.4,10.0,7.1,10.0,,10.0,,52.5,Mid-Cycle Equilibrium,0,2,0,58,11,True,-7.558945908460471,-3.820226433571789,17.05963938973648,3.4157313657610766,-5.9639389736477115,2.022475339053722,-3.259361997226075,-16.337079680367804
2018-06-19,1419.0,21.299999237060547,13.9,10.0,4.3,10.0,,10.0,,48.2,Mid-Cycle Equilibrium,0,3,0,59,12,True,-6.765327695560254,0.46948537582919847,16.772374911909797,8.028173958081686,-3.241719520789288,4.600945937499496,-2.8893587033121917,-12.605631747022164
2018-06-20,1373.0,20.79400062561035,10.4,10.0,3.2,10.0,,10.0,,43.6,Trough - Accumulation Zone,0,0,0,60,13,True,-4.6613255644573925,1.1830349260161739,23.015294974508375,15.8988153140076,1.6751638747268753,6.473014925181484,-4.005826656955572,-10.478988116449713
2018-06-21,1347.0,21.399999618530277,9.5,10.0,2.3,10.0,,10.0,,41.8,Trough - Accumulation Zone,0,0,0,61,14,True,-1.3363028953229399,0.8411229363757171,27.542687453600596,14.925235051756422,4.8997772828507795,6.2383225028906235,-5.0482553823311065,-13.014018210545103
2018-06-22,1341.0,21.399999618530277,9.5,10.0,2.1,10.0,,10.0,,41.6,Trough - Accumulation Zone,0,1,1,62,15,True,3.2811334824757643,2.990660319652011,32.28933631618195,14.672903518550239,6.935123042505594,7.2429961310234265,-5.219985085756898,-16.401870520794436
2018-06-25,1333.0,21.399999618530277,9.1,10.0,2.0,10.0,,10.0,,41.1,Trough - Accumulation Zone,0,2,0,63,16,True,6.676669167291823,2.0654179593633124,32.93323330832708,15.140186116230794,8.777194298574644,5.308409812221506,-3.8259564891222806,-13.598130370490013
2018-06-26,1323.0,21.399999618530277,8.7,10.0,0.8,10.0,,10.0,,39.5,Trough - Accumulation Zone,0,3,0,64,17,True,11.564625850340136,2.780379585558074,29.100529100529098,14.485983349202632,13.60544217687075,6.915885834665117,-4.232804232804233,-13.598130370490013
2018-06-27,1309.0,21.040000915527344,8.3,10.0,0.0,10.0,,10.0,,38.3,Trough - Accumulation Zone,0,0,0,65,18,True,23.14744079449962,5.750945968731813,28.036669213139803,15.503797472944477,16.424751718869366,8.745238427634073,-3.7433155080213902,-14.828900681895238
2018-06-28,1329.0,21.57999992370605,9.7,10.0,0.0,10.0,,10.0,,39.7,Trough - Accumulation Zone,0,0,0,66,19,True,22.04665161775771,5.050973848199637,28.141459744168547,13.99444146636046,15.876598946576372,6.302134453937504,-6.170052671181339,-16.96014763833027
2018-06-29,1385.0,22.040000915527344,15.3,10.0,1.2,10.0,,10.0,,46.5,Mid-Cycle Equilibrium,0,1,1,67,20,True,16.173285198555956,-0.09074617483151466,26.137184115523464,11.615242103455833,12.274368231046932,4.083482673071112,-8.88086642599278,-18.693287967746077
2018-07-02,1422.0,21.84199905395508,16.2,10.0,2.5,10.0,,10.0,,48.7,Mid-Cycle Equilibrium,0,2,0,68,1,True,9.353023909985936,1.7763964155606375,23.769338959212376,12.942961698111443,10.40787623066104,5.027019172513483,-12.939521800281295,-17.95622721149671
2018-07-03,1476.0,21.9950008392334,17.4,10.0,3.3,4.0,,10.0,,44.7,Trough - Accumulation Zone,0,3,0,0,2,False,7.452574525745257,1.0684187044164724,18.97018970189702,12.980220201418435,6.639566395663957,4.296429455636043,-19.444444444444446,-22.209593282525624
2018-07-05,1612.0,22.25,18.0,10.0,11.6,4.0,,10.0,,53.6,Mid-Cycle Equilibrium,0,0,0,1,3,False,1.240694789081886,5.483142981368489,9.987593052109181,13.53258282950755,-3.598014888337469,3.1011259957645714,-27.48138957816377,-23.101120852352526
2018-07-06,1622.0,22.670000076293945,18.0,10.0,12.2,4.0,,10.0,,54.2,Mid-Cycle Equilibrium,0,1,1,2,4,False,2.7127003699136867,3.5288894325902707,9.309494451294697,9.404499172065982,-5.30209617755857,-3.727389989019494,-29.28483353884094,-24.415526373112222
2018-07-09,1609.0,22.020000457763672,17.9,10.0,9.4,4.0,,10.0,,51.3,Mid-Cycle Equilibrium,0,2,0,3,5,False,5.344934742075823,6.584917463430775,7.64449968924798,12.633966985372316,-4.909881914232442,-0.8855571787940948,-31.883157240522063,-22.184378416574983
2018-07-10,1555.0,22.229999542236328,17.7,10.0,3.9,4.0,,10.0,,45.6,Mid-Cycle Equilibrium,0,3,0,4,6,False,10.67524115755627,5.578046768566947,9.581993569131834,11.569953020706617,-3.3440514469453375,-4.062077807127324,-32.154340836012864,-25.03373252948411
2018-07-11,1586.0,22.229999542236328,17.8,10.0,4.0,4.0,,10.0,,45.8,Mid-Cycle Equilibrium,0,0,0,5,7,False,6.431273644388398,3.5087750909015254,6.809583858764187,11.569953020706617,-5.863808322824717,-4.062077807127324,-32.09331651954603,-25.03373252948411
2018-07-12,1632.0,23.46999931335449,17.9,10.0,6.0,4.0,,10.0,,47.9,Mid-Cycle Equilibrium,0,0,0,6,8,False,1.531862745098039,-1.9599450273989079,3.615196078431373,5.794634214487253,-7.169117647058823,-4.516401776540474,-31.862745098039213,-26.416698069790744
2018-07-13,1666.0,23.46999931335449,18.0,10.0,8.6,4.0,,10.0,,50.6,Mid-Cycle Equilibrium,0,1,1,7,9,False,1.3805522208883554,2.684282430961835,2.581032412965186,8.095447726740257,-5.222088835534214,-1.3634414324082702,-37.81512605042017,-33.51086493915215
2018-07-16,1695.0,23.46999931335449,18.0,10.0,11.7,4.0,,10.0,,53.7,Mid-Cycle Equilibrium,0,2,0,8,10,False,1.3569321533923304,4.789094939073349,1.7699115044247788,7.37111844992935,-6.548672566371681,-3.4938207022342334,-42.06489675516224,-33.51086493915215
2018-07-17,1721.0,23.46999931335449,18.0,10.0,13.7,4.0,,10.0,,55.7,Mid-Cycle Equilibrium,0,3,0,0,11,False,3.0796048808832075,4.559018463899236,0.3486345148169669,7.520244348676994,-8.30912260313771,-3.4938207022342334,-45.43869843114468,-34.95951942939798
2018-07-18,1688.0,23.01000022888184,18.0,10.0,9.3,4.0,,10.0,,51.3,Mid-Cycle Equilibrium,0,0,0,1,12,False,4.976303317535545,7.083872857683195,1.8957345971563981,9.669710383909207,-7.938388625592417,-3.2594523795728176,-46.38625592417062,-34.39808727997416
2018-07-19,1657.0,23.01000022888184,17.7,10.0,3.9,4.0,,10.0,,45.6,Mid-Cycle Equilibrium,0,0,0,2,13,False,3.0778515389257697,6.4754443993787225,3.9831019915509955,9.669710383909207,-5.552202776101388,-3.2594523795728176,-48.58177429088715,-41.61234121695806
2018-07-20,1689.0,24.100000381469727,18.0,10.0,5.1,4.0,,10.0,,47.1,Mid-Cycle Equilibrium,0,1,1,3,14,False,-0.7696862048549438,0.8381728676732982,2.2498519834221433,5.684642780911083,-6.690349319123742,-7.842328909049626,-52.81231497927767,-47.904563873661985
2018-07-23,1718.0,24.5939998626709,18.0,10.0,4.3,4.0,,10.0,,46.3,Mid-Cycle Equilibrium,0,2,0,4,15,False,-0.8731082654249126,0.024398303782768544,1.0477299185098952,4.0091081830561315,-8.090803259604192,-9.042852060892768,-58.0325960419092,-50.33341375622279
2018-07-24,1774.0,24.540000915527344,18.0,10.0,10.2,4.0,,10.0,,52.2,Mid-Cycle Equilibrium,0,3,0,5,16,True,-1.5219842164599773,0.2444965921106343,-2.1984216459977453,4.193151141906422,-11.104847801578353,-8.84270576746763,-62.344983089064264,-50.387124138078974
2018-07-25,1772.0,24.63999938964844,18.0,10.0,11.3,4.0,,10.0,,53.3,Mid-Cycle Equilibrium,0,0,0,6,17,True,-0.6772009029345373,0.11769982418950171,-3.5553047404063203,3.2873433171889745,-12.75395033860045,-13.250809539468197,-63.60045146726863,-47.80844165897226
2018-07-26,1708.0,24.5,17.8,10.0,4.3,4.0,,10.0,,46.1,Mid-Cycle Equilibrium,0,0,0,7,18,True,2.810304449648712,1.4285729855907208,-0.6440281030444965,3.816324350785236,-11.241217798594848,-12.755102040816327,-62.880562060889936,-48.897957315250316
2018-07-27,1676.0,24.302000045776367,17.3,10.0,3.5,4.0,,10.0,,44.8,Trough - Accumulation Zone,0,1,1,8,19,True,5.787589498806683,3.946175755010479,0.47732696897374705,4.662165328087588,-9.367541766109785,-12.044276356937434,-62.47016706443914,-49.07003608045586
2018-07-30,1703.0,24.600000381469727,17.6,10.0,2.4,4.0,,10.0,,44.0,Trough - Accumulation Zone,0,2,0,9,20,True,4.110393423370522,0.8211368340416756,-2.4662360540223136,3.394305168798413,-10.628302994715208,-13.10975744495923,-63.06517909571344,-52.23577309839864
2018-07-31,1747.0,24.600000381469727,18.0,10.0,4.1,4.0,,10.0,,46.1,Mid-Cycle Equilibrium,0,3,0,0,21,True,-0.8586147681740127,0.8211368340416756,-7.613050944476245,3.394305168798413,-13.394390383514596,-13.10975744495923,-65.08299942759015,-55.813009280491514
2018-08-01,1760.0,24.66900062561035,18.0,10.0,3.9,4.0,,10.0,,45.9,Mid-Cycle Equilibrium,0,0,0,1,0,False,-3.1818181818181817,0.5391358255021529,-10.28409090909091,3.1051068989669672,-15.340909090909092,-13.352793149596238,-65.85227272727273,-55.32854927927986
2018-08-02,1756.0,24.850000381469727,18.0,10.0,3.4,4.0,,10.0,,45.4,Mid-Cycle Equilibrium,0,0,0,2,1,False,-3.530751708428246,-0.19316030163586034,-13.838268792710707,-1.1670056783725167,-16.287015945330296,-13.983904740947137,-66.11617312072893,-54.124750730261226
2018-08-03,1773.0,25.26099967956543,18.0,10.0,3.8,4.0,,10.0,,45.8,Mid-Cycle Equilibrium,0,1,1,3,2,False,-4.624929498025945,-1.7061864586777633,-16.694867456288776,-2.7750295812327344,-17.822899041173155,-15.38339625849788,-66.27185561195714,-53.802303058757225
2018-08-06,1773.0,24.802000045776367,18.0,10.0,6.8,4.0,,10.0,,48.8,Mid-Cycle Equilibrium,0,2,0,4,3,False,-3.609701071630006,2.290141087044141,-16.300056401579244,-0.9757300999408538,-19.4585448392555,-24.07870377811451,-65.70783981951494,-53.08845977176261
2018-08-07,1732.0,24.802000045776367,17.8,10.0,3.7,4.0,,10.0,,45.5,Mid-Cycle Equilibrium,0,3,0,5,4,False,-0.40415704387990764,1.6047121862289613,-13.97228637413395,-0.9757300999408538,-19.45727482678984,-27.384887526645933,-63.74133949191686,-55.30602363644991
2018-08-08,1704.0,24.802000045776367,17.7,10.0,3.4,4.0,,10.0,,45.1,Mid-Cycle Equilibrium,0,0,0,6,5,False,1.3497652582159625,1.7458292225466274,-13.028169014084506,-0.9757300999408538,-23.474178403755868,-30.005642374362196,-62.5,-54.882672527496865
2018-08-09,1694.0,24.802000045776367,17.6,10.0,2.4,4.0,,10.0,,44.0,Trough - Accumulation Zone,0,0,0,7,6,False,1.5348288075560803,1.7458292225466274,-15.053128689492326,-5.572131146406349,-27.33175914994097,-31.05394585150904,-62.514757969303425,-55.68905833870566
2018-08-10,1691.0,24.82999992370605,17.5,10.0,2.3,4.0,,10.0,,43.8,Trough - Accumulation Zone,0,1,1,8,7,False,1.8923713778829097,1.6310941920657833,-16.558249556475456,-8.175596829975795,-32.170313424009464,-35.279904372928975,-63.217031342400944,-56.14176247771271
2018-08-13,1709.0,25.3700008392334,17.6,10.0,2.8,8.0,,10.0,,48.4,Mid-Cycle Equilibrium,0,2,0,1,8,False,1.0532475131655938,0.39416031065496737,-19.133996489174958,-9.144665058840237,-34.17203042715038,-34.45014343456715,-63.136337039204214,-57.843912727488146
