date,portid,portname,country,hub_code,daily_port_calls_total,daily_port_calls_dry_bulk,daily_port_calls_tanker,daily_port_calls_container,import_dry_bulk_kt,export_dry_bulk_kt,import_tanker_kt,export_tanker_kt
2021-07-30,port481,Houston (US-TX),United States,port481,16.0,3.0,11.0,0.0,,,,
2021-07-31,port481,Houston (US-TX),United States,port481,23.0,3.0,15.0,4.0,,,,
2021-08-01,port481,Houston (US-TX),United States,port481,16.0,2.0,11.0,3.0,,,,
2021-08-02,port481,Houston (US-TX),United States,port481,15.0,3.0,9.0,1.0,,,,
2021-08-03,port481,Houston (US-TX),United States,port481,21.0,0.0,15.0,5.0,,,,
2021-08-04,port481,Houston (US-TX),United States,port481,24.0,4.0,15.0,2.0,,,,
2021-08-05,port481,Houston (US-TX),United States,port481,22.0,4.0,14.0,4.0,,,,
2021-08-06,port481,Houston (US-TX),United States,port481,21.0,3.0,13.0,3.0,,,,
2021-08-07,port481,Houston (US-TX),United States,port481,16.0,2.0,8.0,5.0,,,,
2021-08-08,port481,Houston (US-TX),United States,port481,21.0,4.0,14.0,1.0,,,,
2021-08-09,port481,Houston (US-TX),United States,port481,17.0,0.0,10.0,4.0,,,,
2021-08-10,port481,Houston (US-TX),United States,port481,21.0,2.0,15.0,3.0,,,,
2021-08-11,port481,Houston (US-TX),United States,port481,25.0,2.0,17.0,3.0,,,,
2021-08-12,port481,Houston (US-TX),United States,port481,24.0,4.0,18.0,1.0,,,,
2021-08-13,port481,Houston (US-TX),United States,port481,22.0,3.0,15.0,3.0,,,,
2021-08-14,port481,Houston (US-TX),United States,port481,22.0,1.0,15.0,4.0,,,,
2021-08-15,port481,Houston (US-TX),United States,port481,15.0,1.0,8.0,3.0,,,,
2021-08-16,port481,Houston (US-TX),United States,port481,18.0,2.0,13.0,2.0,,,,
2021-08-17,port481,Houston (US-TX),United States,port481,17.0,1.0,11.0,3.0,,,,
2021-08-18,port481,Houston (US-TX),United States,port481,20.0,2.0,12.0,4.0,,,,
2021-08-19,port481,Houston (US-TX),United States,port481,24.0,1.0,15.0,4.0,,,,
2021-08-20,port481,Houston (US-TX),United States,port481,14.0,2.0,9.0,1.0,,,,
2021-08-21,port481,Houston (US-TX),United States,port481,18.0,1.0,15.0,1.0,,,,
2021-08-22,port481,Houston (US-TX),United States,port481,20.0,3.0,13.0,2.0,,,,
2021-08-23,port481,Houston (US-TX),United States,port481,17.0,3.0,11.0,2.0,,,,
2021-08-24,port481,Houston (US-TX),United States,port481,19.0,3.0,10.0,2.0,,,,
2021-08-25,port481,Houston (US-TX),United States,port481,21.0,0.0,12.0,4.0,,,,
2021-08-26,port481,Houston (US-TX),United States,port481,21.0,1.0,15.0,4.0,,,,
2021-08-27,port481,Houston (US-TX),United States,port481,17.0,2.0,13.0,1.0,,,,
2021-08-28,port481,Houston (US-TX),United States,port481,20.0,2.0,14.0,3.0,,,,
2021-08-29,port481,Houston (US-TX),United States,port481,19.0,2.0,13.0,1.0,,,,
2021-08-30,port481,Houston (US-TX),United States,port481,18.0,1.0,13.0,3.0,,,,
2021-08-31,port481,Houston (US-TX),United States,port481,22.0,4.0,11.0,3.0,,,,
2021-09-01,port481,Houston (US-TX),United States,port481,24.0,1.0,19.0,2.0,,,,
2021-09-02,port481,Houston (US-TX),United States,port481,22.0,6.0,12.0,4.0,,,,
2021-09-03,port481,Houston (US-TX),United States,port481,25.0,1.0,22.0,1.0,,,,
2021-09-04,port481,Houston (US-TX),United States,port481,16.0,3.0,7.0,4.0,,,,
2021-09-05,port481,Houston (US-TX),United States,port481,13.0,2.0,11.0,0.0,,,,
2021-09-06,port481,Houston (US-TX),United States,port481,17.0,4.0,8.0,2.0,,,,
2021-09-07,port481,Houston (US-TX),United States,port481,16.0,0.0,14.0,1.0,,,,
2021-09-08,port481,Houston (US-TX),United States,port481,25.0,1.0,16.0,6.0,,,,
2021-09-09,port481,Houston (US-TX),United States,port481,21.0,2.0,14.0,2.0,,,,
2021-09-10,port481,Houston (US-TX),United States,port481,21.0,2.0,10.0,2.0,,,,
2021-09-11,port481,Houston (US-TX),United States,port481,20.0,3.0,14.0,2.0,,,,
2021-09-12,port481,Houston (US-TX),United States,port481,15.0,2.0,11.0,1.0,,,,
2021-09-13,port481,Houston (US-TX),United States,port481,17.0,3.0,9.0,3.0,,,,
2021-09-14,port481,Houston (US-TX),United States,port481,1.0,0.0,1.0,0.0,,,,
2021-09-15,port481,Houston (US-TX),United States,port481,25.0,2.0,18.0,2.0,,,,
2021-09-16,port481,Houston (US-TX),United States,port481,22.0,5.0,12.0,5.0,,,,
2021-09-17,port481,Houston (US-TX),United States,port481,26.0,3.0,18.0,2.0,,,,
2021-09-18,port481,Houston (US-TX),United States,port481,19.0,0.0,15.0,3.0,,,,
2021-09-19,port481,Houston (US-TX),United States,port481,17.0,3.0,12.0,2.0,,,,
2021-09-20,port481,Houston (US-TX),United States,port481,28.0,3.0,21.0,2.0,,,,
2021-09-21,port481,Houston (US-TX),United States,port481,19.0,1.0,14.0,1.0,,,,
2021-09-22,port481,Houston (US-TX),United States,port481,16.0,0.0,10.0,3.0,,,,
2021-09-23,port481,Houston (US-TX),United States,port481,16.0,4.0,7.0,3.0,,,,
2021-09-24,port481,Houston (US-TX),United States,port481,23.0,5.0,12.0,4.0,,,,
2021-09-25,port481,Houston (US-TX),United States,port481,25.0,4.0,16.0,2.0,,,,
2021-09-26,port481,Houston (US-TX),United States,port481,18.0,1.0,13.0,4.0,,,,
2021-09-27,port481,Houston (US-TX),United States,port481,25.0,2.0,20.0,1.0,,,,
2021-09-28,port481,Houston (US-TX),United States,port481,20.0,4.0,12.0,3.0,,,,
2021-09-29,port481,Houston (US-TX),United States,port481,11.0,1.0,7.0,1.0,,,,
2021-09-30,port481,Houston (US-TX),United States,port481,24.0,4.0,15.0,5.0,,,,
2021-10-01,port481,Houston (US-TX),United States,port481,20.0,2.0,14.0,2.0,,,,
2021-10-02,port481,Houston (US-TX),United States,port481,23.0,4.0,14.0,3.0,,,,
2021-10-03,port481,Houston (US-TX),United States,port481,25.0,4.0,15.0,3.0,,,,
2021-10-04,port481,Houston (US-TX),United States,port481,18.0,4.0,12.0,0.0,,,,
2021-10-05,port481,Houston (US-TX),United States,port481,17.0,4.0,7.0,5.0,,,,
2021-10-06,port481,Houston (US-TX),United States,port481,19.0,1.0,17.0,1.0,,,,
2021-10-07,port481,Houston (US-TX),United States,port481,18.0,1.0,15.0,1.0,,,,
2021-10-08,port481,Houston (US-TX),United States,port481,23.0,5.0,14.0,2.0,,,,
2021-10-09,port481,Houston (US-TX),United States,port481,28.0,1.0,18.0,6.0,,,,
2021-10-10,port481,Houston (US-TX),United States,port481,18.0,3.0,14.0,0.0,,,,
2021-10-11,port481,Houston (US-TX),United States,port481,17.0,1.0,9.0,4.0,,,,
2021-10-12,port481,Houston (US-TX),United States,port481,21.0,2.0,18.0,1.0,,,,
2021-10-13,port481,Houston (US-TX),United States,port481,18.0,0.0,14.0,1.0,,,,
2021-10-14,port481,Houston (US-TX),United States,port481,28.0,3.0,16.0,5.0,,,,
2021-10-15,port481,Houston (US-TX),United States,port481,17.0,2.0,11.0,3.0,,,,
2021-10-16,port481,Houston (US-TX),United States,port481,21.0,1.0,17.0,2.0,,,,
2021-10-17,port481,Houston (US-TX),United States,port481,21.0,3.0,13.0,3.0,,,,
2021-10-18,port481,Houston (US-TX),United States,port481,17.0,3.0,10.0,2.0,,,,
2021-10-19,port481,Houston (US-TX),United States,port481,20.0,3.0,11.0,5.0,,,,
2021-10-20,port481,Houston (US-TX),United States,port481,25.0,1.0,20.0,1.0,,,,
2021-10-21,port481,Houston (US-TX),United States,port481,13.0,2.0,8.0,3.0,,,,
2021-10-22,port481,Houston (US-TX),United States,port481,24.0,2.0,18.0,1.0,,,,
2021-10-23,port481,Houston (US-TX),United States,port481,21.0,1.0,14.0,2.0,,,,
2021-10-24,port481,Houston (US-TX),United States,port481,18.0,2.0,14.0,1.0,,,,
2021-10-25,port481,Houston (US-TX),United States,port481,20.0,1.0,14.0,3.0,,,,
2021-10-26,port481,Houston (US-TX),United States,port481,19.0,2.0,13.0,2.0,,,,
2021-10-27,port481,Houston (US-TX),United States,port481,18.0,2.0,12.0,4.0,,,,
2021-10-28,port481,Houston (US-TX),United States,port481,19.0,3.0,14.0,1.0,,,,
2021-10-29,port481,Houston (US-TX),United States,port481,21.0,1.0,15.0,3.0,,,,
2021-10-30,port481,Houston (US-TX),United States,port481,22.0,4.0,14.0,2.0,,,,
2021-10-31,port481,Houston (US-TX),United States,port481,15.0,2.0,12.0,1.0,,,,
2021-11-01,port481,Houston (US-TX),United States,port481,25.0,4.0,18.0,1.0,,,,
2021-11-02,port481,Houston (US-TX),United States,port481,18.0,1.0,11.0,4.0,,,,
2021-11-03,port481,Houston (US-TX),United States,port481,18.0,2.0,12.0,2.0,,,,
2021-11-04,port481,Houston (US-TX),United States,port481,20.0,5.0,14.0,1.0,,,,
2021-11-05,port481,Houston (US-TX),United States,port481,14.0,2.0,8.0,2.0,,,,
2021-11-06,port481,Houston (US-TX),United States,port481,25.0,6.0,16.0,2.0,,,,
2021-11-07,port481,Houston (US-TX),United States,port481,24.0,2.0,17.0,2.0,,,,
2021-11-08,port481,Houston (US-TX),United States,port481,21.0,4.0,12.0,3.0,,,,
2021-11-09,port481,Houston (US-TX),United States,port481,20.0,1.0,13.0,4.0,,,,
2021-11-10,port481,Houston (US-TX),United States,port481,21.0,1.0,14.0,4.0,,,,
2021-11-11,port481,Houston (US-TX),United States,port481,21.0,3.0,14.0,3.0,,,,
2021-11-12,port481,Houston (US-TX),United States,port481,20.0,1.0,14.0,3.0,,,,
2021-11-13,port481,Houston (US-TX),United States,port481,17.0,2.0,12.0,0.0,,,,
2021-11-14,port481,Houston (US-TX),United States,port481,20.0,2.0,9.0,4.0,,,,
2021-11-15,port481,Houston (US-TX),United States,port481,26.0,7.0,14.0,3.0,,,,
2021-11-16,port481,Houston (US-TX),United States,port481,21.0,1.0,15.0,2.0,,,,
2021-11-17,port481,Houston (US-TX),United States,port481,15.0,6.0,8.0,0.0,,,,
2021-11-18,port481,Houston (US-TX),United States,port481,25.0,4.0,15.0,4.0,,,,
2021-11-19,port481,Houston (US-TX),United States,port481,26.0,3.0,20.0,1.0,,,,
2021-11-20,port481,Houston (US-TX),United States,port481,13.0,1.0,9.0,3.0,,,,
2021-11-21,port481,Houston (US-TX),United States,port481,20.0,1.0,16.0,2.0,,,,
2021-11-22,port481,Houston (US-TX),United States,port481,15.0,1.0,10.0,1.0,,,,
2021-11-23,port481,Houston (US-TX),United States,port481,20.0,3.0,13.0,3.0,,,,
2021-11-24,port481,Houston (US-TX),United States,port481,22.0,3.0,16.0,1.0,,,,
2021-11-25,port481,Houston (US-TX),United States,port481,17.0,2.0,9.0,4.0,,,,
2021-11-26,port481,Houston (US-TX),United States,port481,26.0,4.0,17.0,1.0,,,,
2021-11-27,port481,Houston (US-TX),United States,port481,18.0,3.0,11.0,3.0,,,,
2021-11-28,port481,Houston (US-TX),United States,port481,18.0,1.0,13.0,3.0,,,,
2021-11-29,port481,Houston (US-TX),United States,port481,21.0,0.0,17.0,2.0,,,,
2021-11-30,port481,Houston (US-TX),United States,port481,22.0,3.0,15.0,3.0,,,,
2021-12-01,port481,Houston (US-TX),United States,port481,20.0,1.0,17.0,2.0,,,,
2021-12-02,port481,Houston (US-TX),United States,port481,17.0,2.0,11.0,3.0,,,,
2021-12-03,port481,Houston (US-TX),United States,port481,22.0,1.0,16.0,2.0,,,,
2021-12-04,port481,Houston (US-TX),United States,port481,18.0,3.0,12.0,2.0,,,,
2021-12-05,port481,Houston (US-TX),United States,port481,20.0,3.0,14.0,2.0,,,,
2021-12-06,port481,Houston (US-TX),United States,port481,21.0,2.0,14.0,4.0,,,,
2021-12-07,port481,Houston (US-TX),United States,port481,17.0,2.0,15.0,0.0,,,,
2021-12-08,port481,Houston (US-TX),United States,port481,18.0,2.0,7.0,5.0,,,,
2021-12-09,port481,Houston (US-TX),United States,port481,16.0,2.0,12.0,2.0,,,,
2021-12-10,port481,Houston (US-TX),United States,port481,29.0,6.0,19.0,1.0,,,,
2021-12-11,port481,Houston (US-TX),United States,port481,18.0,0.0,14.0,3.0,,,,
2021-12-12,port481,Houston (US-TX),United States,port481,21.0,2.0,13.0,3.0,,,,
2021-12-13,port481,Houston (US-TX),United States,port481,25.0,4.0,14.0,1.0,,,,
2021-12-14,port481,Houston (US-TX),United States,port481,0.0,0.0,0.0,0.0,,,,
2021-12-15,port481,Houston (US-TX),United States,port481,18.0,2.0,12.0,4.0,,,,
2021-12-16,port481,Houston (US-TX),United States,port481,27.0,1.0,20.0,2.0,,,,
2021-12-17,port481,Houston (US-TX),United States,port481,17.0,4.0,9.0,2.0,,,,
2021-12-18,port481,Houston (US-TX),United States,port481,15.0,2.0,8.0,2.0,,,,
2021-12-19,port481,Houston (US-TX),United States,port481,31.0,7.0,20.0,2.0,,,,
2021-12-20,port481,Houston (US-TX),United States,port481,25.0,2.0,17.0,2.0,,,,
2021-12-21,port481,Houston (US-TX),United States,port481,17.0,1.0,10.0,4.0,,,,
2021-12-22,port481,Houston (US-TX),United States,port481,24.0,4.0,17.0,3.0,,,,
2021-12-23,port481,Houston (US-TX),United States,port481,16.0,1.0,12.0,1.0,,,,
2021-12-24,port481,Houston (US-TX),United States,port481,10.0,1.0,8.0,1.0,,,,
2021-12-25,port481,Houston (US-TX),United States,port481,19.0,0.0,16.0,2.0,,,,
2021-12-26,port481,Houston (US-TX),United States,port481,17.0,2.0,12.0,1.0,,,,
2021-12-27,port481,Houston (US-TX),United States,port481,23.0,2.0,16.0,1.0,,,,
2021-12-28,port481,Houston (US-TX),United States,port481,26.0,0.0,22.0,1.0,,,,
2021-12-29,port481,Houston (US-TX),United States,port481,20.0,2.0,12.0,4.0,,,,
2021-12-30,port481,Houston (US-TX),United States,port481,13.0,1.0,10.0,0.0,,,,
2021-12-31,port481,Houston (US-TX),United States,port481,10.0,0.0,6.0,1.0,,,,
2022-01-01,port481,Houston (US-TX),United States,port481,26.0,6.0,16.0,3.0,,,,
2022-01-02,port481,Houston (US-TX),United States,port481,18.0,1.0,12.0,2.0,,,,
2022-01-03,port481,Houston (US-TX),United States,port481,11.0,2.0,8.0,1.0,,,,
2022-01-04,port481,Houston (US-TX),United States,port481,22.0,0.0,16.0,3.0,,,,
2022-01-05,port481,Houston (US-TX),United States,port481,19.0,2.0,13.0,1.0,,,,
2022-01-06,port481,Houston (US-TX),United States,port481,13.0,0.0,9.0,2.0,,,,
2022-01-07,port481,Houston (US-TX),United States,port481,21.0,0.0,12.0,7.0,,,,
2022-01-08,port481,Houston (US-TX),United States,port481,21.0,5.0,14.0,1.0,,,,
2022-01-09,port481,Houston (US-TX),United States,port481,11.0,0.0,6.0,4.0,,,,
2022-01-10,port481,Houston (US-TX),United States,port481,25.0,3.0,16.0,3.0,,,,
2022-01-11,port481,Houston (US-TX),United States,port481,19.0,4.0,12.0,2.0,,,,
2022-01-12,port481,Houston (US-TX),United States,port481,18.0,1.0,12.0,1.0,,,,
2022-01-13,port481,Houston (US-TX),United States,port481,24.0,4.0,13.0,5.0,,,,
2022-01-14,port481,Houston (US-TX),United States,port481,21.0,1.0,16.0,2.0,,,,
2022-01-15,port481,Houston (US-TX),United States,port481,17.0,2.0,13.0,1.0,,,,
2022-01-16,port481,Houston (US-TX),United States,port481,17.0,1.0,11.0,2.0,,,,
2022-01-17,port481,Houston (US-TX),United States,port481,23.0,4.0,15.0,1.0,,,,
2022-01-18,port481,Houston (US-TX),United States,port481,27.0,2.0,16.0,5.0,,,,
2022-01-19,port481,Houston (US-TX),United States,port481,21.0,4.0,13.0,3.0,,,,
2022-01-20,port481,Houston (US-TX),United States,port481,20.0,3.0,16.0,1.0,,,,
2022-01-21,port481,Houston (US-TX),United States,port481,23.0,3.0,13.0,4.0,,,,
2022-01-22,port481,Houston (US-TX),United States,port481,16.0,2.0,12.0,2.0,,,,
2022-01-23,port481,Houston (US-TX),United States,port481,21.0,3.0,14.0,3.0,,,,
2022-01-24,port481,Houston (US-TX),United States,port481,26.0,4.0,16.0,2.0,,,,
2022-01-25,port481,Houston (US-TX),United States,port481,19.0,0.0,12.0,3.0,,,,
2022-01-26,port481,Houston (US-TX),United States,port481,22.0,2.0,15.0,2.0,,,,
2022-01-27,port481,Houston (US-TX),United States,port481,19.0,3.0,11.0,2.0,,,,
2022-01-28,port481,Houston (US-TX),United States,port481,25.0,3.0,18.0,1.0,,,,
2022-01-29,port481,Houston (US-TX),United States,port481,24.0,3.0,14.0,5.0,,,,
2022-01-30,port481,Houston (US-TX),United States,port481,17.0,1.0,12.0,1.0,,,,
2022-01-31,port481,Houston (US-TX),United States,port481,18.0,2.0,11.0,4.0,,,,
2022-02-01,port481,Houston (US-TX),United States,port481,16.0,2.0,12.0,1.0,,,,
2022-02-02,port481,Houston (US-TX),United States,port481,2.0,0.0,1.0,0.0,,,,
2022-02-03,port481,Houston (US-TX),United States,port481,26.0,1.0,17.0,4.0,,,,
2022-02-04,port481,Houston (US-TX),United States,port481,22.0,4.0,14.0,3.0,,,,
2022-02-05,port481,Houston (US-TX),United States,port481,18.0,1.0,12.0,3.0,,,,
2022-02-06,port481,Houston (US-TX),United States,port481,25.0,4.0,13.0,5.0,,,,
2022-02-07,port481,Houston (US-TX),United States,port481,21.0,3.0,12.0,1.0,,,,
2022-02-08,port481,Houston (US-TX),United States,port481,21.0,5.0,12.0,2.0,,,,
2022-02-09,port481,Houston (US-TX),United States,port481,17.0,1.0,7.0,4.0,,,,
2022-02-10,port481,Houston (US-TX),United States,port481,23.0,3.0,17.0,3.0,,,,
2022-02-11,port481,Houston (US-TX),United States,port481,17.0,2.0,12.0,2.0,,,,
2022-02-12,port481,Houston (US-TX),United States,port481,19.0,4.0,11.0,1.0,,,,
2022-02-13,port481,Houston (US-TX),United States,port481,17.0,2.0,12.0,0.0,,,,
2022-02-14,port481,Houston (US-TX),United States,port481,25.0,6.0,13.0,3.0,,,,
2022-02-15,port481,Houston (US-TX),United States,port481,26.0,3.0,19.0,3.0,,,,
2022-02-16,port481,Houston (US-TX),United States,port481,13.0,0.0,10.0,1.0,,,,
2022-02-17,port481,Houston (US-TX),United States,port481,28.0,4.0,18.0,5.0,,,,
2022-02-18,port481,Houston (US-TX),United States,port481,23.0,3.0,16.0,4.0,,,,
2022-02-19,port481,Houston (US-TX),United States,port481,19.0,1.0,14.0,1.0,,,,
2022-02-20,port481,Houston (US-TX),United States,port481,20.0,3.0,14.0,3.0,,,,
2022-02-21,port481,Houston (US-TX),United States,port481,13.0,0.0,10.0,1.0,,,,
2022-02-22,port481,Houston (US-TX),United States,port481,25.0,2.0,15.0,5.0,,,,
2022-02-23,port481,Houston (US-TX),United States,port481,9.0,0.0,7.0,0.0,,,,
2022-02-24,port481,Houston (US-TX),United States,port481,33.0,6.0,21.0,3.0,,,,
2022-02-25,port481,Houston (US-TX),United States,port481,18.0,1.0,12.0,3.0,,,,
2022-02-26,port481,Houston (US-TX),United States,port481,13.0,0.0,13.0,0.0,,,,
2022-02-27,port481,Houston (US-TX),United States,port481,19.0,1.0,15.0,3.0,,,,
2022-02-28,port481,Houston (US-TX),United States,port481,22.0,2.0,16.0,2.0,,,,
2022-03-01,port481,Houston (US-TX),United States,port481,18.0,2.0,12.0,3.0,,,,
2022-03-02,port481,Houston (US-TX),United States,port481,20.0,4.0,10.0,4.0,,,,
2022-03-03,port481,Houston (US-TX),United States,port481,16.0,4.0,10.0,2.0,,,,
2022-03-04,port481,Houston (US-TX),United States,port481,28.0,5.0,16.0,5.0,,,,
2022-03-05,port481,Houston (US-TX),United States,port481,19.0,2.0,15.0,1.0,,,,
2022-03-06,port481,Houston (US-TX),United States,port481,7.0,2.0,4.0,1.0,,,,
2022-03-07,port481,Houston (US-TX),United States,port481,28.0,5.0,15.0,3.0,,,,
2022-03-08,port481,Houston (US-TX),United States,port481,24.0,3.0,14.0,4.0,,,,
2022-03-09,port481,Houston (US-TX),United States,port481,16.0,1.0,11.0,2.0,,,,
2022-03-10,port481,Houston (US-TX),United States,port481,19.0,3.0,13.0,1.0,,,,
2022-03-11,port481,Houston (US-TX),United States,port481,18.0,5.0,11.0,2.0,,,,
2022-03-12,port481,Houston (US-TX),United States,port481,24.0,2.0,18.0,3.0,,,,
2022-03-13,port481,Houston (US-TX),United States,port481,23.0,2.0,17.0,0.0,,,,
2022-03-14,port481,Houston (US-TX),United States,port481,23.0,3.0,15.0,3.0,,,,
2022-03-15,port481,Houston (US-TX),United States,port481,23.0,1.0,18.0,2.0,,,,
2022-03-16,port481,Houston (US-TX),United States,port481,23.0,2.0,16.0,4.0,,,,
2022-03-17,port481,Houston (US-TX),United States,port481,18.0,2.0,11.0,5.0,,,,
2022-03-18,port481,Houston (US-TX),United States,port481,25.0,4.0,17.0,1.0,,,,
2022-03-19,port481,Houston (US-TX),United States,port481,20.0,3.0,14.0,1.0,,,,
2022-03-20,port481,Houston (US-TX),United States,port481,26.0,3.0,19.0,3.0,,,,
2022-03-21,port481,Houston (US-TX),United States,port481,19.0,2.0,13.0,1.0,,,,
2022-03-22,port481,Houston (US-TX),United States,port481,20.0,2.0,13.0,3.0,,,,
2022-03-23,port481,Houston (US-TX),United States,port481,21.0,1.0,17.0,1.0,,,,
2022-03-24,port481,Houston (US-TX),United States,port481,19.0,3.0,13.0,3.0,,,,
2022-03-25,port481,Houston (US-TX),United States,port481,23.0,4.0,16.0,2.0,,,,
2022-03-26,port481,Houston (US-TX),United States,port481,24.0,3.0,14.0,4.0,,,,
2022-03-27,port481,Houston (US-TX),United States,port481,20.0,3.0,13.0,2.0,,,,
2022-03-28,port481,Houston (US-TX),United States,port481,19.0,2.0,12.0,3.0,,,,
2022-03-29,port481,Houston (US-TX),United States,port481,20.0,3.0,13.0,3.0,,,,
2022-03-30,port481,Houston (US-TX),United States,port481,26.0,1.0,19.0,3.0,,,,
2022-03-31,port481,Houston (US-TX),United States,port481,17.0,2.0,11.0,3.0,,,,
2022-04-01,port481,Houston (US-TX),United States,port481,24.0,3.0,16.0,2.0,,,,
2022-04-02,port481,Houston (US-TX),United States,port481,17.0,0.0,13.0,2.0,,,,
2022-04-03,port481,Houston (US-TX),United States,port481,20.0,4.0,13.0,3.0,,,,
2022-04-04,port481,Houston (US-TX),United States,port481,18.0,4.0,10.0,2.0,,,,
2022-04-05,port481,Houston (US-TX),United States,port481,22.0,3.0,16.0,2.0,,,,
2022-04-06,port481,Houston (US-TX),United States,port481,25.0,2.0,18.0,3.0,,,,
2022-04-07,port481,Houston (US-TX),United States,port481,25.0,2.0,16.0,5.0,,,,
2022-04-08,port481,Houston (US-TX),United States,port481,23.0,5.0,15.0,0.0,,,,
2022-04-09,port481,Houston (US-TX),United States,port481,23.0,3.0,14.0,4.0,,,,
2022-04-10,port481,Houston (US-TX),United States,port481,18.0,1.0,17.0,0.0,,,,
2022-04-11,port481,Houston (US-TX),United States,port481,27.0,3.0,18.0,5.0,,,,
2022-04-12,port481,Houston (US-TX),United States,port481,20.0,2.0,10.0,3.0,,,,
2022-04-13,port481,Houston (US-TX),United States,port481,20.0,5.0,13.0,2.0,,,,
2022-04-14,port481,Houston (US-TX),United States,port481,16.0,2.0,7.0,5.0,,,,
2022-04-15,port481,Houston (US-TX),United States,port481,19.0,0.0,15.0,3.0,,,,
2022-04-16,port481,Houston (US-TX),United States,port481,26.0,2.0,17.0,2.0,,,,
2022-04-17,port481,Houston (US-TX),United States,port481,19.0,2.0,12.0,3.0,,,,
2022-04-18,port481,Houston (US-TX),United States,port481,15.0,2.0,10.0,1.0,,,,
2022-04-19,port481,Houston (US-TX),United States,port481,22.0,1.0,15.0,5.0,,,,
2022-04-20,port481,Houston (US-TX),United States,port481,19.0,2.0,15.0,1.0,,,,
2022-04-21,port481,Houston (US-TX),United States,port481,22.0,1.0,15.0,3.0,,,,
2022-04-22,port481,Houston (US-TX),United States,port481,27.0,2.0,18.0,3.0,,,,
2022-04-23,port481,Houston (US-TX),United States,port481,19.0,3.0,10.0,2.0,,,,
2022-04-24,port481,Houston (US-TX),United States,port481,21.0,3.0,17.0,1.0,,,,
2022-04-25,port481,Houston (US-TX),United States,port481,16.0,1.0,13.0,2.0,,,,
2022-04-26,port481,Houston (US-TX),United States,port481,21.0,4.0,14.0,3.0,,,,
2022-04-27,port481,Houston (US-TX),United States,port481,27.0,4.0,18.0,3.0,,,,
2022-04-28,port481,Houston (US-TX),United States,port481,20.0,2.0,12.0,3.0,,,,
2022-04-29,port481,Houston (US-TX),United States,port481,18.0,0.0,14.0,2.0,,,,
2022-04-30,port481,Houston (US-TX),United States,port481,15.0,2.0,9.0,2.0,,,,
2022-05-01,port481,Houston (US-TX),United States,port481,21.0,2.0,13.0,1.0,,,,
2022-05-02,port481,Houston (US-TX),United States,port481,28.0,5.0,18.0,3.0,,,,
2022-05-03,port481,Houston (US-TX),United States,port481,19.0,0.0,15.0,4.0,,,,
2022-05-04,port481,Houston (US-TX),United States,port481,22.0,3.0,15.0,2.0,,,,
2022-05-05,port481,Houston (US-TX),United States,port481,21.0,4.0,13.0,2.0,,,,
2022-05-06,port481,Houston (US-TX),United States,port481,19.0,2.0,10.0,3.0,,,,
2022-05-07,port481,Houston (US-TX),United States,port481,18.0,4.0,11.0,3.0,,,,
2022-05-08,port481,Houston (US-TX),United States,port481,17.0,2.0,11.0,1.0,,,,
2022-05-09,port481,Houston (US-TX),United States,port481,22.0,1.0,15.0,2.0,,,,
2022-05-10,port481,Houston (US-TX),United States,port481,23.0,3.0,14.0,4.0,,,,
2022-05-11,port481,Houston (US-TX),United States,port481,18.0,2.0,13.0,2.0,,,,
2022-05-12,port481,Houston (US-TX),United States,port481,26.0,4.0,15.0,3.0,,,,
2022-05-13,port481,Houston (US-TX),United States,port481,22.0,3.0,15.0,4.0,,,,
2022-05-14,port481,Houston (US-TX),United States,port481,23.0,1.0,19.0,2.0,,,,
2022-05-15,port481,Houston (US-TX),United States,port481,19.0,5.0,12.0,1.0,,,,
2022-05-16,port481,Houston (US-TX),United States,port481,16.0,2.0,12.0,0.0,,,,
2022-05-17,port481,Houston (US-TX),United States,port481,26.0,5.0,16.0,3.0,,,,
2022-05-18,port481,Houston (US-TX),United States,port481,21.0,0.0,17.0,3.0,,,,
2022-05-19,port481,Houston (US-TX),United States,port481,14.0,1.0,7.0,3.0,,,,
2022-05-20,port481,Houston (US-TX),United States,port481,22.0,2.0,15.0,2.0,,,,
2022-05-21,port481,Houston (US-TX),United States,port481,23.0,1.0,20.0,2.0,,,,
2022-05-22,port481,Houston (US-TX),United States,port481,8.0,0.0,4.0,2.0,,,,
2022-05-23,port481,Houston (US-TX),United States,port481,19.0,3.0,12.0,2.0,,,,
2022-05-24,port481,Houston (US-TX),United States,port481,17.0,3.0,10.0,3.0,,,,
2022-05-25,port481,Houston (US-TX),United States,port481,22.0,2.0,15.0,2.0,,,,
2022-05-26,port481,Houston (US-TX),United States,port481,20.0,2.0,13.0,3.0,,,,
2022-05-27,port481,Houston (US-TX),United States,port481,15.0,2.0,9.0,4.0,,,,
2022-05-28,port481,Houston (US-TX),United States,port481,23.0,1.0,18.0,2.0,,,,
2022-05-29,port481,Houston (US-TX),United States,port481,22.0,2.0,15.0,1.0,,,,
2022-05-30,port481,Houston (US-TX),United States,port481,19.0,1.0,14.0,2.0,,,,
2022-05-31,port481,Houston (US-TX),United States,port481,21.0,2.0,17.0,1.0,,,,
2022-06-01,port481,Houston (US-TX),United States,port481,20.0,2.0,13.0,4.0,,,,
2022-06-02,port481,Houston (US-TX),United States,port481,22.0,1.0,18.0,1.0,,,,
