date,portid,portname,country,hub_code,daily_port_calls_total,daily_port_calls_dry_bulk,daily_port_calls_tanker,daily_port_calls_container,import_dry_bulk_kt,export_dry_bulk_kt,import_tanker_kt,export_tanker_kt
2020-12-19,port1069,Qingdao Port,China,port1069,34.0,3.0,4.0,22.0,213.3,0.0,330.96,7.62
2020-12-20,port1069,Qingdao Port,China,port1069,35.0,4.0,5.0,22.0,294.01,35.1,298.41,9.9
2020-12-21,port1069,Qingdao Port,China,port1069,30.0,0.0,5.0,18.0,0.0,0.0,10.16,29.04
2020-12-22,port1069,Qingdao Port,China,port1069,30.0,4.0,5.0,18.0,158.88,19.52,0.0,21.22
2020-12-23,port1069,Qingdao Port,China,port1069,30.0,2.0,5.0,18.0,171.31,46.55,345.19,15.9
2020-12-24,port1069,Qingdao Port,China,port1069,36.0,4.0,3.0,18.0,250.25,7.92,34.11,16.28
2020-12-25,port1069,Qingdao Port,China,port1069,35.0,4.0,6.0,20.0,163.23,40.46,284.33,14.9
2020-12-26,port1069,Qingdao Port,China,port1069,30.0,4.0,5.0,17.0,88.8,10.68,0.0,29.51
2020-12-27,port1069,Qingdao Port,China,port1069,29.0,4.0,2.0,16.0,201.48,5.66,254.24,0.0
2020-12-28,port1069,Qingdao Port,China,port1069,18.0,3.0,0.0,12.0,123.88,85.22,0.0,0.0
2020-12-29,port1069,Qingdao Port,China,port1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,port1069,Qingdao Port,China,port1069,18.0,2.0,0.0,14.0,258.47,0.0,0.0,0.0
2020-12-31,port1069,Qingdao Port,China,port1069,38.0,7.0,6.0,21.0,262.69,29.64,118.8,45.75
2021-01-01,port1069,Qingdao Port,China,port1069,34.0,5.0,2.0,24.0,290.44,27.64,1.13,0.0
2021-01-02,port1069,Qingdao Port,China,port1069,34.0,4.0,6.0,18.0,40.32,4.6,342.13,17.92
2021-01-03,port1069,Qingdao Port,China,port1069,34.0,4.0,4.0,26.0,285.92,8.93,0.0,41.95
2021-01-04,port1069,Qingdao Port,China,port1069,32.0,2.0,4.0,19.0,92.64,0.0,272.02,11.66
2021-01-05,port1069,Qingdao Port,China,port1069,39.0,4.0,6.0,22.0,198.75,0.0,290.13,22.89
2021-01-06,port1069,Qingdao Port,China,port1069,5.0,0.0,2.0,2.0,0.0,0.0,0.0,2.77
2021-01-07,port1069,Qingdao Port,China,port1069,23.0,4.0,1.0,17.0,252.38,39.05,0.0,0.0
2021-01-08,port1069,Qingdao Port,China,port1069,28.0,1.0,5.0,19.0,9.69,0.0,344.93,11.61
2021-01-09,port1069,Qingdao Port,China,port1069,30.0,5.0,5.0,18.0,301.12,4.46,135.05,41.78
2021-01-10,port1069,Qingdao Port,China,port1069,37.0,3.0,2.0,25.0,343.11,71.78,21.51,0.16
2021-01-11,port1069,Qingdao Port,China,port1069,35.0,5.0,6.0,19.0,296.25,4.46,265.83,21.45
2021-01-12,port1069,Qingdao Port,China,port1069,37.0,4.0,3.0,22.0,90.14,0.0,178.47,17.42
2021-01-13,port1069,Qingdao Port,China,port1069,33.0,6.0,4.0,20.0,165.01,16.3,43.52,19.69
2021-01-14,port1069,Qingdao Port,China,port1069,30.0,8.0,2.0,18.0,358.91,33.19,102.54,0.0
2021-01-15,port1069,Qingdao Port,China,port1069,35.0,3.0,6.0,19.0,181.66,8.93,238.04,16.53
2021-01-16,port1069,Qingdao Port,China,port1069,31.0,3.0,2.0,17.0,185.91,0.0,17.22,11.08
2021-01-17,port1069,Qingdao Port,China,port1069,24.0,4.0,3.0,14.0,186.2,0.0,256.11,47.78
2021-01-18,port1069,Qingdao Port,China,port1069,46.0,11.0,5.0,24.0,417.51,3.18,5.94,59.02
2021-01-19,port1069,Qingdao Port,China,port1069,29.0,3.0,4.0,18.0,116.49,0.0,291.58,25.08
2021-01-20,port1069,Qingdao Port,China,port1069,24.0,3.0,2.0,16.0,245.79,4.46,267.82,0.0
2021-01-21,port1069,Qingdao Port,China,port1069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,port1069,Qingdao Port,China,port1069,42.0,6.0,4.0,24.0,521.1,10.31,6.43,7.16
2021-01-23,port1069,Qingdao Port,China,port1069,33.0,2.0,3.0,23.0,110.81,4.46,266.71,2.35
2021-01-24,port1069,Qingdao Port,China,port1069,32.0,5.0,5.0,19.0,387.29,1.38,0.6,51.21
2021-01-25,port1069,Qingdao Port,China,port1069,40.0,6.0,2.0,27.0,270.36,4.46,15.15,11.08
2021-01-26,port1069,Qingdao Port,China,port1069,31.0,3.0,8.0,17.0,0.0,2.56,353.06,54.47
2021-01-27,port1069,Qingdao Port,China,port1069,36.0,6.0,3.0,23.0,455.1,29.64,38.29,13.6
2021-01-28,port1069,Qingdao Port,China,port1069,25.0,3.0,3.0,15.0,82.52,9.39,9.94,97.4
2021-01-29,port1069,Qingdao Port,China,port1069,27.0,2.0,5.0,17.0,177.82,22.77,141.92,10.38
2021-01-30,port1069,Qingdao Port,China,port1069,36.0,5.0,5.0,21.0,329.41,8.93,0.0,47.9
2021-01-31,port1069,Qingdao Port,China,port1069,45.0,6.0,7.0,27.0,300.76,26.99,335.6,5.56
2021-02-01,port1069,Qingdao Port,China,port1069,34.0,3.0,2.0,25.0,296.86,178.18,9.94,11.08
2021-02-02,port1069,Qingdao Port,China,port1069,30.0,6.0,4.0,18.0,388.44,1.9,111.35,7.79
2021-02-03,port1069,Qingdao Port,China,port1069,31.0,4.0,4.0,16.0,356.16,0.0,5.95,18.5
2021-02-04,port1069,Qingdao Port,China,port1069,23.0,1.0,3.0,16.0,0.0,2.34,0.0,55.47
2021-02-05,port1069,Qingdao Port,China,port1069,30.0,4.0,5.0,13.0,306.1,27.3,401.42,100.38
2021-02-06,port1069,Qingdao Port,China,port1069,34.0,3.0,6.0,21.0,300.01,4.46,173.61,41.96
2021-02-07,port1069,Qingdao Port,China,port1069,30.0,3.0,6.0,15.0,323.4,4.46,401.06,39.64
2021-02-08,port1069,Qingdao Port,China,port1069,34.0,5.0,5.0,19.0,290.37,1.38,28.06,48.8
2021-02-09,port1069,Qingdao Port,China,port1069,36.0,6.0,6.0,19.0,286.03,75.57,286.9,8.75
2021-02-10,port1069,Qingdao Port,China,port1069,19.0,1.0,6.0,9.0,78.69,0.0,23.99,24.68
2021-02-11,port1069,Qingdao Port,China,port1069,28.0,2.0,1.0,21.0,257.26,0.0,4.62,0.0
2021-02-12,port1069,Qingdao Port,China,port1069,19.0,2.0,3.0,10.0,122.5,0.0,297.79,3.63
2021-02-13,port1069,Qingdao Port,China,port1069,19.0,3.0,4.0,12.0,302.88,281.96,339.18,42.26
2021-02-14,port1069,Qingdao Port,China,port1069,28.0,4.0,3.0,19.0,81.37,31.65,15.88,16.42
2021-02-15,port1069,Qingdao Port,China,port1069,31.0,2.0,5.0,19.0,284.95,0.0,151.97,12.46
2021-02-16,port1069,Qingdao Port,China,port1069,23.0,3.0,3.0,14.0,215.77,45.48,95.91,11.68
2021-02-17,port1069,Qingdao Port,China,port1069,24.0,4.0,5.0,12.0,299.27,14.64,147.51,75.66
2021-02-18,port1069,Qingdao Port,China,port1069,30.0,5.0,6.0,16.0,76.09,43.59,27.0,6.12
2021-02-19,port1069,Qingdao Port,China,port1069,28.0,6.0,2.0,18.0,278.3,2.69,0.0,7.59
2021-02-20,port1069,Qingdao Port,China,port1069,29.0,2.0,5.0,16.0,229.96,0.0,548.74,58.86
2021-02-21,port1069,Qingdao Port,China,port1069,21.0,2.0,1.0,15.0,81.36,0.0,102.09,0.0
2021-02-22,port1069,Qingdao Port,China,port1069,35.0,3.0,6.0,20.0,363.49,5.84,185.18,6.07
2021-02-23,port1069,Qingdao Port,China,port1069,21.0,1.0,3.0,14.0,253.71,0.0,145.51,22.82
2021-02-24,port1069,Qingdao Port,China,port1069,35.0,2.0,4.0,20.0,17.08,32.8,163.84,44.34
2021-02-25,port1069,Qingdao Port,China,port1069,26.0,2.0,2.0,16.0,232.51,0.0,0.0,53.43
2021-02-26,port1069,Qingdao Port,China,port1069,39.0,5.0,5.0,24.0,466.34,2.69,151.36,19.46
2021-02-27,port1069,Qingdao Port,China,port1069,33.0,3.0,2.0,24.0,81.84,0.0,171.25,0.0
2021-02-28,port1069,Qingdao Port,China,port1069,25.0,4.0,3.0,17.0,475.07,0.53,0.0,14.13
2021-03-01,port1069,Qingdao Port,China,port1069,23.0,2.0,2.0,16.0,83.17,4.46,258.07,0.0
2021-03-02,port1069,Qingdao Port,China,port1069,30.0,3.0,5.0,18.0,267.3,15.59,137.68,34.92
2021-03-03,port1069,Qingdao Port,China,port1069,37.0,3.0,9.0,19.0,95.0,0.0,565.59,75.56
2021-03-04,port1069,Qingdao Port,China,port1069,29.0,3.0,3.0,19.0,184.13,4.46,293.14,11.74
2021-03-05,port1069,Qingdao Port,China,port1069,34.0,3.0,4.0,23.0,69.07,0.0,33.58,55.79
2021-03-06,port1069,Qingdao Port,China,port1069,29.0,2.0,4.0,21.0,103.77,4.46,16.91,17.67
2021-03-07,port1069,Qingdao Port,China,port1069,31.0,3.0,5.0,16.0,137.83,0.0,8.88,8.46
2021-03-08,port1069,Qingdao Port,China,port1069,29.0,4.0,3.0,17.0,555.19,1.38,284.06,12.04
2021-03-09,port1069,Qingdao Port,China,port1069,33.0,2.0,5.0,21.0,19.94,0.0,157.24,7.67
2021-03-10,port1069,Qingdao Port,China,port1069,27.0,2.0,4.0,15.0,243.45,4.46,0.0,103.07
2021-03-11,port1069,Qingdao Port,China,port1069,36.0,3.0,9.0,21.0,252.84,0.0,273.64,18.5
2021-03-12,port1069,Qingdao Port,China,port1069,35.0,4.0,3.0,25.0,304.22,0.0,33.58,3.01
2021-03-13,port1069,Qingdao Port,China,port1069,29.0,1.0,3.0,20.0,0.0,0.0,457.39,11.08
2021-03-14,port1069,Qingdao Port,China,port1069,35.0,5.0,2.0,25.0,112.01,0.0,18.19,7.67
2021-03-15,port1069,Qingdao Port,China,port1069,32.0,2.0,4.0,21.0,192.4,0.0,268.04,19.47
2021-03-16,port1069,Qingdao Port,China,port1069,23.0,5.0,2.0,11.0,222.08,33.87,357.22,0.0
2021-03-17,port1069,Qingdao Port,China,port1069,34.0,3.0,2.0,25.0,277.55,38.75,0.6,0.96
2021-03-18,port1069,Qingdao Port,China,port1069,20.0,0.0,4.0,13.0,0.0,0.0,279.73,48.63
2021-03-19,port1069,Qingdao Port,China,port1069,51.0,5.0,8.0,29.0,324.21,0.0,256.41,116.51
2021-03-20,port1069,Qingdao Port,China,port1069,23.0,2.0,4.0,14.0,195.33,1.38,0.0,16.98
2021-03-21,port1069,Qingdao Port,China,port1069,29.0,4.0,3.0,19.0,54.36,43.86,114.0,16.68
2021-03-22,port1069,Qingdao Port,China,port1069,36.0,4.0,3.0,26.0,481.82,0.0,263.09,30.39
2021-03-23,port1069,Qingdao Port,China,port1069,38.0,5.0,5.0,20.0,298.9,14.39,229.24,116.62
2021-03-24,port1069,Qingdao Port,China,port1069,30.0,4.0,3.0,19.0,54.36,31.32,98.53,68.69
2021-03-25,port1069,Qingdao Port,China,port1069,28.0,2.0,4.0,17.0,5.56,0.0,105.96,2.49
2021-03-26,port1069,Qingdao Port,China,port1069,32.0,3.0,6.0,19.0,267.48,0.0,276.53,44.07
2021-03-27,port1069,Qingdao Port,China,port1069,34.0,6.0,4.0,19.0,372.5,26.6,273.37,13.79
2021-03-28,port1069,Qingdao Port,China,port1069,21.0,2.0,1.0,13.0,118.63,0.0,0.0,0.0
2021-03-29,port1069,Qingdao Port,China,port1069,29.0,5.0,4.0,18.0,54.02,47.21,182.02,40.01
2021-03-30,port1069,Qingdao Port,China,port1069,27.0,2.0,3.0,20.0,175.85,0.0,118.45,33.94
2021-03-31,port1069,Qingdao Port,China,port1069,34.0,1.0,4.0,23.0,55.34,4.46,102.31,0.71
2021-04-01,port1069,Qingdao Port,China,port1069,34.0,7.0,3.0,19.0,376.24,10.62,445.69,5.35
2021-04-02,port1069,Qingdao Port,China,port1069,31.0,1.0,3.0,22.0,78.76,0.0,0.0,41.24
2021-04-03,port1069,Qingdao Port,China,port1069,34.0,4.0,4.0,17.0,287.13,4.46,194.14,36.97
2021-04-04,port1069,Qingdao Port,China,port1069,26.0,2.0,2.0,18.0,3.99,15.92,9.94,12.02
2021-04-05,port1069,Qingdao Port,China,port1069,34.0,4.0,7.0,22.0,145.19,8.93,343.33,15.65
2021-04-06,port1069,Qingdao Port,China,port1069,33.0,2.0,7.0,21.0,238.02,4.46,63.47,54.02
2021-04-07,port1069,Qingdao Port,China,port1069,29.0,6.0,2.0,16.0,299.02,13.39,102.95,0.0
2021-04-08,port1069,Qingdao Port,China,port1069,37.0,4.0,2.0,24.0,394.35,39.1,0.0,7.89
2021-04-09,port1069,Qingdao Port,China,port1069,34.0,6.0,4.0,19.0,456.15,4.68,100.18,59.29
2021-04-10,port1069,Qingdao Port,China,port1069,29.0,3.0,3.0,17.0,228.73,0.0,115.4,11.1
2021-04-11,port1069,Qingdao Port,China,port1069,32.0,4.0,2.0,22.0,163.22,43.76,271.39,0.0
2021-04-12,port1069,Qingdao Port,China,port1069,32.0,2.0,8.0,19.0,55.34,6.6,5.94,47.51
2021-04-13,port1069,Qingdao Port,China,port1069,29.0,6.0,3.0,15.0,236.53,38.04,287.9,48.37
2021-04-14,port1069,Qingdao Port,China,port1069,29.0,5.0,2.0,18.0,403.88,95.51,0.0,18.98
2021-04-15,port1069,Qingdao Port,China,port1069,27.0,4.0,3.0,18.0,232.0,26.26,586.15,7.09
2021-04-16,port1069,Qingdao Port,China,port1069,30.0,3.0,4.0,17.0,204.81,0.0,0.0,25.17
2021-04-17,port1069,Qingdao Port,China,port1069,25.0,1.0,1.0,19.0,169.6,0.0,0.0,0.0
2021-04-18,port1069,Qingdao Port,China,port1069,30.0,0.0,3.0,19.0,0.0,0.0,99.93,181.48
2021-04-19,port1069,Qingdao Port,China,port1069,34.0,3.0,3.0,22.0,285.78,0.0,5.94,40.56
2021-04-20,port1069,Qingdao Port,China,port1069,38.0,9.0,7.0,20.0,445.63,3.84,153.25,23.44
2021-04-21,port1069,Qingdao Port,China,port1069,29.0,5.0,2.0,13.0,275.0,6.9,196.35,11.21
2021-04-22,port1069,Qingdao Port,China,port1069,33.0,7.0,4.0,17.0,305.34,11.38,0.0,10.63
2021-04-23,port1069,Qingdao Port,China,port1069,29.0,1.0,2.0,23.0,84.11,0.0,263.62,1.18
2021-04-24,port1069,Qingdao Port,China,port1069,33.0,2.0,4.0,19.0,113.19,0.0,394.13,40.4
2021-04-25,port1069,Qingdao Port,China,port1069,29.0,4.0,4.0,17.0,208.39,0.97,10.54,85.01
2021-04-26,port1069,Qingdao Port,China,port1069,31.0,3.0,3.0,20.0,294.81,4.46,262.85,8.86
2021-04-27,port1069,Qingdao Port,China,port1069,31.0,3.0,1.0,21.0,303.14,0.0,0.0,0.0
2021-04-28,port1069,Qingdao Port,China,port1069,24.0,6.0,5.0,8.0,198.72,15.9,216.87,13.21
2021-04-29,port1069,Qingdao Port,China,port1069,29.0,7.0,1.0,18.0,311.62,35.4,0.0,0.0
2021-04-30,port1069,Qingdao Port,China,port1069,35.0,4.0,3.0,23.0,208.53,0.0,276.78,11.08
2021-05-01,port1069,Qingdao Port,China,port1069,33.0,2.0,3.0,24.0,78.62,2.06,38.68,19.42
2021-05-02,port1069,Qingdao Port,China,port1069,31.0,2.0,3.0,19.0,33.03,0.0,269.35,8.44
2021-05-03,port1069,Qingdao Port,China,port1069,32.0,6.0,1.0,18.0,279.36,4.46,0.0,16.03
2021-05-04,port1069,Qingdao Port,China,port1069,37.0,3.0,5.0,22.0,223.84,4.46,5.94,19.56
2021-05-05,port1069,Qingdao Port,China,port1069,26.0,3.0,4.0,15.0,274.0,4.46,138.42,59.61
2021-05-06,port1069,Qingdao Port,China,port1069,30.0,3.0,4.0,18.0,259.26,4.46,386.94,0.0
2021-05-07,port1069,Qingdao Port,China,port1069,38.0,4.0,2.0,22.0,166.03,40.73,101.51,17.97
2021-05-08,port1069,Qingdao Port,China,port1069,33.0,4.0,2.0,24.0,311.23,59.1,101.37,0.0
2021-05-09,port1069,Qingdao Port,China,port1069,31.0,3.0,1.0,19.0,172.67,0.0,0.0,11.46
2021-05-10,port1069,Qingdao Port,China,port1069,27.0,5.0,5.0,14.0,307.18,126.97,10.54,40.68
2021-05-11,port1069,Qingdao Port,China,port1069,28.0,3.0,5.0,16.0,161.82,0.0,396.18,16.58
2021-05-12,port1069,Qingdao Port,China,port1069,31.0,4.0,3.0,18.0,291.36,16.69,0.0,14.01
2021-05-13,port1069,Qingdao Port,China,port1069,35.0,3.0,5.0,22.0,88.58,0.0,5.34,43.2
2021-05-14,port1069,Qingdao Port,China,port1069,33.0,5.0,4.0,19.0,267.13,3.74,272.04,6.07
2021-05-15,port1069,Qingdao Port,China,port1069,23.0,4.0,1.0,15.0,175.29,3.48,0.99,0.0
2021-05-16,port1069,Qingdao Port,China,port1069,26.0,2.0,3.0,18.0,241.62,0.0,0.0,5.01
2021-05-17,port1069,Qingdao Port,China,port1069,42.0,7.0,5.0,22.0,402.26,17.85,189.61,22.4
2021-05-18,port1069,Qingdao Port,China,port1069,32.0,5.0,7.0,17.0,275.2,2.69,153.15,37.19
2021-05-19,port1069,Qingdao Port,China,port1069,33.0,3.0,5.0,17.0,105.3,4.46,33.4,3.4
2021-05-20,port1069,Qingdao Port,China,port1069,31.0,4.0,5.0,17.0,404.06,8.93,266.81,46.37
2021-05-21,port1069,Qingdao Port,China,port1069,30.0,1.0,5.0,19.0,0.0,19.39,275.54,4.57
2021-05-22,port1069,Qingdao Port,China,port1069,39.0,4.0,4.0,26.0,415.48,4.46,131.35,23.17
2021-05-23,port1069,Qingdao Port,China,port1069,30.0,6.0,6.0,13.0,215.67,13.39,111.84,11.34
2021-05-24,port1069,Qingdao Port,China,port1069,30.0,3.0,3.0,20.0,294.92,0.0,0.0,27.35
2021-05-25,port1069,Qingdao Port,China,port1069,30.0,2.0,6.0,14.0,324.74,0.0,174.22,78.1
2021-05-26,port1069,Qingdao Port,China,port1069,17.0,2.0,1.0,13.0,70.86,0.0,0.0,1.18
2021-05-27,port1069,Qingdao Port,China,port1069,41.0,3.0,8.0,21.0,310.1,8.93,459.67,72.06
2021-05-28,port1069,Qingdao Port,China,port1069,32.0,4.0,5.0,19.0,167.03,3.45,107.88,16.02
2021-05-29,port1069,Qingdao Port,China,port1069,27.0,7.0,5.0,13.0,494.52,8.93,429.94,109.32
2021-05-30,port1069,Qingdao Port,China,port1069,16.0,1.0,2.0,11.0,12.74,0.0,0.6,12.19
2021-05-31,port1069,Qingdao Port,China,port1069,38.0,4.0,6.0,24.0,320.97,4.46,0.0,46.01
2021-06-01,port1069,Qingdao Port,China,port1069,22.0,2.0,3.0,11.0,51.24,46.15,128.09,5.07
2021-06-02,port1069,Qingdao Port,China,port1069,34.0,6.0,7.0,19.0,136.0,0.0,36.42,19.42
2021-06-03,port1069,Qingdao Port,China,port1069,32.0,5.0,3.0,16.0,298.79,20.38,276.59,7.84
2021-06-04,port1069,Qingdao Port,China,port1069,42.0,5.0,5.0,30.0,402.86,8.93,0.0,96.01
2021-06-05,port1069,Qingdao Port,China,port1069,42.0,3.0,6.0,25.0,338.14,0.0,240.52,22.31
2021-06-06,port1069,Qingdao Port,China,port1069,40.0,2.0,4.0,28.0,166.76,15.06,9.94,16.56
2021-06-07,port1069,Qingdao Port,China,port1069,32.0,5.0,4.0,18.0,428.94,0.88,156.0,8.12
2021-06-08,port1069,Qingdao Port,China,port1069,10.0,0.0,3.0,5.0,0.0,0.0,106.75,10.98
2021-06-09,port1069,Qingdao Port,China,port1069,7.0,2.0,1.0,3.0,110.68,8.93,156.85,0.0
2021-06-10,port1069,Qingdao Port,China,port1069,31.0,3.0,3.0,20.0,255.81,0.0,9.94,19.07
2021-06-11,port1069,Qingdao Port,China,port1069,22.0,4.0,2.0,15.0,68.71,58.12,0.0,0.65
2021-06-12,port1069,Qingdao Port,China,port1069,32.0,5.0,5.0,18.0,372.99,0.0,590.4,13.16
2021-06-13,port1069,Qingdao Port,China,port1069,30.0,4.0,1.0,22.0,318.43,0.0,35.15,0.0
2021-06-14,port1069,Qingdao Port,China,port1069,31.0,1.0,8.0,19.0,60.58,0.0,0.73,18.48
2021-06-15,port1069,Qingdao Port,China,port1069,10.0,1.0,3.0,2.0,170.21,0.0,289.31,28.2
2021-06-16,port1069,Qingdao Port,China,port1069,46.0,7.0,5.0,27.0,337.74,22.31,228.47,16.62
2021-06-17,port1069,Qingdao Port,China,port1069,35.0,1.0,7.0,21.0,193.47,0.0,0.74,76.22
2021-06-18,port1069,Qingdao Port,China,port1069,39.0,6.0,3.0,25.0,183.16,170.37,83.81,8.01
2021-06-19,port1069,Qingdao Port,China,port1069,35.0,1.0,6.0,23.0,78.25,0.0,98.76,51.49
2021-06-20,port1069,Qingdao Port,China,port1069,31.0,4.0,4.0,19.0,355.07,0.0,310.23,6.46
2021-06-21,port1069,Qingdao Port,China,port1069,36.0,5.0,3.0,21.0,230.75,66.85,289.44,7.57
2021-06-22,port1069,Qingdao Port,China,port1069,35.0,4.0,6.0,20.0,281.37,4.46,261.34,21.84
2021-06-23,port1069,Qingdao Port,China,port1069,26.0,6.0,2.0,14.0,410.84,59.36,0.0,7.36
2021-06-24,port1069,Qingdao Port,China,port1069,32.0,2.0,7.0,19.0,80.15,4.46,288.19,60.7
2021-06-25,port1069,Qingdao Port,China,port1069,32.0,6.0,1.0,21.0,372.42,47.24,0.0,1.19
2021-06-26,port1069,Qingdao Port,China,port1069,37.0,1.0,6.0,22.0,39.2,0.0,285.23,10.06
2021-06-27,port1069,Qingdao Port,China,port1069,35.0,4.0,7.0,18.0,307.68,29.23,169.96,17.92
2021-06-28,port1069,Qingdao Port,China,port1069,32.0,7.0,4.0,19.0,366.78,15.04,145.29,2.93
2021-06-29,port1069,Qingdao Port,China,port1069,30.0,6.0,5.0,12.0,253.9,0.0,87.64,2.51
2021-06-30,port1069,Qingdao Port,China,port1069,31.0,4.0,3.0,18.0,229.34,4.46,11.72,14.85
2021-07-01,port1069,Qingdao Port,China,port1069,35.0,4.0,4.0,25.0,226.94,0.69,211.57,15.82
2021-07-02,port1069,Qingdao Port,China,port1069,29.0,5.0,3.0,19.0,246.58,1.7,144.39,62.5
2021-07-03,port1069,Qingdao Port,China,port1069,25.0,3.0,2.0,14.0,288.7,4.46,443.97,0.0
2021-07-04,port1069,Qingdao Port,China,port1069,27.0,4.0,4.0,14.0,152.43,4.46,0.59,9.29
2021-07-05,port1069,Qingdao Port,China,port1069,44.0,8.0,6.0,22.0,360.75,31.78,134.1,57.66
2021-07-06,port1069,Qingdao Port,China,port1069,36.0,5.0,5.0,22.0,237.9,8.93,533.89,9.29
2021-07-07,port1069,Qingdao Port,China,port1069,19.0,3.0,3.0,11.0,279.7,4.46,142.78,12.32
2021-07-08,port1069,Qingdao Port,China,port1069,17.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0
2021-07-09,port1069,Qingdao Port,China,port1069,45.0,4.0,9.0,28.0,173.17,0.0,0.73,72.27
2021-07-10,port1069,Qingdao Port,China,port1069,40.0,3.0,5.0,26.0,317.26,8.93,414.97,13.65
2021-07-11,port1069,Qingdao Port,China,port1069,29.0,3.0,3.0,17.0,282.87,0.0,9.94,22.84
2021-07-12,port1069,Qingdao Port,China,port1069,23.0,5.0,1.0,12.0,214.72,8.93,0.0,1.24
2021-07-13,port1069,Qingdao Port,China,port1069,25.0,3.0,3.0,17.0,110.68,8.93,111.65,1.85
2021-07-14,port1069,Qingdao Port,China,port1069,19.0,1.0,1.0,12.0,198.38,0.0,0.94,0.0
2021-07-15,port1069,Qingdao Port,China,port1069,15.0,2.0,1.0,9.0,0.0,51.29,0.0,10.53
2021-07-16,port1069,Qingdao Port,China,port1069,18.0,2.0,4.0,12.0,226.5,0.0,34.11,13.92
2021-07-17,port1069,Qingdao Port,China,port1069,17.0,4.0,1.0,12.0,238.91,4.46,5.94,5.34
2021-07-18,port1069,Qingdao Port,China,port1069,24.0,2.0,1.0,13.0,217.03,0.0,0.0,7.38
2021-07-19,port1069,Qingdao Port,China,port1069,45.0,6.0,8.0,25.0,227.47,24.97,362.05,32.73
2021-07-20,port1069,Qingdao Port,China,port1069,25.0,3.0,2.0,16.0,273.95,0.0,46.47,0.59
2021-07-21,port1069,Qingdao Port,China,port1069,34.0,6.0,3.0,18.0,368.87,36.3,9.94,11.08
2021-07-22,port1069,Qingdao Port,China,port1069,26.0,6.0,3.0,15.0,167.22,57.77,11.46,1.65
2021-07-23,port1069,Qingdao Port,China,port1069,12.0,3.0,1.0,6.0,244.98,4.46,0.0,6.14
2021-07-24,port1069,Qingdao Port,China,port1069,34.0,5.0,5.0,14.0,212.26,12.9,472.5,54.14
2021-07-25,port1069,Qingdao Port,China,port1069,21.0,1.0,4.0,12.0,0.0,0.0,0.24,14.17
2021-07-26,port1069,Qingdao Port,China,port1069,23.0,2.0,6.0,12.0,55.34,4.46,281.99,11.62
2021-07-27,port1069,Qingdao Port,China,port1069,29.0,4.0,4.0,16.0,466.87,1.38,5.31,20.46
2021-07-28,port1069,Qingdao Port,China,port1069,6.0,1.0,0.0,3.0,55.34,4.46,0.0,0.0
2021-07-29,port1069,Qingdao Port,China,port1069,8.0,1.0,1.0,2.0,67.18,0.0,0.0,3.1
2021-07-30,port1069,Qingdao Port,China,port1069,56.0,13.0,11.0,27.0,383.54,51.25,324.95,101.54
2021-07-31,port1069,Qingdao Port,China,port1069,32.0,3.0,2.0,27.0,110.68,8.93,102.58,0.0
2021-08-01,port1069,Qingdao Port,China,port1069,27.0,3.0,2.0,18.0,229.54,36.82,28.37,11.08
2021-08-02,port1069,Qingdao Port,China,port1069,13.0,4.0,2.0,7.0,250.48,0.0,127.14,7.09
2021-08-03,port1069,Qingdao Port,China,port1069,66.0,12.0,6.0,35.0,711.04,54.1,240.09,7.84
2021-08-04,port1069,Qingdao Port,China,port1069,33.0,5.0,5.0,19.0,176.18,13.89,9.46,16.78
2021-08-05,port1069,Qingdao Port,China,port1069,26.0,2.0,2.0,18.0,80.58,0.0,99.49,11.65
2021-08-06,port1069,Qingdao Port,China,port1069,38.0,4.0,4.0,22.0,430.65,24.63,0.0,25.89
2021-08-07,port1069,Qingdao Port,China,port1069,30.0,3.0,2.0,22.0,207.09,35.74,0.0,5.04
2021-08-08,port1069,Qingdao Port,China,port1069,33.0,4.0,7.0,16.0,180.23,29.78,0.5,12.07
2021-08-09,port1069,Qingdao Port,China,port1069,35.0,4.0,5.0,18.0,175.28,54.54,11.32,119.89
2021-08-10,port1069,Qingdao Port,China,port1069,31.0,4.0,8.0,13.0,347.52,0.0,168.05,57.77
2021-08-11,port1069,Qingdao Port,China,port1069,15.0,1.0,2.0,11.0,55.34,4.46,3.3,81.91
2021-08-12,port1069,Qingdao Port,China,port1069,39.0,8.0,4.0,19.0,297.13,90.26,227.95,62.94
2021-08-13,port1069,Qingdao Port,China,port1069,31.0,5.0,3.0,20.0,366.96,10.02,4.36,3.33
2021-08-14,port1069,Qingdao Port,China,port1069,34.0,3.0,4.0,22.0,65.12,4.46,267.76,23.36
2021-08-15,port1069,Qingdao Port,China,port1069,22.0,4.0,1.0,14.0,226.85,4.46,0.0,2.93
2021-08-16,port1069,Qingdao Port,China,port1069,34.0,3.0,8.0,16.0,109.94,57.76,51.88,27.78
2021-08-17,port1069,Qingdao Port,China,port1069,28.0,3.0,4.0,16.0,110.68,33.78,170.21,18.17
2021-08-18,port1069,Qingdao Port,China,port1069,23.0,5.0,6.0,12.0,376.77,23.98,20.52,12.0
