date,portname,portid,year,month,day,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2019-03-16,Strait of Hormuz,chokepoint6,2019,3,16,9,10,1,1,28,21,49,356008,248420,19909,,1322216,624338,1946554
2019-03-16,Suez Canal,chokepoint1,2019,3,16,13,11,7,2,11,33,44,907953,558461,41268,7282,449212,1514965,1964177
2019-03-16,Sunda Strait,chokepoint19,2019,3,16,4,6,2,1,10,13,23,70479,410125,2103,,206184,482707,688892
2019-03-16,Taiwan Strait,chokepoint11,2019,3,16,79,55,27,9,55,170,225,1536838,2305615,166823,14767,737837,4024044,4761882
2019-03-16,Torres Strait,chokepoint18,2019,3,16,,9,3,,5,12,17,,270328,3808,,124199,274137,398336
2019-03-16,Tsugaru Strait,chokepoint13,2019,3,16,12,15,14,,18,41,59,361667,621923,20849,,51079,1004440,1055520
2019-03-16,Windward Passage,chokepoint23,2019,3,16,7,1,4,1,4,13,17,99706,46858,18988,3334,48566,168888,217454
2019-03-16,Yucatan Channel,chokepoint22,2019,3,16,7,11,5,1,18,24,42,59923,228690,9871,,785209,298485,1083695
2019-03-17,Bab el-Mandeb Strait,chokepoint4,2019,3,17,15,13,2,2,18,32,50,1201873,575418,15599,4125,1079156,1797016,2876173
2019-03-17,Balabac Strait,chokepoint25,2019,3,17,2,7,3,,1,12,13,6431,166584,9639,,5089,182656,187745
2019-03-17,Bering Strait,chokepoint26,2019,3,17,,2,,,,2,2,,87915,,,,87915,87915
2019-03-17,Bohai Strait,chokepoint17,2019,3,17,20,72,21,2,37,115,152,435536,2469847,73455,5645,732470,2984485,3716955
2019-03-17,Bosporus Strait,chokepoint3,2019,3,17,7,31,47,2,27,87,114,100321,754610,100574,,484462,955505,1439968
2019-03-17,Cape of Good Hope,chokepoint7,2019,3,17,5,22,4,2,12,33,45,116668,1202867,25359,5968,608780,1350864,1959644
2019-03-17,Dover Strait,chokepoint9,2019,3,17,27,21,52,18,59,118,177,813571,706038,160527,35238,1094952,1715377,2810329
2019-03-17,Gibraltar Strait,chokepoint8,2019,3,17,34,21,16,5,34,76,110,821050,958840,55134,8146,418935,1843172,2262107
2019-03-17,Kerch Strait,chokepoint28,2019,3,17,1,,34,,9,35,44,1331,,49624,,17255,50955,68211
2019-03-17,Korea Strait,chokepoint12,2019,3,17,70,36,63,10,65,179,244,856340,935023,118941,13094,568805,1923399,2492205
2019-03-17,Lombok Strait,chokepoint15,2019,3,17,,29,2,1,2,32,34,,2289384,2189,1859,12766,2293433,2306199
2019-03-17,Luzon Strait,chokepoint14,2019,3,17,2,27,3,2,17,34,51,38258,2070738,7924,6247,944339,2123168,3067508
2019-03-17,Magellan Strait,chokepoint21,2019,3,17,,1,,,,1,1,,,,,,,
2019-03-17,Makassar Strait,chokepoint20,2019,3,17,3,40,1,,3,44,47,14515,3014539,17045,,92909,3046100,3139010
2019-03-17,Malacca Strait,chokepoint5,2019,3,17,38,47,17,4,63,106,169,1174312,2427504,84763,13000,3162228,3699580,6861809
2019-03-17,Mindoro Strait,chokepoint27,2019,3,17,2,37,5,,8,44,52,9918,2118264,16437,,28714,2144621,2173335
2019-03-17,Mona Passage,chokepoint24,2019,3,17,6,1,2,,7,9,16,223904,32877,,,123198,256781,379980
2019-03-17,Ombai Strait,chokepoint16,2019,3,17,,5,2,,4,7,11,,51845,9282,,211852,61128,272980
2019-03-17,Oresund Strait,chokepoint10,2019,3,17,6,3,15,4,8,28,36,4985,22429,27564,2992,12878,57971,70850
2019-03-17,Panama Canal,chokepoint2,2019,3,17,6,8,4,1,13,19,32,214081,312815,40185,4695,370320,571776,942096
2019-03-17,Strait of Hormuz,chokepoint6,2019,3,17,9,12,3,2,42,26,68,519621,422671,12120,7573,886031,961986,1848017
2019-03-17,Suez Canal,chokepoint1,2019,3,17,18,4,4,2,14,28,42,983672,198385,33332,8151,624030,1223542,1847572
2019-03-17,Sunda Strait,chokepoint19,2019,3,17,2,8,2,1,16,13,29,5710,233925,3509,,188221,243145,431367
2019-03-17,Taiwan Strait,chokepoint11,2019,3,17,97,56,24,7,62,184,246,1592497,2380287,136872,5947,705991,4115605,4821597
2019-03-17,Torres Strait,chokepoint18,2019,3,17,3,5,,,3,8,11,44177,23415,,,11644,67593,79237
2019-03-17,Tsugaru Strait,chokepoint13,2019,3,17,18,18,12,1,12,49,61,504702,489903,22574,3273,72888,1020452,1093341
2019-03-17,Windward Passage,chokepoint23,2019,3,17,7,2,3,,,12,12,128696,84343,1550,,,214590,214590
2019-03-17,Yucatan Channel,chokepoint22,2019,3,17,11,7,9,2,21,29,50,115587,272575,48970,,419564,437133,856698
2019-03-18,Bab el-Mandeb Strait,chokepoint4,2019,3,18,11,8,4,1,24,24,48,655673,245218,15366,2300,677788,918559,1596348
2019-03-18,Balabac Strait,chokepoint25,2019,3,18,2,9,1,,3,12,15,10789,327168,4321,,10477,342279,352756
2019-03-18,Bering Strait,chokepoint26,2019,3,18,,2,1,,1,3,4,,198848,273,,,199122,199122
2019-03-18,Bohai Strait,chokepoint17,2019,3,18,18,61,5,1,25,85,110,506157,2737981,12666,,580700,3256805,3837505
2019-03-18,Bosporus Strait,chokepoint3,2019,3,18,12,28,54,,26,94,120,129731,633322,123965,,711261,887019,1598281
2019-03-18,Cape of Good Hope,chokepoint7,2019,3,18,8,23,2,,20,33,53,285992,1376626,13027,,1844902,1675646,3520548
2019-03-18,Dover Strait,chokepoint9,2019,3,18,36,19,54,11,64,120,184,730331,693536,155623,27913,1376120,1607405,2983526
2019-03-18,Gibraltar Strait,chokepoint8,2019,3,18,24,18,17,10,47,69,116,1118594,585721,75462,14149,1359411,1793928,3153340
2019-03-18,Kerch Strait,chokepoint28,2019,3,18,,3,31,,14,34,48,,3189,36434,,42671,39623,82295
2019-03-18,Korea Strait,chokepoint12,2019,3,18,69,51,53,6,77,179,256,721389,1363178,129587,4882,988142,2219038,3207181
2019-03-18,Lombok Strait,chokepoint15,2019,3,18,,36,4,,9,40,49,,2437997,8876,,294492,2446874,2741367
2019-03-18,Luzon Strait,chokepoint14,2019,3,18,3,26,1,8,13,38,51,12481,2072081,6889,2940,1077345,2094393,3171739
2019-03-18,Magellan Strait,chokepoint21,2019,3,18,1,2,,,,3,3,,,,,,,
2019-03-18,Makassar Strait,chokepoint20,2019,3,18,1,40,3,,2,44,46,4472,2407376,16020,,13408,2427869,2441277
2019-03-18,Malacca Strait,chokepoint5,2019,3,18,47,35,10,6,69,98,167,1666167,2559741,52832,17421,2928454,4296162,7224616
2019-03-18,Mindoro Strait,chokepoint27,2019,3,18,1,27,2,1,4,31,35,3700,579373,5517,268,95667,588860,684528
2019-03-18,Mona Passage,chokepoint24,2019,3,18,6,5,1,,3,12,15,84857,291140,2749,,334833,378747,713580
2019-03-18,Ombai Strait,chokepoint16,2019,3,18,2,7,4,1,3,14,17,43612,230649,4517,3375,,282154,282154
2019-03-18,Oresund Strait,chokepoint10,2019,3,18,3,6,18,4,16,31,47,4895,3691,37857,1116,22513,47560,70074
2019-03-18,Panama Canal,chokepoint2,2019,3,18,2,6,5,,11,13,24,72435,203954,22448,,137393,298838,436231
2019-03-18,Strait of Hormuz,chokepoint6,2019,3,18,5,2,,1,28,8,36,126838,70432,,2884,1190734,200154,1390889
2019-03-18,Suez Canal,chokepoint1,2019,3,18,17,8,4,1,11,30,41,898410,354130,14040,2811,435765,1269392,1705157
2019-03-18,Sunda Strait,chokepoint19,2019,3,18,,6,3,,4,9,13,,144672,5267,,2003,149939,151943
2019-03-18,Taiwan Strait,chokepoint11,2019,3,18,101,54,38,5,65,198,263,2138339,2041217,226952,5118,1044077,4411628,5455705
2019-03-18,Torres Strait,chokepoint18,2019,3,18,1,2,1,,2,4,6,,40501,1782,,9131,42283,51415
2019-03-18,Tsugaru Strait,chokepoint13,2019,3,18,14,8,14,2,17,38,55,373823,92341,63690,3307,142381,533162,675543
2019-03-18,Windward Passage,chokepoint23,2019,3,18,7,2,3,4,1,16,17,124882,17634,27054,6605,47719,176177,223896
2019-03-18,Yucatan Channel,chokepoint22,2019,3,18,7,3,3,,19,13,32,29353,102753,14447,,264423,146555,410978
2019-03-19,Bab el-Mandeb Strait,chokepoint4,2019,3,19,12,8,4,3,10,27,37,875547,387676,15699,14298,429540,1293222,1722763
2019-03-19,Balabac Strait,chokepoint25,2019,3,19,,7,2,,5,9,14,,324368,3125,,25947,327494,353442
2019-03-19,Bering Strait,chokepoint26,2019,3,19,1,3,,1,,5,5,71418,77770,,9416,,158605,158605
2019-03-19,Bohai Strait,chokepoint17,2019,3,19,24,68,22,5,25,119,144,472762,2434231,72054,15238,668002,2994287,3662289
2019-03-19,Bosporus Strait,chokepoint3,2019,3,19,11,15,43,,39,69,108,93173,430900,97755,,740028,621829,1361858
2019-03-19,Cape of Good Hope,chokepoint7,2019,3,19,5,34,5,2,17,46,63,82025,2163234,58535,7938,1119501,2311733,3431234
2019-03-19,Dover Strait,chokepoint9,2019,3,19,33,35,45,15,61,128,189,767413,1676389,120626,31840,1106438,2596270,3702709
2019-03-19,Gibraltar Strait,chokepoint8,2019,3,19,19,27,11,2,47,59,106,464834,913860,36565,1520,1804975,1416781,3221757
2019-03-19,Kerch Strait,chokepoint28,2019,3,19,,4,23,1,14,28,42,,1609,30369,,55415,31978,87394
2019-03-19,Korea Strait,chokepoint12,2019,3,19,51,47,55,7,71,160,231,491897,1523622,103971,3210,774444,2122702,2897146
2019-03-19,Lombok Strait,chokepoint15,2019,3,19,,17,1,1,5,19,24,,1932430,2421,4485,7200,1939337,1946537
2019-03-19,Luzon Strait,chokepoint14,2019,3,19,6,22,6,2,17,36,53,53727,1292849,27920,,905929,1374497,2280427
2019-03-19,Magellan Strait,chokepoint21,2019,3,19,,4,1,,,5,5,,173708,3031,,,176739,176739
2019-03-19,Makassar Strait,chokepoint20,2019,3,19,2,41,3,,12,46,58,6961,2547432,6830,,234530,2561224,2795755
2019-03-19,Malacca Strait,chokepoint5,2019,3,19,53,34,15,5,62,107,169,1472935,2036901,49437,17635,2663216,3576910,6240127
2019-03-19,Mindoro Strait,chokepoint27,2019,3,19,1,29,4,1,5,35,40,63127,1145689,11836,6247,129020,1226901,1355921
2019-03-19,Mona Passage,chokepoint24,2019,3,19,4,3,,,4,7,11,45309,249171,,,96783,294481,391264
2019-03-19,Ombai Strait,chokepoint16,2019,3,19,1,9,1,,3,11,14,4316,793138,3753,,131332,801208,932540
2019-03-19,Oresund Strait,chokepoint10,2019,3,19,5,5,28,7,13,45,58,4753,3808,32366,4323,39380,45251,84632
2019-03-19,Panama Canal,chokepoint2,2019,3,19,5,5,4,3,14,17,31,110169,232965,33895,7693,287892,384723,672616
2019-03-19,Strait of Hormuz,chokepoint6,2019,3,19,12,7,2,2,26,23,49,486753,164800,9988,,1147559,661542,1809102
2019-03-19,Suez Canal,chokepoint1,2019,3,19,16,13,11,1,22,41,63,935164,674277,50966,10202,944202,1670611,2614813
2019-03-19,Sunda Strait,chokepoint19,2019,3,19,7,13,3,,7,23,30,107580,1114833,9882,,105067,1232295,1337362
2019-03-19,Taiwan Strait,chokepoint11,2019,3,19,87,68,33,6,55,194,249,1953461,2636436,158394,22443,442190,4770734,5212924
2019-03-19,Torres Strait,chokepoint18,2019,3,19,3,5,,,,8,8,72009,190985,,,,262994,262994
2019-03-19,Tsugaru Strait,chokepoint13,2019,3,19,8,14,7,2,12,31,43,325680,294156,32828,2899,44312,655565,699877
2019-03-19,Windward Passage,chokepoint23,2019,3,19,6,3,6,3,2,18,20,60071,63957,34411,5557,83471,163999,247470
2019-03-19,Yucatan Channel,chokepoint22,2019,3,19,8,6,3,1,15,18,33,98949,234470,10406,,233702,343826,577529
2019-03-20,Bab el-Mandeb Strait,chokepoint4,2019,3,20,14,13,7,9,15,43,58,773469,800298,31448,36352,739993,1641567,2381561
2019-03-20,Balabac Strait,chokepoint25,2019,3,20,,5,,,5,5,10,,356355,,,46395,356355,402751
2019-03-20,Bering Strait,chokepoint26,2019,3,20,,1,,,,1,1,,54590,,,,54590,54590
2019-03-20,Bohai Strait,chokepoint17,2019,3,20,16,61,10,2,18,89,107,350089,2201351,41467,4162,160670,2597069,2757739
2019-03-20,Bosporus Strait,chokepoint3,2019,3,20,10,23,46,1,25,80,105,66222,616418,71318,,435969,753960,1189930
2019-03-20,Cape of Good Hope,chokepoint7,2019,3,20,4,22,4,2,6,32,38,96803,1739533,56378,3535,421439,1896250,2317690
2019-03-20,Dover Strait,chokepoint9,2019,3,20,31,20,37,12,57,100,157,1031437,687534,91698,27819,982518,1838489,2821008
2019-03-20,Gibraltar Strait,chokepoint8,2019,3,20,24,31,13,5,30,73,103,841267,1175829,72792,16408,921263,2106297,3027560
2019-03-20,Kerch Strait,chokepoint28,2019,3,20,,,27,1,5,28,33,,,33816,2783,14960,36600,51561
2019-03-20,Korea Strait,chokepoint12,2019,3,20,52,38,43,8,67,141,208,540197,615770,92245,10417,549398,1258631,1808029
2019-03-20,Lombok Strait,chokepoint15,2019,3,20,,25,,,9,25,34,,1890539,,,273996,1890539,2164535
2019-03-20,Luzon Strait,chokepoint14,2019,3,20,2,28,10,3,26,43,69,48496,1254794,59751,31503,1376906,1394546,2771452
2019-03-20,Magellan Strait,chokepoint21,2019,3,20,1,1,,1,,3,3,22438,41290,,,,63729,63729
2019-03-20,Makassar Strait,chokepoint20,2019,3,20,,45,5,,4,50,54,,2328110,14157,,2386,2342268,2344654
2019-03-20,Malacca Strait,chokepoint5,2019,3,20,39,36,11,4,70,90,160,1159833,2113346,99612,9062,3241903,3381855,6623759
2019-03-20,Mindoro Strait,chokepoint27,2019,3,20,1,38,3,,4,42,46,18276,2108037,4928,,17815,2131242,2149058
2019-03-20,Mona Passage,chokepoint24,2019,3,20,2,,3,,3,5,8,24076,,9095,,69492,33172,102664
2019-03-20,Ombai Strait,chokepoint16,2019,3,20,,8,1,,6,9,15,,263612,2279,,49206,265891,315098
2019-03-20,Oresund Strait,chokepoint10,2019,3,20,7,6,32,3,18,48,66,10223,8857,51664,,56700,70745,127446
2019-03-20,Panama Canal,chokepoint2,2019,3,20,11,9,2,4,6,26,32,236763,325173,16222,5779,148696,583939,732636
2019-03-20,Strait of Hormuz,chokepoint6,2019,3,20,6,10,3,2,40,21,61,180764,209356,550,4602,1126521,395274,1521795
2019-03-20,Suez Canal,chokepoint1,2019,3,20,26,1,1,2,17,30,47,1796838,28921,1115,5851,1411842,1832726,3244569
2019-03-20,Sunda Strait,chokepoint19,2019,3,20,4,10,7,,10,21,31,58730,431679,31853,,53439,522262,575702
2019-03-20,Taiwan Strait,chokepoint11,2019,3,20,85,65,38,3,62,191,253,1440268,3146514,192175,8665,725989,4787623,5513612
2019-03-20,Torres Strait,chokepoint18,2019,3,20,1,6,5,1,4,13,17,3420,139253,13723,,55559,156397,211957
2019-03-20,Tsugaru Strait,chokepoint13,2019,3,20,4,15,8,2,11,29,40,139071,325282,27081,4921,65054,496356,561411
2019-03-20,Windward Passage,chokepoint23,2019,3,20,7,6,5,,1,18,19,163890,201642,4157,,2133,369690,371823
2019-03-20,Yucatan Channel,chokepoint22,2019,3,20,8,5,5,3,18,21,39,117853,202049,43302,,795796,363205,1159001
2019-03-21,Bab el-Mandeb Strait,chokepoint4,2019,3,21,17,2,5,2,20,26,46,1309299,125705,47035,7340,779022,1489381,2268404
2019-03-21,Balabac Strait,chokepoint25,2019,3,21,,6,,,5,6,11,,253578,,,28053,253578,281631
2019-03-21,Bering Strait,chokepoint26,2019,3,21,,,,,,,,,,,,,,
2019-03-21,Bohai Strait,chokepoint17,2019,3,21,9,34,4,4,16,51,67,249495,1618155,2990,10759,438939,1881400,2320339
2019-03-21,Bosporus Strait,chokepoint3,2019,3,21,5,33,53,1,28,92,120,23125,736325,114937,571,646708,874959,1521668
2019-03-21,Cape of Good Hope,chokepoint7,2019,3,21,4,18,4,1,12,27,39,144985,740494,53224,,1421856,938704,2360561
2019-03-21,Dover Strait,chokepoint9,2019,3,21,41,25,48,18,65,132,197,1251721,727550,103271,32781,926205,2115325,3041530
2019-03-21,Gibraltar Strait,chokepoint8,2019,3,21,23,28,11,4,36,66,102,760409,1053691,61928,12726,1265847,1888756,3154603
2019-03-21,Kerch Strait,chokepoint28,2019,3,21,,3,43,,12,46,58,,38789,53999,,23961,92788,116749
2019-03-21,Korea Strait,chokepoint12,2019,3,21,49,35,45,8,54,137,191,482473,784072,97835,15053,544518,1379434,1923953
2019-03-21,Lombok Strait,chokepoint15,2019,3,21,,19,1,1,12,21,33,,1568880,1067,,405262,1569948,1975211
2019-03-21,Luzon Strait,chokepoint14,2019,3,21,9,39,5,5,19,58,77,161551,2716195,40007,6167,2039700,2923922,4963623
2019-03-21,Magellan Strait,chokepoint21,2019,3,21,,1,1,,2,2,4,,78591,9797,,144184,88389,232573
2019-03-21,Makassar Strait,chokepoint20,2019,3,21,2,42,,1,5,45,50,11773,2385536,,6247,75069,2403557,2478627
2019-03-21,Malacca Strait,chokepoint5,2019,3,21,39,38,16,5,58,98,156,1582674,1792733,104080,11667,2759541,3491155,6250696
2019-03-21,Mindoro Strait,chokepoint27,2019,3,21,,38,2,,5,40,45,,1907298,,,172947,1907298,2080245
2019-03-21,Mona Passage,chokepoint24,2019,3,21,3,2,4,1,4,10,14,50773,165745,12633,,92033,229152,321186
2019-03-21,Ombai Strait,chokepoint16,2019,3,21,2,5,1,,3,8,11,23470,369359,1161,,59771,393991,453763
2019-03-21,Oresund Strait,chokepoint10,2019,3,21,5,4,24,4,8,37,45,6999,2903,39827,854,8807,50584,59392
2019-03-21,Panama Canal,chokepoint2,2019,3,21,6,12,1,1,12,20,32,235404,569975,2330,7037,149697,814746,964444
2019-03-21,Strait of Hormuz,chokepoint6,2019,3,21,4,10,3,1,31,18,49,108701,195655,66027,3267,1491523,373651,1865175
2019-03-21,Suez Canal,chokepoint1,2019,3,21,10,15,3,2,12,30,42,631254,795918,5717,,484700,1432890,1917590
2019-03-21,Sunda Strait,chokepoint19,2019,3,21,2,11,4,,11,17,28,30859,981183,1758,,509804,1013802,1523606
2019-03-21,Taiwan Strait,chokepoint11,2019,3,21,76,63,41,6,74,186,260,1459893,3178440,228148,11606,734893,4878089,5612983
2019-03-21,Torres Strait,chokepoint18,2019,3,21,3,2,1,1,2,7,9,83150,47539,12028,3375,16547,146093,162640
2019-03-21,Tsugaru Strait,chokepoint13,2019,3,21,11,8,7,1,8,27,35,373516,375891,16673,3232,137792,769313,907105
2019-03-21,Windward Passage,chokepoint23,2019,3,21,3,3,1,2,1,9,10,38056,83405,7966,6403,29314,135832,165146
2019-03-21,Yucatan Channel,chokepoint22,2019,3,21,7,11,6,1,20,25,45,64487,392772,30761,,338916,488020,826937
2019-03-22,Bab el-Mandeb Strait,chokepoint4,2019,3,22,17,13,3,2,15,35,50,948384,632470,53397,15591,244205,1649843,1894049
2019-03-22,Balabac Strait,chokepoint25,2019,3,22,2,3,3,,2,8,10,4953,81206,10302,,10789,96462,107252
2019-03-22,Bering Strait,chokepoint26,2019,3,22,,,,,,,,,,,,,,
2019-03-22,Bohai Strait,chokepoint17,2019,3,22,13,54,11,1,26,79,105,189811,1656365,41968,6492,376177,1894637,2270815
2019-03-22,Bosporus Strait,chokepoint3,2019,3,22,8,19,59,,30,86,116,74232,342172,91316,,542204,507721,1049925
2019-03-22,Cape of Good Hope,chokepoint7,2019,3,22,4,20,3,1,12,28,40,110834,1019531,33363,4844,1013935,1168573,2182509
2019-03-22,Dover Strait,chokepoint9,2019,3,22,53,35,60,9,59,157,216,1342708,1453136,159704,6943,1427607,2962493,4390101
2019-03-22,Gibraltar Strait,chokepoint8,2019,3,22,36,26,16,4,28,82,110,1332372,1330316,41421,8810,970187,2712920,3683108
2019-03-22,Kerch Strait,chokepoint28,2019,3,22,,3,28,,9,31,40,,10492,41010,,24692,51503,76195
2019-03-22,Korea Strait,chokepoint12,2019,3,22,48,31,62,12,69,153,222,801596,555009,143157,30398,847892,1530162,2378054
2019-03-22,Lombok Strait,chokepoint15,2019,3,22,,16,1,,3,17,20,,771785,1701,,11137,773487,784624
2019-03-22,Luzon Strait,chokepoint14,2019,3,22,1,22,3,4,31,30,61,21536,1665164,7111,8708,2854137,1702521,4556659
2019-03-22,Magellan Strait,chokepoint21,2019,3,22,,,,,,,,,,,,,,
2019-03-22,Makassar Strait,chokepoint20,2019,3,22,1,39,1,1,7,42,49,18276,2085727,,,89015,2104003,2193019
2019-03-22,Malacca Strait,chokepoint5,2019,3,22,29,33,13,5,68,80,148,1050281,2198372,87454,6784,3507854,3342892,6850747
2019-03-22,Mindoro Strait,chokepoint27,2019,3,22,1,33,4,,4,38,42,10751,2663670,10163,,111558,2684585,2796144
2019-03-22,Mona Passage,chokepoint24,2019,3,22,2,,2,,2,4,6,17302,,4802,,82746,22105,104851
2019-03-22,Ombai Strait,chokepoint16,2019,3,22,1,9,2,1,4,13,17,12562,523343,3847,,145980,539754,685735
2019-03-22,Oresund Strait,chokepoint10,2019,3,22,8,6,30,3,11,47,58,14667,9309,54881,4589,16735,83448,100183
2019-03-22,Panama Canal,chokepoint2,2019,3,22,7,4,3,1,16,15,31,228144,173386,13347,,312309,414878,727187
2019-03-22,Strait of Hormuz,chokepoint6,2019,3,22,7,10,1,1,28,19,47,255925,413559,152,,1368091,669637,2037729
2019-03-22,Suez Canal,chokepoint1,2019,3,22,12,12,4,1,17,29,46,725534,543497,13894,2875,570107,1285802,1855909
2019-03-22,Sunda Strait,chokepoint19,2019,3,22,8,10,1,,10,19,29,149585,1458353,1214,,70967,1609153,1680120
2019-03-22,Taiwan Strait,chokepoint11,2019,3,22,85,49,35,9,53,178,231,1654816,1637199,202490,11334,522966,3505840,4028807
2019-03-22,Torres Strait,chokepoint18,2019,3,22,4,8,1,,2,13,15,46913,123078,3753,,,173745,173745
2019-03-22,Tsugaru Strait,chokepoint13,2019,3,22,7,11,5,3,9,26,35,185259,363545,22849,8642,99290,580297,679588
2019-03-22,Windward Passage,chokepoint23,2019,3,22,8,1,4,1,2,14,16,182648,22181,18783,,,223613,223613
2019-03-22,Yucatan Channel,chokepoint22,2019,3,22,7,9,3,1,23,20,43,63393,429328,33544,,363158,526266,889424
2019-03-23,Bab el-Mandeb Strait,chokepoint4,2019,3,23,28,8,4,4,16,44,60,1637950,404108,10305,19958,700659,2072322,2772982
2019-03-23,Balabac Strait,chokepoint25,2019,3,23,1,3,,,5,4,9,2161,170455,,,97603,172617,270221
2019-03-23,Bering Strait,chokepoint26,2019,3,23,1,,1,,,2,2,36283,,,,,36283,36283
2019-03-23,Bohai Strait,chokepoint17,2019,3,23,22,54,11,4,20,91,111,381862,2016060,43002,10836,537552,2451761,2989314
2019-03-23,Bosporus Strait,chokepoint3,2019,3,23,5,25,57,2,22,89,111,37670,946900,138289,1400,561107,1124261,1685368
2019-03-23,Cape of Good Hope,chokepoint7,2019,3,23,3,10,1,3,13,17,30,74961,574401,4450,7854,992028,661668,1653696
2019-03-23,Dover Strait,chokepoint9,2019,3,23,24,30,52,15,67,121,188,379113,1199272,147134,30031,1776627,1755552,3532179
2019-03-23,Gibraltar Strait,chokepoint8,2019,3,23,29,26,24,8,26,87,113,1004028,1223920,109222,22970,795991,2360142,3156134
2019-03-23,Kerch Strait,chokepoint28,2019,3,23,1,1,34,1,17,37,54,1331,6991,44073,1719,152546,54116,206662
2019-03-23,Korea Strait,chokepoint12,2019,3,23,46,43,54,6,74,149,223,624542,914752,154906,13712,954431,1707914,2662345
2019-03-23,Lombok Strait,chokepoint15,2019,3,23,,15,3,1,4,19,23,,533733,4627,,38445,538360,576806
2019-03-23,Luzon Strait,chokepoint14,2019,3,23,2,24,3,3,21,32,53,13709,2179076,16326,7188,1729797,2216300,3946098
2019-03-23,Magellan Strait,chokepoint21,2019,3,23,,1,1,,,2,2,,,5326,,,5326,5326
2019-03-23,Makassar Strait,chokepoint20,2019,3,23,7,46,4,,5,57,62,56836,1998109,17968,,34376,2072914,2107290
2019-03-23,Malacca Strait,chokepoint5,2019,3,23,39,42,24,6,63,111,174,1213845,2218925,142927,8508,2874107,3584206,6458314
2019-03-23,Mindoro Strait,chokepoint27,2019,3,23,1,27,2,,,30,30,11773,1711029,6052,,,1728855,1728855
2019-03-23,Mona Passage,chokepoint24,2019,3,23,2,3,1,,2,6,8,66201,390066,,,38258,456268,494527
2019-03-23,Ombai Strait,chokepoint16,2019,3,23,1,9,1,,4,11,15,29662,1638650,4009,,128577,1672323,1800901
2019-03-23,Oresund Strait,chokepoint10,2019,3,23,6,8,32,2,17,48,65,9839,24552,45437,1014,43508,80844,124352
2019-03-23,Panama Canal,chokepoint2,2019,3,23,5,11,3,3,12,22,34,208008,474555,21175,13795,243483,717534,961017
2019-03-23,Strait of Hormuz,chokepoint6,2019,3,23,12,12,1,2,31,27,58,509366,381504,4118,,2250838,894988,3145827
2019-03-23,Suez Canal,chokepoint1,2019,3,23,19,6,3,2,18,30,48,1138010,483167,9031,6501,1036671,1636711,2673383
2019-03-23,Sunda Strait,chokepoint19,2019,3,23,2,7,2,1,13,12,25,36508,110857,870,,112202,148237,260439
2019-03-23,Taiwan Strait,chokepoint11,2019,3,23,80,46,19,5,54,150,204,1493148,1565361,83283,6372,551675,3148165,3699840
2019-03-23,Torres Strait,chokepoint18,2019,3,23,,3,3,,5,6,11,,77688,3733,,77874,81422,159296
2019-03-23,Tsugaru Strait,chokepoint13,2019,3,23,15,9,8,1,18,33,51,576815,259548,8171,9306,445093,853842,1298935
2019-03-23,Windward Passage,chokepoint23,2019,3,23,8,4,3,,2,15,17,169964,166344,13217,,59126,349527,408653
2019-03-23,Yucatan Channel,chokepoint22,2019,3,23,9,11,7,2,19,29,48,86654,312888,85849,6222,1082142,491615,1573758
2019-03-24,Bab el-Mandeb Strait,chokepoint4,2019,3,24,18,12,5,2,15,37,52,1205898,514271,14432,10815,528140,1745417,2273557
2019-03-24,Balabac Strait,chokepoint25,2019,3,24,1,7,2,1,3,11,14,2307,120522,2990,6271,14470,132092,146563
2019-03-24,Bering Strait,chokepoint26,2019,3,24,1,1,,,,2,2,24670,,,,,24670,24670
2019-03-24,Bohai Strait,chokepoint17,2019,3,24,12,54,8,3,25,77,102,178558,2177592,58540,5568,184356,2420260,2604616
2019-03-24,Bosporus Strait,chokepoint3,2019,3,24,10,20,64,1,25,95,120,142721,351874,77682,,362671,572278,934950
2019-03-24,Cape of Good Hope,chokepoint7,2019,3,24,9,28,1,2,16,40,56,396272,1123094,10275,5479,1427764,1535121,2962886
2019-03-24,Dover Strait,chokepoint9,2019,3,24,27,30,32,22,59,111,170,652652,1216922,105498,59140,1454904,2034213,3489117
2019-03-24,Gibraltar Strait,chokepoint8,2019,3,24,32,27,32,9,38,100,138,1157958,1303406,111426,7939,1121264,2580729,3701994
2019-03-24,Kerch Strait,chokepoint28,2019,3,24,1,,32,,13,33,46,911,,49048,,37965,49960,87926
2019-03-24,Korea Strait,chokepoint12,2019,3,24,67,37,55,10,61,169,230,933404,1178886,120851,14034,582640,2247176,2829816
2019-03-24,Lombok Strait,chokepoint15,2019,3,24,,19,2,,13,21,34,,1264492,5627,,201344,1270120,1471464
2019-03-24,Luzon Strait,chokepoint14,2019,3,24,5,25,3,1,16,34,50,66108,1653826,29025,2590,1110574,1751551,2862125
2019-03-24,Magellan Strait,chokepoint21,2019,3,24,,1,,1,1,2,3,,28191,,4380,,32571,32571
2019-03-24,Makassar Strait,chokepoint20,2019,3,24,1,42,5,,5,48,53,,1736318,21829,,384861,1758148,2143009
2019-03-24,Malacca Strait,chokepoint5,2019,3,24,44,38,16,6,74,104,178,1326901,1986864,70996,17381,4700070,3402145,8102215
