date,portname,portid,year,month,day,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2019-01-08,Magellan Strait,chokepoint21,2019,1,8,3,1,,,1,4,5,27195,80301,,,17974,107497,125471
2019-01-08,Makassar Strait,chokepoint20,2019,1,8,4,40,5,,3,49,52,33796,2137234,10249,,3765,2181280,2185045
2019-01-08,Malacca Strait,chokepoint5,2019,1,8,50,42,16,3,64,111,175,1784140,2430547,69984,943,2206425,4285615,6492040
2019-01-08,Mindoro Strait,chokepoint27,2019,1,8,2,42,2,,3,46,49,33786,1775931,7693,,,1817411,1817411
2019-01-08,Mona Passage,chokepoint24,2019,1,8,5,1,,1,3,7,10,51473,56166,,8723,128492,116364,244856
2019-01-08,Ombai Strait,chokepoint16,2019,1,8,,6,3,,3,9,12,,374742,6000,,,380742,380742
2019-01-08,Oresund Strait,chokepoint10,2019,1,8,9,6,16,5,14,36,50,19780,17226,27505,1900,19600,66412,86013
2019-01-08,Panama Canal,chokepoint2,2019,1,8,3,7,2,2,13,14,27,77037,309608,14102,18529,319255,419277,738532
2019-01-08,Strait of Hormuz,chokepoint6,2019,1,8,7,10,6,1,31,24,55,305673,382677,50264,,515105,738615,1253720
2019-01-08,Suez Canal,chokepoint1,2019,1,8,21,9,5,3,10,38,48,1418046,452795,9552,16898,868355,1897292,2765647
2019-01-08,Sunda Strait,chokepoint19,2019,1,8,1,5,1,,12,7,19,5033,395581,2638,,235805,403253,639059
2019-01-08,Taiwan Strait,chokepoint11,2019,1,8,101,69,22,10,59,202,261,2049075,2821380,111786,32030,1007789,5014273,6022062
2019-01-08,Torres Strait,chokepoint18,2019,1,8,,2,1,,3,3,6,,83966,1904,,75563,85870,161433
2019-01-08,Tsugaru Strait,chokepoint13,2019,1,8,5,16,5,2,8,28,36,223584,627787,21098,3287,23776,875758,899534
2019-01-08,Windward Passage,chokepoint23,2019,1,8,6,1,3,,2,10,12,88808,34633,14968,,,138410,138410
2019-01-08,Yucatan Channel,chokepoint22,2019,1,8,8,13,5,,19,26,45,64789,458460,13080,,885287,536330,1421617
2019-01-09,Bab el-Mandeb Strait,chokepoint4,2019,1,9,21,7,1,2,17,31,48,1314981,386448,1114,11168,643834,1713713,2357548
2019-01-09,Balabac Strait,chokepoint25,2019,1,9,,5,1,,2,6,8,,161643,5114,,7658,166758,174416
2019-01-09,Bering Strait,chokepoint26,2019,1,9,,,,,,,,,,,,,,
2019-01-09,Bohai Strait,chokepoint17,2019,1,9,11,37,11,2,26,61,87,202359,1369902,55963,8150,248616,1636375,1884991
2019-01-09,Bosporus Strait,chokepoint3,2019,1,9,8,20,49,,27,77,104,47925,298427,117524,,408344,463877,872221
2019-01-09,Cape of Good Hope,chokepoint7,2019,1,9,11,40,2,1,15,54,69,248481,1993049,19370,,1423851,2260901,3684753
2019-01-09,Dover Strait,chokepoint9,2019,1,9,37,19,34,12,46,102,148,942827,760317,78473,18841,800403,1800460,2600864
2019-01-09,Gibraltar Strait,chokepoint8,2019,1,9,24,23,19,2,28,68,96,962652,1211520,93094,4120,642329,2271388,2913717
2019-01-09,Kerch Strait,chokepoint28,2019,1,9,1,5,32,2,21,40,61,,39985,36855,817,99679,77658,177337
2019-01-09,Korea Strait,chokepoint12,2019,1,9,58,45,51,11,62,165,227,789292,1184091,142942,8667,521433,2124992,2646426
2019-01-09,Lombok Strait,chokepoint15,2019,1,9,,25,5,,5,30,35,,1914011,13826,,29035,1927837,1956872
2019-01-09,Luzon Strait,chokepoint14,2019,1,9,2,30,2,3,29,37,66,54292,1909052,10304,,1386473,1973649,3360123
2019-01-09,Magellan Strait,chokepoint21,2019,1,9,,,,,,,,,,,,,,
2019-01-09,Makassar Strait,chokepoint20,2019,1,9,2,32,2,1,6,37,43,13581,1360474,1476,,59297,1375531,1434828
2019-01-09,Malacca Strait,chokepoint5,2019,1,9,39,34,7,8,67,88,155,1089016,2055613,29731,9651,2402775,3184012,5586788
2019-01-09,Mindoro Strait,chokepoint27,2019,1,9,1,38,6,,4,45,49,1838,1838531,22196,,19833,1862567,1882401
2019-01-09,Mona Passage,chokepoint24,2019,1,9,2,,1,,4,3,7,15692,,19696,,103067,35389,138456
2019-01-09,Ombai Strait,chokepoint16,2019,1,9,1,6,3,,2,10,12,32386,635913,12596,,,680895,680895
2019-01-09,Oresund Strait,chokepoint10,2019,1,9,5,2,20,2,9,29,38,10297,2773,23580,1643,34361,38295,72657
2019-01-09,Panama Canal,chokepoint2,2019,1,9,10,6,1,1,10,18,28,293310,299645,3643,,103925,596599,700524
2019-01-09,Strait of Hormuz,chokepoint6,2019,1,9,5,6,4,1,21,16,37,182230,281960,9307,,1805444,473499,2278943
2019-01-09,Suez Canal,chokepoint1,2019,1,9,18,14,5,1,21,38,59,1303088,452256,21889,4875,824016,1782110,2606126
2019-01-09,Sunda Strait,chokepoint19,2019,1,9,5,9,1,1,12,16,28,77796,292054,30571,,775305,400422,1175727
2019-01-09,Taiwan Strait,chokepoint11,2019,1,9,63,53,27,4,53,147,200,1245058,2153948,151956,8450,712238,3559415,4271654
2019-01-09,Torres Strait,chokepoint18,2019,1,9,1,6,1,,3,8,11,21082,186737,425,,30505,208245,238750
2019-01-09,Tsugaru Strait,chokepoint13,2019,1,9,9,9,2,,3,20,23,435167,487696,2222,,34980,925085,960066
2019-01-09,Windward Passage,chokepoint23,2019,1,9,10,2,2,2,1,16,17,125530,66888,5353,3128,8065,200900,208965
2019-01-09,Yucatan Channel,chokepoint22,2019,1,9,11,9,4,2,19,26,45,117787,306240,9709,13863,390452,447601,838053
2019-01-10,Bab el-Mandeb Strait,chokepoint4,2019,1,10,14,13,,2,11,29,40,652244,931065,,3541,754716,1586852,2341569
2019-01-10,Balabac Strait,chokepoint25,2019,1,10,1,5,1,,2,7,9,2380,107666,4216,,49272,114263,163535
2019-01-10,Bering Strait,chokepoint26,2019,1,10,1,1,1,,1,3,4,1165,20549,,,12507,21714,34221
2019-01-10,Bohai Strait,chokepoint17,2019,1,10,12,58,16,3,27,89,116,276988,1476494,33014,3766,564594,1790263,2354858
2019-01-10,Bosporus Strait,chokepoint3,2019,1,10,11,16,16,,10,43,53,68909,630282,44439,,94024,743631,837655
2019-01-10,Cape of Good Hope,chokepoint7,2019,1,10,4,24,1,2,8,31,39,107748,1020089,1662,10383,483394,1139884,1623278
2019-01-10,Dover Strait,chokepoint9,2019,1,10,33,26,40,13,61,112,173,605175,989147,103904,18917,1092051,1717145,2809197
2019-01-10,Gibraltar Strait,chokepoint8,2019,1,10,21,24,16,7,32,68,100,563775,921531,45978,29748,925930,1561034,2486965
2019-01-10,Kerch Strait,chokepoint28,2019,1,10,,,12,,4,12,16,,,26091,,5373,26091,31464
2019-01-10,Korea Strait,chokepoint12,2019,1,10,60,40,53,6,71,159,230,703706,1040632,119532,7445,1768164,1871317,3639481
2019-01-10,Lombok Strait,chokepoint15,2019,1,10,,23,1,,4,24,28,,987666,1437,,71615,989104,1060719
2019-01-10,Luzon Strait,chokepoint14,2019,1,10,6,19,3,2,20,30,50,98210,1000414,21617,3711,1254943,1123953,2378897
2019-01-10,Magellan Strait,chokepoint21,2019,1,10,,1,1,1,,3,3,,32345,,5042,,37388,37388
2019-01-10,Makassar Strait,chokepoint20,2019,1,10,1,45,1,,4,47,51,,1689795,1256,,91185,1691051,1782236
2019-01-10,Malacca Strait,chokepoint5,2019,1,10,45,35,20,9,73,109,182,1615081,1867566,98296,18991,2407241,3599936,6007177
2019-01-10,Mindoro Strait,chokepoint27,2019,1,10,1,45,2,,3,48,51,3952,2919258,8476,,,2931687,2931687
2019-01-10,Mona Passage,chokepoint24,2019,1,10,1,2,4,1,5,8,13,13692,101208,15308,7573,51453,137783,189237
2019-01-10,Ombai Strait,chokepoint16,2019,1,10,1,4,1,,3,6,9,25034,432775,2065,,196494,459875,656370
2019-01-10,Oresund Strait,chokepoint10,2019,1,10,9,11,20,1,13,41,54,18226,27174,29793,2343,25497,77538,103036
2019-01-10,Panama Canal,chokepoint2,2019,1,10,8,6,1,5,8,20,28,310066,163914,5464,25100,184309,504545,688855
2019-01-10,Strait of Hormuz,chokepoint6,2019,1,10,8,8,5,2,34,23,57,279030,189300,25189,12097,789993,505618,1295612
2019-01-10,Suez Canal,chokepoint1,2019,1,10,14,9,5,5,16,33,49,748401,503278,34894,26878,961390,1313451,2274842
2019-01-10,Sunda Strait,chokepoint19,2019,1,10,3,9,2,,6,14,20,47255,184411,3076,,94076,234743,328819
2019-01-10,Taiwan Strait,chokepoint11,2019,1,10,83,59,26,10,65,178,243,1480859,2083384,124983,16311,635885,3705539,4341424
2019-01-10,Torres Strait,chokepoint18,2019,1,10,3,2,2,,3,7,10,60210,93930,3197,,107213,157338,264551
2019-01-10,Tsugaru Strait,chokepoint13,2019,1,10,3,10,2,,14,15,29,43150,217791,,,51758,260942,312700
2019-01-10,Windward Passage,chokepoint23,2019,1,10,4,5,1,1,2,11,13,45319,213452,488,,11554,259261,270816
2019-01-10,Yucatan Channel,chokepoint22,2019,1,10,10,7,10,,21,27,48,73053,207975,45873,,991834,326902,1318736
2019-01-11,Bab el-Mandeb Strait,chokepoint4,2019,1,11,22,7,5,2,20,36,56,1461439,355973,21479,10480,1113796,1849372,2963169
2019-01-11,Balabac Strait,chokepoint25,2019,1,11,2,2,1,,5,5,10,,192150,,,21729,192150,213879
2019-01-11,Bering Strait,chokepoint26,2019,1,11,1,1,,,1,2,3,18765,48270,,,291,67036,67327
2019-01-11,Bohai Strait,chokepoint17,2019,1,11,15,56,16,5,20,92,112,293014,2762713,59595,9084,281494,3124408,3405902
2019-01-11,Bosporus Strait,chokepoint3,2019,1,11,6,21,30,2,23,59,82,44250,787085,73093,4950,380309,909379,1289689
2019-01-11,Cape of Good Hope,chokepoint7,2019,1,11,5,38,8,3,21,54,75,122252,2207349,86773,6688,1651975,2423063,4075039
2019-01-11,Dover Strait,chokepoint9,2019,1,11,31,15,46,8,48,100,148,682002,704807,142457,12557,1152538,1541825,2694363
2019-01-11,Gibraltar Strait,chokepoint8,2019,1,11,25,22,17,4,31,68,99,641641,941134,66042,3430,621966,1652248,2274215
2019-01-11,Kerch Strait,chokepoint28,2019,1,11,,,16,1,8,17,25,,,9525,580,24999,10106,35105
2019-01-11,Korea Strait,chokepoint12,2019,1,11,60,45,58,10,70,173,243,642771,959232,148106,8090,735391,1758200,2493591
2019-01-11,Lombok Strait,chokepoint15,2019,1,11,,18,2,,5,20,25,,1189544,2421,,172507,1191965,1364472
2019-01-11,Luzon Strait,chokepoint14,2019,1,11,3,32,5,2,13,42,55,61549,2101414,22510,11746,392789,2197219,2590009
2019-01-11,Magellan Strait,chokepoint21,2019,1,11,,3,,,2,3,5,,104190,,,35350,104190,139540
2019-01-11,Makassar Strait,chokepoint20,2019,1,11,1,51,4,,2,56,58,2957,2318057,13541,,8513,2334555,2343069
2019-01-11,Malacca Strait,chokepoint5,2019,1,11,48,31,12,3,59,94,153,1753114,1580415,48932,,2021483,3382462,5403945
2019-01-11,Mindoro Strait,chokepoint27,2019,1,11,3,30,2,1,2,36,38,38064,1344282,7075,,,1389421,1389421
2019-01-11,Mona Passage,chokepoint24,2019,1,11,5,2,1,,3,8,11,139944,161147,4881,,65858,305973,371831
2019-01-11,Ombai Strait,chokepoint16,2019,1,11,1,8,3,,3,12,15,22533,477341,6991,,3445,506866,510311
2019-01-11,Oresund Strait,chokepoint10,2019,1,11,4,8,21,2,9,35,44,11559,61585,39827,3398,25426,116371,141798
2019-01-11,Panama Canal,chokepoint2,2019,1,11,8,7,,2,11,17,28,303234,284420,,9827,344579,597481,942061
2019-01-11,Strait of Hormuz,chokepoint6,2019,1,11,8,8,3,1,40,20,60,315331,220227,4757,6926,1008345,547242,1555588
2019-01-11,Suez Canal,chokepoint1,2019,1,11,18,10,3,4,19,35,54,883967,528275,23318,17440,930693,1453001,2383695
2019-01-11,Sunda Strait,chokepoint19,2019,1,11,7,11,2,1,16,21,37,154670,518726,50450,85,338301,723933,1062235
2019-01-11,Taiwan Strait,chokepoint11,2019,1,11,89,66,34,4,74,193,267,1704718,2626759,195936,11079,1302295,4538493,5840788
2019-01-11,Torres Strait,chokepoint18,2019,1,11,,,1,1,1,2,3,,,1780,2462,,4242,4242
2019-01-11,Tsugaru Strait,chokepoint13,2019,1,11,16,13,17,1,19,47,66,546205,211556,50220,1154,44282,809136,853418
2019-01-11,Windward Passage,chokepoint23,2019,1,11,5,2,2,2,1,11,12,131786,15287,3342,,,150416,150416
2019-01-11,Yucatan Channel,chokepoint22,2019,1,11,7,6,3,1,21,17,38,29339,189596,31237,,650352,250174,900526
2019-01-12,Bab el-Mandeb Strait,chokepoint4,2019,1,12,12,7,5,3,13,27,40,674149,209253,2739,8178,342195,894320,1236516
2019-01-12,Balabac Strait,chokepoint25,2019,1,12,1,8,,,4,9,13,14200,270197,,,14069,284397,298467
2019-01-12,Bering Strait,chokepoint26,2019,1,12,1,,,,2,1,3,20667,,,,4771,20667,25438
2019-01-12,Bohai Strait,chokepoint17,2019,1,12,12,51,6,,13,69,82,283290,1824442,13220,,238378,2120953,2359332
2019-01-12,Bosporus Strait,chokepoint3,2019,1,12,7,24,49,1,31,81,112,81913,167023,78123,,633281,327060,960342
2019-01-12,Cape of Good Hope,chokepoint7,2019,1,12,4,12,3,1,8,20,28,37281,707658,18814,2729,347545,766483,1114029
2019-01-12,Dover Strait,chokepoint9,2019,1,12,45,22,39,15,44,121,165,752166,622007,126203,39329,821794,1539706,2361501
2019-01-12,Gibraltar Strait,chokepoint8,2019,1,12,28,21,18,2,31,69,100,987980,781082,72877,5070,662819,1847011,2509831
2019-01-12,Kerch Strait,chokepoint28,2019,1,12,,2,53,1,11,56,67,,35686,79332,817,20993,115836,136829
2019-01-12,Korea Strait,chokepoint12,2019,1,12,47,43,50,13,68,153,221,646205,986566,109631,9794,902390,1752198,2654589
2019-01-12,Lombok Strait,chokepoint15,2019,1,12,,30,1,1,8,32,40,,2594234,1877,74,75685,2596186,2671872
2019-01-12,Luzon Strait,chokepoint14,2019,1,12,6,29,2,6,22,43,65,162615,1937043,9799,6307,1674323,2115765,3790089
2019-01-12,Magellan Strait,chokepoint21,2019,1,12,,2,,,,2,2,,56880,,,,56880,56880
2019-01-12,Makassar Strait,chokepoint20,2019,1,12,3,34,2,,3,39,42,29776,1553691,5057,,14095,1588524,1602620
2019-01-12,Malacca Strait,chokepoint5,2019,1,12,44,39,12,10,80,105,185,1300132,2702762,34305,25325,3107731,4062526,7170257
2019-01-12,Mindoro Strait,chokepoint27,2019,1,12,1,26,3,,1,30,31,6973,1031748,5533,,,1044255,1044255
2019-01-12,Mona Passage,chokepoint24,2019,1,12,5,3,5,,5,13,18,104010,120680,24871,,74855,249562,324417
2019-01-12,Ombai Strait,chokepoint16,2019,1,12,,3,,,3,3,6,,295720,,,66344,295720,362064
2019-01-12,Oresund Strait,chokepoint10,2019,1,12,6,8,30,3,13,47,60,14763,46524,42738,,17367,104026,121393
2019-01-12,Panama Canal,chokepoint2,2019,1,12,9,8,1,2,10,20,30,310851,359166,3970,,164036,673989,838025
2019-01-12,Strait of Hormuz,chokepoint6,2019,1,12,7,9,4,,35,20,55,181450,214084,28206,,481324,423741,905066
2019-01-12,Suez Canal,chokepoint1,2019,1,12,13,11,6,2,13,32,45,893912,657561,27263,2942,859363,1581679,2441043
2019-01-12,Sunda Strait,chokepoint19,2019,1,12,3,10,2,,16,15,31,28994,304536,663,,61115,334195,395311
2019-01-12,Taiwan Strait,chokepoint11,2019,1,12,72,75,37,5,74,189,263,1365181,2994471,155315,9090,1026848,4524057,5550906
2019-01-12,Torres Strait,chokepoint18,2019,1,12,1,4,3,,1,8,9,32386,209805,2934,,,245125,245125
2019-01-12,Tsugaru Strait,chokepoint13,2019,1,12,17,17,11,1,21,46,67,483983,383970,33271,4636,460307,905861,1366169
2019-01-12,Windward Passage,chokepoint23,2019,1,12,7,4,,2,2,13,15,155059,97837,,10246,26428,263143,289572
2019-01-12,Yucatan Channel,chokepoint22,2019,1,12,11,5,4,2,20,22,42,59032,116064,12116,,563310,187213,750524
2019-01-13,Bab el-Mandeb Strait,chokepoint4,2019,1,13,21,10,4,2,12,37,49,1282931,531146,27037,2756,788532,1843872,2632405
2019-01-13,Balabac Strait,chokepoint25,2019,1,13,2,6,2,,9,10,19,13647,154632,5793,,157144,174073,331218
2019-01-13,Bering Strait,chokepoint26,2019,1,13,,1,,,,1,1,,,,,,,
2019-01-13,Bohai Strait,chokepoint17,2019,1,13,22,61,9,3,14,95,109,553784,2415679,53811,4818,161249,3028094,3189343
2019-01-13,Bosporus Strait,chokepoint3,2019,1,13,9,17,47,1,27,74,101,79929,267208,82220,571,712709,429929,1142638
2019-01-13,Cape of Good Hope,chokepoint7,2019,1,13,6,29,2,,16,37,53,318114,2597739,15345,,1247018,2931198,4178217
2019-01-13,Dover Strait,chokepoint9,2019,1,13,34,21,53,15,49,123,172,648705,568245,152500,15622,767999,1385073,2153073
2019-01-13,Gibraltar Strait,chokepoint8,2019,1,13,22,21,10,2,24,55,79,841027,1239597,27479,13414,365431,2121519,2486951
2019-01-13,Kerch Strait,chokepoint28,2019,1,13,2,,63,,17,65,82,35875,,82151,,70329,118026,188356
2019-01-13,Korea Strait,chokepoint12,2019,1,13,62,32,47,4,72,145,217,833016,842775,107869,8613,1120021,1792275,2912297
2019-01-13,Lombok Strait,chokepoint15,2019,1,13,,16,2,,6,18,24,,1603093,6733,,162596,1609827,1772423
2019-01-13,Luzon Strait,chokepoint14,2019,1,13,2,21,2,1,18,26,44,6563,1534109,,5106,1139867,1545778,2685646
2019-01-13,Magellan Strait,chokepoint21,2019,1,13,,,,,,,,,,,,,,
2019-01-13,Makassar Strait,chokepoint20,2019,1,13,2,37,1,,2,40,42,11526,1972852,3746,,3264,1988125,1991390
2019-01-13,Malacca Strait,chokepoint5,2019,1,13,39,48,10,4,57,101,158,987496,2765446,70760,10046,2789383,3833749,6623132
2019-01-13,Mindoro Strait,chokepoint27,2019,1,13,2,29,5,,1,36,37,4913,1509345,17439,,855,1531697,1532552
2019-01-13,Mona Passage,chokepoint24,2019,1,13,5,1,2,,,8,8,177057,11392,2573,,,191023,191023
2019-01-13,Ombai Strait,chokepoint16,2019,1,13,1,2,,,6,3,9,7392,,,,82279,7392,89671
2019-01-13,Oresund Strait,chokepoint10,2019,1,13,3,7,28,4,15,42,57,6813,30937,44479,3585,11587,85815,97403
2019-01-13,Panama Canal,chokepoint2,2019,1,13,9,4,6,2,9,21,30,212513,111511,41107,,240965,365132,606097
2019-01-13,Strait of Hormuz,chokepoint6,2019,1,13,6,10,2,1,23,19,42,338527,350088,5407,,1557452,694023,2251475
2019-01-13,Suez Canal,chokepoint1,2019,1,13,14,8,2,1,15,25,40,744842,304922,7518,,947238,1057283,2004521
2019-01-13,Sunda Strait,chokepoint19,2019,1,13,1,6,,,6,7,13,35267,175073,,,201167,210340,411508
2019-01-13,Taiwan Strait,chokepoint11,2019,1,13,102,69,27,10,66,208,274,1734448,2799484,183834,18059,762593,4735826,5498420
2019-01-13,Torres Strait,chokepoint18,2019,1,13,1,7,,1,3,9,12,24917,127621,,578,31352,153118,184470
2019-01-13,Tsugaru Strait,chokepoint13,2019,1,13,17,20,9,5,13,51,64,466478,419807,14387,16809,137821,917483,1055304
2019-01-13,Windward Passage,chokepoint23,2019,1,13,6,1,1,2,3,10,13,124089,56635,3177,16359,47626,200261,247887
2019-01-13,Yucatan Channel,chokepoint22,2019,1,13,9,8,6,,27,23,50,68652,312789,26579,,538867,408022,946889
2019-01-14,Bab el-Mandeb Strait,chokepoint4,2019,1,14,11,11,5,3,18,30,48,668039,405859,24827,6674,1189427,1105400,2294828
2019-01-14,Balabac Strait,chokepoint25,2019,1,14,3,6,1,,6,10,16,15453,321453,1369,,11550,338275,349826
2019-01-14,Bering Strait,chokepoint26,2019,1,14,1,1,,,,2,2,42151,141806,,,,183958,183958
2019-01-14,Bohai Strait,chokepoint17,2019,1,14,16,58,5,4,17,83,100,276656,1512161,29980,8092,225720,1826890,2052611
2019-01-14,Bosporus Strait,chokepoint3,2019,1,14,12,23,35,,25,70,95,65521,472206,103928,,463890,641656,1105546
2019-01-14,Cape of Good Hope,chokepoint7,2019,1,14,10,31,7,1,12,49,61,203507,2733419,76993,4736,1228634,3018657,4247291
2019-01-14,Dover Strait,chokepoint9,2019,1,14,33,17,38,10,64,98,162,859361,783147,86608,15213,1434491,1744330,3178822
2019-01-14,Gibraltar Strait,chokepoint8,2019,1,14,27,23,12,10,26,72,98,867683,1037068,40878,13812,788619,1959442,2748061
2019-01-14,Kerch Strait,chokepoint28,2019,1,14,1,3,30,,13,34,47,,27716,29071,,45273,56787,102060
2019-01-14,Korea Strait,chokepoint12,2019,1,14,56,32,49,5,83,142,225,635921,829052,110473,11524,416887,1586972,2003859
2019-01-14,Lombok Strait,chokepoint15,2019,1,14,1,23,,1,8,25,33,5435,1486006,,1859,187125,1493302,1680428
2019-01-14,Luzon Strait,chokepoint14,2019,1,14,11,33,7,2,25,53,78,245761,2178539,33627,3496,1829919,2461424,4291344
2019-01-14,Magellan Strait,chokepoint21,2019,1,14,,1,1,,3,2,5,,28930,23633,,29838,52563,82401
2019-01-14,Makassar Strait,chokepoint20,2019,1,14,,40,3,,3,43,46,,2325628,9877,,1997,2335505,2337503
2019-01-14,Malacca Strait,chokepoint5,2019,1,14,46,45,11,3,76,105,181,1426285,3075667,28356,3878,3335314,4534187,7869502
2019-01-14,Mindoro Strait,chokepoint27,2019,1,14,1,36,1,,4,38,42,132891,1419414,459,,85134,1552765,1637900
2019-01-14,Mona Passage,chokepoint24,2019,1,14,4,1,1,,2,6,8,30394,49176,3752,,70282,83323,153605
2019-01-14,Ombai Strait,chokepoint16,2019,1,14,3,5,,,7,8,15,49299,482415,,,243026,531715,774741
2019-01-14,Oresund Strait,chokepoint10,2019,1,14,5,2,15,4,18,26,44,8767,2976,31203,2000,53503,44948,98451
2019-01-14,Panama Canal,chokepoint2,2019,1,14,5,8,3,2,13,18,31,135206,276937,13034,36,332318,425215,757534
2019-01-14,Strait of Hormuz,chokepoint6,2019,1,14,4,4,3,4,34,15,49,233937,71235,15603,,2088547,320776,2409324
2019-01-14,Suez Canal,chokepoint1,2019,1,14,19,14,7,4,10,44,54,802733,290096,41096,14874,390131,1148800,1538932
2019-01-14,Sunda Strait,chokepoint19,2019,1,14,2,12,4,3,7,21,28,17318,776922,18200,4731,82983,817173,900156
2019-01-14,Taiwan Strait,chokepoint11,2019,1,14,91,71,28,11,65,201,266,1938689,2229440,171095,15405,789587,4354630,5144218
2019-01-14,Torres Strait,chokepoint18,2019,1,14,2,3,,,1,5,6,56041,15291,,,,71332,71332
2019-01-14,Tsugaru Strait,chokepoint13,2019,1,14,11,28,5,,8,44,52,336043,1099907,11908,,92632,1447859,1540492
2019-01-14,Windward Passage,chokepoint23,2019,1,14,8,1,1,1,2,11,13,266059,,2291,5526,,273876,273876
2019-01-14,Yucatan Channel,chokepoint22,2019,1,14,6,9,4,1,29,20,49,62135,375442,24147,7573,748990,469299,1218290
2019-01-15,Bab el-Mandeb Strait,chokepoint4,2019,1,15,14,10,3,4,18,31,49,834069,704242,19436,9085,584945,1566833,2151779
2019-01-15,Balabac Strait,chokepoint25,2019,1,15,,5,1,,3,6,9,,234871,744,,6654,235616,242270
2019-01-15,Bering Strait,chokepoint26,2019,1,15,1,,1,,,2,2,,,1809,,,1809,1809
2019-01-15,Bohai Strait,chokepoint17,2019,1,15,16,35,7,2,15,60,75,374050,1751578,27651,,366090,2153280,2519370
2019-01-15,Bosporus Strait,chokepoint3,2019,1,15,8,19,48,,27,75,102,59374,546212,136309,,633169,741895,1375065
2019-01-15,Cape of Good Hope,chokepoint7,2019,1,15,4,23,3,3,10,33,43,73309,1635362,29284,13324,677794,1751281,2429075
2019-01-15,Dover Strait,chokepoint9,2019,1,15,22,20,45,12,53,99,152,647082,907549,140788,22018,761276,1717438,2478715
2019-01-15,Gibraltar Strait,chokepoint8,2019,1,15,21,19,20,4,39,64,103,550793,872452,71784,4511,916496,1499542,2416038
2019-01-15,Kerch Strait,chokepoint28,2019,1,15,1,2,14,,7,17,24,,,24874,,13296,24874,38171
2019-01-15,Korea Strait,chokepoint12,2019,1,15,43,42,54,7,61,146,207,603289,797221,132719,13063,1582974,1546293,3129268
2019-01-15,Lombok Strait,chokepoint15,2019,1,15,,30,4,,4,34,38,,1896788,12027,,77089,1908816,1985906
2019-01-15,Luzon Strait,chokepoint14,2019,1,15,3,25,4,1,23,33,56,42225,1314927,16946,1841,975669,1375939,2351609
2019-01-15,Magellan Strait,chokepoint21,2019,1,15,,,,,1,,1,,,,,35433,,35433
2019-01-15,Makassar Strait,chokepoint20,2019,1,15,2,36,5,,5,43,48,25036,1643439,14742,,47404,1683218,1730622
2019-01-15,Malacca Strait,chokepoint5,2019,1,15,38,37,20,8,61,103,164,1160484,1552886,118660,25157,2145980,2857189,5003170
2019-01-15,Mindoro Strait,chokepoint27,2019,1,15,1,27,1,,2,29,31,4834,1765101,1644,,,1771580,1771580
2019-01-15,Mona Passage,chokepoint24,2019,1,15,3,3,,,6,6,12,5070,95435,,,88266,100505,188772
2019-01-15,Ombai Strait,chokepoint16,2019,1,15,1,4,1,,3,6,9,23844,235530,2149,,9310,261524,270834
2019-01-15,Oresund Strait,chokepoint10,2019,1,15,2,2,25,3,7,32,39,4704,,39220,,4018,43924,47943
2019-01-15,Panama Canal,chokepoint2,2019,1,15,3,6,4,2,12,15,27,44439,254747,38159,2483,317337,339829,657167
2019-01-15,Strait of Hormuz,chokepoint6,2019,1,15,10,7,2,4,25,23,48,461651,113578,23098,13915,972941,612244,1585185
2019-01-15,Suez Canal,chokepoint1,2019,1,15,17,7,5,1,19,30,49,1037320,245336,18425,,749687,1301082,2050770
2019-01-15,Sunda Strait,chokepoint19,2019,1,15,1,6,1,,7,8,15,12189,505402,,,119341,517591,636933
2019-01-15,Taiwan Strait,chokepoint11,2019,1,15,90,58,23,5,69,176,245,1630533,1723287,118462,,739571,3472283,4211854
2019-01-15,Torres Strait,chokepoint18,2019,1,15,2,3,,1,,6,6,32386,111906,,578,,144870,144870
2019-01-15,Tsugaru Strait,chokepoint13,2019,1,15,7,24,1,1,12,33,45,343044,1194357,,1256,161013,1538657,1699670
2019-01-15,Windward Passage,chokepoint23,2019,1,15,6,4,2,,1,12,13,72267,99268,8166,,26923,179702,206625
2019-01-15,Yucatan Channel,chokepoint22,2019,1,15,9,6,5,2,18,22,40,67513,151943,25766,,569174,245222,814397
2019-01-16,Bab el-Mandeb Strait,chokepoint4,2019,1,16,19,13,5,6,21,43,64,1090528,458071,16063,25687,818881,1590351,2409232
