date,tonnes,vessels,company,source_url,publisher,source_quote,method,import_volume_t,avg_cif_usd_t,granularity
2021-11-01,3201230.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202111,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 3201230 tonnes, CIF $183284286",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),3201230.0,57.25,monthly_bilateral_mirror
2021-12-01,3520020.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202112,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 3520020 tonnes, CIF $209213439",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),3520020.0,59.44,monthly_bilateral_mirror
2021-12-31,85660000.0,,National Total,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Guinea Bauxite Export Growth View data table Data table for Chart Year Export Rate 2015 18 2016 20.9 2017 43 2018 54.15 2019 64.45 2020 82.4 2021 85.66 2022 103 2023 127 2024 145 2025 183,Ministry-reported (Direct Republisher),85660000.0,,annual_national
2022-01-01,5511390.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202201,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 5511390 tonnes, CIF $329468596",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),5511390.0,59.78,monthly_bilateral_mirror
2022-02-01,6005870.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202202,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6005870 tonnes, CIF $369269104",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6005870.0,61.48,monthly_bilateral_mirror
2022-03-01,6183280.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202203,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6183280 tonnes, CIF $377413298",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6183280.0,61.04,monthly_bilateral_mirror
2022-04-01,5852890.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202204,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 5852890 tonnes, CIF $356701520",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),5852890.0,60.94,monthly_bilateral_mirror
2022-05-01,6977630.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202205,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6977630 tonnes, CIF $434229728",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6977630.0,62.23,monthly_bilateral_mirror
2022-06-01,5747440.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202206,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 5747440 tonnes, CIF $357434297",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),5747440.0,62.19,monthly_bilateral_mirror
2022-07-01,5921410.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202207,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 5921410 tonnes, CIF $379805236",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),5921410.0,64.14,monthly_bilateral_mirror
2022-08-01,6203950.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202208,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6203950 tonnes, CIF $418130542",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6203950.0,67.4,monthly_bilateral_mirror
2022-09-01,4097800.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202209,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 4097800 tonnes, CIF $284309625",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),4097800.0,69.38,monthly_bilateral_mirror
2022-10-01,4366760.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202210,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 4366760 tonnes, CIF $297753204",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),4366760.0,68.19,monthly_bilateral_mirror
2022-11-01,7192460.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202211,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7192460 tonnes, CIF $481942576",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7192460.0,67.01,monthly_bilateral_mirror
2022-12-01,6157810.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202212,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6157810 tonnes, CIF $407183998",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6157810.0,66.12,monthly_bilateral_mirror
2022-12-31,103000000.0,,National Total,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Guinea Bauxite Export Growth View data table Data table for Chart Year Export Rate 2015 18 2016 20.9 2017 43 2018 54.15 2019 64.45 2020 82.4 2021 85.66 2022 103 2023 127 2024 145 2025 183,Ministry-reported (Direct Republisher),103000000.0,,annual_national
2023-01-01,9144190.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202301,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9144190 tonnes, CIF $607482720",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9144190.0,66.43,monthly_bilateral_mirror
2023-02-01,7901450.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202302,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7901450 tonnes, CIF $507946655",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7901450.0,64.29,monthly_bilateral_mirror
2023-03-01,8868430.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202303,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8868430 tonnes, CIF $572111382",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8868430.0,64.51,monthly_bilateral_mirror
2023-04-01,8856670.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202304,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8856670 tonnes, CIF $571779982",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8856670.0,64.56,monthly_bilateral_mirror
2023-05-01,9781700.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202305,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9781700 tonnes, CIF $614447710",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9781700.0,62.82,monthly_bilateral_mirror
2023-06-01,8125970.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202306,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8125970 tonnes, CIF $514156448",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8125970.0,63.27,monthly_bilateral_mirror
2023-07-01,9164150.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202307,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9164150 tonnes, CIF $569909045",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9164150.0,62.19,monthly_bilateral_mirror
2023-08-01,7323440.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202308,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7323440 tonnes, CIF $464817988",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7323440.0,63.47,monthly_bilateral_mirror
