date,week,month,year,port,in_port,loaded_7_days,due_10_days
2001-08-16,33,8,2001,Gulf,35,52.0,56.0
2001-08-23,34,8,2001,PNW,10,,
2001-08-23,34,8,2001,Gulf,38,49.0,67.0
2001-08-30,35,8,2001,PNW,7,,
2001-08-30,35,8,2001,Gulf,34,45.0,55.0
2001-09-06,36,9,2001,Gulf,30,46.0,58.0
2001-09-06,36,9,2001,PNW,6,,
2001-09-13,37,9,2001,PNW,1,,
2001-09-13,37,9,2001,Gulf,34,48.0,54.0
2001-09-20,38,9,2001,PNW,9,,
2001-09-20,38,9,2001,Gulf,35,44.0,53.0
2001-09-27,39,9,2001,PNW,4,,
2001-09-27,39,9,2001,Gulf,32,46.0,61.0
2001-10-04,40,10,2001,PNW,7,,
2001-10-04,40,10,2001,Gulf,30,50.0,64.0
2001-10-11,41,10,2001,Gulf,26,55.0,70.0
2001-10-11,41,10,2001,PNW,13,,
2001-10-18,42,10,2001,PNW,14,,
2001-10-18,42,10,2001,Gulf,38,45.0,64.0
2001-10-25,43,10,2001,PNW,16,,
2001-10-25,43,10,2001,Gulf,37,64.0,73.0
2001-11-01,44,10,2001,PNW,12,,
2001-11-01,44,10,2001,Gulf,46,63.0,77.0
2001-11-08,45,11,2001,PNW,9,,
2001-11-08,45,11,2001,Gulf,35,57.0,66.0
2001-11-15,46,11,2001,PNW,11,,
2001-11-15,46,11,2001,Gulf,33,55.0,73.0
2001-11-22,47,11,2001,PNW,8,,
2001-11-22,47,11,2001,Gulf,40,48.0,64.0
2001-11-29,48,11,2001,Gulf,45,48.0,76.0
2001-11-29,48,11,2001,PNW,8,,
2001-12-06,49,12,2001,PNW,12,,
2001-12-06,49,12,2001,Gulf,59,58.0,77.0
2001-12-13,50,12,2001,PNW,9,,
2001-12-13,50,12,2001,Gulf,39,57.0,78.0
2001-12-20,51,12,2001,PNW,14,,
2001-12-20,51,12,2001,Gulf,34,48.0,63.0
2001-12-27,52,12,2001,PNW,10,,
2001-12-27,52,12,2001,Gulf,42,49.0,67.0
2002-01-03,53,12,2001,Gulf,43,42.0,68.0
2002-01-03,53,12,2001,PNW,8,,
2002-01-10,1,1,2002,PNW,7,,
2002-01-10,1,1,2002,Gulf,54,66.0,73.0
2002-01-17,2,1,2002,PNW,4,,
2002-01-17,2,1,2002,Gulf,40,60.0,77.0
2002-01-24,3,1,2002,PNW,8,,
2002-01-24,3,1,2002,Gulf,38,62.0,81.0
2002-01-31,4,1,2002,PNW,12,,
2002-01-31,4,1,2002,Gulf,39,54.0,80.0
2002-02-07,5,2,2002,PNW,15,,
2002-02-07,5,2,2002,Gulf,48,60.0,67.0
2002-02-14,6,2,2002,Gulf,48,60.0,74.0
2002-02-14,6,2,2002,PNW,13,,
2002-02-21,7,2,2002,Gulf,57,65.0,72.0
2002-02-21,7,2,2002,PNW,8,,
2002-02-28,8,2,2002,PNW,5,,
2002-02-28,8,2,2002,Gulf,51,66.0,73.0
2002-03-07,9,3,2002,PNW,12,,
2002-03-07,9,3,2002,Gulf,33,65.0,68.0
2002-03-14,10,3,2002,PNW,10,,
2002-03-14,10,3,2002,Gulf,31,56.0,67.0
2002-03-21,11,3,2002,PNW,8,,
2002-03-21,11,3,2002,Gulf,36,55.0,59.0
2002-03-28,12,3,2002,Gulf,31,45.0,58.0
2002-03-28,12,3,2002,PNW,6,,
2002-04-04,13,4,2002,PNW,5,,
2002-04-04,13,4,2002,Gulf,29,47.0,53.0
2002-04-11,14,4,2002,PNW,5,,
2002-04-11,14,4,2002,Gulf,40,52.0,51.0
2002-04-18,15,4,2002,PNW,8,,
2002-04-18,15,4,2002,Gulf,29,48.0,68.0
2002-04-25,16,4,2002,PNW,7,,
2002-04-25,16,4,2002,Gulf,19,47.0,55.0
2002-05-02,17,4,2002,PNW,5,,
2002-05-02,17,4,2002,Gulf,26,51.0,50.0
2002-05-09,18,5,2002,PNW,5,,
2002-05-09,18,5,2002,Gulf,22,44.0,56.0
2002-05-16,19,5,2002,PNW,4,,
2002-05-16,19,5,2002,Gulf,30,50.0,69.0
2002-05-23,20,5,2002,PNW,6,,
2002-05-23,20,5,2002,Gulf,32,47.0,54.0
2002-05-30,21,5,2002,Gulf,36,43.0,52.0
2002-05-30,21,5,2002,PNW,9,,
2002-06-06,22,6,2002,PNW,9,,
2002-06-06,22,6,2002,Gulf,38,38.0,60.0
2002-06-13,23,6,2002,PNW,4,,
2002-06-13,23,6,2002,Gulf,35,42.0,58.0
2002-06-20,24,6,2002,PNW,4,,
2002-06-20,24,6,2002,Gulf,37,51.0,63.0
2002-06-27,25,6,2002,PNW,11,,
2002-06-27,25,6,2002,Gulf,27,40.0,65.0
2002-07-04,26,7,2002,Gulf,44,52.0,61.0
2002-07-04,26,7,2002,PNW,6,,
2002-07-11,27,7,2002,PNW,3,,
2002-07-11,27,7,2002,Gulf,36,56.0,70.0
2002-07-18,28,7,2002,PNW,3,,
2002-07-18,28,7,2002,Gulf,40,52.0,44.0
2002-07-25,29,7,2002,PNW,7,,
2002-07-25,29,7,2002,Gulf,24,52.0,65.0
2002-08-01,30,7,2002,PNW,8,,
2002-08-01,30,7,2002,Gulf,22,51.0,67.0
2002-08-08,31,8,2002,PNW,4,,
2002-08-08,31,8,2002,Gulf,28,59.0,75.0
2002-08-15,32,8,2002,Gulf,25,46.0,52.0
2002-08-15,32,8,2002,PNW,10,,
2002-08-22,33,8,2002,PNW,8,,
2002-08-22,33,8,2002,Gulf,32,57.0,55.0
2002-08-29,34,8,2002,PNW,5,,
2002-08-29,34,8,2002,Gulf,27,58.0,63.0
2002-09-05,35,9,2002,PNW,8,,
2002-09-05,35,9,2002,Gulf,35,49.0,47.0
2002-09-12,36,9,2002,PNW,8,,
2002-09-12,36,9,2002,Gulf,24,48.0,51.0
2002-09-19,37,9,2002,Gulf,17,48.0,61.0
2002-09-19,37,9,2002,PNW,7,,
2002-09-26,38,9,2002,PNW,8,,
2002-09-26,38,9,2002,Gulf,22,40.0,68.0
2002-10-03,39,9,2002,PNW,9,,
2002-10-03,39,9,2002,Gulf,15,43.0,69.0
2002-10-10,40,10,2002,PNW,14,,
2002-10-10,40,10,2002,Gulf,43,33.0,73.0
2002-10-17,41,10,2002,PNW,14,,
2002-10-17,41,10,2002,Gulf,41,52.0,72.0
2002-10-24,42,10,2002,PNW,14,,
2002-10-24,42,10,2002,Gulf,46,53.0,71.0
2002-10-31,43,10,2002,PNW,12,,
2002-10-31,43,10,2002,Gulf,43,58.0,75.0
2002-11-07,44,11,2002,Gulf,55,55.0,82.0
2002-11-07,44,11,2002,PNW,10,,
2002-11-14,45,11,2002,PNW,8,,
2002-11-14,45,11,2002,Gulf,46,53.0,76.0
2002-11-21,46,11,2002,PNW,10,,
2002-11-21,46,11,2002,Gulf,40,55.0,67.0
2002-11-28,47,11,2002,PNW,9,,
2002-11-28,47,11,2002,Gulf,39,55.0,54.0
2002-12-05,48,12,2002,PNW,10,,
2002-12-05,48,12,2002,Gulf,37,54.0,69.0
2002-12-12,49,12,2002,Gulf,33,48.0,87.0
2002-12-12,49,12,2002,PNW,15,,
2002-12-19,50,12,2002,PNW,15,,
2002-12-19,50,12,2002,Gulf,38,47.0,74.0
2002-12-26,51,12,2002,PNW,11,,
2002-12-26,51,12,2002,Gulf,39,44.0,66.0
2003-01-02,52,12,2002,PNW,7,,
2003-01-02,52,12,2002,Gulf,40,46.0,68.0
2003-01-09,1,1,2003,PNW,3,,
2003-01-09,1,1,2003,Gulf,35,50.0,80.0
2003-01-16,2,1,2003,PNW,5,,
2003-01-16,2,1,2003,Gulf,43,53.0,63.0
2003-01-23,3,1,2003,Gulf,43,57.0,61.0
2003-01-23,3,1,2003,PNW,7,,
2003-01-30,4,1,2003,Gulf,38,69.0,64.0
2003-01-30,4,1,2003,PNW,5,,
2003-02-06,5,2,2003,PNW,9,,
2003-02-06,5,2,2003,Gulf,47,55.0,58.0
2003-02-13,6,2,2003,PNW,8,,
2003-02-13,6,2,2003,Gulf,45,55.0,50.0
2003-02-20,7,2,2003,PNW,11,,
2003-02-20,7,2,2003,Gulf,46,49.0,53.0
2003-02-27,8,2,2003,PNW,9,,
2003-02-27,8,2,2003,Gulf,33,45.0,59.0
2003-03-06,9,3,2003,Gulf,47,48.0,48.0
2003-03-06,9,3,2003,PNW,8,,
2003-03-13,10,3,2003,PNW,11,,
2003-03-13,10,3,2003,Gulf,31,46.0,53.0
2003-03-20,11,3,2003,PNW,12,,
2003-03-20,11,3,2003,Gulf,28,40.0,58.0
2003-03-27,12,3,2003,PNW,12,,
2003-03-27,12,3,2003,Gulf,27,41.0,58.0
2003-04-03,13,3,2003,PNW,9,,
2003-04-03,13,3,2003,Gulf,19,40.0,50.0
2003-04-10,14,4,2003,PNW,4,,
2003-04-10,14,4,2003,Gulf,24,44.0,49.0
2003-04-17,15,4,2003,PNW,9,,
2003-04-17,15,4,2003,Gulf,11,34.0,43.0
2003-04-24,16,4,2003,PNW,13,,
2003-04-24,16,4,2003,Gulf,18,35.0,50.0
2003-05-01,17,4,2003,Gulf,13,30.0,39.0
2003-05-01,17,4,2003,PNW,9,,
2003-05-08,18,5,2003,PNW,6,,
2003-05-08,18,5,2003,Gulf,15,36.0,56.0
2003-05-15,19,5,2003,PNW,11,,
2003-05-15,19,5,2003,Gulf,23,36.0,43.0
2003-05-22,20,5,2003,PNW,6,,
2003-05-22,20,5,2003,Gulf,25,34.0,44.0
2003-05-29,21,5,2003,PNW,9,,
2003-05-29,21,5,2003,Gulf,20,31.0,54.0
2003-06-05,22,6,2003,Gulf,24,36.0,44.0
2003-06-05,22,6,2003,PNW,7,,
2003-06-12,23,6,2003,PNW,10,,
2003-06-12,23,6,2003,Gulf,24,42.0,47.0
2003-06-19,24,6,2003,PNW,3,,
2003-06-19,24,6,2003,Gulf,24,38.0,58.0
2003-06-26,25,6,2003,PNW,3,,
2003-06-26,25,6,2003,Gulf,28,40.0,65.0
2003-07-03,26,6,2003,PNW,5,,
2003-07-03,26,6,2003,Gulf,29,40.0,61.0
2003-07-10,27,7,2003,PNW,9,,
2003-07-10,27,7,2003,Gulf,39,56.0,55.0
2003-07-17,28,7,2003,Gulf,26,51.0,54.0
2003-07-17,28,7,2003,PNW,7,,
2003-07-24,29,7,2003,PNW,11,,
2003-07-24,29,7,2003,Gulf,29,47.0,64.0
2003-07-31,30,7,2003,PNW,4,,
2003-07-31,30,7,2003,Gulf,23,48.0,67.0
2003-08-07,31,8,2003,PNW,10,,
2003-08-07,31,8,2003,Gulf,28,47.0,65.0
2003-08-14,32,8,2003,PNW,9,,
2003-08-14,32,8,2003,Gulf,35,36.0,69.0
2003-08-21,33,8,2003,Gulf,41,57.0,72.0
2003-08-21,33,8,2003,PNW,9,,
2003-08-28,34,8,2003,PNW,12,,
2003-08-28,34,8,2003,Gulf,30,50.0,64.0
2003-09-04,35,9,2003,PNW,12,,
2003-09-04,35,9,2003,Gulf,31,45.0,68.0
2003-09-11,36,9,2003,PNW,13,,
2003-09-11,36,9,2003,Gulf,37,50.0,58.0
2003-09-18,37,9,2003,PNW,12,,
2003-09-18,37,9,2003,Gulf,44,54.0,56.0
2003-09-25,38,9,2003,PNW,9,,
2003-09-25,38,9,2003,Gulf,31,53.0,65.0
2003-10-02,39,9,2003,PNW,7,,
2003-10-02,39,9,2003,Gulf,30,53.0,65.0
2003-10-09,40,10,2003,Gulf,34,56.0,79.0
2003-10-09,40,10,2003,PNW,8,,
2003-10-16,41,10,2003,PNW,11,,
2003-10-16,41,10,2003,Gulf,38,56.0,82.0
2003-10-23,42,10,2003,PNW,11,,
2003-10-23,42,10,2003,Gulf,40,61.0,84.0
2003-10-30,43,10,2003,PNW,7,,
2003-10-30,43,10,2003,Gulf,28,66.0,84.0
2003-11-06,44,11,2003,PNW,9,,
2003-11-06,44,11,2003,Gulf,34,56.0,93.0
2003-11-13,45,11,2003,Gulf,37,57.0,83.0
2003-11-13,45,11,2003,PNW,10,,
2003-11-20,46,11,2003,PNW,8,,
2003-11-20,46,11,2003,Gulf,33,67.0,78.0
2003-11-27,47,11,2003,PNW,10,,
2003-11-27,47,11,2003,Gulf,35,76.0,51.0
2003-12-04,48,12,2003,PNW,10,,
2003-12-04,48,12,2003,Gulf,29,60.0,85.0
2003-12-11,49,12,2003,PNW,5,,
2003-12-11,49,12,2003,Gulf,23,52.0,62.0
2003-12-18,50,12,2003,PNW,10,,
2003-12-18,50,12,2003,Gulf,22,57.0,82.0
2003-12-25,51,12,2003,Gulf,20,57.0,64.0
2003-12-25,51,12,2003,PNW,9,,
2004-01-01,52,12,2003,Gulf,28,36.0,62.0
2004-01-01,52,12,2003,PNW,13,,
2004-01-08,1,1,2004,PNW,10,,
2004-01-08,1,1,2004,Gulf,37,53.0,78.0
2004-01-15,2,1,2004,PNW,11,,
2004-01-15,2,1,2004,Gulf,34,64.0,91.0
2004-01-22,3,1,2004,PNW,9,,
2004-01-22,3,1,2004,Gulf,29,61.0,78.0
2004-01-29,4,1,2004,PNW,12,,
2004-01-29,4,1,2004,Gulf,28,60.0,69.0
2004-02-05,5,2,2004,Gulf,30,47.0,63.0
2004-02-05,5,2,2004,PNW,13,,
2004-02-12,6,2,2004,PNW,12,,
2004-02-12,6,2,2004,Gulf,35,46.0,74.0
2004-02-19,7,2,2004,PNW,9,,
2004-02-19,7,2,2004,Gulf,39,49.0,74.0
2004-02-26,8,2,2004,PNW,6,,
2004-02-26,8,2,2004,Gulf,26,45.0,78.0
2004-03-04,9,3,2004,PNW,10,,
2004-03-04,9,3,2004,Gulf,23,73.0,65.0
2004-03-11,10,3,2004,PNW,8,,
2004-03-11,10,3,2004,Gulf,22,56.0,65.0
2004-03-18,11,3,2004,PNW,12,,
2004-03-18,11,3,2004,Gulf,18,51.0,55.0
2004-03-25,12,3,2004,PNW,9,,
2004-03-25,12,3,2004,Gulf,18,47.0,53.0
2004-04-01,13,3,2004,PNW,7,,
2004-04-01,13,3,2004,Gulf,17,40.0,56.0
2004-04-08,14,4,2004,PNW,8,,
2004-04-08,14,4,2004,Gulf,20,47.0,43.0
2004-04-15,15,4,2004,PNW,9,,
2004-04-15,15,4,2004,Gulf,14,28.0,46.0
2004-04-22,16,4,2004,Gulf,17,40.0,45.0
2004-04-22,16,4,2004,PNW,7,,
2004-04-29,17,4,2004,PNW,11,,
2004-04-29,17,4,2004,Gulf,18,44.0,48.0
2004-05-06,18,5,2004,PNW,8,,
2004-05-06,18,5,2004,Gulf,16,33.0,62.0
2004-05-13,19,5,2004,PNW,9,,
2004-05-13,19,5,2004,Gulf,17,40.0,52.0
2004-05-20,20,5,2004,PNW,10,,
2004-05-20,20,5,2004,Gulf,15,37.0,45.0
2004-05-27,21,5,2004,Gulf,13,36.0,46.0
2004-05-27,21,5,2004,PNW,9,,
2004-06-03,22,5,2004,PNW,11,,
2004-06-03,22,5,2004,Gulf,15,36.0,43.0
2004-06-10,23,6,2004,PNW,10,,
2004-06-10,23,6,2004,Gulf,12,38.0,44.0
2004-06-17,24,6,2004,PNW,10,,
2004-06-17,24,6,2004,Gulf,12,32.0,44.0
2004-06-24,25,6,2004,PNW,8,,
2004-06-24,25,6,2004,Gulf,10,31.0,52.0
2004-07-01,26,6,2004,PNW,9,,
2004-07-01,26,6,2004,Gulf,21,25.0,38.0
2004-07-08,27,7,2004,Gulf,29,36.0,45.0
2004-07-08,27,7,2004,PNW,6,,
2004-07-15,28,7,2004,PNW,7,,
2004-07-15,28,7,2004,Gulf,14,44.0,52.0
2004-07-22,29,7,2004,PNW,6,,
2004-07-22,29,7,2004,Gulf,14,35.0,52.0
2004-07-29,30,7,2004,PNW,12,,
2004-07-29,30,7,2004,Gulf,16,39.0,48.0
2004-08-05,31,8,2004,PNW,6,,
2004-08-05,31,8,2004,Gulf,16,40.0,50.0
2004-08-12,32,8,2004,Gulf,16,39.0,57.0
2004-08-12,32,8,2004,PNW,4,,
2004-08-19,33,8,2004,PNW,13,,
2004-08-19,33,8,2004,Gulf,16,41.0,42.0
2004-08-26,34,8,2004,PNW,9,,
2004-08-26,34,8,2004,Gulf,21,38.0,41.0
2004-09-02,35,8,2004,PNW,10,,
2004-09-02,35,8,2004,Gulf,15,42.0,53.0
2004-09-09,36,9,2004,PNW,10,,
2004-09-09,36,9,2004,Gulf,24,34.0,57.0
2004-09-16,37,9,2004,PNW,11,,
2004-09-16,37,9,2004,Gulf,16,31.0,62.0
2004-09-23,38,9,2004,PNW,9,,
2004-09-23,38,9,2004,Gulf,27,42.0,57.0
2004-09-30,39,9,2004,Gulf,25,48.0,88.0
2004-09-30,39,9,2004,PNW,10,,
2004-10-07,40,10,2004,PNW,9,,
2004-10-07,40,10,2004,Gulf,17,66.0,96.0
2004-10-14,41,10,2004,PNW,16,,
2004-10-14,41,10,2004,Gulf,34,50.0,83.0
2004-10-21,42,10,2004,PNW,13,,
2004-10-21,42,10,2004,Gulf,30,50.0,81.0
2004-10-28,43,10,2004,PNW,7,,
2004-10-28,43,10,2004,Gulf,27,50.0,71.0
2004-11-04,44,11,2004,Gulf,43,51.0,64.0
2004-11-04,44,11,2004,PNW,12,,
2004-11-11,45,11,2004,PNW,12,,
2004-11-11,45,11,2004,Gulf,41,51.0,68.0
2004-11-18,46,11,2004,PNW,9,,
2004-11-18,46,11,2004,Gulf,31,49.0,67.0
2004-11-25,47,11,2004,PNW,8,,
2004-11-25,47,11,2004,Gulf,35,44.0,65.0
2004-12-02,48,11,2004,PNW,10,,
2004-12-02,48,11,2004,Gulf,28,48.0,65.0
2004-12-09,49,12,2004,PNW,9,,
2004-12-09,49,12,2004,Gulf,28,44.0,75.0
2004-12-16,50,12,2004,Gulf,37,54.0,75.0
2004-12-16,50,12,2004,PNW,9,,
2004-12-23,51,12,2004,PNW,9,,
2004-12-23,51,12,2004,Gulf,37,52.0,80.0
2004-12-30,52,12,2004,PNW,10,,
2004-12-30,52,12,2004,Gulf,37,44.0,72.0
2005-01-06,1,1,2005,PNW,10,,
2005-01-06,1,1,2005,Gulf,40,41.0,75.0
2005-01-13,2,1,2005,PNW,13,,
2005-01-13,2,1,2005,Gulf,43,42.0,72.0
2005-01-20,3,1,2005,Gulf,40,56.0,76.0
2005-01-20,3,1,2005,PNW,13,,
2005-01-27,4,1,2005,PNW,14,,
2005-01-27,4,1,2005,Gulf,36,47.0,61.0
2005-02-03,5,1,2005,PNW,10,,
2005-02-03,5,1,2005,Gulf,42,33.0,58.0
2005-02-10,6,2,2005,PNW,10,,
2005-02-10,6,2,2005,Gulf,38,37.0,66.0
2005-02-17,7,2,2005,PNW,9,,
2005-02-17,7,2,2005,Gulf,40,42.0,56.0
2005-02-24,8,2,2005,PNW,7,,
2005-02-24,8,2,2005,Gulf,35,50.0,55.0
2005-03-03,9,2,2005,PNW,7,,
2005-03-03,9,2,2005,Gulf,31,41.0,61.0
2005-03-10,10,3,2005,PNW,6,,
2005-03-10,10,3,2005,Gulf,29,39.0,53.0
2005-03-17,11,3,2005,Gulf,41,40.0,49.0
2005-03-17,11,3,2005,PNW,9,,
2005-03-24,12,3,2005,PNW,11,,
2005-03-24,12,3,2005,Gulf,19,52.0,50.0
2005-03-31,13,3,2005,PNW,13,,
2005-03-31,13,3,2005,Gulf,17,38.0,47.0
2005-04-07,14,4,2005,PNW,7,,
2005-04-07,14,4,2005,Gulf,16,32.0,51.0
2005-04-14,15,4,2005,PNW,10,,
2005-04-14,15,4,2005,Gulf,20,34.0,54.0
2005-04-21,16,4,2005,Gulf,26,37.0,33.0
2005-04-21,16,4,2005,PNW,6,,
2005-04-28,17,4,2005,PNW,7,,
2005-04-28,17,4,2005,Gulf,31,39.0,44.0
2005-05-05,18,5,2005,PNW,6,,
2005-05-05,18,5,2005,Gulf,15,32.0,44.0
2005-05-12,19,5,2005,PNW,7,,
2005-05-12,19,5,2005,Gulf,11,29.0,45.0
2005-05-19,20,5,2005,PNW,7,,
2005-05-19,20,5,2005,Gulf,17,33.0,50.0
2005-05-26,21,5,2005,PNW,7,,
2005-05-26,21,5,2005,Gulf,16,35.0,48.0
2005-06-02,22,5,2005,Gulf,20,30.0,44.0
2005-06-02,22,5,2005,PNW,6,,
2005-06-09,23,6,2005,PNW,6,,
2005-06-09,23,6,2005,Gulf,14,32.0,47.0
2005-06-16,24,6,2005,PNW,7,,
2005-06-16,24,6,2005,Gulf,14,32.0,51.0
2005-06-23,25,6,2005,PNW,6,,
2005-06-23,25,6,2005,Gulf,17,39.0,42.0
2005-06-30,26,6,2005,PNW,7,,
2005-06-30,26,6,2005,Gulf,18,33.0,45.0
2005-07-07,27,7,2005,Gulf,21,30.0,51.0
2005-07-07,27,7,2005,PNW,10,,
2005-07-14,28,7,2005,PNW,11,,
2005-07-14,28,7,2005,Gulf,25,30.0,48.0
2005-07-21,29,7,2005,PNW,10,,
2005-07-21,29,7,2005,Gulf,22,47.0,50.0
2005-07-28,30,7,2005,PNW,13,,
2005-07-28,30,7,2005,Gulf,20,40.0,49.0
2005-08-04,31,8,2005,PNW,6,,
2005-08-04,31,8,2005,Gulf,16,43.0,48.0
2005-08-11,32,8,2005,PNW,2,,
2005-08-11,32,8,2005,Gulf,18,40.0,50.0
2005-08-18,33,8,2005,PNW,9,,
2005-08-18,33,8,2005,Gulf,22,39.0,46.0
2005-08-25,34,8,2005,Gulf,23,36.0,49.0
2005-08-25,34,8,2005,PNW,7,,
2005-09-01,35,8,2005,PNW,11,,
2005-09-01,35,8,2005,Gulf,12,10.0,18.0
2005-09-08,36,9,2005,PNW,11,,
2005-09-08,36,9,2005,Gulf,18,16.0,24.0
2005-09-15,37,9,2005,PNW,11,,
2005-09-15,37,9,2005,Gulf,26,45.0,45.0
2005-09-22,38,9,2005,PNW,12,,
2005-09-22,38,9,2005,Gulf,18,24.0,33.0
2005-09-29,39,9,2005,Gulf,29,18.0,52.0
2005-09-29,39,9,2005,PNW,17,,
2005-10-06,40,10,2005,PNW,14,,
2005-10-06,40,10,2005,Gulf,57,35.0,66.0
2005-10-13,41,10,2005,PNW,12,,
2005-10-13,41,10,2005,Gulf,42,49.0,57.0
2005-10-20,42,10,2005,PNW,16,,
2005-10-20,42,10,2005,Gulf,37,52.0,60.0
2005-10-27,43,10,2005,PNW,15,,
2005-10-27,43,10,2005,Gulf,25,47.0,67.0
2005-11-03,44,10,2005,PNW,13,,
2005-11-03,44,10,2005,Gulf,35,45.0,63.0
2005-11-10,45,11,2005,Gulf,29,50.0,56.0
2005-11-10,45,11,2005,PNW,11,,
2005-11-17,46,11,2005,Gulf,35,41.0,54.0
2005-11-17,46,11,2005,PNW,8,,
2005-11-24,47,11,2005,PNW,7,,
2005-11-24,47,11,2005,Gulf,29,45.0,64.0
2005-12-01,48,11,2005,PNW,14,,
2005-12-01,48,11,2005,Gulf,32,44.0,63.0
2005-12-08,49,12,2005,PNW,10,,
2005-12-08,49,12,2005,Gulf,32,51.0,55.0
2005-12-15,50,12,2005,PNW,9,,
2005-12-15,50,12,2005,Gulf,27,54.0,65.0
2005-12-22,51,12,2005,Gulf,29,48.0,58.0
2005-12-22,51,12,2005,PNW,6,,
2005-12-29,52,12,2005,PNW,6,,
2005-12-29,52,12,2005,Gulf,37,42.0,72.0
2006-01-05,1,1,2006,PNW,7,,
2006-01-05,1,1,2006,Gulf,28,52.0,59.0
2006-01-12,2,1,2006,PNW,17,,
2006-01-12,2,1,2006,Gulf,26,52.0,69.0
2006-01-19,3,1,2006,PNW,12,,
2006-01-19,3,1,2006,Gulf,20,48.0,72.0
2006-01-26,4,1,2006,PNW,13,,
2006-01-26,4,1,2006,Gulf,25,43.0,81.0
2006-02-02,5,1,2006,PNW,15,,
2006-02-02,5,1,2006,Gulf,35,52.0,61.0
2006-02-09,6,2,2006,PNW,12,,
2006-02-09,6,2,2006,Gulf,34,45.0,58.0
2006-02-16,7,2,2006,PNW,12,,
2006-02-16,7,2,2006,Gulf,22,56.0,72.0
2006-02-23,8,2,2006,Gulf,30,47.0,65.0
2006-02-23,8,2,2006,PNW,12,,
2006-03-02,9,2,2006,PNW,11,,
2006-03-02,9,2,2006,Gulf,36,49.0,61.0
2006-03-09,10,3,2006,PNW,11,,
2006-03-09,10,3,2006,Gulf,22,54.0,61.0
2006-03-16,11,3,2006,PNW,12,,
2006-03-16,11,3,2006,Gulf,25,50.0,61.0
2006-03-23,12,3,2006,PNW,7,,
2006-03-23,12,3,2006,Gulf,18,47.0,52.0
2006-03-30,13,3,2006,Gulf,16,35.0,46.0
2006-03-30,13,3,2006,PNW,6,,
2006-04-06,14,4,2006,PNW,1,,
2006-04-06,14,4,2006,Gulf,16,33.0,48.0
2006-04-13,15,4,2006,PNW,8,,
2006-04-13,15,4,2006,Gulf,20,33.0,52.0
2006-04-20,16,4,2006,PNW,10,,
2006-04-20,16,4,2006,Gulf,19,34.0,49.0
2006-04-27,17,4,2006,PNW,4,,
2006-04-27,17,4,2006,Gulf,20,39.0,45.0
2006-05-04,18,5,2006,PNW,7,,
2006-05-04,18,5,2006,Gulf,17,36.0,59.0
2006-05-11,19,5,2006,Gulf,27,37.0,61.0
2006-05-11,19,5,2006,PNW,10,,
2006-05-18,20,5,2006,PNW,7,,
2006-05-18,20,5,2006,Gulf,22,40.0,58.0
2006-05-25,21,5,2006,PNW,5,,
2006-05-25,21,5,2006,Gulf,26,46.0,48.0
2006-06-01,22,5,2006,PNW,9,,
2006-06-01,22,5,2006,Gulf,27,41.0,51.0
2006-06-08,23,6,2006,PNW,11,,
2006-06-08,23,6,2006,Gulf,19,35.0,48.0
2006-06-15,24,6,2006,Gulf,13,36.0,50.0
2006-06-15,24,6,2006,PNW,3,,
2006-06-22,25,6,2006,PNW,7,,
2006-06-22,25,6,2006,Gulf,17,40.0,63.0
2006-06-29,26,6,2006,PNW,7,,
2006-06-29,26,6,2006,Gulf,23,31.0,57.0
2006-07-06,27,7,2006,PNW,4,,
2006-07-06,27,7,2006,Gulf,23,34.0,60.0
2006-07-13,28,7,2006,PNW,7,,
2006-07-13,28,7,2006,Gulf,36,44.0,54.0
2006-07-20,29,7,2006,PNW,6,,
2006-07-20,29,7,2006,Gulf,23,38.0,53.0
2006-07-27,30,7,2006,PNW,3,,
2006-07-27,30,7,2006,Gulf,34,34.0,58.0
2006-08-03,31,7,2006,Gulf,27,45.0,57.0
2006-08-03,31,7,2006,PNW,6,,
2006-08-10,32,8,2006,PNW,4,,
2006-08-10,32,8,2006,Gulf,37,33.0,52.0
2006-08-17,33,8,2006,PNW,5,,
2006-08-17,33,8,2006,Gulf,32,45.0,51.0
2006-08-24,34,8,2006,PNW,2,,
2006-08-24,34,8,2006,Gulf,29,46.0,53.0
2006-08-31,35,8,2006,PNW,5,,
2006-08-31,35,8,2006,Gulf,19,45.0,57.0
2006-09-07,36,9,2006,Gulf,27,37.0,55.0
2006-09-07,36,9,2006,PNW,8,,
2006-09-14,37,9,2006,PNW,5,,
2006-09-14,37,9,2006,Gulf,29,46.0,63.0
2006-09-21,38,9,2006,PNW,9,,
2006-09-21,38,9,2006,Gulf,33,45.0,66.0
2006-09-28,39,9,2006,PNW,9,,
2006-09-28,39,9,2006,Gulf,24,41.0,58.0
2006-10-05,40,10,2006,PNW,6,,
2006-10-05,40,10,2006,Gulf,37,42.0,52.0
2006-10-12,41,10,2006,PNW,12,,
2006-10-12,41,10,2006,Gulf,29,47.0,53.0
2006-10-19,42,10,2006,Gulf,31,43.0,65.0
2006-10-19,42,10,2006,PNW,9,,
2006-10-26,43,10,2006,Gulf,32,42.0,62.0
2006-10-26,43,10,2006,PNW,7,,
2006-11-02,44,10,2006,PNW,10,,
2006-11-02,44,10,2006,Gulf,40,46.0,59.0
2006-11-09,45,11,2006,PNW,11,,
2006-11-09,45,11,2006,Gulf,30,40.0,53.0
