date,week,month,year,port,in_port,loaded_7_days,due_10_days
2006-11-16,46,11,2006,PNW,11,,
2006-11-16,46,11,2006,Gulf,38,44.0,68.0
2006-11-23,47,11,2006,PNW,9,,
2006-11-23,47,11,2006,Gulf,40,49.0,62.0
2006-11-30,48,11,2006,Gulf,31,47.0,54.0
2006-11-30,48,11,2006,PNW,7,,
2006-12-07,49,12,2006,PNW,3,,
2006-12-07,49,12,2006,Gulf,19,47.0,67.0
2006-12-14,50,12,2006,PNW,6,,
2006-12-14,50,12,2006,Gulf,30,41.0,56.0
2006-12-21,51,12,2006,PNW,11,,
2006-12-21,51,12,2006,Gulf,32,34.0,58.0
2006-12-28,52,12,2006,PNW,10,,
2006-12-28,52,12,2006,Gulf,37,34.0,73.0
2007-01-04,1,1,2007,PNW,12,,
2007-01-04,1,1,2007,Gulf,38,39.0,71.0
2007-01-11,2,1,2007,PNW,14,,
2007-01-11,2,1,2007,Gulf,38,46.0,87.0
2007-01-18,3,1,2007,PNW,7,,
2007-01-18,3,1,2007,Gulf,36,51.0,73.0
2007-01-25,4,1,2007,Gulf,48,45.0,66.0
2007-01-25,4,1,2007,PNW,4,,
2007-02-01,5,1,2007,PNW,6,,
2007-02-01,5,1,2007,Gulf,53,51.0,76.0
2007-02-08,6,2,2007,PNW,11,,
2007-02-08,6,2,2007,Gulf,48,45.0,68.0
2007-02-15,7,2,2007,PNW,16,,
2007-02-15,7,2,2007,Gulf,55,46.0,65.0
2007-02-22,8,2,2007,PNW,13,,
2007-02-22,8,2,2007,Gulf,53,44.0,57.0
2007-03-01,9,2,2007,Gulf,40,48.0,59.0
2007-03-01,9,2,2007,PNW,6,,
2007-03-08,10,3,2007,PNW,6,,
2007-03-08,10,3,2007,Gulf,34,45.0,53.0
2007-03-15,11,3,2007,PNW,7,,
2007-03-15,11,3,2007,Gulf,23,42.0,54.0
2007-03-22,12,3,2007,PNW,10,,
2007-03-22,12,3,2007,Gulf,26,40.0,42.0
2007-03-29,13,3,2007,PNW,6,,
2007-03-29,13,3,2007,Gulf,21,35.0,40.0
2007-04-05,14,4,2007,PNW,10,,
2007-04-05,14,4,2007,Gulf,20,27.0,46.0
2007-04-12,15,4,2007,Gulf,17,30.0,39.0
2007-04-12,15,4,2007,PNW,6,,
2007-04-19,16,4,2007,PNW,8,,
2007-04-19,16,4,2007,Gulf,22,33.0,47.0
2007-04-26,17,4,2007,PNW,6,,
2007-04-26,17,4,2007,Gulf,29,35.0,52.0
2007-05-03,18,4,2007,PNW,6,,
2007-05-03,18,4,2007,Gulf,21,45.0,61.0
2007-05-10,19,5,2007,PNW,9,,
2007-05-10,19,5,2007,Gulf,21,37.0,39.0
2007-05-17,20,5,2007,Gulf,18,36.0,49.0
2007-05-17,20,5,2007,PNW,7,,
2007-05-24,21,5,2007,PNW,3,,
2007-05-24,21,5,2007,Gulf,15,37.0,48.0
2007-05-31,22,5,2007,PNW,3,,
2007-05-31,22,5,2007,Gulf,24,34.0,45.0
2007-06-07,23,6,2007,PNW,6,,
2007-06-07,23,6,2007,Gulf,25,29.0,44.0
2007-06-14,24,6,2007,PNW,4,,
2007-06-14,24,6,2007,Gulf,18,33.0,49.0
2007-06-21,25,6,2007,PNW,3,,
2007-06-21,25,6,2007,Gulf,20,33.0,45.0
2007-06-28,26,6,2007,PNW,5,,
2007-06-28,26,6,2007,Gulf,17,35.0,55.0
2007-07-05,27,7,2007,Gulf,16,31.0,54.0
2007-07-05,27,7,2007,PNW,4,,
2007-07-12,28,7,2007,PNW,3,,
2007-07-12,28,7,2007,Gulf,23,39.0,62.0
2007-07-19,29,7,2007,PNW,8,,
2007-07-19,29,7,2007,Gulf,29,35.0,62.0
2007-07-26,30,7,2007,PNW,8,,
2007-07-26,30,7,2007,Gulf,23,48.0,66.0
2007-08-02,31,7,2007,PNW,6,,
2007-08-02,31,7,2007,Gulf,35,43.0,68.0
2007-08-09,32,8,2007,Gulf,33,43.0,67.0
2007-08-09,32,8,2007,PNW,7,,
2007-08-16,33,8,2007,PNW,5,,
2007-08-16,33,8,2007,Gulf,34,50.0,77.0
2007-08-23,34,8,2007,PNW,8,,
2007-08-23,34,8,2007,Gulf,46,46.0,76.0
2007-08-30,35,8,2007,PNW,3,,
2007-08-30,35,8,2007,Gulf,43,49.0,79.0
2007-09-06,36,9,2007,PNW,6,,
2007-09-06,36,9,2007,Gulf,54,49.0,60.0
2007-09-13,37,9,2007,PNW,5,,
2007-09-13,37,9,2007,Gulf,52,48.0,72.0
2007-09-20,38,9,2007,Gulf,39,61.0,74.0
2007-09-20,38,9,2007,PNW,8,,
2007-09-27,39,9,2007,Gulf,34,58.0,79.0
2007-09-27,39,9,2007,PNW,8,,
2007-10-04,40,10,2007,PNW,8,,
2007-10-04,40,10,2007,Gulf,36,52.0,72.0
2007-10-11,41,10,2007,PNW,6,,
2007-10-11,41,10,2007,Gulf,35,57.0,74.0
2007-10-18,42,10,2007,PNW,12,,
2007-10-18,42,10,2007,Gulf,35,55.0,83.0
2007-10-25,43,10,2007,PNW,10,,
2007-10-25,43,10,2007,Gulf,38,46.0,83.0
2007-11-01,44,10,2007,Gulf,37,57.0,86.0
2007-11-01,44,10,2007,PNW,9,,
2007-11-08,45,11,2007,PNW,7,,
2007-11-08,45,11,2007,Gulf,51,40.0,70.0
2007-11-15,46,11,2007,PNW,11,,
2007-11-15,46,11,2007,Gulf,44,59.0,68.0
2007-11-22,47,11,2007,PNW,10,,
2007-11-22,47,11,2007,Gulf,38,56.0,67.0
2007-11-29,48,11,2007,PNW,12,,
2007-11-29,48,11,2007,Gulf,33,55.0,75.0
2007-12-06,49,12,2007,PNW,13,,
2007-12-06,49,12,2007,Gulf,31,56.0,85.0
2007-12-13,50,12,2007,PNW,16,,
2007-12-13,50,12,2007,Gulf,35,48.0,66.0
2007-12-20,51,12,2007,PNW,9,,
2007-12-20,51,12,2007,Gulf,28,47.0,82.0
2007-12-27,52,12,2007,PNW,13,,
2007-12-27,52,12,2007,Gulf,37,38.0,77.0
2008-01-03,53,12,2007,PNW,18,,
2008-01-03,53,12,2007,Gulf,34,40.0,77.0
2008-01-10,1,1,2008,Gulf,30,50.0,80.0
2008-01-10,1,1,2008,PNW,15,,
2008-01-17,2,1,2008,PNW,16,,
2008-01-17,2,1,2008,Gulf,37,50.0,74.0
2008-01-24,3,1,2008,PNW,16,,
2008-01-24,3,1,2008,Gulf,32,52.0,83.0
2008-01-31,4,1,2008,PNW,13,,
2008-01-31,4,1,2008,Gulf,44,51.0,84.0
2008-02-07,5,2,2008,PNW,18,,
2008-02-07,5,2,2008,Gulf,55,57.0,78.0
2008-02-14,6,2,2008,Gulf,51,50.0,72.0
2008-02-14,6,2,2008,PNW,15,,
2008-02-21,7,2,2008,PNW,15,,
2008-02-21,7,2,2008,Gulf,56,45.0,68.0
2008-02-28,8,2,2008,PNW,12,,
2008-02-28,8,2,2008,Gulf,52,50.0,74.0
2008-03-06,9,3,2008,PNW,5,,
2008-03-06,9,3,2008,Gulf,51,50.0,62.0
2008-03-13,10,3,2008,PNW,9,,
2008-03-13,10,3,2008,Gulf,49,46.0,67.0
2008-03-20,11,3,2008,PNW,13,,
2008-03-20,11,3,2008,Gulf,38,43.0,59.0
2008-03-27,12,3,2008,Gulf,34,48.0,65.0
2008-03-27,12,3,2008,PNW,7,,
2008-04-03,13,3,2008,PNW,17,,
2008-04-03,13,3,2008,Gulf,35,43.0,55.0
2008-04-10,14,4,2008,PNW,6,,
2008-04-10,14,4,2008,Gulf,32,40.0,50.0
2008-04-17,15,4,2008,PNW,8,,
2008-04-17,15,4,2008,Gulf,32,44.0,58.0
2008-04-24,16,4,2008,PNW,12,,
2008-04-24,16,4,2008,Gulf,25,40.0,51.0
2008-05-01,17,4,2008,Gulf,27,35.0,47.0
2008-05-01,17,4,2008,PNW,7,,
2008-05-08,18,5,2008,PNW,6,,
2008-05-08,18,5,2008,Gulf,18,28.0,43.0
2008-05-15,19,5,2008,PNW,9,,
2008-05-15,19,5,2008,Gulf,18,27.0,53.0
2008-05-22,20,5,2008,PNW,10,,
2008-05-22,20,5,2008,Gulf,12,38.0,50.0
2008-05-29,21,5,2008,PNW,11,,
2008-05-29,21,5,2008,Gulf,17,35.0,53.0
2008-06-05,22,6,2008,PNW,9,,
2008-06-05,22,6,2008,Gulf,22,37.0,57.0
2008-06-12,23,6,2008,PNW,8,,
2008-06-12,23,6,2008,Gulf,19,40.0,63.0
2008-06-19,24,6,2008,Gulf,28,36.0,57.0
2008-06-19,24,6,2008,PNW,3,,
2008-06-26,25,6,2008,PNW,6,,
2008-06-26,25,6,2008,Gulf,28,35.0,52.0
2008-07-03,26,6,2008,PNW,7,,
2008-07-03,26,6,2008,Gulf,32,39.0,61.0
2008-07-10,27,7,2008,PNW,5,,
2008-07-10,27,7,2008,Gulf,26,34.0,62.0
2008-07-17,28,7,2008,PNW,8,,
2008-07-17,28,7,2008,Gulf,25,41.0,65.0
2008-07-24,29,7,2008,Gulf,27,53.0,66.0
2008-07-24,29,7,2008,PNW,8,,
2008-07-31,30,7,2008,PNW,11,,
2008-07-31,30,7,2008,Gulf,35,40.0,64.0
2008-08-07,31,8,2008,PNW,8,,
2008-08-07,31,8,2008,Gulf,34,47.0,71.0
2008-08-14,32,8,2008,PNW,5,,
2008-08-14,32,8,2008,Gulf,32,50.0,59.0
2008-08-21,33,8,2008,PNW,9,,
2008-08-21,33,8,2008,Gulf,24,47.0,55.0
2008-08-28,34,8,2008,PNW,12,,
2008-08-28,34,8,2008,Gulf,41,42.0,51.0
2008-09-04,35,9,2008,Gulf,32,27.0,73.0
2008-09-04,35,9,2008,PNW,12,,
2008-09-11,36,9,2008,PNW,14,,
2008-09-11,36,9,2008,Gulf,46,23.0,55.0
2008-09-18,37,9,2008,PNW,12,,
2008-09-18,37,9,2008,Gulf,40,37.0,59.0
2008-09-25,38,9,2008,PNW,13,,
2008-09-25,38,9,2008,Gulf,32,50.0,63.0
2008-10-02,39,9,2008,PNW,7,,
2008-10-02,39,9,2008,Gulf,38,44.0,56.0
2008-10-09,40,10,2008,Gulf,34,38.0,60.0
2008-10-09,40,10,2008,PNW,7,,
2008-10-16,41,10,2008,PNW,11,,
2008-10-16,41,10,2008,Gulf,28,52.0,59.0
2008-10-23,42,10,2008,PNW,10,,
2008-10-23,42,10,2008,Gulf,30,42.0,60.0
2008-10-30,43,10,2008,PNW,11,,
2008-10-30,43,10,2008,Gulf,33,37.0,53.0
2008-11-06,44,11,2008,PNW,8,,
2008-11-06,44,11,2008,Gulf,35,38.0,67.0
2008-11-13,45,11,2008,PNW,14,,
2008-11-13,45,11,2008,Gulf,39,42.0,63.0
2008-11-20,46,11,2008,PNW,11,,
2008-11-20,46,11,2008,Gulf,47,35.0,63.0
2008-11-27,47,11,2008,PNW,8,,
2008-11-27,47,11,2008,Gulf,37,44.0,55.0
2008-12-04,48,12,2008,Gulf,44,38.0,63.0
2008-12-04,48,12,2008,PNW,11,,
2008-12-11,49,12,2008,PNW,10,,
2008-12-11,49,12,2008,Gulf,41,44.0,48.0
2008-12-18,50,12,2008,PNW,9,,
2008-12-18,50,12,2008,Gulf,40,33.0,38.0
2008-12-25,51,12,2008,PNW,12,,
2008-12-25,51,12,2008,Gulf,38,38.0,54.0
2009-01-01,52,12,2008,PNW,4,,
2009-01-01,52,12,2008,Gulf,43,36.0,49.0
2009-01-08,1,1,2009,Gulf,32,36.0,45.0
2009-01-08,1,1,2009,PNW,2,,
2009-01-15,2,1,2009,PNW,4,,
2009-01-15,2,1,2009,Gulf,43,36.0,49.0
2009-01-22,3,1,2009,PNW,14,,
2009-01-22,3,1,2009,Gulf,49,51.0,57.0
2009-01-29,4,1,2009,PNW,16,,
2009-01-29,4,1,2009,Gulf,45,40.0,65.0
2009-02-05,5,2,2009,PNW,10,,
2009-02-05,5,2,2009,Gulf,54,45.0,54.0
2009-02-12,6,2,2009,PNW,5,,
2009-02-12,6,2,2009,Gulf,30,43.0,69.0
2009-02-19,7,2,2009,Gulf,32,37.0,55.0
2009-02-19,7,2,2009,PNW,8,,
2009-02-26,8,2,2009,PNW,6,,
2009-02-26,8,2,2009,Gulf,39,39.0,59.0
2009-03-05,9,3,2009,PNW,5,,
2009-03-05,9,3,2009,Gulf,37,36.0,63.0
2009-03-12,10,3,2009,PNW,6,,
2009-03-12,10,3,2009,Gulf,39,41.0,55.0
2009-03-19,11,3,2009,PNW,11,,
2009-03-19,11,3,2009,Gulf,45,33.0,44.0
2009-03-26,12,3,2009,Gulf,27,37.0,48.0
2009-03-26,12,3,2009,PNW,14,,
2009-04-02,13,3,2009,PNW,10,,
2009-04-02,13,3,2009,Gulf,25,40.0,41.0
2009-04-09,14,4,2009,PNW,10,,
2009-04-09,14,4,2009,Gulf,24,36.0,48.0
2009-04-16,15,4,2009,PNW,9,,
2009-04-16,15,4,2009,Gulf,27,31.0,38.0
2009-04-23,16,4,2009,PNW,10,,
2009-04-23,16,4,2009,Gulf,27,32.0,37.0
2009-04-30,17,4,2009,PNW,15,,
2009-04-30,17,4,2009,Gulf,23,27.0,47.0
2009-05-07,18,5,2009,PNW,13,,
2009-05-07,18,5,2009,Gulf,28,30.0,46.0
2009-05-14,19,5,2009,Gulf,24,36.0,50.0
2009-05-14,19,5,2009,PNW,9,,
2009-05-21,20,5,2009,PNW,4,,
2009-05-21,20,5,2009,Gulf,27,37.0,39.0
2009-05-28,21,5,2009,PNW,5,,
2009-05-28,21,5,2009,Gulf,31,21.0,44.0
2009-06-04,22,6,2009,PNW,3,,
2009-06-04,22,6,2009,Gulf,22,36.0,48.0
2009-06-11,23,6,2009,PNW,4,,
2009-06-11,23,6,2009,Gulf,28,33.0,40.0
2009-06-18,24,6,2009,Gulf,18,39.0,48.0
2009-06-18,24,6,2009,PNW,5,,
2009-06-25,25,6,2009,PNW,10,,
2009-06-25,25,6,2009,Gulf,21,31.0,56.0
2009-07-02,26,6,2009,PNW,6,,
2009-07-02,26,6,2009,Gulf,23,37.0,49.0
2009-07-09,27,7,2009,PNW,7,,
2009-07-09,27,7,2009,Gulf,26,36.0,50.0
2009-07-16,28,7,2009,PNW,5,,
2009-07-16,28,7,2009,Gulf,29,36.0,47.0
2009-07-23,29,7,2009,PNW,9,,
2009-07-23,29,7,2009,Gulf,31,44.0,40.0
2009-07-30,30,7,2009,Gulf,24,44.0,49.0
2009-07-30,30,7,2009,PNW,11,,
2009-08-06,31,8,2009,Gulf,18,37.0,49.0
2009-08-06,31,8,2009,PNW,12,,
2009-08-13,32,8,2009,PNW,13,,
2009-08-13,32,8,2009,Gulf,29,34.0,54.0
2009-08-20,33,8,2009,PNW,15,,
2009-08-20,33,8,2009,Gulf,27,36.0,47.0
2009-08-27,34,8,2009,PNW,10,,
2009-08-27,34,8,2009,Gulf,26,48.0,55.0
2009-09-03,35,8,2009,PNW,16,,
2009-09-03,35,8,2009,Gulf,28,37.0,53.0
2009-09-10,36,9,2009,Gulf,29,37.0,44.0
2009-09-10,36,9,2009,PNW,16,,
2009-09-17,37,9,2009,PNW,13,,
2009-09-17,37,9,2009,Gulf,22,38.0,51.0
2009-09-24,38,9,2009,PNW,14,,
2009-09-24,38,9,2009,Gulf,29,36.0,59.0
2009-10-01,39,9,2009,PNW,11,,
2009-10-01,39,9,2009,Gulf,37,39.0,65.0
2009-10-08,40,10,2009,PNW,15,,
2009-10-08,40,10,2009,Gulf,42,35.0,74.0
2009-10-15,41,10,2009,PNW,14,,
2009-10-15,41,10,2009,Gulf,50,35.0,62.0
2009-10-22,42,10,2009,PNW,13,,
2009-10-22,42,10,2009,Gulf,60,40.0,64.0
2009-10-29,43,10,2009,PNW,15,,
2009-10-29,43,10,2009,Gulf,62,47.0,86.0
2009-11-05,44,11,2009,PNW,15,,
2009-11-05,44,11,2009,Gulf,67,50.0,77.0
2009-11-12,45,11,2009,Gulf,55,51.0,81.0
2009-11-12,45,11,2009,PNW,19,,
2009-11-19,46,11,2009,PNW,19,,
2009-11-19,46,11,2009,Gulf,57,56.0,74.0
2009-11-26,47,11,2009,PNW,11,,
2009-11-26,47,11,2009,Gulf,72,57.0,65.0
2009-12-03,48,11,2009,PNW,10,,
2009-12-03,48,11,2009,Gulf,59,51.0,62.0
2009-12-10,49,12,2009,PNW,9,,
2009-12-10,49,12,2009,Gulf,59,40.0,67.0
2009-12-17,50,12,2009,Gulf,52,40.0,71.0
2009-12-17,50,12,2009,PNW,17,,
2009-12-24,51,12,2009,PNW,14,,
2009-12-24,51,12,2009,Gulf,40,41.0,58.0
2009-12-31,52,12,2009,PNW,15,,
2009-12-31,52,12,2009,Gulf,54,48.0,71.0
2010-01-07,1,1,2010,PNW,14,,
2010-01-07,1,1,2010,Gulf,54,46.0,66.0
2010-01-14,2,1,2010,PNW,18,,
2010-01-14,2,1,2010,Gulf,50,41.0,72.0
2010-01-21,3,1,2010,PNW,19,,
2010-01-21,3,1,2010,Gulf,50,47.0,82.0
2010-01-28,4,1,2010,Gulf,50,51.0,79.0
2010-01-28,4,1,2010,PNW,13,,
2010-02-04,5,2,2010,PNW,18,,
2010-02-04,5,2,2010,Gulf,56,47.0,84.0
2010-02-11,6,2,2010,PNW,18,,
2010-02-11,6,2,2010,Gulf,69,44.0,60.0
2010-02-18,7,2,2010,PNW,17,,
2010-02-18,7,2,2010,Gulf,65,48.0,61.0
2010-02-25,8,2,2010,PNW,13,,
2010-02-25,8,2,2010,Gulf,59,50.0,59.0
2010-03-04,9,3,2010,Gulf,63,44.0,77.0
2010-03-04,9,3,2010,PNW,7,,
2010-03-11,10,3,2010,PNW,8,,
2010-03-11,10,3,2010,Gulf,62,39.0,51.0
2010-03-18,11,3,2010,PNW,5,,
2010-03-18,11,3,2010,Gulf,51,52.0,47.0
2010-03-25,12,3,2010,PNW,11,,
2010-03-25,12,3,2010,Gulf,42,47.0,45.0
2010-04-01,13,3,2010,PNW,14,,
2010-04-01,13,3,2010,Gulf,25,44.0,49.0
2010-04-08,14,4,2010,PNW,14,,
2010-04-08,14,4,2010,Gulf,29,32.0,50.0
2010-04-15,15,4,2010,PNW,13,,
2010-04-15,15,4,2010,Gulf,34,36.0,37.0
2010-04-22,16,4,2010,Gulf,21,32.0,44.0
2010-04-22,16,4,2010,PNW,11,,
2010-04-29,17,4,2010,PNW,9,,
2010-04-29,17,4,2010,Gulf,20,30.0,47.0
2010-05-06,18,5,2010,PNW,8,,
2010-05-06,18,5,2010,Gulf,25,31.0,52.0
2010-05-13,19,5,2010,PNW,8,,
2010-05-13,19,5,2010,Gulf,27,41.0,51.0
2010-05-20,20,5,2010,PNW,4,,
2010-05-20,20,5,2010,Gulf,27,34.0,53.0
2010-05-27,21,5,2010,Gulf,32,43.0,42.0
2010-05-27,21,5,2010,PNW,8,,
2010-06-03,22,5,2010,PNW,6,,
2010-06-03,22,5,2010,Gulf,22,33.0,33.0
2010-06-10,23,6,2010,PNW,5,,
2010-06-10,23,6,2010,Gulf,15,36.0,48.0
2010-06-17,24,6,2010,PNW,9,,
2010-06-17,24,6,2010,Gulf,21,36.0,49.0
2010-06-24,25,6,2010,PNW,10,,
2010-06-24,25,6,2010,Gulf,21,33.0,65.0
2010-07-01,26,6,2010,PNW,6,,
2010-07-01,26,6,2010,Gulf,28,32.0,56.0
2010-07-08,27,7,2010,Gulf,33,33.0,49.0
2010-07-08,27,7,2010,PNW,6,,
2010-07-15,28,7,2010,Gulf,28,38.0,47.0
2010-07-15,28,7,2010,PNW,9,,
2010-07-22,29,7,2010,PNW,7,,
2010-07-22,29,7,2010,Gulf,32,37.0,46.0
2010-07-29,30,7,2010,PNW,11,,
2010-07-29,30,7,2010,Gulf,35,34.0,61.0
2010-08-05,31,8,2010,PNW,13,,
2010-08-05,31,8,2010,Gulf,44,33.0,60.0
2010-08-12,32,8,2010,PNW,14,,
2010-08-12,32,8,2010,Gulf,46,42.0,51.0
2010-08-19,33,8,2010,Gulf,55,41.0,60.0
2010-08-19,33,8,2010,PNW,12,,
2010-08-26,34,8,2010,PNW,8,,
2010-08-26,34,8,2010,Gulf,53,41.0,51.0
2010-09-02,35,8,2010,PNW,11,,
2010-09-02,35,8,2010,Gulf,50,41.0,53.0
2010-09-09,36,9,2010,PNW,15,,
2010-09-09,36,9,2010,Gulf,39,42.0,56.0
2010-09-16,37,9,2010,PNW,11,,
2010-09-16,37,9,2010,Gulf,43,45.0,54.0
2010-09-23,38,9,2010,PNW,13,,
2010-09-23,38,9,2010,Gulf,49,47.0,63.0
2010-09-30,39,9,2010,PNW,11,,
2010-09-30,39,9,2010,Gulf,49,44.0,74.0
2010-10-07,40,10,2010,PNW,5,,
2010-10-07,40,10,2010,Gulf,37,48.0,70.0
2010-10-14,41,10,2010,Gulf,42,46.0,69.0
2010-10-14,41,10,2010,PNW,9,,
2010-10-21,42,10,2010,PNW,11,,
2010-10-21,42,10,2010,Gulf,42,57.0,67.0
2010-10-28,43,10,2010,PNW,13,,
2010-10-28,43,10,2010,Gulf,47,49.0,62.0
2010-11-04,44,11,2010,PNW,10,,
2010-11-04,44,11,2010,Gulf,55,43.0,68.0
2010-11-11,45,11,2010,PNW,11,,
2010-11-11,45,11,2010,Gulf,48,47.0,75.0
2010-11-18,46,11,2010,Gulf,54,57.0,53.0
2010-11-18,46,11,2010,PNW,12,,
2010-11-25,47,11,2010,Gulf,36,50.0,63.0
2010-12-02,48,11,2010,Gulf,35,48.0,70.0
2010-12-02,48,11,2010,PNW,24,,
2010-12-09,49,12,2010,PNW,20,,
2010-12-09,49,12,2010,Gulf,35,45.0,74.0
2010-12-16,50,12,2010,PNW,21,,
2010-12-16,50,12,2010,Gulf,40,49.0,49.0
2010-12-23,51,12,2010,PNW,20,,
2010-12-23,51,12,2010,Gulf,34,44.0,46.0
2010-12-30,52,12,2010,Gulf,28,42.0,66.0
2010-12-30,52,12,2010,PNW,21,,
2011-01-06,1,1,2011,Gulf,39,38.0,75.0
2011-01-06,1,1,2011,PNW,19,,
2011-01-13,2,1,2011,PNW,15,,
2011-01-13,2,1,2011,Gulf,26,50.0,81.0
2011-01-20,3,1,2011,PNW,17,,
2011-01-20,3,1,2011,Gulf,37,46.0,76.0
2011-01-27,4,1,2011,PNW,17,,
2011-01-27,4,1,2011,Gulf,45,49.0,83.0
2011-02-03,5,1,2011,PNW,18,,
2011-02-03,5,1,2011,Gulf,58,44.0,73.0
2011-02-10,6,2,2011,Gulf,59,53.0,78.0
2011-02-10,6,2,2011,PNW,19,,
2011-02-17,7,2,2011,PNW,22,,
2011-02-17,7,2,2011,Gulf,60,52.0,75.0
2011-02-24,8,2,2011,PNW,19,,
2011-02-24,8,2,2011,Gulf,63,44.0,71.0
2011-03-03,9,2,2011,PNW,20,,
2011-03-03,9,2,2011,Gulf,65,52.0,76.0
2011-03-10,10,3,2011,PNW,19,,
2011-03-10,10,3,2011,Gulf,61,49.0,74.0
2011-03-17,11,3,2011,PNW,21,,
2011-03-17,11,3,2011,Gulf,59,54.0,60.0
2011-03-24,12,3,2011,PNW,21,,
2011-03-24,12,3,2011,Gulf,50,44.0,60.0
2011-03-31,13,3,2011,Gulf,42,51.0,50.0
2011-03-31,13,3,2011,PNW,20,,
2011-04-07,14,4,2011,PNW,21,,
2011-04-07,14,4,2011,Gulf,40,48.0,49.0
2011-04-14,15,4,2011,PNW,25,,
2011-04-14,15,4,2011,Gulf,28,41.0,42.0
2011-04-21,16,4,2011,PNW,22,,
2011-04-21,16,4,2011,Gulf,28,35.0,44.0
2011-04-28,17,4,2011,PNW,22,,
2011-04-28,17,4,2011,Gulf,31,33.0,47.0
2011-05-05,18,5,2011,Gulf,32,32.0,45.0
2011-05-05,18,5,2011,PNW,22,,
2011-05-12,19,5,2011,PNW,18,,
2011-05-12,19,5,2011,Gulf,25,35.0,48.0
2011-05-19,20,5,2011,PNW,13,,
2011-05-19,20,5,2011,Gulf,33,31.0,42.0
2011-05-26,21,5,2011,PNW,13,,
2011-05-26,21,5,2011,Gulf,27,33.0,41.0
2011-06-02,22,5,2011,PNW,19,,
2011-06-02,22,5,2011,Gulf,22,31.0,42.0
2011-06-09,23,6,2011,PNW,19,,
2011-06-09,23,6,2011,Gulf,23,28.0,37.0
2011-06-16,24,6,2011,Gulf,23,30.0,34.0
2011-06-16,24,6,2011,PNW,17,,
2011-06-23,25,6,2011,PNW,20,,
2011-06-23,25,6,2011,Gulf,24,31.0,46.0
2011-06-30,26,6,2011,PNW,14,,
2011-06-30,26,6,2011,Gulf,28,38.0,44.0
2011-07-07,27,7,2011,PNW,11,,
2011-07-07,27,7,2011,Gulf,25,30.0,40.0
2011-07-14,28,7,2011,PNW,10,,
2011-07-14,28,7,2011,Gulf,16,35.0,51.0
2011-07-21,29,7,2011,PNW,9,,
2011-07-21,29,7,2011,Gulf,17,34.0,43.0
2011-07-28,30,7,2011,Gulf,17,30.0,49.0
2011-07-28,30,7,2011,PNW,10,,
2011-08-04,31,8,2011,Gulf,23,34.0,41.0
2011-08-04,31,8,2011,PNW,10,,
2011-08-11,32,8,2011,Gulf,16,33.0,42.0
2011-08-11,32,8,2011,PNW,7,,
2011-08-18,33,8,2011,Gulf,26,30.0,34.0
2011-08-18,33,8,2011,PNW,13,,
2011-08-25,34,8,2011,Gulf,14,33.0,40.0
2011-08-25,34,8,2011,PNW,5,,
2011-09-01,35,8,2011,Gulf,21,32.0,39.0
2011-09-01,35,8,2011,PNW,9,,
2011-09-08,36,9,2011,Gulf,22,28.0,46.0
2011-09-08,36,9,2011,PNW,13,,
2011-09-15,37,9,2011,PNW,12,,
2011-09-15,37,9,2011,Gulf,22,34.0,47.0
2011-09-22,38,9,2011,PNW,8,,
2011-09-22,38,9,2011,Gulf,24,33.0,52.0
2011-09-29,39,9,2011,PNW,9,,
2011-09-29,39,9,2011,Gulf,27,37.0,53.0
2011-10-06,40,10,2011,Gulf,27,33.0,46.0
2011-10-06,40,10,2011,PNW,9,,
2011-10-13,41,10,2011,PNW,15,,
2011-10-13,41,10,2011,Gulf,36,30.0,45.0
2011-10-20,42,10,2011,PNW,12,,
2011-10-20,42,10,2011,Gulf,24,39.0,57.0
2011-10-27,43,10,2011,PNW,10,,
2011-10-27,43,10,2011,Gulf,25,42.0,55.0
2011-11-03,44,10,2011,PNW,10,,
2011-11-03,44,10,2011,Gulf,23,33.0,55.0
2011-11-10,45,11,2011,Gulf,27,36.0,46.0
2011-11-10,45,11,2011,PNW,11,,
2011-11-17,46,11,2011,PNW,12,,
2011-11-17,46,11,2011,Gulf,33,38.0,48.0
2011-11-24,47,11,2011,PNW,12,,
2011-11-24,47,11,2011,Gulf,21,35.0,58.0
2011-12-01,48,11,2011,PNW,14,,
2011-12-01,48,11,2011,Gulf,23,32.0,53.0
2011-12-08,49,12,2011,PNW,12,,
2011-12-08,49,12,2011,Gulf,25,34.0,59.0
2011-12-15,50,12,2011,PNW,10,,
2011-12-15,50,12,2011,Gulf,25,39.0,45.0
2011-12-22,51,12,2011,Gulf,22,39.0,46.0
2011-12-22,51,12,2011,PNW,10,,
2011-12-29,52,12,2011,PNW,9,,
2011-12-29,52,12,2011,Gulf,26,30.0,50.0
2012-01-05,1,1,2012,PNW,10,,
2012-01-05,1,1,2012,Gulf,21,40.0,61.0
2012-01-12,2,1,2012,PNW,10,,
2012-01-12,2,1,2012,Gulf,25,37.0,66.0
2012-01-19,3,1,2012,PNW,6,,
2012-01-19,3,1,2012,Gulf,36,41.0,52.0
2012-01-26,4,1,2012,Gulf,36,38.0,53.0
2012-01-26,4,1,2012,PNW,5,,
2012-02-02,5,1,2012,PNW,14,,
2012-02-02,5,1,2012,Gulf,37,39.0,44.0
2012-02-09,6,2,2012,PNW,12,,
2012-02-09,6,2,2012,Gulf,28,37.0,47.0
