date,port,basin,total_tonnes,share_of_national_pct,source_url
2025-04-01,ZARATE,Up-River Parana,196930.0,2.65,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-05-01,BAHIA BLANCA,Ocean Deepwater,998549.0,13.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,NECOCHEA,Ocean Deepwater,626665.0,8.35,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,RAMALLO,Up-River Parana,140600.0,1.87,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,ROSARIO,Up-River Parana,1732531.0,23.08,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,SAN LORENZO,Up-River Parana,3742863.0,49.87,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,SAN PEDRO,Up-River Parana,62800.0,0.84,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,VILLA CONSTITUCIÓN,Up-River Parana,27500.0,0.37,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-05-01,ZARATE,Up-River Parana,174439.0,2.32,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/5_mayo_2024-2025.php
2025-06-01,BAHIA BLANCA,Ocean Deepwater,905139.0,11.85,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,NECOCHEA,Ocean Deepwater,442668.0,5.79,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,RAMALLO,Up-River Parana,42730.0,0.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,ROSARIO,Up-River Parana,1586169.0,20.76,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,SAN LORENZO,Up-River Parana,4482868.0,58.68,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,SAN PEDRO,Up-River Parana,28800.0,0.38,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,VILLA CONSTITUCIÓN,Up-River Parana,27500.0,0.36,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-06-01,ZARATE,Up-River Parana,123990.0,1.62,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/6_junio_2024-2025.php
2025-07-01,BAHIA BLANCA,Ocean Deepwater,1362387.0,16.23,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,NECOCHEA,Ocean Deepwater,793491.0,9.45,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,RAMALLO,Up-River Parana,17680.0,0.21,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,ROSARIO,Up-River Parana,2061659.0,24.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,SAN LORENZO,Up-River Parana,3879607.0,46.23,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,SAN PEDRO,Up-River Parana,60300.0,0.72,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-07-01,ZARATE,Up-River Parana,217545.0,2.59,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/7_julio_2024-2025.php
2025-08-01,BAHIA BLANCA,Ocean Deepwater,1337200.0,15.94,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,NECOCHEA,Ocean Deepwater,816743.0,9.73,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,RAMALLO,Up-River Parana,18900.0,0.23,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,ROSARIO,Up-River Parana,1956977.0,23.32,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,SAN LORENZO,Up-River Parana,4117343.0,49.07,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,SAN PEDRO,Up-River Parana,88300.0,1.05,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-08-01,ZARATE,Up-River Parana,55800.0,0.66,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/8_agosto_2024-2025.php
2025-09-01,BAHIA BLANCA,Ocean Deepwater,1313930.0,18.51,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,NECOCHEA,Ocean Deepwater,842525.0,11.87,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,RAMALLO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,ROSARIO,Up-River Parana,1498345.0,21.11,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,SAN LORENZO,Up-River Parana,3407120.0,48.01,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,SAN PEDRO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-09-01,ZARATE,Up-River Parana,35190.0,0.5,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/9_septiembre_2024-2025.php
2025-10-01,BAHIA BLANCA,Ocean Deepwater,1131092.0,16.75,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,NECOCHEA,Ocean Deepwater,793710.0,11.75,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,RAMALLO,Up-River Parana,37480.0,0.55,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,ROSARIO,Up-River Parana,1208897.0,17.9,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,SAN LORENZO,Up-River Parana,3263395.0,48.31,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,SAN PEDRO,Up-River Parana,60420.0,0.89,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,VILLA CONSTITUCIÓN,Up-River Parana,45300.0,0.67,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-10-01,ZARATE,Up-River Parana,214210.0,3.17,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/10_octubre_2024-2025.php
2025-11-01,BAHIA BLANCA,Ocean Deepwater,938257.0,11.93,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,NECOCHEA,Ocean Deepwater,1126745.0,14.33,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,RAMALLO,Up-River Parana,7192.0,0.09,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,ROSARIO,Up-River Parana,1577099.0,20.06,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,SAN LORENZO,Up-River Parana,4068974.0,51.75,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,SAN PEDRO,Up-River Parana,35470.0,0.45,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,VILLA CONSTITUCIÓN,Up-River Parana,36300.0,0.46,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-11-01,ZARATE,Up-River Parana,73040.0,0.93,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/11_noviembre_2024-2025.php
2025-12-01,BAHIA BLANCA,Ocean Deepwater,1184123.0,14.76,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,NECOCHEA,Ocean Deepwater,787187.0,9.81,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,RAMALLO,Up-River Parana,49411.0,0.62,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,ROSARIO,Up-River Parana,1686440.0,21.02,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,SAN LORENZO,Up-River Parana,4239225.0,52.83,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,SAN PEDRO,Up-River Parana,29300.0,0.37,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2025-12-01,ZARATE,Up-River Parana,49200.0,0.61,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/12_diciembre_2024-2025.php
2026-01-01,BAHIA BLANCA,Ocean Deepwater,1565884.0,17.05,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,NECOCHEA,Ocean Deepwater,1264126.0,13.76,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,RAMALLO,Up-River Parana,119850.0,1.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,ROSARIO,Up-River Parana,1357425.0,14.78,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,SAN LORENZO,Up-River Parana,4559622.0,49.64,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,SAN PEDRO,Up-River Parana,75300.0,0.82,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,VILLA CONSTITUCIÓN,Up-River Parana,30742.0,0.33,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-01-01,ZARATE,Up-River Parana,211770.0,2.31,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/01_enero_2025-2026.php
2026-02-01,BAHIA BLANCA,Ocean Deepwater,949284.0,15.14,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,NECOCHEA,Ocean Deepwater,674033.0,10.75,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,RAMALLO,Up-River Parana,191660.0,3.06,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,ROSARIO,Up-River Parana,982952.0,15.67,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,SAN LORENZO,Up-River Parana,3296675.0,52.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,SAN PEDRO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,VILLA CONSTITUCIÓN,Up-River Parana,11000.0,0.18,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-02-01,ZARATE,Up-River Parana,166050.0,2.65,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/02_febrero_2025-2026.php
2026-03-01,BAHIA BLANCA,Ocean Deepwater,1181476.0,12.96,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,NECOCHEA,Ocean Deepwater,573560.0,6.29,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,RAMALLO,Up-River Parana,182490.0,2.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,ROSARIO,Up-River Parana,1917022.0,21.03,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,SAN LORENZO,Up-River Parana,5055501.0,55.47,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,SAN PEDRO,Up-River Parana,25800.0,0.28,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,VILLA CONSTITUCIÓN,Up-River Parana,82025.0,0.9,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-03-01,ZARATE,Up-River Parana,96530.0,1.06,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/03_marzo_2025-2026.php
2026-04-01,BAHIA BLANCA,Ocean Deepwater,926675.0,11.53,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,NECOCHEA,Ocean Deepwater,186122.0,2.32,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,RAMALLO,Up-River Parana,12340.0,0.15,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,ROSARIO,Up-River Parana,1822700.0,22.68,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,SAN LORENZO,Up-River Parana,4872544.0,60.63,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,SAN PEDRO,Up-River Parana,30000.0,0.37,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,VILLA CONSTITUCIÓN,Up-River Parana,47000.0,0.58,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-04-01,ZARATE,Up-River Parana,139200.0,1.73,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/04_abril_2025-2026.php
2026-05-01,BAHIA BLANCA,Ocean Deepwater,1696519.0,17.42,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,NECOCHEA,Ocean Deepwater,498823.0,5.12,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,RAMALLO,Up-River Parana,182785.0,1.88,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,ROSARIO,Up-River Parana,1934883.0,19.86,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,SAN LORENZO,Up-River Parana,5078276.0,52.14,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
