year,week,sale_date,vessel_name,vessel_type,build_date,seller,source
2025,38,20-09-2025,Nour Elhuda,MPP,Dec 1988,Embrace Shipping Management,ShipAndBunker_VesselsValue
2025,38,19-09-2025,He Fu,HANDY BULKER,Jun 1997,Hua Fu International Group,ShipAndBunker_VesselsValue
2025,37,15-09-2025,Sirvan Sabou,AFRAMAX,Aug 1995,Noah Maryam Kish Ship Management,ShipAndBunker_VesselsValue
2025,37,15-09-2025,Pione,HANDY TANKER,Feb 2000,Undisclosed,ShipAndBunker_VesselsValue
2025,37,12-09-2025,Rimba Empat,GEN CARGO,Aug 1975,Rimba Segara Lines,ShipAndBunker_VesselsValue
2025,45,03-11-2025,Raissa,HANDY TANKER,Jun 1998,Rochas Co,ShipAndBunker_VesselsValue
2025,45,01-11-2025,Masal,SUEZMAX,Jul 1998,Ocean Glory Giant Ogg,ShipAndBunker_VesselsValue
2025,45,01-11-2025,Ark,GEN CARGO,Jun 1985,Norfes-Marine Service,ShipAndBunker_VesselsValue
2025,41,13-10-2025,Jin Hai Yu,HANDYMAX,Jul 1996,FUSCO,ShipAndBunker_VesselsValue
2025,41,12-10-2025,Al Sama,PANAMAX BULKER,Aug 1997,Jebel Sharm Marine,ShipAndBunker_VesselsValue
2025,41,10-10-2025,Aratere,ROPAX FERRY,Dec 1998,KiwiRail Interislander,ShipAndBunker_VesselsValue
2025,41,10-10-2025,S J Queen,GEN CARGO,Sep 1981,Sea Jewel Commercial Brokers,ShipAndBunker_VesselsValue
2025,43,20-10-2025,Asmaa Z,HANDYMAX,Dec 1997,Safe Sea Services Sarl,ShipAndBunker_VesselsValue
2025,43,17-10-2025,Fan Shun,HANDYMAX,Sep 1997,Country Ocean Shipping,ShipAndBunker_VesselsValue
2025,43,17-10-2025,Dalia,GEN CARGO,Oct 1981,Cedar Marine Services,ShipAndBunker_VesselsValue
2025,43,17-10-2025,Puteri Nilam,LARGE LNG,Jun 1995,MISC,ShipAndBunker_VesselsValue
2025,43,17-10-2025,Puteri Delima,LARGE LNG,Jan 1995,MISC,ShipAndBunker_VesselsValue
2025,30,29-07-2025,Anka,GEN CARGO,Jun 2005,JK,ShipAndBunker_VesselsValue
2025,30,29-07-2025,Leonid,PANAMAX MT,Mar 2000,Vroom Marine Ventures,ShipAndBunker_VesselsValue
2025,30,28-07-2025,Rising Eagle,HANDY BULKER,Jan 1995,Swedish Management Co,ShipAndBunker_VesselsValue
2025,30,28-07-2025,Rising Falcon,HANDY BULKER,Jan 1995,Swedish Management Co,ShipAndBunker_VesselsValue
2025,30,28-07-2025,Al Khaznah,LARGE LNG,Jul 1994,ADNOC Logistics and Services,ShipAndBunker_VesselsValue
2025,30,28-07-2025,Ghasha,LARGE LNG,Jun 1995,ADNOC Logistics and Services,ShipAndBunker_VesselsValue
2025,31,04-08-2025,Boceanica,PANAMAX MT,Oct 2004,Expanse Ship Management,ShipAndBunker_VesselsValue
2025,31,04-08-2025,Wond,SMALL TANKER,Feb 1985,GR Shipping,ShipAndBunker_VesselsValue
2025,31,04-08-2025,Best 8,MPP,May 1995,Friends Shipping Co,ShipAndBunker_VesselsValue
2025,31,03-08-2025,Torvang,GEN CARGO,Jan 1968,Torhus Shipping,ShipAndBunker_VesselsValue
2025,31,03-08-2025,Great Royal,HANDYMAX,Jun 1994,Vanguard Maritime,ShipAndBunker_VesselsValue
2025,31,01-08-2025,Yeoman Bank,HANDYMAX,May 1982,Foster Yeoman,ShipAndBunker_VesselsValue
2025,26,30-06-2025,Winca,HANDY BULKER,Aug 1994,Megawell International Shipmanagement,ShipAndBunker_VesselsValue
2025,26,30-06-2025,Yin Xiu,HANDY BULKER,Aug 1995,Shanghai Time Shipping,ShipAndBunker_VesselsValue
2025,34,25-08-2025,Tevfik Kuyumcu,SMALL TANKER,Aug 1990,Alpagul Denizcilik,ShipAndBunker_VesselsValue
2025,34,25-08-2025,Yin Bao,HANDYMAX,Mar 1996,Shanghai Time Shipping,ShipAndBunker_VesselsValue
2025,34,25-08-2025,Chang An Hai,GEN CARGO,Aug 2004,Changjiang National Shipping,ShipAndBunker_VesselsValue
2025,34,25-08-2025,Chang Da Hai,GEN CARGO,Jul 2003,Changjiang National Shipping,ShipAndBunker_VesselsValue
2025,34,25-08-2025,Salome I,HANDY TANKER,Mar 1996,Fortune Lucky Shipping,ShipAndBunker_VesselsValue
2025,34,22-08-2025,Chang Tong Hai,GEN CARGO,Jun 2003,Changjiang National Shipping,ShipAndBunker_VesselsValue
2025,32,10-08-2025,Ya Hussein,HANDY BULKER,Apr 1996,DXB Shipping and Ship Management,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Kuroshio,PIPE LAYER,Sep 1972,Nippon Steel and Sumitomo Metal,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Kuroshio II,PIPE LAYER,Feb 1976,Nippon Steel and Sumitomo Metal,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Otaria,AFRAMAX,Mar 2000,Stellar Wave Marine,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Gas Pioneer,FULLY PRESSURISED,Jul 1992,Unifleet,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Bow Fagus,HANDY TANKER,Nov 1995,Odfjell Tankers,ShipAndBunker_VesselsValue
2025,32,08-08-2025,Dalian,CAPESIZE,Jan 2002,Lila Global,ShipAndBunker_VesselsValue
2025,29,22-07-2025,Lusay,REEFER,Feb 1991,Ussuri Import,ShipAndBunker_VesselsValue
2025,29,18-07-2025,Green Egersund,REEFER,Sep 1990,Green Reefers AS,ShipAndBunker_VesselsValue
2025,28,14-07-2025,Harbour Well,PANAMAX BULKER,Apr 1998,Grecoast HongKong,ShipAndBunker_VesselsValue
2025,28,12-07-2025,Inda,AFRAMAX,Apr 2003,MG Flot,ShipAndBunker_VesselsValue
2025,27,07-07-2025,Grand Master,ROPAX FERRY,Mar 2002,Unknown Turkish,ShipAndBunker_VesselsValue
2025,27,07-07-2025,Senaz,SMALL TANKER,Dec 1993,Blue Whale Maritime,ShipAndBunker_VesselsValue
2025,27,07-07-2025,Tian Long Xing,HANDY BULKER,Sep 1995,Shanghai Time Shipping,ShipAndBunker_VesselsValue
2025,27,05-07-2025,Bontrup Pearl,HANDYMAX,May 1984,SMT Shipping,ShipAndBunker_VesselsValue
2025,27,05-07-2025,Dk 03,HANDYMAX,May 1994,KYK Lines,ShipAndBunker_VesselsValue
2025,27,04-07-2025,Christ,GEN CARGO,Dec 1982,Ous Marine Developments,ShipAndBunker_VesselsValue
2025,36,09-09-2025,Yin Pu,HANDYMAX,Sep 1997,Shanghai Time Shipping,ShipAndBunker_VesselsValue
2025,36,09-09-2025,Hai Huang Xing,PANAMAX BULKER,Jul 2005,COSCO Shipping Bulk,ShipAndBunker_VesselsValue
2025,36,09-09-2025,LNG Jamal,LARGE LNG,Oct 2000,J3 Consortium,ShipAndBunker_VesselsValue
2025,36,08-09-2025,Bonita,PANAMAX BULKER,Jul 2001,Grehel Shipmanagement,ShipAndBunker_VesselsValue
2025,36,08-09-2025,Kavita,HANDY BULKER,Jul 1995,Cassini Ship Owning,ShipAndBunker_VesselsValue
2025,35,02-09-2025,Henry Goodrich,SEMI SUB DRILL RIG,Jul 1985,Transocean Inc,ShipAndBunker_VesselsValue
2025,35,02-09-2025,Discoverer India,DRILLSHIP,Aug 2010,Transocean Inc,ShipAndBunker_VesselsValue
2025,35,02-09-2025,Deepwater Champion,DRILLSHIP,Nov 2010,Transocean Inc,ShipAndBunker_VesselsValue
2025,35,02-09-2025,Discoverer Americas,DRILLSHIP,Aug 2009,Transocean Inc,ShipAndBunker_VesselsValue
2025,35,02-09-2025,Discoverer Clear Leader,DRILLSHIP,Mar 2009,Transocean Inc,ShipAndBunker_VesselsValue
2025,35,01-09-2025,Bel Air,PANAMAX BULKER,Feb 2006,Veritas Shipmanagement,ShipAndBunker_VesselsValue
2025,35,29-08-2025,Sunny Oak,FEEDER,Oct 1995,KMTC,ShipAndBunker_VesselsValue
2025,35,29-08-2025,Grace Ferrum,HANDY TANKER,Apr 2013,Grace Energy Shipping,ShipAndBunker_VesselsValue
2025,35,29-08-2025,Rade,LARGE LNG,Nov 2002,Capital Gas,ShipAndBunker_VesselsValue
2025,23,10-06-2025,Po Yang Hu,PANAMAX MT,Mar 1994,Sino Ocean Shipping,ShipAndBunker_VesselsValue
2025,23,10-06-2025,Ocean Star,HANDY BULKER,Jul 1995,Wuhan Yidong Shipping Management,ShipAndBunker_VesselsValue
2025,23,08-06-2025,Orient Brother,GEN CARGO,Mar 1993,HK Hangfeng Shipping,ShipAndBunker_VesselsValue
2025,23,08-06-2025,Sister 12,MPP,Mar 1991,Wen Xiang International,ShipAndBunker_VesselsValue
2025,23,06-06-2025,Run Fu 2,HANDY BULKER,Jun 1995,Wuhan Yidong Shipping Management,ShipAndBunker_VesselsValue
2025,23,06-06-2025,Berge Fuji,CAPESIZE,Mar 1996,Berge Bulk,ShipAndBunker_VesselsValue
2025,19,13-05-2025,Manasota,CAPESIZE,30-01-2004,Cardiff Marine,ShipAndBunker_VesselsValue
2025,19,12-05-2025,Span Asia 12,MPP,29-06-1990,Philippine Span Asia Carrier,ShipAndBunker_VesselsValue
2025,19,12-05-2025,Corso Marine,GEN CARGO,20-04-2000,Seven Mile Ltd,ShipAndBunker_VesselsValue
2025,19,12-05-2025,Sunny Maple,FEEDER,18-11-1996,KMTC,ShipAndBunker_VesselsValue
2025,19,12-05-2025,Woods,HANDYMAX,28-09-1995,Resurgence Ship Management,ShipAndBunker_VesselsValue
2025,19,09-05-2025,Span Asia 31,FEEDER,28-02-1992,Philippine Span Asia Carrier,ShipAndBunker_VesselsValue
2025,19,09-05-2025,Tornado,REEFER,02-11-1985,Undisclosed,ShipAndBunker_VesselsValue
2025,19,08-05-2025,Jaguar,GEN CARGO,01-08-1978,Blue Ocean Shipping,ShipAndBunker_VesselsValue
2025,17,25-04-2025,Peter S,PANAMAX BULKER,27-04-1995,Sea Gate Navigation,ShipAndBunker_VesselsValue
2025,17,25-04-2025,Riace,ROPAX FERRY,01-06-1983,Bluferries,ShipAndBunker_VesselsValue
2025,17,25-04-2025,Trawind Glory,GEN CARGO,30-03-1988,Atsl Service,ShipAndBunker_VesselsValue
2025,24,13-06-2025,Andaman Skies,AFRAMAX,Oct 2004,Alqutb Alshamali Marine Services,ShipAndBunker_VesselsValue
2025,24,13-06-2025,Maharshi Parashuram,AFRAMAX,Oct 2002,SCI,ShipAndBunker_VesselsValue
2025,20,20-05-2025,Bueno,PANAMAX MT,28-02-2005,Expanse Ship Management,ShipAndBunker_VesselsValue
2025,20,19-05-2025,CSL Elbe,SMALL HANDY,01-02-1982,CSL Group,ShipAndBunker_VesselsValue
2025,20,17-05-2025,Global Nubira,FEEDER,20-01-1998,Heung-A Line,ShipAndBunker_VesselsValue
2025,20,17-05-2025,Asmaa,HANDYMAX,30-08-1994,Safe Sea Services Sarl,ShipAndBunker_VesselsValue
2025,20,16-05-2025,Vistar,PANAMAX BULKER,30-04-1997,Resurgence Ship Management,ShipAndBunker_VesselsValue
2025,20,15-05-2025,Sun Bright,SMALL CRUISE,26-06-1980,Royal Marine Shipmanagement,ShipAndBunker_VesselsValue
2025,25,26-06-2025,Hugo,AHTS,May 1991,Trade Shipping,ShipAndBunker_VesselsValue
2025,25,23-06-2025,Jasmine,HANDY TANKER,Jul 1996,Africo 1 Offshore,ShipAndBunker_VesselsValue
2025,25,22-06-2025,Gas Soechi XXVIII,FULLY PRESSURISED,Jan 1995,Soechi Lines,ShipAndBunker_VesselsValue
2025,25,20-06-2025,Bitumen Princess,SMALL TANKER,Oct 1995,Safe Seas Ship Management FZE,ShipAndBunker_VesselsValue
2025,25,20-06-2025,FP Future,SUPRAMAX,Dec 2002,Hachiuma Steamship,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Grande Brasile,CON-RO,30-05-2000,Grimaldi Group,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Starlet,SMALL TANKER,01-07-2003,Oceanwide Shipping,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Charlene,HANDY BULKER,30-05-1996,NHK Shipping,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Moby Drea,CRUISEFERRY,16-05-1975,Moby SPA,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Heung A Ulsan,FEEDER,24-07-1996,Heung-A Line,ShipAndBunker_VesselsValue
2025,16,22-04-2025,Gold Eagle,GEN CARGO,25-08-1997,Weihai Yunhao International,ShipAndBunker_VesselsValue
2025,16,21-04-2025,Sea Dove,HANDY BULKER,01-02-1987,MCD Shipping,ShipAndBunker_VesselsValue
2025,16,19-04-2025,Eraclea,OCEAN GOING TUG,01-06-2010,Augustea Imprese Marittime,ShipAndBunker_VesselsValue
2025,16,19-04-2025,Stella di Lipari,SMALL TANKER,01-01-1972,Marnavi,ShipAndBunker_VesselsValue
2025,18,05-05-2025,Ohryu Maru,PALLETISED,24-03-1992,JFE Holdings,ShipAndBunker_VesselsValue
2025,18,02-05-2025,Dae Won,SMALL TANKER,22-10-1998,Jeil International,ShipAndBunker_VesselsValue
2025,18,02-05-2025,Eraclea,SUPRAMAX,21-06-2010,Medcare Shipping,ShipAndBunker_VesselsValue
2025,21,27-05-2025,Mimi,GEN CARGO,23-05-1986,Cedar Marine Services,ShipAndBunker_VesselsValue
2025,21,26-05-2025,HL Ras Laffan,LARGE LNG,20-07-2000,H Line Shipping,ShipAndBunker_VesselsValue
2025,21,26-05-2025,HL Sur,LARGE LNG,12-01-2000,H Line Shipping,ShipAndBunker_VesselsValue
2025,21,26-05-2025,Reliance,MPP,01-04-1996,Meratus Line,ShipAndBunker_VesselsValue
2025,21,25-05-2025,Hordafor IV,GEN CARGO,01-12-1975,Hordafor,ShipAndBunker_VesselsValue
2025,21,24-05-2025,Hyundai Technopia,LARGE LNG,01-07-1999,Hyundai LNG Shipping Co,ShipAndBunker_VesselsValue
2025,21,24-05-2025,Hyundai Aquapia,LARGE LNG,01-03-2000,KAMCO,ShipAndBunker_VesselsValue
2025,21,23-05-2025,Ladoga,GEN CARGO,01-10-1982,SSC Sea and River,ShipAndBunker_VesselsValue
2025,21,22-05-2025,Long 01,SUPRAMAX,24-07-1990,Undisclosed,ShipAndBunker_VesselsValue
2025,22,30-05-2025,Cuyahoga,SMALL HANDY,01-01-1943,Lower Lakes Towing,ShipAndBunker_VesselsValue
2025,22,30-05-2025,Huaquan,AHTS,21-03-1984,Jia Hang Shipping,ShipAndBunker_VesselsValue
2025,22,30-05-2025,Fundy Paradise,ROPAX FERRY,01-04-1971,Undisclosed,ShipAndBunker_VesselsValue
2025,22,31-05-2025,Basen,GEN CARGO,01-06-1966,Sealg AS,ShipAndBunker_VesselsValue
2025,22,31-05-2025,Abraham M,HANDY BULKER,10-09-1996,Mansour Management Gemi Acent,ShipAndBunker_VesselsValue
2025,13,28-03-2025,Dukhan,LARGE LNG,01-10-2004,MOL,ShipAndBunker_VesselsValue
2025,13,28-03-2025,Xie Hai Chong He,PANAMAX BULKER,12-02-1995,Zhejiang Xiehai Group,ShipAndBunker_VesselsValue
2025,13,27-03-2025,Rich Anna,GEN CARGO,01-04-2005,Long Win International Shipping,ShipAndBunker_VesselsValue
2025,13,27-03-2025,Zekai Onel,GEN CARGO,01-01-1980,Goze Denizcilik Dis Ticaret,ShipAndBunker_VesselsValue
2025,15,15-04-2025,Pilatus 22,FULLY PRESSURISED,01-06-1989,Pilatus Marine Co,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Auro,AFRAMAX,01-01-2005,Alqutb Alshamali Marine Services,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Lord 17,MPP,07-08-1996,Friends Shipping Co,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Gluon,FEEDERMAX,16-05-1995,Vistar Shipping,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Pasha 9,MPP,22-08-1995,Friends Shipping Co,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Irkutsk,GEN CARGO,22-06-1979,Global Marine Consulting,ShipAndBunker_VesselsValue
2025,15,14-04-2025,Firstec,HANDY BULKER,22-01-1997,Shanghai Adani Shipping,ShipAndBunker_VesselsValue
2025,15,10-04-2025,Jarucha 6,GEN CARGO,29-05-2006,Suntud and Son,ShipAndBunker_VesselsValue
2025,9,03-03-2025,Winnie,CAPESIZE,01-12-2000,Lila Global,ShipAndBunker_VesselsValue
2025,9,03-03-2025,Elan Vital,PANAMAX MT,26-08-2003,Product Shipping and Trading,ShipAndBunker_VesselsValue
2025,9,02-03-2025,Elan,PANAMAX MT,31-08-2004,Aveya Shipping DMCC,ShipAndBunker_VesselsValue
2025,9,02-03-2025,Kalina,MPP,18-07-1987,Sea Gate Management,ShipAndBunker_VesselsValue
2025,8,25-02-2025,Schumi 7,FULLY PRESSURISED,17-01-1996,Siam Lucky Marine,ShipAndBunker_VesselsValue
2025,8,21-02-2025,Bluefins,PANAMAX MT,30-03-2001,Expanse Ship Management,ShipAndBunker_VesselsValue
2025,8,21-02-2025,Eponyma,MPP,31-03-1993,Bintang Mas Shipping,ShipAndBunker_VesselsValue
2025,8,21-02-2025,Finlandia Seaways,RO-RO,14-08-2000,DFDS,ShipAndBunker_VesselsValue
2025,8,21-02-2025,Iris of Sea,RO-LO,14-12-1992,Sea Gate Management,ShipAndBunker_VesselsValue
2025,8,20-02-2025,B LPG Sophia,FULLY PRESSURISED,25-11-1997,Worldera,ShipAndBunker_VesselsValue
2025,7,17-02-2025,Jabal Ali 7,RO-LO,01-10-1979,Naif Marine Services,ShipAndBunker_VesselsValue
2025,7,14-02-2025,Minoan Flame,PANAMAX BULKER,20-03-1998,Modion Maritime Management,ShipAndBunker_VesselsValue
2025,7,14-02-2025,SA Equatorial,VLCC FSO,06-01-1997,Minsheng Financial Leasing,ShipAndBunker_VesselsValue
2025,7,14-02-2025,Run Fu 7,HANDYMAX,22-10-1990,Zhangjiagang Oceanicwit Shipping,ShipAndBunker_VesselsValue
2025,7,14-02-2025,Best Unity,PANAMAX BULKER,05-09-1997,Grand Voyage Marine Co,ShipAndBunker_VesselsValue
2025,7,14-02-2025,Span Asia 9,FEEDER,01-02-1985,Philippine Span Asia Carrier,ShipAndBunker_VesselsValue
2025,7,14-02-2025,Span Asia 20,MPP,01-03-1995,Philippine Span Asia Carrier,ShipAndBunker_VesselsValue
2025,7,2/13/2025,De Sheng 9,SMALL HANDY,06-01-1992,Xiamen Hong Tai Shipping,ShipAndBunker_VesselsValue
2025,6,13-02-2025,De Sheng 9,SMALL HANDY,01-06-1992,Xiamen Hong Tai Shipping,ShipAndBunker_VesselsValue
2025,6,10-02-2025,East Pioneer,PANAMAX BULKER,23-10-1997,Aggregates Manufacturing Trading (AMT) FZE,ShipAndBunker_VesselsValue
2025,6,10-02-2025,Arel 2,GEN CARGO,01-01-1983,Arel Denizcilik Ticaret,ShipAndBunker_VesselsValue
2025,6,07-02-2025,Sidimi,MPP,27-04-1987,Acrex Corp,ShipAndBunker_VesselsValue
2025,10,12-03-2025,Trader III,LARGE LNG,29-08-2002,Capital Gas,ShipAndBunker_VesselsValue
2025,10,07-03-2025,Hesen M,MPP,04-04-1986,Cedar Marine Services,ShipAndBunker_VesselsValue
2025,10,07-03-2025,Sea Wise,HANDY BULKER,25-07-1995,Zhangjiagang Oceanicwit Shipping,ShipAndBunker_VesselsValue
2025,10,07-03-2025,Socol 9,MPP,01-01-1989,Navis Shipping,ShipAndBunker_VesselsValue
2025,10,07-03-2025,Socol 10,MPP,29-10-1988,Navis Shipping,ShipAndBunker_VesselsValue
2025,12,24-03-2025,Sheng Tai,GEN CARGO,24-05-1997,Shanghai Changjiang,ShipAndBunker_VesselsValue
2025,12,21-03-2025,Vertex,SMALL TANKER,01-12-1981,Unknown Russian,ShipAndBunker_VesselsValue
2025,12,21-03-2025,EM Unity,AFRAMAX,27-01-1999,Equatorial Marine Fuel Management Services,ShipAndBunker_VesselsValue
2025,12,21-03-2025,Wu Tong Shan,PASSENGER FERRY,06-11-1987,Undisclosed,ShipAndBunker_VesselsValue
2025,12,21-03-2025,KG 7,SMALL TANKER,24-02-2000,Laxmi Corp,ShipAndBunker_VesselsValue
2025,12,21-03-2025,Neptune Star 25,HANDY BULKER,04-07-1996,Undisclosed,ShipAndBunker_VesselsValue
2025,14,07-04-2025,Adventure,MPP,03-02-1995,Alphamoon Shipping Management,ShipAndBunker_VesselsValue
2025,14,06-04-2025,Alasa,FEEDERMAX,06-02-1998,Salamis Lines,ShipAndBunker_VesselsValue
2025,14,04-04-2025,Futong Express,HANDYMAX,22-09-1995,Nova Shipping,ShipAndBunker_VesselsValue
2025,14,03-04-2025,GMA Nadia,GEN CARGO,01-01-1988,JMM Maritime,ShipAndBunker_VesselsValue
2025,14,03-04-2025,Athena,STANDBY / ERRV,29-09-1975,Ambrey Offshore,ShipAndBunker_VesselsValue
2025,11,14-03-2025,Sunny Linden,FEEDER,29-03-1995,KMTC,ShipAndBunker_VesselsValue
2025,11,14-03-2025,Seaworld Marine,RO-LO,08-01-1997,Sea World Express Ferry,ShipAndBunker_VesselsValue
2025,11,14-03-2025,Run Fu 6,HANDY BULKER,15-11-1995,Zhangjiagang Oceanicwit Shipping,ShipAndBunker_VesselsValue
2025,11,14-03-2025,Wind Energy,SEMI SUB DRILL RIG,15-11-2010,GMS,ShipAndBunker_VesselsValue
2025,11,13-03-2025,Moby Dada,CRUISEFERRY,30-03-1981,Moby SPA,ShipAndBunker_VesselsValue
2025,11,13-03-2025,Atlantic 22,HANDY BULKER,12-05-1994,Undisclosed,ShipAndBunker_VesselsValue
2024,50,17-12-2024,Prince 4,SMALL HANDY,17-01-1986,Cedar Marine Services,ShipAndBunker_VesselsValue
2024,50,16-12-2024,Green Cooler,REEFER,19-03-1990,Green Reefers AS,ShipAndBunker_VesselsValue
2024,50,16-12-2024,Dong Jiang Xiang,PANAMAX BULKER,27-07-1999,Tianjin Dongjiang Shipping,ShipAndBunker_VesselsValue
2024,50,16-12-2024,True Confidence,SUPRAMAX,04-08-2011,Third January Marine,ShipAndBunker_VesselsValue
2024,50,16-12-2024,Gelibolu 2,GEN CARGO,07-04-1984,Gelibolu Shipping & Management,ShipAndBunker_VesselsValue
2024,50,16-12-2024,Repubblica Argentina,RO-RO,01-06-1998,Grimaldi Group,ShipAndBunker_VesselsValue
2025,4,24-01-2025,Hyundai Greenpia,LARGE LNG,01-11-1996,Hyundai LNG Shipping Co,ShipAndBunker_VesselsValue
2025,4,24-01-2025,Martha Option,SMALL TANKER,11-08-1993,Waruna Nusa Sentana,ShipAndBunker_VesselsValue
2025,4,24-01-2025,Leena,HANDY BULKER,02-04-1994,Cedar Marine Services,ShipAndBunker_VesselsValue
2025,4,24-01-2025,Solan,SUEZMAX,01-01-1998,Mehdi Group,ShipAndBunker_VesselsValue
2025,4,24-01-2025,Lakatamia,HANDY TANKER,05-01-2000,World Tankers,ShipAndBunker_VesselsValue
2025,4,23-01-2025,Harbour Zenith,FEEDERMAX,01-07-1995,Harbour Link Group,ShipAndBunker_VesselsValue
2024,51,23-12-2024,Guo Yuan 9,SUPRAMAX,29-09-1994,Bank of Communications Financial Leasing,ShipAndBunker_VesselsValue
2024,51,23-12-2024,Amor,VLCC,08-03-2000,Valiant Marine Ventures FZE,ShipAndBunker_VesselsValue
2024,51,23-12-2024,Bow Clipper,HANDY TANKER,13-07-1995,Odfjell Management,ShipAndBunker_VesselsValue
2024,51,23-12-2024,Tanto Senang,FEEDERMAX,30-09-1998,Tanto Intim Line,ShipAndBunker_VesselsValue
2024,52,28-12-2024,MSC Esha F,FEEDERMAX,07-04-1993,MSC,ShipAndBunker_VesselsValue
2024,52,28-12-2024,Three Star,HANDYMAX,28-03-1996,Shanghai Changyunsheng Ship Management,ShipAndBunker_VesselsValue
2024,52,27-12-2024,Rialto,HANDY TANKER,01-11-1998,Natan,ShipAndBunker_VesselsValue
2024,52,27-12-2024,Mirai,GEN CARGO,16-02-1982,MV Line,ShipAndBunker_VesselsValue
2024,52,27-12-2024,HL Pyeongtaek,LARGE LNG,21-09-1995,H Line Shipping,ShipAndBunker_VesselsValue
2024,52,27-12-2024,Enzo,AFRAMAX,01-12-1999,Enzo Shipping,ShipAndBunker_VesselsValue
2025,5,03-02-2025,Millennium Leader,RO-LO,12-11-1996,Eastern Car Liner Ltd,ShipAndBunker_VesselsValue
2025,5,03-02-2025,Alexander,MPP,26-12-1988,Liza,ShipAndBunker_VesselsValue
2025,5,03-02-2025,Talent Blu,GEN CARGO,29-06-2008,Talent Blu Shipping,ShipAndBunker_VesselsValue
2025,5,31-01-2025,Tasos,PANAMAX BULKER,26-01-2000,Eurodry,ShipAndBunker_VesselsValue
2025,5,31-01-2025,AK Hamburg,GEN CARGO,01-01-1982,Undisclosed,ShipAndBunker_VesselsValue
2025,5,31-01-2025,Athina 3,HANDY TANKER,01-11-1988,Messina Chartering,ShipAndBunker_VesselsValue
2024,48,04-12-2024,Celine 02,SMALL TANKER,10-06-1980,Pelayaran Namtabung Jaya,ShipAndBunker_VesselsValue
2024,48,02-12-2024,Promitheas,SMALL TANKER,01-01-1975,Unknown Greek,ShipAndBunker_VesselsValue
2024,48,01-12-2024,New Sky,REEFER,12-11-1980,Systemar,ShipAndBunker_VesselsValue
2024,48,30-11-2024,Lady Cedros,CAPESIZE,26-05-1998,NYK Line,ShipAndBunker_VesselsValue
2024,48,30-11-2024,Jimei Shunhao,POST PANAMAX BULKER,31-05-1995,Mentor Pacific Ltd,ShipAndBunker_VesselsValue
2024,49,09-12-2024,Kelsey 2,SMALL TANKER,14-06-2002,Wooshin Marine,ShipAndBunker_VesselsValue
2024,49,07-12-2024,Athina 1,AFRAMAX,28-02-1995,Saud Shipping,ShipAndBunker_VesselsValue
2024,49,06-12-2024,MSC Augusta,HANDY CONTAINER,01-05-1986,MSC,ShipAndBunker_VesselsValue
2024,49,06-12-2024,Medelin Master,SMALL TANKER,03-10-1992,Waruna Nusa Sentana,ShipAndBunker_VesselsValue
2025,3,20-01-2025,Rong Yuan,PANAMAX BULKER,20-11-1997,Dia Yuan International Shipping,ShipAndBunker_VesselsValue
2025,3,20-01-2025,Wellgem,PANAMAX BULKER,27-07-1995,Well Gem Shipping,ShipAndBunker_VesselsValue
2025,3,20-01-2025,Ocean Peace,PANAMAX BULKER,25-02-1994,Ocean Peace,ShipAndBunker_VesselsValue
2025,2,13-01-2025,Altair,SMALL HANDY,01-07-1978,Arabella Enterprises,ShipAndBunker_VesselsValue
2025,2,13-01-2025,Penelope A,ROPAX FERRY,01-07-1972,Agoudimos Lines,ShipAndBunker_VesselsValue
2025,2,13-01-2025,Ocean Star,GEN CARGO,01-07-1980,Island Star Shipping Ltd,ShipAndBunker_VesselsValue
2025,2,13-01-2025,Ocean Legend,MPP,07-04-1993,Oceanic Container Lines,ShipAndBunker_VesselsValue
2025,2,11-01-2025,Kriti II,ROPAX FERRY,26-07-1979,Anek Lines SA,ShipAndBunker_VesselsValue
2025,2,11-01-2025,Kriti I,ROPAX FERRY,01-05-1979,Anek Lines SA,ShipAndBunker_VesselsValue
2025,2,10-01-2025,Nevelsk,MPP,30-10-2003,Steam Line Middle East Company,ShipAndBunker_VesselsValue
2025,2,10-01-2025,Banglar Jyoti,SMALL TANKER,01-04-1987,Bangladesh Shipping Corp,ShipAndBunker_VesselsValue
2025,2,10-01-2025,Banglar Shourabh,SMALL TANKER,01-09-1987,Bangladesh Shipping Corp,ShipAndBunker_VesselsValue
2025,2,10-01-2025,Golden Orient,PANAMAX BULKER,01-04-1998,Golden Bulk Shipping,ShipAndBunker_VesselsValue
2025,2,10-01-2025,Hapon,VLCC,30-04-1996,Undisclosed,ShipAndBunker_VesselsValue
