Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,5691620.9,100.0,5691620.9,16.99%,BDRY,2026-08-28
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,39739.0,6159545.0,18.38%,BDRY,2026-08-28
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,43457.0,6735835.0,20.10%,BDRY,2026-08-28
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,80.0,44643.0,3571440.0,10.66%,BDRY,2026-08-28
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,80.0,43107.0,3448560.0,10.29%,BDRY,2026-08-28
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,80.0,41061.0,3284880.0,9.80%,BDRY,2026-08-28
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19918.0,4083190.0,12.19%,BDRY,2026-08-28
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21418.0,4390690.0,13.10%,BDRY,2026-08-28
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,115.0,22796.0,2621540.0,7.82%,BDRY,2026-08-28
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,115.0,22550.0,2593250.0,7.74%,BDRY,2026-08-28
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,115.0,21414.0,2462610.0,7.35%,BDRY,2026-08-28
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18543.0,1019865.0,3.04%,BDRY,2026-08-28
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19607.0,1078385.0,3.22%,BDRY,2026-08-28
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,20850.0,625500.0,1.87%,BDRY,2026-08-28
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,20286.0,608580.0,1.82%,BDRY,2026-08-28
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,19150.0,574500.0,1.71%,BDRY,2026-08-28
Cash & Other,Cash&Other,Cash&Other,27808086.29,1.0,27808086.29,83.00%,BDRY,2026-08-28
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,56761272.3,100.0,56761272.3,47.16%,BWET,2026-08-28
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,43.961,1318830.0,1.10%,BWET,2026-08-28
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,80.0,40.903,3272240.0,2.72%,BWET,2026-08-28
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,110.0,42.614,4687540.0,3.89%,BWET,2026-08-28
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,110.0,38.915,4280650.0,3.56%,BWET,2026-08-28
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,110.0,37.036,4073960.0,3.38%,BWET,2026-08-28
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,105.744,16919040.0,14.06%,BWET,2026-08-28
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,290.0,120.734,35012860.0,29.09%,BWET,2026-08-28
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,217.0,111.002,24087434.0,20.01%,BWET,2026-08-28
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,242.0,107.211,25945062.0,21.55%,BWET,2026-08-28
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,207.0,103.429,21409803.0,17.79%,BWET,2026-08-28
Cash & Other,Cash&Other,Cash&Other,63676930.08,1.0,63676930.08,52.90%,BWET,2026-08-28
