Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,7185348.25,100.0,7185348.25,19.10%,BDRY,2026-09-03
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49454.0,7665370.0,20.38%,BDRY,2026-09-03
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,80.0,49214.0,3937120.0,10.47%,BDRY,2026-09-03
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,80.0,46536.0,3722880.0,9.90%,BDRY,2026-09-03
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,80.0,44057.0,3524560.0,9.37%,BDRY,2026-09-03
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,23046.0,4724430.0,12.56%,BDRY,2026-09-03
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,145.0,24807.0,3597015.0,9.56%,BDRY,2026-09-03
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,145.0,24096.0,3493920.0,9.29%,BDRY,2026-09-03
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,145.0,22754.0,3299330.0,8.77%,BDRY,2026-09-03
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,20121.0,1106655.0,2.94%,BDRY,2026-09-03
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,22571.0,677130.0,1.80%,BDRY,2026-09-03
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,21957.0,658710.0,1.75%,BDRY,2026-09-03
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,20750.0,622500.0,1.66%,BDRY,2026-09-03
Cash & Other,Cash&Other,Cash&Other,30421366.19,1.0,30421366.19,80.89%,BDRY,2026-09-03
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,38159770.34,100.0,38159770.34,31.96%,BWET,2026-09-03
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,85.0,42.584,3619640.0,3.03%,BWET,2026-09-03
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,70.0,44.889,3142230.0,2.63%,BWET,2026-09-03
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,70.0,43.411,3038770.0,2.55%,BWET,2026-09-03
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,70.0,41.94,2935800.0,2.46%,BWET,2026-09-03
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,270.0,135.186,36500220.0,30.57%,BWET,2026-09-03
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,227.0,125.092,28395884.0,23.78%,BWET,2026-09-03
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,217.0,117.327,25459959.0,21.32%,BWET,2026-09-03
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,187.0,111.954,20935398.0,17.53%,BWET,2026-09-03
Cash & Other,Cash&Other,Cash&Other,81035292.43,1.0,81035292.43,67.87%,BWET,2026-09-03
