Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9205494.5,100.0,9205494.5,25.33%,BDRY,2026-09-15
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49136.0,7616080.0,20.96%,BDRY,2026-09-15
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,110.0,46357.0,5099270.0,14.03%,BDRY,2026-09-15
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,110.0,44157.0,4857270.0,13.37%,BDRY,2026-09-15
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,110.0,42536.0,4678960.0,12.88%,BDRY,2026-09-15
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21607.0,4429435.0,12.19%,BDRY,2026-09-15
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,175.0,22350.0,3911250.0,10.76%,BDRY,2026-09-15
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,175.0,22200.0,3885000.0,10.69%,BDRY,2026-09-15
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,175.0,21414.0,3747450.0,10.31%,BDRY,2026-09-15
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19721.0,1084655.0,2.99%,BDRY,2026-09-15
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,45.0,20757.0,934065.0,2.57%,BDRY,2026-09-15
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,45.0,20718.0,932310.0,2.57%,BDRY,2026-09-15
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,45.0,20043.0,901935.0,2.48%,BDRY,2026-09-15
Cash & Other,Cash&Other,Cash&Other,27120894.82,1.0,27120894.82,74.64%,BDRY,2026-09-15
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,137704545.84,100.0,137704545.84,46.40%,BWET,2026-09-15
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,63.497,4127305.0,1.39%,BWET,2026-09-15
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,125.0,77.029,9628625.0,3.24%,BWET,2026-09-15
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,125.0,60.154,7519250.0,2.53%,BWET,2026-09-15
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,125.0,52.885,6610625.0,2.23%,BWET,2026-09-15
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,184.702,40634440.0,13.69%,BWET,2026-09-15
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,392.0,206.61,80991120.0,27.29%,BWET,2026-09-15
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,372.0,202.817,75447924.0,25.42%,BWET,2026-09-15
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,372.0,198.124,73702128.0,24.83%,BWET,2026-09-15
Cash & Other,Cash&Other,Cash&Other,158983396.94,1.0,158983396.94,53.57%,BWET,2026-09-15
