Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,7589753.25,100.0,7589753.25,20.37%,BDRY,2026-09-04
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49593.0,7686915.0,20.63%,BDRY,2026-09-04
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,90.0,48425.0,4358250.0,11.69%,BDRY,2026-09-04
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,90.0,45821.0,4123890.0,11.07%,BDRY,2026-09-04
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,90.0,43593.0,3923370.0,10.53%,BDRY,2026-09-04
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22457.0,4603685.0,12.35%,BDRY,2026-09-04
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,145.0,23843.0,3457235.0,9.28%,BDRY,2026-09-04
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,145.0,23032.0,3339640.0,8.96%,BDRY,2026-09-04
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,145.0,21918.0,3178110.0,8.53%,BDRY,2026-09-04
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19686.0,1082730.0,2.91%,BDRY,2026-09-04
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,22036.0,661080.0,1.77%,BDRY,2026-09-04
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,21479.0,644370.0,1.73%,BDRY,2026-09-04
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,20386.0,611580.0,1.64%,BDRY,2026-09-04
Cash & Other,Cash&Other,Cash&Other,29662988.95,1.0,29662988.95,79.60%,BDRY,2026-09-04
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,49860435.34,100.0,49860435.34,42.44%,BWET,2026-09-04
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,46.002,2990130.0,2.54%,BWET,2026-09-04
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,70.0,49.379,3456530.0,2.94%,BWET,2026-09-04
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,70.0,44.431,3110170.0,2.65%,BWET,2026-09-04
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,70.0,41.92,2934400.0,2.50%,BWET,2026-09-04
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,136.453,30019660.0,25.55%,BWET,2026-09-04
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,227.0,135.309,30715143.0,26.14%,BWET,2026-09-04
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,217.0,123.492,26797764.0,22.81%,BWET,2026-09-04
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,187.0,117.109,21899383.0,18.64%,BWET,2026-09-04
Cash & Other,Cash&Other,Cash&Other,67670447.25,1.0,67670447.25,57.59%,BWET,2026-09-04
