Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,5691620.9,100.0,5691620.9,17.77%,BDRY,2026-08-25
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,39482.0,6119710.0,19.11%,BDRY,2026-08-25
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,42354.0,6564870.0,20.49%,BDRY,2026-08-25
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,60.0,43718.0,2623080.0,8.19%,BDRY,2026-08-25
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,60.0,42082.0,2524920.0,7.88%,BDRY,2026-08-25
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,60.0,40111.0,2406660.0,7.51%,BDRY,2026-08-25
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19768.0,4052440.0,12.65%,BDRY,2026-08-25
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,20914.0,4287370.0,13.38%,BDRY,2026-08-25
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,105.0,22189.0,2329845.0,7.27%,BDRY,2026-08-25
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,105.0,21854.0,2294670.0,7.16%,BDRY,2026-08-25
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,105.0,20561.0,2158905.0,6.74%,BDRY,2026-08-25
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18557.0,1020635.0,3.19%,BDRY,2026-08-25
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19846.0,1091530.0,3.41%,BDRY,2026-08-25
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,20729.0,621870.0,1.94%,BDRY,2026-08-25
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,20111.0,603330.0,1.88%,BDRY,2026-08-25
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,18914.0,567420.0,1.77%,BDRY,2026-08-25
Cash & Other,Cash&Other,Cash&Other,26336110.78,1.0,26336110.78,82.22%,BDRY,2026-08-25
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,100668469.3,100.0,100668469.3,46.31%,BWET,2026-08-25
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,45.568,1367040.0,0.63%,BWET,2026-08-25
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,115.0,47.849,5502635.0,2.53%,BWET,2026-08-25
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,190.0,43.237,8215030.0,3.78%,BWET,2026-08-25
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,190.0,40.577,7709630.0,3.55%,BWET,2026-08-25
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,190.0,38.456,7306640.0,3.36%,BWET,2026-08-25
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,105.414,16866240.0,7.76%,BWET,2026-08-25
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,335.0,136.42,45700700.0,21.02%,BWET,2026-08-25
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,332.0,127.32,42270240.0,19.44%,BWET,2026-08-25
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,357.0,114.936,41032152.0,18.87%,BWET,2026-08-25
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,322.0,110.998,35741356.0,16.44%,BWET,2026-08-25
Cash & Other,Cash&Other,Cash&Other,116681849.78,1.0,116681849.78,53.67%,BWET,2026-08-25
