Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,691620.9,100.0,691620.9,2.27%,BDRY,2026-08-19
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,38479.0,5964245.0,19.61%,BDRY,2026-08-19
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,39089.0,6058795.0,19.92%,BDRY,2026-08-19
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,50.0,40275.0,2013750.0,6.62%,BDRY,2026-08-19
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,50.0,38764.0,1938200.0,6.37%,BDRY,2026-08-19
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,50.0,37279.0,1863950.0,6.13%,BDRY,2026-08-19
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19707.0,4039935.0,13.29%,BDRY,2026-08-19
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,20164.0,4133620.0,13.59%,BDRY,2026-08-19
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,95.0,21250.0,2018750.0,6.64%,BDRY,2026-08-19
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,95.0,20921.0,1987495.0,6.54%,BDRY,2026-08-19
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,95.0,19807.0,1881665.0,6.19%,BDRY,2026-08-19
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18625.0,1024375.0,3.37%,BDRY,2026-08-19
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19682.0,1082510.0,3.56%,BDRY,2026-08-19
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,25.0,20539.0,513475.0,1.69%,BDRY,2026-08-19
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,25.0,19886.0,497150.0,1.63%,BDRY,2026-08-19
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,25.0,18596.0,464900.0,1.53%,BDRY,2026-08-19
Cash & Other,Cash&Other,Cash&Other,29713826.08,1.0,29713826.08,97.72%,BDRY,2026-08-19
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,53149380.3,100.0,53149380.3,52.60%,BWET,2026-08-19
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,44.482,1334460.0,1.32%,BWET,2026-08-19
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,60.0,48.909,2934540.0,2.90%,BWET,2026-08-19
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,65.0,43.715,2841475.0,2.81%,BWET,2026-08-19
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,65.0,40.382,2624830.0,2.60%,BWET,2026-08-19
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,65.0,38.174,2481310.0,2.46%,BWET,2026-08-19
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,98.385,15741600.0,15.58%,BWET,2026-08-19
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,265.0,102.544,27174160.0,26.89%,BWET,2026-08-19
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,182.0,98.499,17926818.0,17.74%,BWET,2026-08-19
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,182.0,92.763,16882866.0,16.71%,BWET,2026-08-19
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,182.0,87.109,15853838.0,15.69%,BWET,2026-08-19
Cash & Other,Cash&Other,Cash&Other,47976535.97,1.0,47976535.97,47.48%,BWET,2026-08-19
