Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,6436155.9,100.0,6436155.9,18.56%,BDRY,2026-09-01
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,45557.0,7061335.0,20.36%,BDRY,2026-09-01
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,80.0,46446.0,3715680.0,10.72%,BDRY,2026-09-01
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,80.0,44450.0,3556000.0,10.26%,BDRY,2026-09-01
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,80.0,42293.0,3383440.0,9.76%,BDRY,2026-09-01
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22089.0,4528245.0,13.06%,BDRY,2026-09-01
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,120.0,23686.0,2842320.0,8.20%,BDRY,2026-09-01
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,120.0,23268.0,2792160.0,8.05%,BDRY,2026-09-01
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,120.0,21964.0,2635680.0,7.60%,BDRY,2026-09-01
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19789.0,1088395.0,3.14%,BDRY,2026-09-01
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,21639.0,649170.0,1.87%,BDRY,2026-09-01
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,21018.0,630540.0,1.82%,BDRY,2026-09-01
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,19882.0,596460.0,1.72%,BDRY,2026-09-01
Cash & Other,Cash&Other,Cash&Other,28236082.5,1.0,28236082.5,81.43%,BDRY,2026-09-01
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,35635430.3,100.0,35635430.3,29.92%,BWET,2026-09-01
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,80.0,40.547,3243760.0,2.72%,BWET,2026-09-01
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,95.0,41.974,3987530.0,3.35%,BWET,2026-09-01
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,95.0,40.388,3836860.0,3.22%,BWET,2026-09-01
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,95.0,38.621,3668995.0,3.08%,BWET,2026-09-01
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,290.0,120.872,35052880.0,29.43%,BWET,2026-09-01
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,217.0,112.014,24307038.0,20.41%,BWET,2026-09-01
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,242.0,107.817,26091714.0,21.91%,BWET,2026-09-01
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,207.0,104.231,21575817.0,18.12%,BWET,2026-09-01
Cash & Other,Cash&Other,Cash&Other,83453176.65,1.0,83453176.65,70.07%,BWET,2026-09-01
