Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,8400349.2,100.0,8400349.2,22.96%,BDRY,2026-09-16
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49004.0,7595620.0,20.76%,BDRY,2026-09-16
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,110.0,46936.0,5162960.0,14.11%,BDRY,2026-09-16
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,110.0,44668.0,4913480.0,13.43%,BDRY,2026-09-16
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,110.0,42814.0,4709540.0,12.87%,BDRY,2026-09-16
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21489.0,4405245.0,12.04%,BDRY,2026-09-16
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,175.0,22550.0,3946250.0,10.79%,BDRY,2026-09-16
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,175.0,22386.0,3917550.0,10.71%,BDRY,2026-09-16
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,175.0,21611.0,3781925.0,10.34%,BDRY,2026-09-16
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19893.0,1094115.0,2.99%,BDRY,2026-09-16
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,45.0,21200.0,954000.0,2.61%,BDRY,2026-09-16
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,45.0,21018.0,945810.0,2.59%,BDRY,2026-09-16
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,45.0,20189.0,908505.0,2.48%,BDRY,2026-09-16
Cash & Other,Cash&Other,Cash&Other,28182577.68,1.0,28182577.68,77.03%,BDRY,2026-09-16
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,137664945.16,100.0,137664945.16,50.17%,BWET,2026-09-16
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,64.201,4173065.0,1.52%,BWET,2026-09-16
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,125.0,78.165,9770625.0,3.56%,BWET,2026-09-16
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,125.0,60.222,7527750.0,2.74%,BWET,2026-09-16
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,125.0,52.509,6563625.0,2.39%,BWET,2026-09-16
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,184.194,40522680.0,14.77%,BWET,2026-09-16
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,327.0,197.284,64511868.0,23.51%,BWET,2026-09-16
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,327.0,192.0,62784000.0,22.88%,BWET,2026-09-16
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,327.0,187.912,61447224.0,22.39%,BWET,2026-09-16
Cash & Other,Cash&Other,Cash&Other,136656593.69,1.0,136656593.69,49.80%,BWET,2026-09-16
