Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,5691620.9,100.0,5691620.9,17.63%,BDRY,2026-08-24
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,39675.0,6149625.0,19.04%,BDRY,2026-08-24
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,42643.0,6609665.0,20.47%,BDRY,2026-08-24
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,60.0,43843.0,2630580.0,8.15%,BDRY,2026-08-24
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,60.0,42064.0,2523840.0,7.82%,BDRY,2026-08-24
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,60.0,40086.0,2405160.0,7.45%,BDRY,2026-08-24
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,19782.0,4055310.0,12.56%,BDRY,2026-08-24
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21286.0,4363630.0,13.51%,BDRY,2026-08-24
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,100.0,22432.0,2243200.0,6.95%,BDRY,2026-08-24
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,100.0,22014.0,2201400.0,6.82%,BDRY,2026-08-24
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,100.0,20707.0,2070700.0,6.41%,BDRY,2026-08-24
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18586.0,1022230.0,3.17%,BDRY,2026-08-24
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,20264.0,1114520.0,3.45%,BDRY,2026-08-24
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,25.0,21143.0,528575.0,1.64%,BDRY,2026-08-24
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,25.0,20382.0,509550.0,1.58%,BDRY,2026-08-24
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,25.0,19100.0,477500.0,1.48%,BDRY,2026-08-24
Cash & Other,Cash&Other,Cash&Other,26598649.15,1.0,26598649.15,82.37%,BDRY,2026-08-24
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,105091962.3,100.0,105091962.3,51.94%,BWET,2026-08-24
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,46.279,1388370.0,0.69%,BWET,2026-08-24
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,105.0,52.271,5488455.0,2.71%,BWET,2026-08-24
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,190.0,45.711,8685090.0,4.29%,BWET,2026-08-24
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,190.0,43.189,8205910.0,4.06%,BWET,2026-08-24
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,190.0,40.54,7702600.0,3.81%,BWET,2026-08-24
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,104.382,16701120.0,8.25%,BWET,2026-08-24
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,335.0,133.39,44685650.0,22.09%,BWET,2026-08-24
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,285.0,119.825,34150125.0,16.88%,BWET,2026-08-24
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,320.0,115.099,36831680.0,18.20%,BWET,2026-08-24
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,285.0,113.129,32241765.0,15.93%,BWET,2026-08-24
Cash & Other,Cash&Other,Cash&Other,97486855.6,1.0,97486855.6,48.18%,BWET,2026-08-24
