Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,8400349.2,100.0,8400349.2,22.48%,BDRY,2026-09-18
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,49664.0,7697920.0,20.60%,BDRY,2026-09-18
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,115.0,48696.0,5600040.0,14.99%,BDRY,2026-09-18
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,115.0,46568.0,5355320.0,14.33%,BDRY,2026-09-18
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,115.0,44104.0,5071960.0,13.58%,BDRY,2026-09-18
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,21325.0,4371625.0,11.70%,BDRY,2026-09-18
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,175.0,22446.0,3928050.0,10.51%,BDRY,2026-09-18
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,175.0,22636.0,3961300.0,10.60%,BDRY,2026-09-18
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,175.0,21779.0,3811325.0,10.20%,BDRY,2026-09-18
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,20089.0,1104895.0,2.96%,BDRY,2026-09-18
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,45.0,21754.0,978930.0,2.62%,BDRY,2026-09-18
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,45.0,21618.0,972810.0,2.60%,BDRY,2026-09-18
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,45.0,20761.0,934245.0,2.50%,BDRY,2026-09-18
Cash & Other,Cash&Other,Cash&Other,28952953.39,1.0,28952953.39,77.49%,BDRY,2026-09-18
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,138375660.16,100.0,138375660.16,43.20%,BWET,2026-09-18
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,68.387,4445155.0,1.39%,BWET,2026-09-18
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,125.0,89.847,11230875.0,3.51%,BWET,2026-09-18
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,125.0,76.696,9587000.0,2.99%,BWET,2026-09-18
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,125.0,61.331,7666375.0,2.39%,BWET,2026-09-18
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,193.465,42562300.0,13.29%,BWET,2026-09-18
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,402.0,214.307,86151414.0,26.89%,BWET,2026-09-18
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,402.0,207.559,83438718.0,26.05%,BWET,2026-09-18
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,422.0,201.999,85243578.0,26.61%,BWET,2026-09-18
Cash & Other,Cash&Other,Cash&Other,181910927.16,1.0,181910927.16,56.79%,BWET,2026-09-18
