Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,691620.9,100.0,691620.9,2.23%,BDRY,2026-08-17
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,39343.0,6098165.0,19.62%,BDRY,2026-08-17
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,39882.0,6181710.0,19.89%,BDRY,2026-08-17
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,50.0,40304.0,2015200.0,6.48%,BDRY,2026-08-17
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,50.0,38832.0,1941600.0,6.25%,BDRY,2026-08-17
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,50.0,37436.0,1871800.0,6.02%,BDRY,2026-08-17
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,20186.0,4138130.0,13.31%,BDRY,2026-08-17
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,20943.0,4293315.0,13.81%,BDRY,2026-08-17
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,85.0,21818.0,1854530.0,5.97%,BDRY,2026-08-17
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,85.0,21146.0,1797410.0,5.78%,BDRY,2026-08-17
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,85.0,19921.0,1693285.0,5.45%,BDRY,2026-08-17
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18707.0,1028885.0,3.31%,BDRY,2026-08-17
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,20186.0,1110230.0,3.57%,BDRY,2026-08-17
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,25.0,20868.0,521700.0,1.68%,BDRY,2026-08-17
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,25.0,20132.0,503300.0,1.62%,BDRY,2026-08-17
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,25.0,18796.0,469900.0,1.51%,BDRY,2026-08-17
Cash & Other,Cash&Other,Cash&Other,30383299.96,1.0,30383299.96,97.76%,BDRY,2026-08-17
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,39962153.8,100.0,39962153.8,47.61%,BWET,2026-08-17
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,40.63,1218900.0,1.45%,BWET,2026-08-17
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,60.0,45.998,2759880.0,3.29%,BWET,2026-08-17
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,55.0,41.523,2283765.0,2.72%,BWET,2026-08-17
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,55.0,39.956,2197580.0,2.62%,BWET,2026-08-17
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,55.0,38.146,2098030.0,2.50%,BWET,2026-08-17
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,95.542,15286720.0,18.21%,BWET,2026-08-17
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,265.0,98.019,25975035.0,30.94%,BWET,2026-08-17
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,132.0,96.641,12756612.0,15.20%,BWET,2026-08-17
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,142.0,88.92,12626640.0,15.04%,BWET,2026-08-17
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,132.0,81.057,10699524.0,12.75%,BWET,2026-08-17
Cash & Other,Cash&Other,Cash&Other,43994009.26,1.0,43994009.26,52.41%,BWET,2026-08-17
