Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,9205494.5,100.0,9205494.5,23.45%,BDRY,2026-09-10
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,52979.0,8211745.0,20.92%,BDRY,2026-09-10
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,100.0,49725.0,4972500.0,12.66%,BDRY,2026-09-10
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,100.0,46193.0,4619300.0,11.77%,BDRY,2026-09-10
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,100.0,43818.0,4381800.0,11.16%,BDRY,2026-09-10
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22307.0,4572935.0,11.65%,BDRY,2026-09-10
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,165.0,24043.0,3967095.0,10.10%,BDRY,2026-09-10
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,165.0,23307.0,3845655.0,9.79%,BDRY,2026-09-10
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,165.0,22207.0,3664155.0,9.33%,BDRY,2026-09-10
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19832.0,1090760.0,2.78%,BDRY,2026-09-10
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,35.0,22096.0,773360.0,1.97%,BDRY,2026-09-10
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,35.0,21596.0,755860.0,1.93%,BDRY,2026-09-10
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,35.0,20532.0,718620.0,1.83%,BDRY,2026-09-10
Cash & Other,Cash&Other,Cash&Other,30047344.2,1.0,30047344.2,76.53%,BDRY,2026-09-10
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,58156909.84,100.0,58156909.84,31.70%,BWET,2026-09-10
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,50.751,3298815.0,1.80%,BWET,2026-09-10
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,115.0,57.949,6664135.0,3.63%,BWET,2026-09-10
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,115.0,51.826,5959990.0,3.25%,BWET,2026-09-10
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,115.0,47.308,5440420.0,2.97%,BWET,2026-09-10
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,151.585,33348700.0,18.18%,BWET,2026-09-10
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,302.0,158.808,47960016.0,26.14%,BWET,2026-09-10
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,257.0,152.986,39317402.0,21.43%,BWET,2026-09-10
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,247.0,141.697,34999159.0,19.08%,BWET,2026-09-10
Cash & Other,Cash&Other,Cash&Other,125342125.64,1.0,125342125.64,68.31%,BWET,2026-09-10
