Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,8394773.25,100.0,8394773.25,21.06%,BDRY,2026-09-09
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,54193.0,8399915.0,21.07%,BDRY,2026-09-09
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,95.0,51039.0,4848705.0,12.16%,BDRY,2026-09-09
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,95.0,47143.0,4478585.0,11.24%,BDRY,2026-09-09
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,95.0,44350.0,4213250.0,10.57%,BDRY,2026-09-09
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,22464.0,4605120.0,11.55%,BDRY,2026-09-09
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,160.0,24264.0,3882240.0,9.74%,BDRY,2026-09-09
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,160.0,23457.0,3753120.0,9.42%,BDRY,2026-09-09
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,160.0,22346.0,3575360.0,8.97%,BDRY,2026-09-09
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19811.0,1089605.0,2.73%,BDRY,2026-09-09
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,35.0,22393.0,783755.0,1.97%,BDRY,2026-09-09
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,35.0,21864.0,765240.0,1.92%,BDRY,2026-09-09
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,35.0,20664.0,723240.0,1.81%,BDRY,2026-09-09
Cash & Other,Cash&Other,Cash&Other,31456326.89,1.0,31456326.89,78.92%,BDRY,2026-09-09
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,47508549.84,100.0,47508549.84,32.80%,BWET,2026-09-09
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,65.0,48.223,3134495.0,2.16%,BWET,2026-09-09
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,75.0,53.085,3981375.0,2.75%,BWET,2026-09-09
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,75.0,48.091,3606825.0,2.49%,BWET,2026-09-09
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,75.0,44.924,3369300.0,2.33%,BWET,2026-09-09
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,220.0,145.342,31975240.0,22.08%,BWET,2026-09-09
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,292.0,145.51,42488920.0,29.34%,BWET,2026-09-09
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,247.0,140.088,34601736.0,23.89%,BWET,2026-09-09
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,237.0,128.819,30530103.0,21.08%,BWET,2026-09-09
Cash & Other,Cash&Other,Cash&Other,97279961.04,1.0,97279961.04,67.17%,BWET,2026-09-09
