Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,6444876.38,100.0,6444876.38,17.67%,BDRY,2026-09-02
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,46871.0,7265005.0,19.92%,BDRY,2026-09-02
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,80.0,47289.0,3783120.0,10.37%,BDRY,2026-09-02
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,80.0,45114.0,3609120.0,9.90%,BDRY,2026-09-02
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,80.0,42729.0,3418320.0,9.37%,BDRY,2026-09-02
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,23232.0,4762560.0,13.06%,BDRY,2026-09-02
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,140.0,25004.0,3500560.0,9.60%,BDRY,2026-09-02
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,140.0,24171.0,3383940.0,9.28%,BDRY,2026-09-02
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,140.0,22696.0,3177440.0,8.71%,BDRY,2026-09-02
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,20025.0,1101375.0,3.02%,BDRY,2026-09-02
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,30.0,22271.0,668130.0,1.83%,BDRY,2026-09-02
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,30.0,21514.0,645420.0,1.77%,BDRY,2026-09-02
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,30.0,20225.0,606750.0,1.66%,BDRY,2026-09-02
Cash & Other,Cash&Other,Cash&Other,30008718.42,1.0,30008718.42,82.28%,BDRY,2026-09-02
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,35763547.66,100.0,35763547.66,34.73%,BWET,2026-09-02
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,80.0,37.164,2973120.0,2.89%,BWET,2026-09-02
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,65.0,41.082,2670330.0,2.59%,BWET,2026-09-02
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,65.0,40.092,2605980.0,2.53%,BWET,2026-09-02
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,65.0,38.567,2506855.0,2.43%,BWET,2026-09-02
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,265.0,127.329,33742185.0,32.77%,BWET,2026-09-02
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,182.0,120.891,22002162.0,21.37%,BWET,2026-09-02
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,202.0,115.013,23232626.0,22.56%,BWET,2026-09-02
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,172.0,109.55,18842600.0,18.30%,BWET,2026-09-02
Cash & Other,Cash&Other,Cash&Other,67079000.97,1.0,67079000.97,65.14%,BWET,2026-09-02
