Name,Ticker,CUSIP,Lots,Price,Market_Value,Weightings,Account,Date
Capesize 5TC FFA 180kt Timecharter Average M Aug 26,C5TCM Q26 INDEX,C5TCM Q26,155.0,38793.0,6012915.0,19.77%,BDRY,2026-08-13
Capesize 5TC FFA 180kt Timecharter Average M Sep 26,C5TCM U26 INDEX,C5TCM U26,155.0,37593.0,5826915.0,19.16%,BDRY,2026-08-13
Capesize 5TC FFA 180kt Timecharter Average M Oct 26,C5TCM V26 INDEX,C5TCM V26,50.0,38443.0,1922150.0,6.32%,BDRY,2026-08-13
Capesize 5TC FFA 180kt Timecharter Average M Nov 26,C5TCM X26 INDEX,C5TCM X26,50.0,37236.0,1861800.0,6.12%,BDRY,2026-08-13
Capesize 5TC FFA 180kt Timecharter Average M Dec 26,C5TCM Z26 INDEX,C5TCM Z26,50.0,36068.0,1803400.0,5.93%,BDRY,2026-08-13
Panamax 5TC FFA 82kt Timecharter Average M Aug 26,P5TCM Q26 INDEX,P5TCM Q26,205.0,20568.0,4216440.0,13.86%,BDRY,2026-08-13
Panamax 5TC FFA 82kt Timecharter Average M Sep 26,P5TCM U26 INDEX,P5TCM U26,205.0,20982.0,4301310.0,14.14%,BDRY,2026-08-13
Panamax 5TC FFA 82kt Timecharter Average M Oct 26,P5TCM V26 INDEX,P5TCM V26,80.0,21646.0,1731680.0,5.69%,BDRY,2026-08-13
Panamax 5TC FFA 82kt Timecharter Average M Nov 26,P5TCM X26 INDEX,P5TCM X26,80.0,20982.0,1678560.0,5.52%,BDRY,2026-08-13
Panamax 5TC FFA 82kt Timecharter Average M Dec 26,P5TCM Z26 INDEX,P5TCM Z26,80.0,19782.0,1582560.0,5.20%,BDRY,2026-08-13
Supramax 58 TC FFA 58kt Timecharter Average M Aug 26,S58FM Q26 INDEX,S58FM Q26,55.0,18629.0,1024595.0,3.37%,BDRY,2026-08-13
Supramax 58 TC FFA 58kt Timecharter Average M Sep 26,S58FM U26 INDEX,S58FM U26,55.0,19996.0,1099780.0,3.62%,BDRY,2026-08-13
Supramax 58 TC FFA 58kt Timecharter Average M Oct 26,S58FM V26 INDEX,S58FM V26,15.0,20529.0,307935.0,1.01%,BDRY,2026-08-13
Supramax 58 TC FFA 58kt Timecharter Average M Nov 26,S58FM X26 INDEX,S58FM X26,15.0,19668.0,295020.0,0.97%,BDRY,2026-08-13
Supramax 58 TC FFA 58kt Timecharter Average M Dec 26,S58FM Z26 INDEX,S58FM Z26,15.0,18336.0,275040.0,0.90%,BDRY,2026-08-13
Cash & Other,Cash&Other,Cash&Other,29561296.95,1.0,29561296.95,97.18%,BDRY,2026-08-13
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,852646.16,100.0,852646.16,2.80%,BDRY,2026-08-13
TD3C FFA 270kt Middle East Gulf to China USD/MT M Aug 26,DD3CM Q26 INDEX,DD3CM Q26,160.0,95.106,15216960.0,21.69%,BWET,2026-08-13
TD3C FFA 270kt Middle East Gulf to China USD/MT M Sep 26,DD3CM U26 INDEX,DD3CM U26,225.0,91.959,20690775.0,29.49%,BWET,2026-08-13
TD3C FFA 270kt Middle East Gulf to China USD/MT M Oct 26,DD3CM V26 INDEX,DD3CM V26,132.0,83.87,11070840.0,15.78%,BWET,2026-08-13
TD3C FFA 270kt Middle East Gulf to China USD/MT M Nov 26,DD3CM X26 INDEX,DD3CM X26,132.0,77.81,10270920.0,14.64%,BWET,2026-08-13
TD3C FFA 270kt Middle East Gulf to China USD/MT M Dec 26,DD3CM Z26 INDEX,DD3CM Z26,132.0,69.464,9169248.0,13.07%,BWET,2026-08-13
TD20 FFA 130kt West Africa to Continent USD/MT M Aug 26,DD20M Q26 INDEX,DD20M Q26,30.0,38.554,1156620.0,1.65%,BWET,2026-08-13
TD20 FFA 130kt West Africa to Continent USD/MT M Sep 26,DD20M U26 INDEX,DD20M U26,40.0,43.263,1730520.0,2.47%,BWET,2026-08-13
TD20 FFA 130kt West Africa to Continent USD/MT M Oct 26,DD20M V26 INDEX,DD20M V26,45.0,39.692,1786140.0,2.55%,BWET,2026-08-13
TD20 FFA 130kt West Africa to Continent USD/MT M Nov 26,DD20M X26 INDEX,DD20M X26,45.0,38.184,1718280.0,2.45%,BWET,2026-08-13
TD20 FFA 130kt West Africa to Continent USD/MT M Dec 26,DD20M Z26 INDEX,DD20M Z26,45.0,36.418,1638810.0,2.34%,BWET,2026-08-13
Cash & Other,Cash&Other,Cash&Other,42390091.31,1.0,42390091.31,60.41%,BWET,2026-08-13
Invesco Government & Agency Portfolio 12/31/2031,AGPXX,825252885,27769924.85,100.0,27769924.85,39.58%,BWET,2026-08-13
