fund,period_ended,source_url,local_file_path,sha256_checksum,file_size_bytes,opening_nav_dollars,sales_of_shares_dollars,redemptions_of_shares_dollars,net_share_activity_dollars,interest_income_dollars,sponsor_fee_dollars,cta_fee_dollars,brokerage_commissions_dollars,admin_custody_fees_dollars,total_expenses_dollars,cta_fee_waiver_dollars,expenses_absorbed_dollars,net_expenses_dollars,net_investment_income_dollars,realized_futures_pnl_dollars,unrealized_futures_pnl_delta_dollars,net_futures_pnl_dollars,net_income_loss_dollars,closing_nav_dollars,shares_outstanding,nav_per_share,balance_identity_err_dollars,balance_identity_valid,share_identity_err_dollars,share_identity_valid
BDRY,April-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2023.pdf,187134d2d6099c95276ab4bf18aa2910bbd3ee119c0ae7f0299f30fa6a0808dc,249323,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2023.pdf,5a90baddef081d8b468bc02a0f49b363a8cb93b8a7cdcac784261df6a5a40e8e,250177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2023.pdf,e0d834a26ed9c46f0b00ede1e37ada71bbc54b03dcb7e1d7d4bcc46ca19e5a13,24829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2023.pdf,e2864f543b0e7844570b548e13772d4ef2a8313cb928c0c53ecaeaa93f9ce5af,250315,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2023.pdf,e2b55f4fe13fa9526119d3e68a9a5cf3c66a0223582d7f97a1d6aa15ae548eb7,250119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2023.pdf,de2e659c12772d0909e419a473902a4952deca9a93ef0b1de4606f5fd08b1422,252228,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2023.pdf,80c33d52ae3355abee402d61b12e08a4a5eb57509ce2296fc50fdbec97e79948,253877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2023.pdf,b20ca1878dea8797bac9b1233d547f0e794cba83d3dcc87e452a8df8925d5ce1,566677,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2023.pdf,2c3f0c53027b1fe939a99c3e6fb77d20358de92c84d2f2cb3b5b9c5cee5db361,2354119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2024.pdf,f91ca021209ae5a8ba3b3a20fd99212d16ed5ad8e02e6cdc256039bccbc880d8,2229542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,February-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2024.pdf,c88c8438135404ab54767fe01bc038c432999f2346f4a18679678c5e34e4f8b7,45555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2024.pdf,0188eea77c4d9bc2b0c35bd1e7753833aa87f1c4d4869cc4671aac32c4b10066,47598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2024.pdf,8298abb96f6baeb0290d5b9ccbc189eecca711f1f1b2000e6886d3ad3f02d623,50654,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2024.pdf,c79bd18f48da974699f3ae471e6bff3ee033c6bb006180b559023f1483ab97d1,32807,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2024.pdf,f6caa9cdb8ffac5df76bcefc2f7ffab759e56543e675625c41df45a1db5db711,32758,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2024.pdf,119b564c2b561c28a78e91e1c04e16764c89d1d10dd4511f1a3bbc52bfca61a7,33115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2024.pdf,4b0e245f9728b8f67f57dc9c6989e30c699ef9d340215af5bde36b4fa57598b5,33386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2024.pdf,b4d6301b4f4848e8caf19a2f49d2b61a6823d11dc1404898e300679a5054c1c3,33050,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2024.pdf,bc31aade3de8ca6983f5aa800fb6d893a04f070a6a5700c1456ea9ef4a5cd447,76830,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2024.pdf,50a0a776608095851d73bba14dbbd63ed4683f16c781043896af885d69dcf194,81809,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2024,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2024.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2024.pdf,492968ffb0d019371316317e6b69423b18a4eb82b2890e1a34320e4fc57bc44a,77706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2025,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2025.pdf,88998dec99ee77c266d383bed65d7e6e5a3b7ab1dd585330719979889ae36e87,83059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,"February 28, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2025.pdf,8547f52dcfe56a644e03bbac88a9bd1baa6ec15ef18b070778c03f5bb754cc72,111860,48834012.0,8162480.0,-614430.0,7548050.0,140042.0,0.0,29167.0,47994.0,0.0,160198.0,29167.0,0.0,189365.0,-49323.0,-2727632.0,9544155.0,6816523.0,6767200.0,63149262.0,9850040.0,6.41,0.0,True,0.0011,True
BDRY,March-2025,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2025.pdf,264e0d23ad785bcddbe13f51cf94d6096d9bfefd54853a7351c64cc02d29cfbf,30363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2025,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2025.pdf,6368a7e39ddf31ef19a64f8bc6c0d2c3ecc8acc4d63a0d416cb10d77db686abb,80962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2025,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2025.pdf,33cff6afb60874ba67f7fe981ffad3ec71159c182ee954dcccbfeb65d0956c67,47803,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,"June 30, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2025.pdf,855941b919e49a2878382cbc171ca7b2fe211cbcbf1991d10db0bbf7182c3a86,111630,59538462.0,2136888.0,-847103.0,1289785.0,171956.0,10275.0,76924.0,54413.0,5220.0,185998.0,0.0,0.0,235422.0,-63466.0,1974603.0,3076880.0,5051483.0,4988017.0,65816264.0,11700040.0,5.63,0.0,True,-0.0047,True
BDRY,"July 31, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2025.pdf,431a889e6ad3c64becc665a84b2a8526af9ab8e974b3092c643d302963472b7b,111799,65816264.0,0.0,-37770638.0,-37770638.0,116302.0,10617.0,76369.0,57144.0,5456.0,193974.0,0.0,0.0,193974.0,-77672.0,8799332.0,11281900.0,20081232.0,20003560.0,48049186.0,6450040.0,7.45,0.0,True,-0.0006,True
BDRY,"August 31, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2025.pdf,7fb8064793aef8ea320cf0bc75f6e24a07c072987f167001f68fe1c907fbbbe8,111751,48049186.0,624150.0,-8453765.0,-7829615.0,188021.0,10617.0,59371.0,32693.0,5456.0,151118.0,0.0,0.0,151118.0,36903.0,6011470.0,-1290115.0,4721355.0,4758258.0,44977829.0,5475040.0,8.22,0.0,True,-0.0049,True
BDRY,"September 30, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2025.pdf,1c20b19eef09d40c846a2b661aeaaf9dcecc58a3608ef9cc6e570b609b1404c0,112078,44977829.0,12633968.0,-16334968.0,-3701000.0,113351.0,10274.0,58651.0,43529.0,5280.0,159428.0,0.0,0.0,159428.0,-46077.0,7276157.0,-10055315.0,-2779158.0,-2825235.0,38451594.0,5050040.0,7.61,0.0,True,0.0041,True
BDRY,"October 31, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2025.pdf,0045eabef1e58b6f904d331d12e33ca80e55e6bc3987ac38d2d53c920c4a3afd,111658,38451594.0,0.0,-3078758.0,-3078758.0,92954.0,10616.0,48443.0,23579.0,5485.0,139074.0,-468.0,0.0,138606.0,-45652.0,537746.0,2212720.0,2750466.0,2704814.0,38077650.0,4675040.0,8.14,0.0,True,0.0049,True
BDRY,"November 30, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2025.pdf,dce9696b45e8f650634dcb9bc3e9b42d8c2a4be801e1956832fedf740e25d8b6,111321,38077650.0,0.0,-1681353.0,-1681353.0,106014.0,10274.0,46940.0,22895.0,5310.0,135324.0,-461.0,0.0,134863.0,-28849.0,1995495.0,3062995.0,5058490.0,5029641.0,41425938.0,4475040.0,9.26,0.0,True,-0.0029,True
BDRY,"December 31, 2025",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2025.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2025.pdf,e5c1876c4391f53070804445e208aa20397e949bfbf9b1b76c0d738e1bfe4fed,111379,41425938.0,0.0,-6017848.0,-6017848.0,94606.0,10617.0,44616.0,35165.0,5437.0,148702.0,-6320.0,0.0,142382.0,-47776.0,2862266.0,-4998740.0,-2136474.0,-2184250.0,33223840.0,3800040.0,8.74,0.0,True,0.003,True
BDRY,"January 31, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2026.pdf,9d55731ed58a9843239b5ab0f3e8deaa7aa36bee8df3f818e2666b94c9648fed,111675,33223840.0,0.0,-2010563.0,-2010563.0,75871.0,10617.0,44142.0,9670.0,5332.0,125989.0,-9769.0,0.0,116220.0,-40349.0,1970900.0,8326860.0,10297760.0,10257411.0,41470688.0,3600040.0,11.52,0.0,True,-0.0005,True
BDRY,"February  28, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2026.pdf,b3fab580b264a7b5c0ef582e43b655d8b382f7e200d84121cdf64e83b9f965fa,111804,41470688.0,0.0,-2062210.0,-2062210.0,96455.0,9589.0,45076.0,24703.0,4816.0,135402.0,-1963.0,0.0,133439.0,-36984.0,2503725.0,-308335.0,2195390.0,2158406.0,41566884.0,3425040.0,12.14,0.0,True,-0.0038,True
BDRY,"March  31, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2026.pdf,6ee597ec7ffaa1432d55aebb0a1e3dcc5dda8a7cdf5ec02a972dbe2ead913d65,76312,41566884.0,18958198.0,-9514730.0,9443468.0,101588.0,10617.0,52734.0,42019.0,5431.0,167740.0,2581.0,0.0,170321.0,-68733.0,1726215.0,-9527865.0,-7801650.0,-7870383.0,43139969.0,4275040.0,10.09,0.0,True,0.0011,True
BDRY,"April  30, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2026.pdf,12aa1b9a85d35344caa01ffeadbf5e6bb74ff9edeef03f0138a75f2e7e17c39d,76209,43139969.0,4196763.0,-13555140.0,-9358377.0,68097.0,10274.0,51010.0,38342.0,5490.0,160217.0,1251.0,0.0,161468.0,-93371.0,1033679.0,5169880.0,6203559.0,6110188.0,39891780.0,3450040.0,11.56,0.0,True,0.0027,True
BDRY,"May  31, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2026.pdf,b7183cbdfbf7c991e33521d347d796f35bf4128f038177b405b552781d6a35cc,111828,39891780.0,0.0,-4132290.0,-4132290.0,92961.0,10617.0,50071.0,23297.0,5673.0,146378.0,-2219.0,0.0,144159.0,-51198.0,3212001.0,1572405.0,4784406.0,4733208.0,40492698.0,3125040.0,12.96,0.0,True,-0.0025,True
BDRY,"June  30, 2026",https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2026.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2026.pdf,350d58cec151757310c768ff51471a8b03870e23f664cb62a6926e2d7f733fb2,111665,40492698.0,0.0,-8005740.0,-8005740.0,114044.0,10274.0,41567.0,12147.0,6193.0,125109.0,-12628.0,0.0,112481.0,1563.0,1779810.0,-4268390.0,-2488580.0,-2487017.0,29999941.0,2475040.0,12.12,0.0,True,0.001,True
